htid,author,title,year,authgender,female_category,clubs
uc2.ark:/13960/t2891457k,"Cook, Emily Constance (Baird),",From a woman's note-book;,1903,u,high_female,1.8018018018018018
mdp.39015013934982,"Ṣāliḥ, al-Ṭayyib.","Season of migration to the North / | $c: [by] Tayeb Salih, translated from the Arabic by Denys Johnson-Davis.",1969,u,,1.801574576179581
uiuo.ark:/13960/t8v98m68w,"Harwood, John Berwick.",Plain John Orpington,1866,m,,1.8012825131493624
uc1.$b268541,"Conquest, Joan.","The naked truth: | shocking revelations about the slums, | $c: by an ex-nursing sister (Joan Conquest).",1933,f,high_female,1.8010229810532383
uiuo.ark:/13960/t9474rb1h,"Ouida,",Tricotrin,1869,f,,1.8008121662869954
uc1.b3933679,"Nazhivin, Iv. (Ivan),",The dogs. | $c: Translated from the Russian.,1931,m,,1.800552769700298
uiuo.ark:/13960/t18k7kz90,"Baring-Gould, S.",The queen of love,1894,m,mixed,1.8005041411595246
uc1.b3325475,"Lytton, Rosina Bulwer Lytton,",Memoirs of a Muscovite,1844,f,mixed,1.8004393071909546
uc1.$b64932,Homer.,"Homer's Odyssey, | a line-for-line translation in the metre of the original | $c: by H.B. Cotterill ... with an introduction by Walter Leaf ...",1924,m,high_male,1.8002124250661578
njp.32101064906942,"Roche, Regina Maria,",Bridal of Dunamore;,1823,f,high_female,1.799434977417091
mdp.39015042857477,"Tremain, Rose.",The garden of the Villa Mollini and other stories / | $c: by Rose Tremain.,1987,f,mixed,1.7989170519347353
njp.32101076207677,,Tales from  Blackwood,1858,u,mixed,1.7988361530090031
uc1.$b322956,"Bates, H. E. (Herbert Ernest),","The golden oriole, | five novellas.",1962,m,mixed,1.7987552613591395
mdp.39015056908968,"Litt, Toby,",Finding myself / | $c: Toby Litt.,2003,m,high_female,1.7985395858562847
mdp.39015078806315,,Subterfuge / | $c: edited by Ian Whates.,2008,u,mixed,1.7982700641982412
mdp.39015063961398,"Winter, John Strange,",Aunt Johnnie,1894,m,high_female,1.7982215588782693
uc2.ark:/13960/t6d21tp04,,"Makanna, or, The land of the savage",1834,u,,1.7979790715236075
uc1.$b120263,"Brewster, Harry.",Where the trout sing; | $c: with an introduction by David Garnett.,1969,m,,1.7976720147409104
uiuo.ark:/13960/t8pc3h23p,"De Jongh, Bertha.",The sisters Lawless,1874,f,high_female,1.797558914993439
mdp.39015030402948,"(Ivan), Nazhivin, Iv.",The dogs | $c: by Ivan Nazhivin; translated from the Russian.,1931,u,,1.7974458294763143
uc2.ark:/13960/t9c53gt3j,"Ballantyne, R. M.",Under the waves,1887,m,,1.797348910357223
mdp.39015018933997,"Chand, Meira.",House of the sun / | $c: Meira Chand.,1989,u,high_female,1.7973327581868508
nyp.33433074874268,"Lewis, M. G.",Romantic tales,1808,m,mixed,1.7971712524486458
mdp.39015059376189,,The New British novelist;,1830,u,,1.79700977573318
uiuo.ark:/13960/t4fn1jn7c,"Gifford, George,",King's baynard,1866,f,,1.7967191907576765
mdp.39015029189795,"De Bernières, Louis.",The troublesome offspring of Cardinal Guzman | $c: Louis de Bernières.,1992,m,,1.79638567202788
uiuo.ark:/13960/t2j67th91,"Fothergill, Jessie,",Borderland,1886,f,,1.7960737827109938
nyp.33433074856299,"Gissing, George,",In the year of jubilee,1894,m,,1.7959447567392828
uiuo.ark:/13960/t0ft96k4j,"Nomad,",A railway foundling,1890,u,,1.795654516071108
uc1.$b322734,"Beresford, J. D. (John Davys),",The middle generation.,1932,m,,1.7956383943401477
uiuo.ark:/13960/t85h85x8s,"Reade, Charles,",A terrible temptation,1871,m,,1.795557790027472
uiuo.ark:/13960/t4gm8qn91,"Majendie, Margaret,",Precautions,1887,f,mixed,1.7952676744102545
inu.30000002177503,"Roberts, Morley,",The adventures of a ship's doctor,1897,m,high_male,1.7943656917279742
mdp.39015080871844,"Doran, Bryony.",The china bird / | $c: by Bryony Doran.,2009,u,high_female,1.7940759611761963
mdp.39015058691281,,Tales from  Blackwood.,1858,u,mixed,1.7935128639710167
mdp.39015046868231,"(Clive Staples), Lewis, C. S.","Prince Caspian, the return to Narnia. | $c: Illus. by Pauline Baynes.",1962,m,mixed,1.79285368521075
uc2.ark:/13960/t9862d842,"West, Rebecca,",The judge,1922,f,high_female,1.7909432002364045
uc1.b3730682,"Wasilewska, Wanda,",Just love; | $c: translated by Edith Bone.,1945,f,high_female,1.789773235731033
uc1.$b116810,,"A century of nature stories, | $c: with an introduction by J. W. Robertson Scott ...",1937,u,high_male,1.7892181712997477
uc2.ark:/13960/t5m90528p,"Lever, Charles James,",[Charles Lever's novels,1872,m,,1.7890154451666767
njp.32101068179116,"Harris, Edwin.",Richard Watts,1903,u,,1.7889727718344126
uc1.$b661973,"Wasilewska, Wanda,",Just love; | $c: translated by Edith Bone.,1945,f,high_female,1.7883968810358395
mdp.39015069332669,"Kennedy, A. L.",Day / | $c: A.L. Kennedy.,2007,u,high_male,1.7881410485659108
mdp.39015065763206,"Smith, Horace,",Zillah;,1828,m,,1.7877254768757709
uiuo.ark:/13960/t9n30df6w,"Mills, John,",Our county,1850,m,,1.7872781540991225
mdp.39015059433345,,Fitzgeorge,1832,m,mixed,1.786831055123738
mdp.39015058691265,,Tales from  Blackwood.,1858,u,,1.7867033536421948
mdp.39015011877555,"Kuznet͡sov, Ėduard.",Russian novel / | $c: Edward Kuznetsov ; translated by Jennifer Bradshaw.,1986,u,mixed,1.7855070393615027
uiuo.ark:/13960/t4nk3rn0d,"Hall, Thomas,","The lord of the manor, or, Lights and shades of country life",1849,m,mixed,1.784598911394664
uc2.ark:/13960/t5z60gj8r,"Beschi, Costantino Giuseppe,","Strange surprising adventures of the venerable Gooroo Simple, and his five disciples, Noodle, Doodle, Wiseacre, Zany, and Foozle",1861,m,high_male,1.7844396859386153
uc1.b5018339,"Łysek, Paweł.","At the border / | $c: [by] Paweł Łysek ; edited, with an introduction by Thomas E. Bird ; chief translator [from the Polish] John Zbigniew Kłosek.",1977,u,high_female,1.783962180001784
mdp.39015034995848,"Griffiths, Janette.",The singing house / | $c: Janette Griffiths.,1995,f,,1.7835485481914817
mdp.39015003449231,"Bradbury, Ray,",The small assassin.,1976,m,,1.7833895101029016
mdp.39015005387850,"Beti, Mongo,",Remember Ruben / | $c: Mongo Beti ; translated from the French by Gerald Moore.,1980,u,high_male,1.7833736078539775
mdp.39015014774924,"Hartley, L. P. (Leslie Poles),",Eustace and Hilda; | a trilogy.,1958,m,,1.7830503236236337
mdp.39015066706105,"Forton, Jean.",The better part of valour. | $c: Translated from the French by Alan and Ann-Yvette Stewart.,1963,f,,1.7829761437791962
inu.32000009191729,"Barry, Paul.",Unwilling to school.,1961,m,,1.781895937277263
mdp.39015029948018,,Her true-true name / | $c: edited by Pamela Mordecai and Betty Wilson.,1990,u,,1.7816578326132466
uiuo.ark:/13960/t20c5g13q,"Tytler, Sarah,",The Huguenot family,1867,f,,1.7812611328820804
njp.32101076207669,,Tales from  Blackwood,1858,u,,1.780769470488198
mdp.39015028358391,"Kossak, Zofia,","The blaze; | reminiscences of Volhynia, 1917-1919, | $c: by Sophia Kossak; translated from the original Polish.",1927,f,,1.7802463860998363
mdp.39015059706104,"(Gopal Das), Khosla, G. D.",Grim fairy tales and other facts and fancies / | $c: G.D. Khosla.,1966,u,,1.7797711214337837
mdp.39015062688000,"Ritchie, Anne Thackeray,",The works of Miss Thackeray,1875,f,,1.7792961104587026
uc2.ark:/13960/t0sq8x87b,"Thisted, Valdemar Adolph,",Letters from hell,1911,m,high_female,1.777098531228064
mdp.39015018632474,"Anand, Mulk Raj,",Conversations in Bloomsbury / | $c: Mulk Raj Anand.,1981,m,,1.7770511613029338
uc1.$b244982,"Stoll, Dennis Gray,","The dove found no rest, | a novel of peasant India, | $c: by Dennis Gray Stoll ...",1946,m,high_female,1.7765933821896513
uiuo.ark:/13960/t3ws9618t,"Tytler, Sarah,",Citoyenne Jacqueline;,1865,f,high_female,1.7762304836675606
uc1.b3325266,"Ward, Humphry,",The history of David Grieve,1893,f,,1.776151612301626
mdp.39015056186680,"Corrick, Martin.",The navigation log / | $c: Martin Corrick.,2002,m,mixed,1.776056975907787
mdp.39015019857526,"Lewis, Alun,",Collected stories / | $c: Alun Lewis ; edited by Cary Archard.,1990,u,mixed,1.775936066301613
uc1.b4974495,"Ellis, Alice Thomas.",Unexplained laughter / | $c: Alice Thomas Ellis.,1985,f,high_female,1.775883502042266
mdp.39015041196430,"Kilworth, Garry.",In the hollow of the deep-sea wave : | a novel and seven stories / | $c: Garry Kilworth.,1989,m,mixed,1.7754420850791848
uc1.$b137097,"Rytter, Jørgen.",Autumn crocus; | a novel. | $c: [Translated from the Danish by Maurice Michael],1963,u,high_male,1.7752529735487308
mdp.39015004843721,"Yonge, Charlotte M.",Hopes and fears;,1883,f,high_female,1.7745861517212007
mdp.39015022027471,"Shirazi, Manny,",Siege of Azadi Square / | $c: Manny Shirazi.,1991,m,high_female,1.7742607985947854
mdp.39015053245026,,Nineteenth century short stories / | $c: edited with an introduction by Peter Keating.,1981,u,mixed,1.7738831188412996
hvd.32044050537984,"Monkland, Anne Catharine.",Life in India;,1828,f,high_female,1.773489873372823
inu.30000026313316,"Crosland, Susan.",Dangerous games / | $c: Susan Crosland.,1992,f,mixed,1.7732697320589434
uc1.b3495079,,Nineteenth century short stories / | $c: edited with an introduction by Peter Keating.,1981,u,mixed,1.7731125217206285
mdp.39015064983516,"Lively, Penelope,",Consequences / | $c: Penelope Lively.,2007,f,high_female,1.7728924740714476
uc1.b3578458,"Gore,","Cecil, a peer",1841,f,,1.7727667570777712
uc1.$b146907,"Fullerton, Alexander,",The white men sang / | $c: by Alexander Fullerton.,1958,m,high_male,1.7724525425831723
uc2.ark:/13960/t55d8vt1g,"Wilson, John Mackay,",Wilson's tales of the borders and of Scotland,1857,m,,1.7720128293728847
uc1.b3283942,"Kossak, Zofia,","The blaze; | reminiscences of Volhynia, 1917-1919, | $c: by Sophia Kossak; translated from the original Polish.",1927,u,,1.770945862184993
uc2.ark:/13960/t4pk0d543,"Whyte-Melville, G. J.",Uncle John,1874,m,,1.7708831394216296
uiuo.ark:/13960/t0tq6857p,"Dalrymple, J. Elphinstone,",The Livingstones,1851,f,high_female,1.7707890636067432
uiuo.ark:/13960/t7jq1mj0x,"Tabor, Eliza.",Hagar,1870,f,high_female,1.7707577072229206
mdp.39015000546088,"Phillpotts, Adelaide Eden,","The youth of Jacob Ackner,",1931,f,mixed,1.7707263519495697
uiuo.ark:/13960/t3rv0v43n,"Allen, Grant,",The scallywag,1893,m,,1.770224818551956
uiuo.ark:/13960/t5t72p66n,"Blake, Louise Pilkington,",Mrs. Grey's reminiscences,1878,f,high_female,1.7694730509254344
uiuo.ark:/13960/t18k7z08h,"Combermere,",Shattered idols,1865,u,,1.7690348146051513
uc1.b4557428,"Cope, Jack,",The rain-maker.,1971,m,,1.7677370314392031
uiuo.ark:/13960/t8nc6n038,"Pemberton,",The world's furniture,1861,f,high_female,1.7671591150067152
mdp.39015078569681,"Marryat, Frederick,",The little savage,1889,m,mixed,1.766909322213584
uc1.31158011377834,"Penny, F. E.",Love in a palace,1915,m,high_female,1.766815668121345
nyp.33433074947247,"Coleridge, Mary E.",The king with two faces,1898,f,high_male,1.766774047267095
uc2.ark:/13960/t9f47rv90,"MacBride, MacKenzie.",King Penda's captain,1908,u,,1.7665971805109
uc2.ark:/13960/t4wh2g63t,"Grant, Sybil,",Samphire,1912,f,high_female,1.766191561136721
uc2.ark:/13960/t6qz2cw12,"Strindberg, August,",The confession of a fool,1912,m,high_female,1.7661135787642503
uiuo.ark:/13960/t1wd47k9n,"Gascoigne, Caroline Leigh Smith,",Evelyn Harcourt,1847,f,high_female,1.766035603277762
uc1.32106018072196,"Lloyd, Josie",We are family / | $c: Josie Lloyd & Emlyn Rees,2004,f,,1.7657757347098537
mdp.39015002719527,"Wright, Patricia,",Journey into fire / | $c: Patricia Wright.,1977,f,mixed,1.7655678949133988
mdp.39015065135637,"Lengyel, József,",Prenn drifting: | a novel; | $c: translated from the Hungarian by Ilona Duczynska.,1966,u,high_male,1.764991395666946
mdp.39015063964608,"Willcocks, M. P.",The power behind,1913,f,high_female,1.7646747410339818
uc2.ark:/13960/t8pc2wd6s,"Wylie, I. A. R.",Tristram sahib,1916,f,,1.764270003881394
mdp.39015058734933,"Lewis, Damien.",Operation certain death / | $c: Damien Lewis.,2004,m,high_male,1.7639873169311913
mdp.39015030854148,"Banks, Lynne Reid,",The backward shadow.,1970,f,,1.7637773054774104
mdp.39015005269793,"Muggeridge, Malcolm,",In a valley of this restless mind / | $c: Malcolm Muggeridge ; ill. by Papas.,1978,m,mixed,1.7636062220027513
uc2.ark:/13960/t4hm57n3h,"Waugh, Alec,",The lonely unicorn,1922,m,,1.7634351717144998
mdp.39015080843736,"Nichols, Mary,",The summer house / | $c: Mary Nichols.,2009,f,,1.7630361833792703
mdp.39015049862785,"Kesson, Jessie,",Where the apple ripens : | and other stories.,1985,u,high_female,1.7621766405864523
uiuo.ark:/13960/t0qr5g32w,"Thompson, Harriet Diana Calvert.",The Wyndham family: a story of modern life,1876,f,high_female,1.761959298740199
uc1.b4068742,,"Great German short stories, | $c: edited by Lewis Melville & Reginald Hargreaves.",1929,u,mixed,1.761799653177154
mdp.39015024933056,"Ibrahim, Gamil Atia.",Down to the sea / | $c: Gamil Attiyah Ibrahim ; introduced and translated by Frances Liardet.,1991,u,,1.760935408889202
wu.89031830839,"Laâbi, Abdellatif,",Rue du Retour / | $c: Abdellatif Laâbi ; translated from the French by Jacqueline Kaye ; foreword by Breyten Breytenbach ; introduction by Victor Reinking.,1989,u,high_male,1.7608113818847726
mdp.39015059415680,"James, G. P. R.",The convict;,1847,m,,1.760749374933972
uiuo.ark:/13960/t9474x070,"McCarthy, Justin H.",The Waterdale neighbours,1867,m,mixed,1.7602534765006161
uc2.ark:/13960/t6nz8415j,"Bindloss, Harold,",A sower of wheat,1901,m,mixed,1.7599333571902078
mdp.39076002274244,"Andersen, H. C.",Stories & fairy tales,1893,f,,1.7596133542922836
uiuo.ark:/13960/t5bc4gn4t,"Lemon, Mark,",Loved at last,1864,m,mixed,1.7593244194229416
uc1.$b101953,"Herbert, Xavier,",Larger than life; | twenty short stories.,1963,m,high_male,1.7592934677433543
uiuo.ark:/13960/t70v8r70m,"Armstrong, F. C.","Our blue jackets, afloat and ashore",1866,m,mixed,1.758581879572313
nyp.33433074871512,"Tytler, Sarah,", Noblesse oblige;,1871,f,high_female,1.7582932833196576
inu.39000005989020,"Devi, Shovona.",The orient pearls,1915,u,high_male,1.756913454443234
mdp.39015034025984,"Bogarde, Dirk,",A period of adjustment / | $c: Dirk Bogarde.,1994,u,mixed,1.7566202626147294
uiuo.ark:/13960/t70v92n03,"Pardoe,",The poor relation,1858,f,high_female,1.7562037898877785
mdp.39015066740237,"Raban, Jonathan",Surveillance / | $c: Jonathan Raban,2006,m,high_female,1.7559879188031187
nyp.33433040405833,"Balzac, Honoré de,",The atheist's mass and other stories =,1896,f,high_male,1.7559879188031187
uc1.32106009986081,"Willis, Ted.",The plume of feathers / | $c: Ted Willis.,1993,m,high_female,1.7559416676178017
uc1.32106013375388,"Lingard, Joan",Dreams of love and modest glory / | $c: Joan Lingard,1995,f,high_female,1.7556077036066033
mdp.39015031241840,"Jefferies, Richard,",The dewy morn,1884,m,,1.7548169725897589
uc2.ark:/13960/t9f47p863,"Donovan, Dick,",The great white hand =,1896,m,high_female,1.7538321231891683
uc1.b4949010,"Shadbolt, Maurice.",Strangers and journeys.,1972,m,high_male,1.7529467034084296
uiuo.ark:/13960/t48p6m24t,"Hope, Anthony,",The god in the car,1894,m,,1.7525718992621673
mdp.39015063539004,"Hope, Anthony,",Quisante | [a novel] | $c: by Anthony Hope [pseud.],1925,m,mixed,1.7522340984755564
uc1.b3321926,"Besant, Walter,",The ivory gate,1892,m,mixed,1.7517122987720497
mdp.39076006264886,"Hastings, George Gordon.",The first American king,1904,m,,1.751482191804815
mdp.39015048706629,"Feinstein, Elaine.",Mother's girl / | $c: Elaine Feinstein.,1988,f,,1.7512828146617396
uc2.ark:/13960/t88g8sg5j,"Hall, Stephen King,",The diary of a U-boat commander,1920,m,high_female,1.7507002801120448
nyp.33433061821579,"Croker, Thomas Crofton,",Legends of the lakes,1829,m,high_male,1.7506083363968978
njp.32101064787961,"Berkeley, Grantley F.","Sandron hall, or, The days of Queen Anne",1840,u,mixed,1.7505776906379105
mdp.39015054385425,,The weekenders : | travels in the heart of Africa / | $c: Alex Garland ... [et al.],2001,u,high_male,1.7501640778823015
hvd.hwadvf,"Scott, Walter,",The Waverley novels,1829,m,,1.7501028185405894
uc1.$b120002,"Villa-Gilbert, Mariana,",A jingle jangle song.,1968,f,high_female,1.7495363728611917
uiuo.ark:/13960/t6sx6nm41,"Ouida,",Chandos,1866,f,high_male,1.749107954942979
uc1.32106013189789,"Byatt, A. S. (Antonia Susan),",The virgin in the garden / | $c: by A. S. Byatt.,1978,f,mixed,1.7483969385569607
mdp.39015005311256,"Lytton, Edward Bulwer Lytton,",[Novels],1890,m,,1.7479385250020756
hvd.hwadvg,"Scott, Walter,",The Waverley novels,1829,m,,1.7476864999956307
uva.x030564016,"Rabelais, François,",The works of François Rabelais,1897,m,high_male,1.7476559564484135
mdp.39015030709730,"Newman, John Henry,",Callista;,1856,m,high_male,1.7472284588571378
uc2.ark:/13960/t86h4jj86,"Ainsworth, William Harrison,","The flitch of bacon, or The custom of Dunmow;",1854,m,high_male,1.7462673535318258
mdp.39015005709608,"McHugh, Roger Joseph.",Dublin 1916; | $c: edited by Roger McHugh.,1966,m,,1.7454647008855324
uc2.ark:/13960/t0ht2v58x,"Gowing, Aylmer.",My only love;,1880,u,high_female,1.7453529976437734
uiuo.ark:/13960/t82j6zf76,"Majendie, Margaret,",Precautions,1887,f,mixed,1.7452006980802792
uiuo.ark:/13960/t89g6700s,"Nunn, Lorenzo N.,",The militia major,1852,f,mixed,1.7447744006699935
uiuo.ark:/13960/t71v5tb4w,"Coleridge, Christabel R.",An English squire,1881,f,mixed,1.7447439588240425
uiuo.ark:/13960/t41r72r9g,"Blake, Louise Pilkington,",Mrs. Grey's reminiscences,1878,f,high_female,1.7445917655268668
nyp.33433075756639,"Trueba y Cosío, Joaquín Telesforo de,",The romance of history,1872,m,,1.7439984652813505
uiuo.ark:/13960/t3xs6716f,"Lemon, Mark,",Loved at last,1864,m,mixed,1.7438616071428572
uc1.b2840598,"Simenon, Georges,",Maigret takes the waters / | $c: Georges Simenon ; translated from the French by Eileen Ellenbogen.,1969,m,high_female,1.7434055684373857
uiuo.ark:/13960/t78s5d297,"West,",The infidel father,1802,f,high_female,1.7430409091701382
mdp.39015068629214,"Broomhall, A. J.",Strong tower.,1947,u,,1.7426156661148384
uc1.b4949053,"Waddell, Martin",Otley victorious / | $c: by Martin Waddell,1969,m,mixed,1.7422816921039794
uc2.ark:/13960/t3bz6218s,"Replogle, Charles.",Among the Indians of Alaska,1904,m,,1.7419478460814883
uc1.$b295058,"Hobart, Alice Tisdale,","Within the walls of Nanking, | $c: by Alice Tisdale Hobart; proem by Florence Ayscough.",1928,f,high_male,1.7417961401797533
pst.000011793625,"Sahle Sellassie Berhane Mariam,",Firebrands / | $c: [by] B. M. Sahle Sellassie.,1979,f,mixed,1.7408258477821879
uc1.b3486103,,"Anne Hughes, her boke / | $c: edited by Mollie Preston ; introduced by Michael Croucher ; linocuts by Tony Evora.",1981,u,,1.7405531477903677
uiuo.ark:/13960/t5h99rj8g,"Delorme, Charles.",The pedlar,1857,m,mixed,1.7401291175805245
inu.32000007703517,"Simenon, Georges,",Account unsettled; | $c: translated from the French by Tony White.,1966,m,high_male,1.739977728285078
mdp.39015031938429,"Richardson, John,",Wacousta;,1832,m,high_male,1.739463201655969
mdp.39015014519154,"Bainbridge, Beryl,",The dressmaker.,1973,f,high_female,1.7389187403272646
uiuo.ark:/13960/t7xk8k368,,Amat,1881,u,,1.7387675615523717
uc1.32106014431487,"Gunn, Kirsty",The keepsake / | $c: Kirsty Gunn,1997,f,high_male,1.7382537502824662
njp.32101066120088,"Boswell, Thomas Alexander.",Recollections of a pedestrian,1826,m,mixed,1.7381328976413537
uc2.ark:/13960/t3dz05x5k,"Lever, Charles James,",[Charles Lever's novels,1872,m,mixed,1.7377603744294354
uc1.$b243195,,The lilies and the bees : | a romance / | $c: by Edward Grierson.,1953,u,mixed,1.7371968591480786
mdp.39015024252606,"Reinhard, John Revell,",Mediaeval pageant.,1935,m,high_male,1.7370208355649226
uiuo.ark:/13960/t40s0229w,"Caine, Hall,",A son of Hagar,1887,m,,1.7363824208643712
mdp.39015016451836,"Bluestone, George.",The send-off.,1968,m,mixed,1.7359302850397529
inu.30000042783757,"Grant, James,",The Cameronians,1881,m,mixed,1.7352374672473927
mdp.39015012304781,"Balchin, Nigel,","Lightbody on liberty; | a novel, | $c: by Nigel Balchin.",1936,m,high_male,1.7347106936240708
mdp.39015014192796,"Shah, Amina.",The tale of the four dervishes of Amir Khusru / | $c: retold by Amina Shah.,1976,f,,1.7342443897193993
uc1.32106015514182,"Duthie, Niall",Lobster moth,1999,m,mixed,1.7337332478024932
hvd.hwadam,"Scott, Walter,",The Waverley novels,1829,m,high_male,1.7312569791296972
uiuo.ark:/13960/t2v417c6k,"Laffan, De Courcy,",Bonnie Kate,1891,f,high_female,1.7311520817103783
mdp.39015048881687,"Russell Taylor, Elisabeth,",Swann song / | $c: Elisabeth Russell Taylor.,1988,f,mixed,1.7301636734835115
uc2.ark:/13960/t9g44mp6t,"Wieland, Christoph Martin,",The adventures of Don Sylvio de Rosalva,1904,m,mixed,1.7298843284012408
uc1.32106014498908,"Fink, Jon Stephen",If he lived / | $c: Jon Stephen Fink,1997,m,high_female,1.7296549338406988
uc2.ark:/13960/t3028rd57,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,,1.7295801444199421
mdp.39015008314281,"Broomhall, A. J.",Strong man's prey.,1953,u,,1.7290418514580146
uc1.b3727281,"Baird, Thomas,",Sheba's landing / | $c: Thomas Baird.,1965,m,,1.728832605782945
mdp.39015062219715,,Folk-lore and legends,1890,u,high_male,1.7279811995645487
mdp.39015030703774,"Marshall, Bruce,",Peter the Second / | $c: Bruce Marshall.,1976,m,high_male,1.7276229635644318
mdp.39015063552759,"Galt, John,","The Ayrshire legatees, or, The Pringle family",1821,m,,1.7275931172690209
mdp.39015058212179,,The body in the library : | a literary anthology of modern medicine / | $c: edited by Iain Bamforth.,2003,u,,1.727523479923298
mdp.39015031307765,"Trelawny, Edward John,",Adventures of a younger son,1890,m,,1.7274289810760155
uiuo.ark:/13960/t3jw91b96,"Roberts, Margaret,",Mademoiselle Mori,1860,f,high_female,1.7268771154244664
uc1.$b105491,"Sitwell, Osbert,","Dumb-animal, | and other stories.",1930,m,mixed,1.725997842502697
inu.30000124990932,"Van Niekerk, Marlene.",The way of the women / | $c: Marlene van Niekerk ; translated by Michiel Heyns.,2008,f,,1.7259710313022105
mdp.39015019867145,"Booth, Martin.",A very private gentleman / | $c: Martin Booth.,1991,m,,1.725714877387958
njp.32101068142270,"Llanos Gutierrez, Valentin.","Don Esteban, or, Memoirs of a Spaniard",1826,m,,1.7256850969835025
hvd.hwadvd,"Scott, Walter,",The Waverley novels,1829,m,,1.7255213231297506
mdp.39015056797783,"Funder, Anna.",Stasiland / | $c: Anna Funder.,2003,f,,1.7251492254079979
mdp.39015013254258,"MacLaverty, Bernard.",The great Profundo and other stories / | $c: Bernard Mac Laverty.,1987,m,,1.7247326664367024
inu.39000003330797,"Fothergill, Jessie,",Probation,1879,f,mixed,1.7243757759690992
uc2.ark:/13960/t1gh9cz9f,"Grant, James,",Miss Cheyne of Essilmont,1883,m,mixed,1.7243757759690992
uiuo.ark:/13960/t0ht38h97,"Smythies, Gordon,",The breach of promise;,1845,f,,1.7240487560988225
mdp.39015054402808,"Hensher, Philip.",The Mulberry Empire : | or the two virtuous journeys of the Amir Dost Mohammed Khan / | $c: Philip Hensher.,2002,m,,1.7238332880827094
uiuo.ark:/13960/t5db8jf6q,"Lever, Charles James,",The Dodd family abroad,1859,m,mixed,1.7236525346310523
umn.31951002098915q,"Scott, B. Montagu.",Clay eternal.,1946,u,high_female,1.7234346904424056
mdp.39015063991247,"Dwinger, Edwin Erich,","The army behind barbed wire, | a Siberian diary, | $c: by Edwin Erich Dwinger. Translated by Ian F. D. Morrow.",1930,m,high_male,1.7232465965879717
uc2.ark:/13960/t4kk9844g,"Thomas, Richard Henry,",Penelve;,1898,m,,1.7231723603153406
mdp.39015062111607,"Haining, Peter.",The gentlewomen of evil: | an anthology of rare supernatural stories from the pens of Victorian ladies.,1967,m,,1.7225193568112722
mdp.39015011488080,"Carter, Bryan,",The arm'd rhinoceros,1965,m,high_male,1.7224155155189638
mdp.39015027234049,"McHugh, Roger Joseph.",Dublin 1916 : | an illustrated anthology / | $c: edited by Roger McHugh.,1976,m,high_male,1.7223660716848759
uc2.ark:/13960/t9862dx71,"Watt, Findlay.",Allanforth commune,1913,u,,1.7221782110012744
nyp.33433074865662,"Buckrose, J. E.,",Voices,1908,f,high_female,1.7214222390539062
mdp.39015011336446,"Simenon, Georges,",The fourth Simenon omnibus / | $c: Georges Simenon.,1971,m,,1.7212000206544003
mdp.39015031222816,"Callow, Philip.",The bliss body.,1969,m,mixed,1.721081527631964
mdp.39015006214699,,The Penguin Brontë sisters.,1984,u,,1.720886049809326
uiuo.ark:/13960/t9669120x,"Neville, Mary.","Arthur, or, A knight of our own day",1876,f,high_female,1.7201637595899129
uc2.ark:/13960/t5t729m0k,"Scott, P. E. S.",Souls in pawn,1913,f,,1.7201341704652964
uiuo.ark:/13960/t6g16kp69,"Lawrence, George A.","Sans merci; or, Kestrels and falcons",1866,m,mixed,1.7194834671664632
mdp.39015013254548,"Leitch, Maurice,",The hands of Cheryl Boyd and other stories / | $c: Maurice Leitch.,1987,m,,1.7192469698272157
uiuo.ark:/13960/t7br9bx6z,"Needell, Mary Anna Lupton,",The story of Philip Methuen,1886,f,,1.7190696395110967
uiuo.ark:/13960/t2891qf8p,"Lytton, Rosina Bulwer Lytton,","Miriam Sedley; or, The tares and the wheat",1851,f,,1.7186264737222012
nyp.33433075762405,"Ellis, A. B.",South African sketches,1887,u,mixed,1.7184788025639703
inu.32000003292143,"Grant, James,",The Cameronians,1881,m,mixed,1.7183606839075523
uiuo.ark:/13960/t5db89891,"Banks, G. Linnaeus","Wooers and winners, or, Under the scars",1880,f,,1.7183311567805348
mdp.39015084096372,"Kapo, Remi.",Reap the forgotten harvest / | $c: Remi Kapo.,2009,u,high_male,1.718291788856305
wu.89004871638,"Conyers, Dorothea,",Some happenings of Glendalyne,1911,f,,1.7182278198266308
mdp.39015074228662,"Black, Benjamin,",The silver swan / | $c: Benjamin Black.,2007,m,,1.7178441056474125
uiuo.ark:/13960/t54f2cc9g,"Hope, Anthony,",The god in the car,1894,m,,1.717032967032967
mdp.39015047453298,"Humphreys, Emyr.",The gift of a daughter / | $c: Emyr Humphreys.,1998,m,high_female,1.716237321296789
uc1.$b282854,"Dennis, Owen.","The rest go on, | $c: by Owen Dennis ...",1942,m,,1.7161489617298782
inu.30000110623109,"Ross, Caroline,",The war before mine / | $c: by Caroline Ross.,2008,f,,1.7160164394374897
inu.39000002943509,"Stapledon, Olaf,",Death into life.,1946,m,high_male,1.7159722698881186
mdp.39015050498776,"Gardam, Jane.",The flight of the maidens / | $c: Jane Gardam.,2000,f,high_female,1.7152070254879763
uiuo.ark:/13960/t8hd8g29v,"Roy, Gordon.",His cousin Adair,1891,f,,1.7146776406035664
