docid,htid,author,firstname,inferreddate,birthdate,authgender,enumcron,title
mdp.39015054151496,mdp.39015054151496,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.16,The works of H. G. Wells.
mdp.39015054151553,mdp.39015054151553,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.22,The works of H. G. Wells.
uc1.b4083133,uc1.b4083133,"(Herbert George), Wells, H. G.",Wells H. G,1940,1866.0,m,,All aboard for Ararat | $c: [by] H.G. Wells.
mdp.39015054151488,mdp.39015054151488,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.15,The works of H. G. Wells.
mdp.39015054151389,mdp.39015054151389,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.5,The works of H. G. Wells.
uc1.32106019365086,uc1.32106019365086,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.12,The works of H. G. Wells.
mdp.39015054151520,mdp.39015054151520,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.19,The works of H. G. Wells.
mdp.39015054151579,mdp.39015054151579,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.24,The works of H. G. Wells.
mdp.39015030719622,mdp.39015030719622,"(Herbert George), Wells, H. G.",Wells H. G,1927,1866.0,m,,"The Plattner story, and others ..."
mdp.39015054159937,mdp.39015054159937,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.1,The works of H. G. Wells.
uc1.32106019365144,uc1.32106019365144,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.23,The works of H. G. Wells.
mdp.39015054151512,mdp.39015054151512,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.18,The works of H. G. Wells.
mdp.39015046359942,mdp.39015046359942,"(Herbert George), Wells, H. G.",Wells H. G,1927,1866.0,m,,The short stories of H. G. Wells.
mdp.39015028687088,mdp.39015028687088,"(Herbert George), Wells, H. G.",Wells H. G,1926,1866.0,m,,The stolen bacillus and other incidents ...
mdp.39015054151405,mdp.39015054151405,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.7,The works of H. G. Wells.
mdp.39015054151454,mdp.39015054151454,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.12,The works of H. G. Wells.
mdp.39015013259653,mdp.39015013259653,"(Jean-Marie Gustave), Le Clézio, J.-M. G.",Le Clézio J.-M. G,1967,1927.0,m,,"The flood, | $c: by J. M. G. Le Clézio; translated from the French by Peter Green."
mdp.39015008289681,mdp.39015008289681,"(Jean-Marie Gustave), Le Clézio, J.-M. G.",Le Clézio J.-M. G,1967,1927.0,m,,"The flood, | $c: by J. M. G. Le Clézio; translated from the French by Peter Green."
mdp.39015002712043,mdp.39015002712043,"(John Boynton), Priestley, J. B.",Priestley J. B,1964,1894.0,m,,Sir Michael and Sir George : | a tale of COMSA and DISCUS and the new Elizabethans.
uc1.b4089314,uc1.b4089314,"(John Boynton), Priestley, J. B.",Priestley J. B,1940,1894.0,m,,Let the people sing / | $c: J. B. Priestley.
mdp.39015002712076,mdp.39015002712076,"(John Boynton), Priestley, J. B.",Priestley J. B,1932,1894.0,m,,Self-selected essays.
mdp.39015002712217,mdp.39015002712217,"(John Boynton), Priestley, J. B.",Priestley J. B,1954,1894.0,m,,Low notes on a high level; | a frolic.
mdp.39015002711979,mdp.39015002711979,"(John Boynton), Priestley, J. B.",Priestley J. B,1968,1894.0,m,v.2,"The image men, | $c: by J. B. Priestley."
uc1.$b233472,uc1.$b233472,"(John Boynton), Priestley, J. B.",Priestley J. B,1961,1894.0,m,,"The thirty-first of June; | a tale of true love, enterprise, and progress, in the Arthurian and ad-atomic ages."
mdp.39015002712134,mdp.39015002712134,"(John Boynton), Priestley, J. B.",Priestley J. B,1968,1894.0,m,v.2,"The image men, | $c: by J. B. Priestley."
uc1.$b104153,uc1.$b104153,"(John Boynton), Priestley, J. B.",Priestley J. B,1927,1894.0,m,,Benighted.
mdp.39015002704842,mdp.39015002704842,"(John Dick), Scott, J. D.",Scott J. D,1952,1912.0,m,,"The way to glory : | or, The last night of the holidays, a love story / | $c: J. D. Scott."
uc1.b4450236,uc1.b4450236,"(John Edward), Williams, John",Williams John,1973,1922.0,m,,"Stoner, | a novel | $c: [by] John Williams."
mdp.39015003203067,mdp.39015003203067,"(John Henry Charles) Colson, John H. C.",John H. C,1969,1929.0,m,,"Progressive exercise therapy in rehabilitation and physical education, | $c: by John H. C. Colson; with a foreword by J. M. P. Clark."
mdp.39015014582327,mdp.39015014582327,"(John Innes Mackintosh), Stewart, J. I. M.",Stewart J. I. M,1966,1906.0,m,,An acre of grass; | $c: a novel [by] J. I. M. Stewart.
mdp.39015007061131,mdp.39015007061131,"(John Ronald Reuel), Tolkien, J. R. R.",Tolkien J. R. R,1966,1892.0,m,pt.3,"The lord of the rings, | $c: by J. R. R. Tolkien."
mdp.39015005607976,mdp.39015005607976,"(John Ronald Reuel), Tolkien, J. R. R.",Tolkien J. R. R,1966,1892.0,m,pt.3,"The lord of the rings, | $c: by J. R. R. Tolkien."
mdp.39015005607919,mdp.39015005607919,"(John Ronald Reuel), Tolkien, J. R. R.",Tolkien J. R. R,1954,1892.0,m,,The lord of the rings.
mdp.39015054025773,mdp.39015054025773,"(John Ronald Reuel), Tolkien, J. R. R.",Tolkien J. R. R,1954,1892.0,m,pt.2,The lord of the rings.
mdp.39015054055697,mdp.39015054055697,"(John Ronald Reuel), Tolkien, J. R. R.",Tolkien J. R. R,1966,1892.0,m,pt.1,"The lord of the rings, | $c: by J. R. R. Tolkien."
mdp.39015003763490,mdp.39015003763490,"(John Ronald Reuel), Tolkien, J. R. R.",Tolkien J. R. R,1966,1892.0,m,pt.2,"The lord of the rings, | $c: by J. R. R. Tolkien."
mdp.39015027243370,mdp.39015027243370,"(John Ronald Reuel), Tolkien, J. R. R.",Tolkien J. R. R,1966,1892.0,m,pt.1,"The lord of the rings, | $c: by J. R. R. Tolkien."
uc1.31822013422639,uc1.31822013422639,"(Leonard Harrison) Matthews, L. Harrison",L. Harrison,1951,1911.0,m,,Wandering albatross; | adventures among the albatrosses and petrels in the Southern Ocean. | $c: Illustrated by the author
uc1.b2838975,uc1.b2838975,"(Novelist) Murray, James",James,1932,1892.0,m,,Coloured. A glimpse of a quadroon girl.
mdp.39015000523301,mdp.39015000523301,"(Pelham Grenville), Wodehouse, P. G.",Wodehouse P. G,1935,1881.0,m,,"Jill the reckless,"
mdp.39015005141190,mdp.39015005141190,"(Pelham Grenville), Wodehouse, P. G.",Wodehouse P. G,1947,1881.0,m,,Full moon.
inu.30000011907551,inu.30000011907551,"(Pelham Grenville), Wodehouse, P. G.",Wodehouse P. G,1946,1881.0,m,,Money in the bank : | [a novel] / | $c: by P. G. Wodehouse.
mdp.39015005650323,mdp.39015005650323,"(Pelham Grenville), Wodehouse, P. G.",Wodehouse P. G,1924,1881.0,m,,"The girl on the boat, | $c: by P. G. Wodehouse."
mdp.39015042022882,mdp.39015042022882,"(Terence Hanbury), White, T. H.",White T. H,1947,1906.0,m,,Mistress Masham's repose.
mdp.39015030857836,mdp.39015030857836,"(Terence Hanbury), White, T. H.",White T. H,1969,1906.0,m,,They winter abroad | $c: [by] T. H. White.
mdp.39015009241129,mdp.39015009241129,"(Terence Hanbury), White, T. H.",White T. H,1951,1906.0,m,,The goshawk.
inu.39000001136287,inu.39000001136287,"Abbey, Edward,",Edward,1963,1927.0,m,,Fire on the mountain / | $c: Edward Abbey.
uc1.31822028405892,uc1.31822028405892,"Abbey, Lloyd Robert,",Lloyd Robert,1990,1950.0,m,,The last whales / | $c: Lloyd Abbey
7144,nyp.33433074918602,"Abbott, Charles T.",,1899,,m,,The cliff dweller's daughter
3601,uc2.ark:/13960/t8df6n879,"Abbott, Edwin Abbott,",,1878,,m,,Philochristus
mdp.39015009349294,mdp.39015009349294,"Abdullah, Achmed,",Achmed,1934,1881.0,m,,"My nine lives; | adventures and reminiscences, | $c: by Achmed Abdullah. Illustrated by Erick Berry."
mdp.39015012940006,mdp.39015012940006,"Abelard, Peter,",Peter,1908,,m,,The love letters of Abelard and Heloise
mdp.39015080896601,mdp.39015080896601,"Aberdein, John.",John,2009,1969.0,m,,Strip the willow / | $c: John Aberdein.
mdp.39015033516314,mdp.39015033516314,"Abernethy, Cecil.",Cecil,1974,1934.0,m,,Mr. Pepys of Seething Lane.
inu.30000027155435,inu.30000027155435,"Ableman, Paul.",Paul,1991,1951.0,m,,Straight up : | the autobiography of Arthur Daley / | $c: Paul Ableman [and Leon Griffiths]
uc1.$b295612,uc1.$b295612,"Abraham, James Johnston,",James Johnston,1947,1876.0,m,,"The surgeon's log, impressions of the Far East."
uc1.b2800163,uc1.b2800163,"Abraham, Parappillil John.",Parappillil John,1963,1923.0,m,,Last hours on Dara / | $c: by P. J. Abraham.
mdp.39015066017982,mdp.39015066017982,"Abrahams, Peter,",Peter,1956,1916.0,m,,Mine boy.
uc1.$b322889,uc1.$b322889,"Abrahams, Peter,",Peter,1954,1914.0,m,,Mine boy / | $c: by Peter Abrahams.
inu.32000007189659,inu.32000007189659,"Abrahams, Peter,",Peter,1942,1902.0,m,,"Dark testament, | $c: by Peter Abrahams."
inu.30000055891182,inu.30000055891182,"Abrahams, Peter,",Peter,1943,1903.0,m,,Song of the city; | a novel.
inu.30000044867673,inu.30000044867673,"Abrahams, Peter,",Peter,1975,1935.0,m,,Mine boy / | $c: Peter Abrahams ; illustrated by Ruth Yudelowitz.
mdp.39015033516330,mdp.39015033516330,"Abrahams, Peter,",Peter,1980,1940.0,m,,The fury of Rachel Monette / | $c: Peter Abrahams.
mdp.39015066681415,mdp.39015066681415,"Abruquah, Joseph W",Joseph W,1968,1928.0,m,,The torrent; | a novel.
mdp.39015016455811,mdp.39015016455811,"Abse, Dannie.",Dannie,1956,1916.0,m,,Some corner of an English field | a novel.
mdp.39015030849221,mdp.39015030849221,"Abse, Dannie.",Dannie,1970,1930.0,m,,"O. Jones, O. Jones."
mdp.39015021848109,mdp.39015021848109,"Abse, Dannie.",Dannie,1991,1951.0,m,,There was a young man from Cardif / | $c: Dannie Abse.
mdp.39015055799897,mdp.39015055799897,"Abse, Dannie.",Dannie,2002,1962.0,m,,The strange case of Dr Simmonds & Dr Glas / | $c: Dannie Abse.
mdp.39015035329401,mdp.39015035329401,"Achebe, Chinua.",Chinua,1966,1926.0,m,,A man of the people.
mdp.39015038920172,mdp.39015038920172,"Achebe, Chinua.",Chinua,1987,1947.0,m,,Anthills of the Savannah / | $c: Chinua Achebe.
mdp.39015002968793,mdp.39015002968793,"Achebe, Chinua.",Chinua,1960,1920.0,m,,No longer at ease.
mdp.39015020752625,mdp.39015020752625,"Achebe, Chinua.",Chinua,1964,1924.0,m,,Arrow of God.
inu.39000003104580,inu.39000003104580,"Ackerley, J. R. (Joe Randolph),",J. R. Joe Randolph,1952,1896.0,m,,Hindoo holiday; | an Indian journal.
mdp.39015034434293,mdp.39015034434293,"Ackroyd, Peter,",Peter,1994,1954.0,m,,Dan Leno and the Limehouse Golem / | $c: Peter Ackroyd.
mdp.39015048915105,mdp.39015048915105,"Ackroyd, Peter,",Peter,1999,1959.0,m,,The Plato papers : | a novel / | $c: Peter Ackroyd
uc1.32106005534992,uc1.32106005534992,"Ackroyd, Peter,",Peter,1985,1945.0,m,,Hawksmoor / | $c: by Peter Ackroyd.
mdp.39015059975998,mdp.39015059975998,"Ackroyd, Peter,",Peter,2003,1963.0,m,,The Clerkenwell tales / | $c: by Peter Ackroyd.
mdp.39015012970466,mdp.39015012970466,"Ackroyd, Peter,",Peter,1987,1947.0,m,,Chatterton / | $c: Peter Ackroyd.
mdp.39015014944246,mdp.39015014944246,"Ackroyd, Peter,",Peter,1989,1949.0,m,,First light / | $c: by Peter Ackroyd.
1099,uc2.ark:/13960/t6d224v2f,"Ackworth, John.",,1896,,m,,Clog shop chronicles
1599,uc2.ark:/13960/t0bv7pr85,"Ackworth, John.",,1897,,m,,Beckside lights
8887,uc2.ark:/13960/t5q81j02d,"Ackworth, John.",,1898,,m,,The scowcroft critics
uc2.ark+=13960=t3cz34n1g,uc2.ark:/13960/t3cz34n1g,"Acorn, George.",George,1915,,m,,The driving force
uc2.ark+=13960=t0dv1fp6r,uc2.ark:/13960/t0dv1fp6r,"Acorn, George.",George,1911,,m,,One of the multitude
mdp.39015014552478,mdp.39015014552478,"Acton, Harold,",Harold,1972,1904.0,m,,"Tit for tat, and other tales."
mdp.39015011808816,mdp.39015011808816,"Acton, Harold,",Harold,1928,1904.0,m,,Humdrum.
mdp.39015011808824,mdp.39015011808824,"Acton, Harold,",Harold,1965,1904.0,m,,Old lamps for new.
mdp.39015016455829,mdp.39015016455829,"Acton, Harold,",Harold,1950,1904.0,m,,"Prince Isidore, | a novel."
mdp.39015063025087,mdp.39015063025087,"Acton, Harold,",Harold,1950,1904.0,m,,"Peonies and ponies, | a novel."
uc1.b4948463,uc1.b4948463,"Acton, Harold,",Harold,1982,1904.0,m,,"The soul's gymnasium, and other stories / | $c: by Harold Acton."
mdp.39015018932346,mdp.39015018932346,"Adair, Gilbert.",Gilbert,1990,1950.0,m,,Love and death on Long Island / | $c: Gilbert Adair.
mdp.39015040177134,mdp.39015040177134,"Adair, Gilbert.",Gilbert,1997,1957.0,m,,The key of the tower : | a novel / | $c: Gilbert Adair.
mdp.39015074228795,mdp.39015074228795,"Adair, Gilbert.",Gilbert,2007,1967.0,m,,A mysterious affair of style / | $c: Gilbert Adair.
mdp.39015033516983,mdp.39015033516983,"Adair, Gilbert.",Gilbert,1988,1948.0,m,,The holy innocents : | a romance / | $c: Gilbert Adair.
inu.32000011206358,inu.32000011206358,"Adams, Anthony,",Anthony,1968,1928.0,m,,Loneliness and parting.
uc2.ark+=13960=t59c6v49h,uc2.ark:/13960/t59c6v49h,"Adams, Arthur Henry,",Arthur Henry,1912,,m,,A touch of fantasy
uc2.ark+=13960=t00z72q67,uc2.ark:/13960/t00z72q67,"Adams, Arthur Henry,",Arthur Henry,1915,,m,,Grocer Greatheart;
nyp.33433074918610,nyp.33433074918610,"Adams, Arthur Henry,",Arthur Henry,1904,,m,,Tussock land;
11344,njp.32101068162740,"Adams, F. Colburn",,1855,,m,vol.1,"Our world, or, The democrat's rule"
11344,njp.32101068162732,"Adams, F. Colburn",,1855,,m,vol.2,"Our world, or, The democrat's rule"
10916,mdp.39015030849429,"Adams, Francis William Lauderdale,",,1899,,m,,Essays in modernity criticisms and dialogues
4992,nyp.33433074918818,"Adams, Francis William Lauderdale,",,1891,,m,,John Webb's end
uc2.ark+=13960=t47p9676w,uc2.ark:/13960/t47p9676w,"Adams, Johns Bernard Pye,",Johns Bernard Pye,1917,,m,,Nothing of importance;
uc1.32106017817773,uc1.32106017817773,"Adams, Richard,",Richard,1984,1944.0,m,,Maia / | $c: Richard Adams.
mdp.39076005253906,mdp.39076005253906,"Adams, Richard,",Richard,1974,1934.0,m,,Shardik / | $c: Richard Adams.
1612,mdp.39015064364675,"Adams, William,",,1867,,m,,Sacred allegories
mdp.39015016455894,mdp.39015016455894,"Adamson, Margot Robert,",Margot Robert,1931,1891.0,m,,"The forester's wife, | $c: by Margot Robert Adamson; with a preface by Sir Arthur Quiller-Couch."
uc1.$b322899,uc1.$b322899,"Adsett, Delphin Rose.",Delphin Rose,1963,1923.0,m,,A magpie sings.
uc2.ark+=13960=t2b858c9p,uc2.ark:/13960/t2b858c9p,"Agate, James,",James,1919,,m,,Responsibility;
uc1.$b299542,uc1.$b299542,"Agate, James,",James,1928,1877.0,m,,"Gemel in London, | $c: by James Agate."
mdp.39015016455506,mdp.39015016455506,"Ageton, Arthur Ainslie,",Arthur Ainslie,1967,1927.0,m,,Hit the beach! / | $c: Arthur A. Ageton.
14302,mdp.39015063526795,"Agg, John,",,1816,,m,v.1,Eighteen hundred and fifteen;
14302,mdp.39015063526787,"Agg, John,",,1816,,m,v.2,Eighteen hundred and fifteen;
14302,mdp.39015063526779,"Agg, John,",,1816,,m,v.3,Eighteen hundred and fifteen;
uc2.ark+=13960=t3416vj4x,uc2.ark:/13960/t3416vj4x,"Agnus, Orme.",Orme,1906,,m,,Minvale
uc1.$b391214,uc1.$b391214,"Agunwa, Clement,",Clement,1967,1927.0,m,,More than once: | a novel.
mdp.39015018631278,mdp.39015018631278,"Ahearn, Daniel.",Daniel,1930,1890.0,m,,"The confessions of a gunman, | $c: by Danny Ahearn; with a preface by Richard Church."
uc1.$b252113,uc1.$b252113,"Aickman, Robert.",Robert,1966,1926.0,m,,Powers of darkness / | $c: Robert Aickman.
uc1.$b322906,uc1.$b322906,"Aiken, Conrad,",Conrad,1939,1889.0,m,,A heart for the gods of Mexico.
mdp.39015059384290,mdp.39015059384290,"Aiken, Conrad,",Conrad,1935,1889.0,m,,"King Coffin, | $c: by Conrad Aiken."
uc2.ark+=13960=t0pr7r048,uc2.ark:/13960/t0pr7r048,"Aikman, Henry G.",Henry G,1921,,m,,Zell
13683,uc1.b3122094,"Aimard, Gustave,",,1885,,m,v. 6,Collected novels
685,nyp.33433075812325,"Aimard, Gustave,",,1868,,m,,The bee hunters;
13682,uc1.b3122093,"Aimard, Gustave,",,1885,,m,v.4,Collected novels
688,nyp.33433075812374,"Aimard, Gustave,",,1879,,m,,The Border Rifles
13681,uc1.b3122092,"Aimard, Gustave,",,1885,,m,v.3,Collected novels
7100,nyp.33433075812424,"Aimard, Gustave,",,1862,,m,,The pirates of the prairies
13680,uc1.b3750786,"Aimard, Gustave,",,1885,,m,v.2,Collected novels
13679,uc1.b3122091,"Aimard, Gustave,",,1885,,m,v.1,Collected novels
12688,njp.32101073045302,"Aimard, Gustave,",,1861,,m,,The gold-seekers
13991,uiuo.ark:/13960/t78s50349,"Ainsworth, William Harrison,",,1865,,m,v.1,The Spanish match
13522,uc2.ark:/13960/t4gm86c0w,"Ainsworth, William Harrison,",,1878,,m,v.3,Beatrice Tyldesley
13522,uc2.ark:/13960/t6xw4dn8n,"Ainsworth, William Harrison,",,1878,,m,v.2,Beatrice Tyldesley
13522,uc2.ark:/13960/t5bc3zp4p,"Ainsworth, William Harrison,",,1878,,m,v.1,Beatrice Tyldesley
11900,nyp.33433074852694,"Ainsworth, William Harrison,",,1845,,m,, Effects  and adventures of Raby Rattler
10984,inu.30000060903774,"Ainsworth, William Harrison,",,1863,,m,,Windsor castle ;
9457,uiuo.ark:/13960/t61558m8m,"Ainsworth, William Harrison,",,1837,,m,v.3,Crichton
13825,uiuo.ark:/13960/t0000tq23,"Ainsworth, William Harrison,",,1841,,m,v. 1,Old Saint Paul's
8212,uc2.ark:/13960/t00z7d24w,"Ainsworth, William Harrison,",,1878,,m,,Rockwood
6575,hvd.hwjssd,"Ainsworth, William Harrison,",,1839,,m,v.3,Jack Sheppard
6575,hvd.hwjssc,"Ainsworth, William Harrison,",,1839,,m,v.2,Jack Sheppard
3554,mdp.39015030996832,"Ainsworth, William Harrison,",,1878,,m,,Rookwood
2200,uc2.ark:/13960/t86h4jj86,"Ainsworth, William Harrison,",,1854,,m,,"The flitch of bacon, or The custom of Dunmow;"
2199,uc2.ark:/13960/t7tm78v6f,"Ainsworth, William Harrison,",,1872,,m,,The miser's daughter
wu.89015991052,wu.89015991052,"Ainsworth, William Harrison,",William Harrison,1902,,m,,The South-Sea bubble
coo.31924014168334,coo.31924014168334,"Ainsworth, William Harrison,",William Harrison,1911,,m,,Old Saint Paul's;
9520,uc1.b3322710,"Ainsworth, William Harrison,",,1890,,m,,Auriol
13825,uiuo.ark:/13960/t58d0m05n,"Ainsworth, William Harrison,",,1841,,m,v. 2,Old Saint Paul's
