htid,author,title,year,authgender,female_category,gb_intensity
inu.30000110566936,"Glazer, Daphne.",By the tide of Humber / | $c: Daphne Glazer.,2007,f,high_female,52.56989210245096
mdp.39015059975840,"Darling, Julia,",The taxi driver's daughter / | $c: Julia Darling.,2003,f,high_female,52.55424348702768
mdp.39015008398441,"Amis, Kingsley.",Russian hide-and-seek : | a melodrama / | $c: Kingsley Amis.,1980,m,mixed,52.54704447661162
njp.32101068167145,Dalton.,"Chartley, the fatalist",1831,u,,52.52928507643011
wu.89095839767,"Droste, Chris B.",Till better days / | $c: by Ch. B. Droste.,1945,m,high_male,52.528102534856146
mdp.39015000618762,"Greene, Graham,",The collected edition.,1970,m,mixed,52.52773720757425
mdp.39015031234910,"Holme, Constance.","The old road from Spain, | $c: by Constance Holme.",1932,f,mixed,52.523067033544216
nyp.33433075762926,"Thonger, M. Ellen.",Jock and I and the hydra,1905,f,,52.522207759585314
uc1.b3325611,"Marsh-Caldwell, Anne,",Angela,1848,f,high_female,52.51204495031048
uc1.32106012972540,"Dunmore, Helen,",Talking to the dead / | $c: Helen Dunmore,1996,f,mixed,52.50972623338186
uc1.b3472726,"Mackay, Shena.",A bowl of cherries : | a novel / | $c: by Shena Mackay.,1984,f,,52.5
uc2.ark:/13960/t2j67fq76,"Ritchie, Anne Thackeray,",Five old friends and A young prince,1890,f,high_female,52.49921674555662
uiuo.ark:/13960/t6vx0mx02,,A Breton maiden,1888,f,mixed,52.488846120199455
uc1.$b302073,"Mottram, R. H. (Ralph Hale),","The crime at Vanderlynden's, | $c: by R. H. Mottram.",1926,m,high_male,52.48675902215578
uiuo.ark:/13960/t4wh37g7t,"Walford, Lucy Bethia,",The baby's grandmother,1884,f,mixed,52.48517293864484
inu.32000002548487,"Scott, Paul,",The birds of paradise / | $c: Paul Scott.,1967,m,,52.48183852166948
uiuo.ark:/13960/t3029dn25,"Murray, Hamilton.",Mildred Vernon;,1848,m,,52.47631474442617
mdp.39015063964426,"Wildridge, Oswald.",Clipper folk,1920,m,high_male,52.473850531151975
uiuo.ark:/13960/t0ks7bz5r,"Warren, Samuel,",Now and then,1848,m,high_male,52.46130978403427
mdp.39015048569217,"Quṣaybī, Ghāzī ʻAbd al-Raḥmān",Seven / | $c: Ghazi Algosaibi ; translated from the Arabic by Basil Hatim & Gavin Watterson,1999,u,mixed,52.46003147601888
uiuo.ark:/13960/t9474s15t,"Godwin, William,",Things as they are;,1816,m,mixed,52.450417964268155
mdp.39015003686907,"Freeman, Gillian.",An Easter egg hunt : | a novel / | $c: by Gillian Freeman.,1981,f,high_female,52.44959011616613
uiuo.ark:/13960/t46q2gj8k,"Marsh-Caldwell, Anne,",Emilia Wyndham,1846,f,high_female,52.434456928838955
uc1.$b440604,"Masefield, John,",A book of prose selections.,1950,m,,52.43240778735238
mdp.39015031219358,,The Bodley Head book of Irish short stories / | $c: selected and introduced by David Marcus.,1980,u,,52.41921578094285
mdp.39015018469232,"Seymour, Miranda.",The reluctant devil : | a cautionary tale / | $c: Miranda Seymour.,1990,f,,52.410901467505234
uc1.$b301014,"Johnston, Marjorie Scott.","The mountain speaks, | $c: by Marjorie Scott Johnston.",1938,f,,52.40978030675765
mdp.39015026940091,"Unsworth, Barry,",Sacred hunger / | $c: Barry Unsworth.,1992,m,high_male,52.40934298755556
mdp.39015065780564,"Besant, Walter,",Herr Paulus;,1888,m,,52.38258933686916
nnc1.1002390230,"Stretton, Hesba,",The Clives of Burcot,1867,m,,52.37478292030764
mdp.39015024085816,"Garnett, Eve.","The family from One End Street and some of their adventures, | $c: written and illustrated by Eve Garnett.",1962,f,,52.36698785085882
njp.32101064790106,"Porter, Jane,",Sir Edward Seward's narrative of his shipwreck,1831,f,mixed,52.36309584135671
uc2.ark:/13960/t3dz03v4c,"Coxon, Muriel (Hine) ""Mrs. Sidney Coxon.""",Earth,1912,f,high_female,52.34905283705248
mdp.39015080900411,"Duggan, A. J.,",Scars beneath the skin / | $c: A.J. Duggan.,2009,u,high_male,52.34494203076101
uc1.$b803996,"Tilsley, Frank,",Champion Road.,1949,m,mixed,52.33263468385009
uiuo.ark:/13960/t7fr08z44,,Happiness;,1821,u,high_female,52.31654587699457
mdp.39015032519541,"Evans, Penelope,",The last girl / | $c: Penelope Evans.,1995,f,high_female,52.305384493920734
mdp.39015014117900,"Porter, Jane,",The pastor's fire-side,1817,f,,52.30482341436792
wu.89003729613,"Goodbody, Ernest.","How I won the war / | $c: [by] Ernest Goodbody, as told to Patrick Ryan.",1963,m,high_male,52.297047228256496
njp.32101068168093,"Crommelin, May.","Joy, or, The light of Cold-home Ford",1884,f,high_female,52.28936479789024
hvd.hn2hca,"Hofland,",The daughter of a genius,1823,f,high_female,52.28823265773617
uiuo.ark:/13960/t1zc8h33k,"James, G. P. R.","Beauchamp: or, The error",1848,m,,52.28398458998349
njp.32101066122522,"Grey, Elizabeth Caroline.",The duke,1839,f,,52.27492739593416
uiuo.ark:/13960/t80k32n48,"Chamier, Frederick,",Passion and principle,1842,m,high_female,52.24544241885282
uc1.$b312374,"Ressich, John,",Gallop! | $c: by John Ressich ... with an introduction by R.B. Cunninghame Graham.,1932,m,high_male,52.24454389527433
uiuo.ark:/13960/t1dj62711,"Roche, Regina Maria,",Contrast,1828,f,high_female,52.242704679453695
njp.32101067633261,"Diehl, Alice M.",The knave of hearts,1884,f,,52.22981116914423
uiuo.ark:/13960/t3jw8pr16,"Crommelin, May.",Bay Ronald,1893,f,mixed,52.22711333283594
mdp.39015061752674,"Shukman, Henry.",Darien dogs / | $c: Henry Shukman.,2004,m,,52.22303985567451
wu.89081044299,"Hobson, Charlotte,",Black earth city : | a year in the heart of Russia / | $c: Charlotte Hobson.,2002,f,,52.21932114882507
uc2.ark:/13960/t0js9k39t,"Makower, Stanley Victor.",The mirror of music,1895,m,,52.20417633410673
nyp.33433075744254,"Sherard, Robert Harborough,",After the fault;,1906,m,high_female,52.196073013095074
mdp.39015030062650,,"The story of Burnt Njal, from the Icelandic of the Njals saga, | $c: by George Webbe Dasent.",1923,u,,52.19605346912795
mdp.39015049549051,"Bailey, Eleanor.",Idioglossia / | $c: Eleanor Bailey.,2000,f,high_female,52.179446388800514
mdp.39015029916445,"Mackay, Shena.",An Advent calendar.,1971,f,high_female,52.178450300026086
inu.30000037413881,,"The Dedalus book of decadence (moral ruins) / | $c: edited, compiled and with an introductory essay by Brian Stableford.",1993,u,,52.17410610215024
nyp.33433074867304,"Jacob, Violet,",Irresolute Catherine,1908,f,,52.173913043478265
uiuo.ark:/13960/t2d79zq3b,"Stephenson, Eliza Tabor.",St. Olave's,1863,f,high_female,52.169376575949926
uc1.$b116738,,"The English review book of short stories, | $c: compiled by Horace Shipp; with a foreword by Ford Madox Ford.",1932,u,,52.16881594372802
mdp.39015014519154,"Bainbridge, Beryl,",The dressmaker.,1973,f,high_female,52.16756220981794
uiuo.ark:/13960/t7zk5ws9k,"Montgomery, Florence,",Seaforth,1878,f,,52.163408741489135
mdp.39015018936289,"Mawer, Simon",Chimera / | $c: by Simon Mawer.,1989,m,,52.145411203814064
mdp.39015053270073,,Best Irish short stories / | $c: edited by David Marcus.,1976,u,,52.14075023090904
uiuo.ark:/13960/t2m623v06,"St. Aubyn, Alan.",To his own master,1893,f,mixed,52.125187324891954
mdp.39015056842449,"Debney, Jack,",The crocodile's head and other stories / | $c: Jack Debney.,2002,m,high_male,52.11489516422253
mdp.39015029177741,"Symons, Julian,",Something like a love affair / | $c: Julian Symons.,1992,m,mixed,52.10475798711092
uc1.b5015165,"Jones, Roger,",A hard day at the Holy Office.,1970,m,,52.10198964472957
uc2.ark:/13960/t8ff3sn0p,,"Fabellae mostellariae; or, Devonshire and Wiltshire stories in verse",1878,u,high_male,52.09237714881056
nyp.33433074852694,"Ainsworth, William Harrison,", Effects  and adventures of Raby Rattler,1845,m,,52.091978090726855
uc1.b4948463,"Acton, Harold,","The soul's gymnasium, and other stories / | $c: by Harold Acton.",1982,m,mixed,52.0895344683891
uc2.ark:/13960/t1hh6dn90,"Crichton, Madeline.",Like a sister,1893,f,high_female,52.08936219469845
nyp.33433057525101,"Montesquieu, Charles de Secondat,",Persian letters,1892,m,high_male,52.07655253222237
mdp.39015063913522,"Byron, Medora Gordon.",The Englishman,1812,f,mixed,52.07389965585945
uiuo.ark:/13960/t9d514v0z,"Kelly, Isabella,","Jane de Dunstanville, or, Characters as they are",1813,f,,52.07127979634344
mdp.39015031890745,"Williams, Masha, Lady,",White among the reds / | $c: Masha Williams.,1980,f,mixed,52.06315381635025
uiuo.ark:/13960/t13n2r41p,"Pardoe,",The poor relation,1858,f,high_female,52.05441421432538
nyp.33433082353909,"Kingston, William Henry Giles,",The Gilpins and their fortunes;,1865,m,high_male,52.04402924874444
mdp.39015031302337,"Shaw, Margaret.","Inherit the earth,",1939,f,mixed,52.03345640537384
uc1.b4974556,"MacDowell, John,",Cara massimina / | $c: John MacDowell.,1990,m,,52.026316645169686
mdp.39015005144889,"Lewis, Wyndham,","Tarr, | $c: by Wyndham Lewis.",1935,m,mixed,52.02403661285823
mdp.39015078793406,"Lambert, Charles,",The scent of cinnamon : | & other stories / | $c: Charles Lambert.,2008,m,,51.99505007123323
yale.39002031044390,"Harbord, Maurice Assheton,",Froth and bubble,1915,m,high_male,51.99109652472014
mdp.39015008442041,"Wain, John.",The smaller sky / | $c: John Wain.,1967,m,high_male,51.9907422936303
nyp.33433074864244,"Kaye, John William,",Jerningham: a story,1854,m,,51.984545135230064
inu.30000110618182,"King, Sophie.",The wedding party / | $c: Sophie King.,2009,f,high_female,51.97155627296683
mdp.39015032980198,"Artmann, Hans Carl.","The Quest for Dr. U : | or, A solitary mirror in which the day reflects / | $c: Hans Carl Artmann ; translated by Malcolm Green & Derk Wynand.",1993,m,,51.959094022342406
uc2.ark:/13960/t03x87s3q,"Ayscough, John,",French windows,1917,m,,51.95151192220594
uc2.ark:/13960/t07w69q48,"Rougemont, Louis de,",The adventures of Louis de Rougemont,1899,m,high_male,51.942149431071144
umn.31951002058908b,"Standish, Robert.",The gulf of time / | $c: Robert Standish [i.e. D.G. Gerahty].,1947,m,,51.92107995846314
mdp.39015000630841,"Lawrence, D. H. (David Herbert),",Works.,1954,m,high_female,51.90782531740358
njp.32101063693590,"Normanby, Constantine Henry Phipps,",Yes and no,1828,m,mixed,51.90664219639248
mdp.39015066796411,"O'Farrell, Maggie,",The vanishing act of Esme Lennox / | $c: Maggie O'Farrell.,2006,f,high_female,51.89157132620031
nyp.33433076083835,"Howells, William Dean,",Idyls in drab,1896,m,,51.88815220524647
mdp.39015063975380,"Yonge, Charlotte M.",Beechcroft at Rockstone,1888,f,high_female,51.88394822823329
mdp.39015006984754,"Alington, Cyril Argentine,",Eton fables,1921,m,high_male,51.88291754939685
mdp.39015063934395,"Matheson, C. M.",The generation between,1915,u,high_female,51.87586845761927
uiuo.ark:/13960/t7xk8mz00,"Corelli, Marie,",Ardath,1889,f,high_male,51.87237189179644
mdp.39015080872354,"Bolton, S. J.",Awakening / | $c: S.J. Bolton.,2009,u,high_male,51.86215648948113
njp.32101067179273,"Trollope, Frances Milton,",The attractive man,1846,f,high_female,51.85306478903989
uc2.ark:/13960/t23b5z64t,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,mixed,51.85000829600133
wu.89017642620,"McCutcheon, Hugh D. M.",Alamein to Tunis / | $c: by Hugh D.-M. McCutcheon.,1946,m,high_male,51.847797908805475
uiuo.ark:/13960/t68342t5g,"Bray,","Henry de Pomefrey, or, The eve of St. John",1842,f,,51.84553375813222
mdp.39015048701257,"Nicholson, Hubert,",Ella. -,1973,m,mixed,51.82540596568006
njp.32101068971462,"Kernahan, Coulson,",The house of Rimmon,1885,f,,51.82497964018658
nyp.33433075766331,"Perrin, Alice,",The waters of destruction,1905,f,,51.81747020495464
mdp.39015037233973,"Chan-Toon, Mabel Mary Agnes Cosgrove,",A marriage in Burmah;,1905,f,high_female,51.816593360245825
mdp.39015010551755,"Navarre, Yves,",Sweet tooth / | $c: by Yves Navarre ; translated by Donald Watson.,1976,m,,51.79736869367037
njp.32101065848333,"Murray, David Christie,",The weaker vessel,1888,m,mixed,51.79657375256585
uiuo.ark:/13960/t3jw8nf08,"Grey, Oliver.",A virgin widow,1886,m,high_female,51.79592405920672
mdp.39015080868311,"Boyne, John,",The house of special purpose / | $c: John Boyne.,2009,m,,51.791303564592766
uc1.b3549841,"Trollope, Frances Milton,",The refugee in America,1833,f,,51.790296381741555
uc2.ark:/13960/t5j961n0f,"Tarkington, Booth,",His own people,1907,m,high_male,51.78907721280603
hvd.hwjw3i,"Edgeworth, Maria,",Moral tales,1821,f,high_female,51.78446466060182
uc1.b4692438,"Vince, Charles.","Barrie Marvell, his dreams and adventures",1922,m,high_male,51.77174413253566
nyp.33433074876008,"Mac Kenna, Stephen J.",King's beeches;,1873,m,high_male,51.76519308417021
nyp.33433074870696,"Hill, William Kirkpatrick.","Edwin Trafford, altruist",1908,m,,51.75733401422982
inu.30000050702665,"Umelo, Rosina.",Please forgive me / | $c: Rosina Umelo.,1993,f,,51.75586566477534
mdp.39015003687806,"Gordon, Giles,",Ambrose's vision : | sketches towards the creation of a cathedral / | $c: Giles Gordon.,1980,m,,51.748992742819816
inu.30000101133829,"Stace, Wesley.",Misfortune : | a novel / | $c: Wesley Stace.,2005,m,,51.736626082157755
uc1.b3327129,"Rowcroft, Charles,",The man without a profession,1844,m,,51.731145844880466
mdp.39015077121302,"Tagholm, John.",No identifiable remains / | $c: John Tagholm.,2008,m,high_female,51.70809059257472
uc1.$b557778,"Mackenzie, Kenneth,","Been places and seen things, | $c: by Kenneth Mackenzie. Introduction by George Blake.",1935,m,high_male,51.707030758695865
uiuo.ark:/13960/t87h23k1f,"Stuart, Esmè,",A mine of wealth,1896,u,high_female,51.70310011788307
mdp.39015011710756,"Marcus, David.",Tears of the shamrock: | an anthology of contemporary short stories on the theme of Ireland's struggle for nationhood; | $c: edited and introduced by David Marcus. -,1972,m,high_male,51.69541825422659
mdp.39015024518659,,"The story of Burnt Njal, from the Icelandic of the Njals saga, | by George Webbe Dasent.",1923,u,,51.69508832839784
mdp.39015050555005,"Armitage, G. E.",A season of peace : | a novel / | $c: by G.E. Armitage.,1985,u,,51.687218489256445
uc1.b3446056,"Konsalik, Heinz G.,",Certified insane / | $c: Heinz Konsalik ; translated by Anthea Bell.,1980,m,mixed,51.67776564133281
uc2.ark:/13960/t5k932s6q,"Kernahan, Coulson,",A dead man's diary,1890,m,,51.67024052496965
uc2.ark:/13960/t06w9dg08,"Ouida,","Friendship, a story",1879,f,high_female,51.653104310574534
uiuo.ark:/13960/t9p27d28j,"Lever, Charles James,",The Dodd family abroad,1859,m,mixed,51.651133486962344
uiuo.ark:/13960/t7np2nx64,"Pickering, Percival,",A life awry,1893,f,high_female,51.64844624257553
nyp.33433074864624,"Glyn, Elinor,",The contrast,1913,f,high_female,51.64645331338711
njp.32101067643633,"Farjeon, Benjamin Leopold.",Basil and Annette,1890,m,mixed,51.6399860072296
mdp.39015078794867,"Anderson, James,",The affair of the thirty-nine cufflinks / | $c: James Anderson.,2008,m,,51.639555899819264
hvd.hxvpwg,,The orphan stranger,1839,u,high_female,51.63214961849579
inu.30000038749259,"North, Sam.",Chapel Street / | $c: Sam North.,1993,m,high_female,51.582776782320686
mdp.39015006963758,"Ewing, Juliana Horatia Gatty,",A great emergency,1889,f,mixed,51.55237076465054
uiuo.ark:/13960/t0ms40p37,"Caddell, Cecilia Mary,",Home & the homeless,1858,f,,51.54911705614889
uiuo.ark:/13960/t9280wh3k,"Needell, J. H.,","Lucia, Hugh, and another",1884,f,,51.548289701388114
inu.30000110569641,"Vernon, Roland,",A dark enchantment / | $c: Roland Vernon.,2008,m,high_male,51.54318015757487
njp.32101067582179,"Owen, John,",The cotton broker,1921,m,,51.53832702909153
mdp.39015024775598,"Dickens, Monica,",Scarred / | $c: Monica Dickens.,1991,f,,51.53816892248413
uiuo.ark:/13960/t9668zj9b,"Lever, Charles James,","Diary and notes of Horace Templeton, esq",1848,m,high_male,51.53278616407537
hvd.32044014304265,"Loudon,",The mummy!,1828,f,mixed,51.52969582756692
uc2.ark:/13960/t85h7rj52,"Thomas, Annie,",Only herself,1870,f,high_female,51.51849461917945
uiuo.ark:/13960/t7dr34b5q,"Chamier, Frederick,",The spitfire,1840,m,high_male,51.51515151515152
njp.32101066477686,"Balfour, Frederic Henry.","Giraldi, or, The curse of love",1889,m,mixed,51.510989010989015
mdp.39015059982127,"Dunmore, Helen,",Mourning Ruby / | $c: Helen Dunmore.,2003,f,,51.50900356358208
mdp.39015014331725,"Bedford, John Harman.",Wanderings of Childe Harolde,1825,m,mixed,51.50586895822604
mdp.39015025268403,"Hamilton, Elizabeth,",Memoirs of modern philosophers / | $c: Elizabeth Hamilton.,1992,f,,51.49785180389618
uiuo.ark:/13960/t8x92ph7m,"Caffyn, Mannington,",A yellow aster,1894,f,high_female,51.49609713790113
nyp.33433074919899,,Evenings at Haddon Hall,1878,u,mixed,51.49399459647433
uiuo.ark:/13960/t2t446x08,,"Malcolm Douglas, or, The Sibylline prophecy",1812,u,,51.468198071297
uc2.ark:/13960/t3hx1bd9t,"Hall, S. C.,",The buccaneer,1832,f,,51.46606813535576
mdp.39015061328228,"Jones, Marged.",Shame / | $c: Marged Lloyd Jones.,2004,u,,51.46150679291889
mdp.39015063749637,"Crawford, F. Marion",An American politician,1884,m,mixed,51.45726988308909
nyp.33433074929385,"Bramston, Mary,",Espérance,1870,f,high_male,51.4475468874234
uc1.$b156165,"Hampden, John,",Great English short stories : | Defoe to Dickens / | $c: selected by John Hampden.,1939,m,,51.44213344557072
uc1.b4382405,"Berckman, Evelyn.",The heir of Starvelings.,1968,f,,51.43860355373656
mdp.39015063553534,"Sherwood,",The lady of the manor,1860,f,high_female,51.43564382959799
uc1.b3472716,"Masterton, Graham.",Solitaire / | $c: Graham Masterton.,1982,m,,51.43033475433443
uc2.ark:/13960/t5z60ct07,"Ewing, Juliana Horatia,",A great emergency & other tales,1908,f,,51.4118992840893
uc1.$b244835,"Strachey, Isobel.",A summer in Buenos Aires; | a novel / | $c: by Isobel Strachey.,1947,f,,51.411170724633855
mdp.39015040364153,"Makepeace, Maggie.",The would-begetter / | $c: Maggie Makepeace.,1997,f,high_female,51.40842771811862
mdp.39015005735652,"Moore, Brian,",The Great Victorian Collection / | $c: [by] Brian Moore.,1975,m,,51.408008225281314
uiuo.ark:/13960/t0bv80n02,"St. Aubyn, Alan.",Orchard Damerel,1894,f,high_female,51.40698688004292
mdp.39015018517113,"McEwan, Ian.",The innocent / | $c: Ian McEwan.,1990,m,mixed,51.39792662703532
mdp.39015051321142,"Bainbridge, Beryl,",Another part of the wood / | $c: Beryl Bainbridge.,1979,f,high_male,51.3852609943048
nyp.33433074940713,"Blagden, Isa,",The cost of a secret,1863,u,high_female,51.38488532397544
mdp.39015013286946,"Maugham, Robin,",The barrier: | $c: a novel containing five sonnets by John Betjeman written in the style of the period.,1973,m,mixed,51.37933760177061
mdp.39015029227561,"(Vidiadhar Surajprasad), Naipaul, V. S.",Miguel Street / | $c: V. S. Naipaul.,1971,u,,51.375911119673766
dul1.ark:/13960/t83j4512f,"Harris-Burland, J. B.",Dr. Silex,1905,m,,51.370358579573406
mdp.39015060123810,"McDonald, Paul,","Kiss me softly, Amy Turtle / | $c: Paul McDonald.",2004,m,,51.36164178604528
uc1.$b243680,"Mortimer, Penelope,",The pumpkin eater.,1962,f,,51.30604053177203
uiuo.ark:/13960/t8tb1rk9b,"Tabor, Eliza.",Janita's cross,1864,f,high_female,51.305517423076395
uc2.ark:/13960/t39z9256f,"Travers, John.",The Mortimers,1922,m,,51.30388272150724
mdp.39015008830088,"Mo, Timothy.",Sour sweet / | $c: Timothy Mo.,1982,m,high_female,51.303244930241824
uiuo.ark:/13960/t59c79t6s,"Forde, Gertrude.",In the old palazzo,1885,f,high_female,51.3009931872281
uiuo.ark:/13960/t77s8bf95,"Smith, Constance.",The repentance of Paul Wentworth,1889,f,high_female,51.270590400567926
inu.32000003311802,"Allen, Grant,",The white man's foot,1888,m,high_male,51.25951962507323
uiuo.ark:/13960/t02z1h43w,,"Bellegarde, the adopted Indian boy",1832,u,,51.24502108033822
mdp.39015062688174,"Ritchie, Anne Thackeray,",The works of Miss Thackeray,1875,f,,51.221502613164795
mdp.39015051280942,"Hornby, Nick.",How to be good / | $c: Nick Hornby.,2001,m,,51.218332369037576
mdp.39015048737228,"Paling, Chris.",The silent sentry / | $c: Chris Paling.,1999,m,,51.21784657409514
uc1.b3295296,"Wain, John.",Strike the father dead; | a novel.,1962,m,,51.216928247188335
uiuo.ark:/13960/t3ws97s5n,"Notley, F. E. M.",Forgotten lives,1875,f,high_female,51.21021794466285
mdp.39015030756574,"Longrigg, Roger,",The babe in the wood / | $c: [by] Roger Longrigg.,1976,m,,51.20944663674428
nyp.33433074946934,"Cobb, Thomas,",The judgment of Helen,1899,m,high_female,51.1905685255565
uc1.31822028616142,"Palmer, Robert,",Deep into blue holes : | the story of the Andros Project / | $c: Robert Palmer,1989,m,high_male,51.18011830938977
mdp.39015028913195,"Connaughton, Shane.",The Run of the country / | $c: Shane Connaughton.,1991,u,,51.17363802620761
inu.32000009266737,"Roberts, Morley,",The great jester;,1896,m,,51.1536985951002
uc1.b3327582,"[Pisani, Marianna",Vandeleur;,1836,f,high_female,51.15005115005115
mdp.39015042925084,"Granelli, Roger.",Status zero / | $c: Roger Granelli.,1999,m,mixed,51.118325471275085
uc1.b3687340,"De Camp, Etta,",Return of Frank R. Stockton,1913,f,,51.10136897877949
mdp.39076006608165,"Huxley, Aldous,",Collected works.,1970,m,high_female,51.09705374388113
nyp.33433074861679,"Hussey, Eyre.",A girl of resource,1906,f,high_female,51.09347784013936
mdp.39015032205349,"Galloway, Janice.",Foreign parts / | $c: Janice Galloway.,1994,f,high_female,51.080639302579016
uiuo.ark:/13960/t8qc0pt9p,"Wood, Henry,",The house of Halliwell,1890,f,high_female,51.068925439368854
uc1.b3346626,"Chitty, Thomas,","Happy as Larry, | $c: [by] Thomas Hinde [pseud.]",1957,m,high_male,51.06274334588626
mdp.39015042795206,,Shorts : | new writing from Granta Books / | $c: Louis de Bernières ... [et al.].,1998,u,mixed,51.06252606316434
uiuo.ark:/13960/t3st87v62,"Wallace, Ellen.",Constance D'Oyley,1844,f,high_female,51.05389832980818
uiuo.ark:/13960/t2k64rc26,Blue Tunic,From the peasantry to the peerage,1860,u,,51.05262450794675
uc2.ark:/13960/t0bv7pr85,"Ackworth, John.",Beckside lights,1897,m,mixed,51.051238773936774
mdp.39015063556255,"Opie, Amelia Alderson,",New tales,1818,f,,51.0409255421165
uc2.ark:/13960/t3028rd57,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,,51.02261426038829
uc1.32106002092556,"Vaka, Demetra,",A child of the Orient,1914,f,,51.02214361032688
mdp.39015053112770,"Rathbone, Julian,",Homage / | $c: Julian Rathbone.,2001,m,,51.01881448934331
njp.32101068167103,"Dalton, William,",Phaulcon the adventurer ; or The Europeans in the East,1862,m,high_male,51.008882832596136
uiuo.ark:/13960/t7br9fv1w,"Westall, William,",Trust-money,1892,m,,50.99231035959777
uiuo.ark:/13960/t5x645b2n,"Webber, Bryon.",Pigskin and willow,1879,m,mixed,50.99084482558814
mdp.49015000707985,"Peters, Lenrie,",The second round / | $c: Lenrie Peters.,1965,u,mixed,50.98750806052517
uiuo.ark:/13960/t5k93js2k,"Ellis, Sarah Stickney,",Northern roses,1868,f,,50.98476122136828
mdp.39015067068505,"Riley, W. (William),",The garden of delight / | $c: by W. Riley.,1924,m,mixed,50.95255367290188
njp.32101063693657,"Pardoe,",Flies in amber,1850,f,,50.940488773989784
uc1.32106012468267,"Nafzāwī, ʻUmar ibn Muḥammad",The perfumed garden of sensual delight = | ar-rawd̲ al-ʻât̲ir fı̂ nuzhatiʼl khât̲ir / | $c: by Muhammad ibn Muhammad al-Nafzawi ; translated from the Arabic with a short introduction and notes by Jim Colville,1999,u,high_male,50.93811019611172
mdp.39015003673079,,Where monsoons meet : | the story of Malaya in the form of an anthology / | $c: edited by Donald Moore.,1956,u,high_male,50.9374127080629
mdp.39015018903545,"Rose, Dilys,",Our lady of the Pickpockets / | $c: Dilys Rose.,1989,u,high_female,50.93617170759126
umn.319510020731917,"Punshon, E. R. (Ernest Robertson),",Secrets can't be kept.,1944,m,,50.93432655270111
uiuo.ark:/13960/t85h7wt97,"Hawker, Edward,","Arthur Montague, or, An only son at sea",1850,m,,50.931751453052904
uc1.b4948862,"Stead, Christina,",A Christina Stead reader / | $c: selected by Jean B. Read.,1981,f,,50.92659601271557
uiuo.ark:/13960/t2988ww5r,,Yarndale,1872,u,,50.90400050904001
uiuo.ark:/13960/t3rv0w958,,"The count, or, Sublinary life",1848,u,,50.88988529144775
nyp.33433074949516,"Craik, Georgiana M.",Riverston,1857,f,,50.86642476855776
uiuo.ark:/13960/t5k93v851,"Viles, Edward.",Black Bess;,1866,m,high_male,50.84591753681496
uiuo.ark:/13960/t5m90w577,"Viles, Edward.",Blueskin,1866,m,high_male,50.84216888764753
uc2.ark:/13960/t8sb40745,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,high_male,50.83884087442806
inu.32000001873688,"Ouida,",A village commune,1881,f,,50.82976151225409
nyp.33433074873096,"Lander, Harry.",Weighed in the balance,1897,m,,50.82141590828507
mdp.39015027247447,,Love.,1989,u,high_female,50.8183674839155
uiuo.ark:/13960/t9668zn67,"Linton, E. Lynn",Through the long night,1889,f,high_female,50.81542883457989
uiuo.ark:/13960/t43r1gv75,"Rowcroft, Charles,","Tales of the colonies, or, The adventures of an emigrant",1843,m,high_male,50.80047026721047
mdp.39015010692674,"Summers, Montague,","The grimoire, and other supernatural stories,",1936,u,,50.796827851824894
njp.32101067644052,"Ferrier, Susan,",The novels of Susan Edmonstone Ferrier,1894,f,high_female,50.795263341693385
mdp.39015063959269,"Thurston, E. Temple",The patchwork papers,1910,f,,50.79399026894081
uc1.b3322561,"Grey, Elizabeth Caroline.",The trials of life,1829,f,high_female,50.789044077634685
hvd.hn1qjy,"Maurice, Frederick Denison,",Eustace Conway,1834,m,,50.787201625190455
mdp.49015000704701,"Langley, Lee,",The dying art : | a novel / | $c: Lee Langley.,1983,m,high_female,50.78154029081722
mdp.39015029913418,"Williams, Eric,",The tunnel.,1951,m,high_male,50.775679529838825
uc2.ark:/13960/t5cc13k70,"Field, Isobel,",Memories of Vailima,1903,u,high_male,50.76340349096021
mdp.39015063581691,"Buchanan, Robert Williams,",The shadow of the sword,1876,m,mixed,50.763139192527674
mdp.39015060118844,"Trigell, Jonathan.",Boy A / | $c: Jonathan Trigell.,2004,m,high_male,50.76030103065481
uiuo.ark:/13960/t8hd8c284,"Marsh-Caldwell, Anne,",Emilia Wyndham,1846,f,high_female,50.75384385729214
njp.32101038161772,"Lewis, Alethea,",Rhoda,1816,f,high_female,50.74182339639292
dul1.ark:/13960/t3vt2bt5q,"Stutfield, Hugh E. M.",The brethren of Mount Atlas,1891,m,high_male,50.73061139445768
uiuo.ark:/13960/t4bp0cg0q,"Besant, Walter,",This son of Vulcan,1876,m,,50.726843196080985
mdp.39015078779694,"Harvey, Samantha.",The wilderness / | $c: Samantha Harvey.,2009,f,,50.725289829579395
uc1.b3331927,,Grettir the outlaw,1890,u,high_male,50.71397319120162
nyp.33433074955489,"Banim, John,",Tales by the O'Hara family,1826,m,mixed,50.71182080174152
uc2.ark:/13960/t7kp7zz8j,"Wren, Percival Christopher,",The young stagers;,1917,m,,50.70993914807301
