htid,author,title,year,authgender,female_category,farm
nyp.33433075756720,"Upton, William C.",Uncle Pat's cabin,1914,m,mixed,19.21229586935639
hvd.hn2gtg,,"Lucy, or, The little enquirer",1824,u,high_female,19.18833349323611
uc1.$b242768,"Ellis, Havelock, Mrs.,","The mine of dreams; | selected short stories, | $c: by Mrs. Havelock Ellis. With a preface by Charles Marriott, reminiscences by Mrs. Clifford Bax and a note by Havelock Ellis.",1925,f,,19.18780751887943
mdp.39015027609901,"Ashton-Wolfe, Harry,",The invisible web; | strange tales of the French sûreté.,1929,m,high_male,19.18302866170165
mdp.39015004984913,,Soviet humour : | stories and cartoons from Crocodile / | $c: selected and translated by Peter Tempest.,1949,u,mixed,19.174720049087284
uc1.32106005323297,"Moorcock, Michael,",The entropy tango : | a comic romance / | $c: Michael Moorcock ; pictures by Romain Slocombe ; lyrics by Michael Moorcock.,1981,m,,19.173879697600526
uc1.$b244324,"Williamson, Henry,",It was the nightingale.,1962,m,,19.162653842112096
mdp.39015005584464,"Totovents, Vahan,","Tell me, Bella: | a selection of stories; | $c: compiled and translated from the Armenian [MSS.] by Misoha Kudian. -",1972,u,,19.159657425325236
uc1.b3472683,"Davis, John Gordon.","Hold my hand, I'm dying.",1967,m,,19.15433606282622
inu.30000110616335,"Bailey, Roderick,",Forgotten voices of D-Day / | $c: Roderick Bailey.,2009,m,high_male,19.147001100952565
njp.32101064909334,"Maginn, William,",Tales of military life,1829,m,high_male,19.13744788462853
mdp.39015048898160,"Sillitoe, Alan.",Down from the hill / | $c: Alan Sillitoe.,1984,m,mixed,19.124359333962314
mdp.39015050483083,"Perriam, Wendy,","Dreams, demons and desire / | $c: Wendy Perriam.",2001,f,,19.123201223884877
njp.32101064912254,"Marryat, Frederick,",The novels of Captain Marryat,1895,m,,19.117064711264046
uiuo.ark:/13960/t8qc0hz7f,"Tytler, Sarah,",Citoyenne Jacqueline;,1865,f,high_female,19.10684198641677
mdp.39015050470502,"Greenlaw, Lavinia,",Mary George of Allnorthover / | $c: Lavinia Greenlaw.,2001,f,high_female,19.098548510313215
nyp.33433081604534,"Black, William,",Judith Shakespeare;,1884,m,high_female,19.088826673453806
mdp.39015048891199,"Sargeson, Frank.","Man of England now, | with I for one ...and A game of hide and seek.",1972,m,mixed,19.084736228856123
mdp.39015056479077,"Dunne, Catherine,",Another kind of life / | $c: Catherine Dunne.,2003,f,high_female,19.081168354616175
nyp.33433074861299,"Maginn, William,",The red barn,1831,m,mixed,19.075264358283228
uc1.b3326043,"Valentine, Laura Jewry,",The cup and the lip,1851,f,,19.071065725827424
uc1.b3827165,"Lawrence, D. H. (David Herbert),",The rainbow / | $c: D. H. Lawrence.,1949,m,high_female,19.067129598836463
uc2.ark:/13960/t7br8pf30,"Russell, George William Erskine,","""For better? For worse?""",1902,m,,19.06432302588935
njp.32101066459304,"Gleig, G. R.",The Hussar,1837,m,high_male,19.062445394036633
uc1.$b19518,"McKinley, R.","Contraband, | $c: by R. McKinley & E. Rodwell; with eight illustrations from photographs.",1933,u,high_male,19.032891215131148
mdp.39015059375876,,The New British novelist;,1830,u,mixed,19.025875190258752
uiuo.ark:/13960/t50g40g18,"Beale, Anne.","Simplicity and fascination, or, Guardians and wards",1855,f,,19.022979759549536
uc1.32106017269595,"Wu, Cheng'en,",Monkey. | $c: Translated from the Chinese by Arthur Waley,1942,u,high_male,19.015894665057967
uc1.$b63261,"Wu, Cheng'en,",Monkey. | $c: Translated from the Chinese by Arthur Waley.,1942,u,high_male,19.014647835608535
uc1.32106011414205,"Simenon, Georges,",Maigret's first case / | $c: by Georges Simenon. Translated from the French by Robert Brain,1953,m,,19.01206401880466
mdp.39015066809883,"Wu, Fan,",February flowers / | $c: Fan Wu.,2006,u,high_male,18.996535925801766
uc2.ark:/13960/t4hm55105,"Burgin, G. B.",More memoirs,1922,u,,18.993929540118977
mdp.39015005395770,"Hansen, Martin Alfred,",The Liar.,1954,m,mixed,18.99307483271484
uc1.$b750777,,English domestic life during the last 200 years : | an anthology selected from the novelists / | $c: by L.A.G. Strong.,1942,u,,18.99292792742467
uc1.b4373823,,Gemmo : | a novel / | $c: Kemel Bilbasar ; translated from the Turkish by Esin B. Rey with Mariana Fitzpatrick.,1976,u,,18.98274803193568
nyp.33433074936976,"Lyall, Edna,","Hope, the hermit;",1898,f,mixed,18.979746773443047
mdp.39015051144924,"Byrne, Donn,","The golden goat, | $c: by Donn Byrne.",1930,m,high_female,18.9726319783712
uc1.32106001621934,,Gemmo : | a novel / | $c: Kemel Bilbasar ; translated from the Turkish by Esin B. Rey with Mariana Fitzpatrick.,1976,u,,18.971732119142477
uiuo.ark:/13960/t8w95tb5w,"Smith, M. E.",Love and liking,1887,f,high_female,18.95986197220484
mdp.39015015358214,"Benson, Robert Hugh,",Come rack! Come rope!,1912,m,,18.958273451690037
mdp.39076001621874,"Hemingway, Ernest,","The essential Hemingway. | Containing one complete novel, extracts from three others, twenty-three short stories and a chapter from Death in the afternoon.",1947,m,high_male,18.94350676652821
njp.32101068174711,"Jameson, Margaret.",Training,1887,f,high_female,18.932990736358104
uiuo.ark:/13960/t13n2rf83,"Lover, Samuel,","Rory O'More, a national romance",1837,m,high_male,18.93043066729768
uc1.b3726462,"Akwanya, Amechi.",Orimili / | $c: Amechi Akwanya.,1991,u,high_male,18.920533758215495
mdp.39015022050424,"Hood, Stuart,",A den of foxes / | $c: Stuart Hood.,1991,m,mixed,18.917896329928112
uiuo.ark:/13960/t5k93th9p,"Smart, Hawley,",Broken bonds,1874,m,,18.91217187381799
mdp.39015014135639,"Mopeli-Paulus, Attwell Sidwell,","Turn to the dark, | $c: by A. S. Mopeli-Paulus & Miriam Basner.",1956,u,,18.911039319202583
mdp.39015008775283,"(Hans Christian), Branner, H. C.","The riding master, | a novel;",1951,u,,18.902877017882123
inu.39000003433047,,Prevailing spirits : | a book of Scottish ghost stories / | $c: edited by Giles Gordon.,1976,u,,18.89763779527559
nyp.33433074935416,,"The Canadian girl; or, The Pirate of the Lakes",1838,u,,18.893364135242134
mdp.39015030743416,"Heaven, Constance.",The Astrov inheritance.,1973,f,,18.889872045971984
njp.32101063581175,"Hewlett, J.",Dunster Castle,1846,m,high_male,18.88766199802406
uc1.b2800622,"Burén, Märtha.",A need to love. | $c: Translated from the Swedish by Joan Tate.,1964,u,mixed,18.885178117048348
inu.32000009629660,"Lockley, R. M. (Ronald Mathias),",Seal woman / | $c: [by] Ronald Lockley ; illustrations by Robert Gillmor.,1974,m,high_male,18.879323365050595
uc2.ark:/13960/t9x05zh39,,Yule-tide yarns,1899,m,high_male,18.87504718761797
mdp.39015003941419,"Gillies, John.",Voyagers in aspic.,1954,m,,18.873384752821572
uc1.b3477432,"Crisp, Quentin.","Chog, a Gothic fantasy / | $c: Quentin Crisp ; illustrations, Jo Lynch",1979,m,high_female,18.870149781813893
nyp.33433074929310,"Brebner, Percy James,",The crucible of circumstance,1906,m,,18.864534674811356
wu.89008374258,"Schlumberger, Jean,",Stefan the proud / | $c: Jean Schlumberger ; tr. by W. G. Corp.,1946,f,high_male,18.85902876001886
wu.89098525447,,"The Windmill ... Being a selection of essays, papers, stories and verses ...: | 1923-.",1923,u,,18.854761770085034
mdp.39015063675980,"Bolger, Dermot,",The family on Paradise Pier / | $c: Dermot Bolger.,2005,m,,18.839994617144395
uc1.32106017713444,"Druzhnikov, I͡Uriĭ,",Passport to yesterday : | a novel in eleven stories / | $c: Yuri Druzhinikov ; translated from the Russian by Thomas Moore,2004,u,high_male,18.838980542024384
inu.30000056741279,"Aluko, T. M.,","One man, one wife / | $c: T. M. Aluko.",1977,u,high_male,18.838008822467465
mdp.39015003341230,"Findley, Timothy.",The last of the crazy people.,1967,m,mixed,18.837121687806103
uiuo.ark:/13960/t3708pg68,"Riddell, J. H.,",A struggle for fame,1883,f,,18.830500389163674
mdp.39015017000772,"Emecheta, Buchi.",Gwendolen / | $c: Buchi Emecheta.,1989,f,high_female,18.82795951988703
njp.32101067632644,"Ouida,",Othmar,1885,f,high_female,18.810693879470477
nyp.33433074870902,"Hocking, Silas K.",Her Benny,1890,m,high_male,18.78898714833279
mdp.39015019641359,,Green.,1990,u,high_female,18.7875751503006
njp.32101064710906,"Pickering, Ellen,",The quiet husband,1840,f,mixed,18.784473778582285
mdp.39015063933637,"Howitt, Mary Botham,",Wood Leighton;,1836,f,,18.7836260448392
uc2.ark:/13960/t1wd3rn7d,"Norman, Ménie Muriel.",A girl in the Karpathians,1892,f,,18.777579569993428
uc1.b3466388,"Rutherford, Anna.",Commonwealth short stories; | $c: edited by Anna Rutherford and Donald Hannah; with illustrations by John Rochester.,1971,f,,18.77044637909151
uc1.$b118705,"Hayes, Douglas.",My father in his Dizzerbell.,1968,m,high_female,18.76253842712197
wu.89094607942,"Warren, Edward Perry,","Alcmaeon, Hypermestra, Caeneus",1919,m,high_male,18.758206715438003
mdp.39015030039088,"Moorsom, Sasha.",A lavender trip / | $c: Sasha Moorsom.,1976,u,,18.756667409118084
uc2.ark:/13960/t79s1ng4w,"Fergusson, Dugald.",Bush life in Australia and New Zealand,1893,m,,18.75127240777053
wu.89012277034,"Owen, Thomas,","The desolate presence, and other uncanny stories / | $c: by Thomas Owen ; translated from the French by Iain White.",1984,m,,18.745223572839613
uiuo.ark:/13960/t2n596k5w,"Westall, William,",Red Ryvington,1882,m,,18.740880553659157
uc1.b4097885,"Bates, H. E. (Herbert Ernest),",When the green woods laugh.,1960,m,,18.7332181587328
uc1.b3871269,"Bates, H. E. (Herbert Ernest),","Seven by five; | stories, 1926-1961.",1963,m,,18.72336232169693
mdp.39015056488870,"De la Bere, Imogen.",The welcoming committee / | $c: Imogen De la Bere.,2002,u,high_male,18.714075658334448
uc2.ark:/13960/t6vx0c40v,"Howitt, William,","Tallangetta, the squatter's home",1857,m,,18.706449048309405
uiuo.ark:/13960/t7br9d60g,"Praed, Campbell,",Outlaw and lawmaker,1893,f,,18.698229277687403
inu.39000003982860,"Egbuna, Obi B.",The madness of Didi / | $c: Obi B. Egbuna.,1980,u,mixed,18.694750336060395
mdp.39015029860841,"Aldiss, Brian Wilson,",Remembrance day / | $c: Brian Aldiss.,1993,m,,18.684300313571303
uiuo.ark:/13960/t0gt63p4t,"Jeaffreson, John Cordy,",Miriam Copley,1859,m,,18.665263943800586
mdp.39015019622474,"Renwick, Alistair.",Last night another soldier- / | $c: Aly Renwick.,1989,u,high_male,18.663970759779144
mdp.39015032130224,"Navarre, Yves,",Cronus' children / | $c: Yves Navarre ; translated by Howard Girven.,1986,m,mixed,18.661878929451664
uc1.32106015306910,"King, Laurie R",The birth of a new moon / | $c: Laurie King,1999,f,high_female,18.66077815444904
uc2.ark:/13960/t7pn90472,"Livingstone, W. P.","Mary Slessor of Calabar, pioneer missionary",1916,u,high_female,18.656476370607688
mdp.39015061103381,"Fairbairns, Zoë.",How do you pronounce nulliparous? / | $c: Zoë Fairbairns.,2004,u,high_female,18.652801417612906
mdp.39015014452190,"Mitchell, James Leslie,",The thirteenth disciple / | $c: J. Leslie Mitchell; introd. by Douglas F. Young.,1981,m,high_male,18.651303518879264
nyp.33433075909923,"Borrow, George Henry,",Wild Wales,1862,m,high_male,18.645731108930324
uc1.b2797508,"Benary-Isbert, Margot.",A time to love / | $c: Margot Benary ; translated from the German by Joyce Emerson and the author.,1963,f,,18.644348690752402
inu.32000000663056,"Haggard, H. Rider","Colonel Quaritch, V. C",1889,m,mixed,18.639200309272656
uc2.ark:/13960/t4fn1267r,"Hine, Muriel.",April Panhasard,1913,f,mixed,18.630126778012723
mdp.39015029273334,"Palmer, William,",Leporello.,1992,m,mixed,18.61429844038771
uc1.$b787390,"O'Donnell, Peadar.","The Knife, | $c: by Peadar O'Donnell.",1930,u,high_male,18.612038266350677
uiuo.ark:/13960/t9g44zz14,"Grey, Oliver.",A virgin widow,1886,m,high_female,18.608459405645807
nyp.33433075765945,"Peacock, Thomas Love,","Maid Marian, and Crotchet castle",1856,m,,18.59892382778679
uiuo.ark:/13960/t9t15cw5k,"Gleig, G. R.",The light dragoon,1844,m,high_male,18.59678782755706
mdp.39015041912638,"Jackson, Carl.",Nor the battle to the strong / | $c: Carl Jackson.,1997,m,mixed,18.58924527664177
wu.89092536671,"Beresford, J. D. (John Davys),",The Hampdenshire wonder. | $c: [With an introduction by Walter de la Mare],1948,m,high_male,18.588347761431834
mdp.39015038117910,"Solzhenit͡syn, Aleksandr Isaevich,","August 1914, | $c: [by] Alexander Solzhenitsyn; translated by Michael Glenny.",1972,m,high_male,18.588051600431243
uc1.$b56210,"Penton, Brian Con,","Giant's stride, | $c: a novel by Brian Penton ...",1936,m,mixed,18.586180947804564
mdp.39015051171091,"Iroh, Eddie.",Toads of war / | $c: Eddie Iroh.,1979,m,,18.577532617860154
uc1.$b663097,"Kaczér, Illés,","Fear not, my servant Jacob. | A novel | $c: by Illés Kaczér, translated from the Hungarian by Lawrence Wolfe.",1947,u,high_male,18.56995844971797
uc1.b3325189,"French, Gerald,",John Jorrocks and other characters from the works of Robert Surtees.  Illustrated by the Rt. Hon. the Earl of Ypres.,1947,m,high_male,18.561352408692425
uc1.b3796995,"Bates, H. E. (Herbert Ernest),",Death of a huntsman : | four short novels / | $n: H.E. Bates.,1957,m,mixed,18.553736258639084
uiuo.ark:/13960/t4sj24q1v,,True to the life,1868,u,,18.551498961116057
uiuo.ark:/13960/t7tm7sf49,"Norris, W. E.",Mademoiselle de Mersac,1880,f,mixed,18.54771399425021
mdp.39015063964301,"Maclaren, Ian,",Beside the bonnie brier bush,1894,m,,18.547140649149924
uiuo.ark:/13960/t2b85p07r,"Hardinge, William Money,",Eugenia,1883,m,high_female,18.5422113441249
uc1.b3327251,"Woodroofe, Anne Cox,","Michael, the married man; or, The Sequel to the history of Michael Kemp",1827,f,,18.53991953674921
mdp.39015061473073,,London Aphrodite : | stories from the new Elizabethan era / | $c: edited by Denys Val Baker.,1955,u,mixed,18.535152629853002
hvd.hwadah,"Scott, Walter,",The Waverley novels,1829,m,,18.533200168858045
mdp.39015066607188,"Preti, Luigi,","Through the Fascist fire; | $c: translated from the Italian Giovinezza, giovinezza by Isabel Quigly.",1968,m,,18.52952264115982
mdp.39015010558701,"Linklater, Eric,","Sealskin trousers, | and other stories, | $c: with wood engravings by Joan Hassall.",1947,m,,18.528321863419798
uiuo.ark:/13960/t4nk41z42,"Blackmore, R. D.",The maid of Sker,1872,m,,18.527524954260173
mdp.39015030738705,"Fane, Julian,",Hounds of spring and other stories / | $c: Julian Fane.,1976,m,mixed,18.526605528868423
pst.000067591329,"Hall, Rich,",Magnificent bastards / | $c: Rich Hall.,2009,m,,18.51052014561609
inu.32000002882506,"Machen, Arthur,",The Caerleon edition of the works of Arthur Machen.,1923,m,high_male,18.508236165093468
uiuo.ark:/13960/t84j12493,"Mills, John,","The old hall, or, Our hearth and homestead",1845,m,,18.500142955650112
mdp.39015012305259,"Stuckenberg, Viggo Henrik Fog,",By the wayside;,1917,u,high_male,18.496824711757814
uiuo.ark:/13960/t7zk5qn87,"Gissing, Algernon,",Between two opinions,1893,m,,18.4964445723211
uc2.ark:/13960/t7xk85d9s,"Kuprin, A. I.",Sasha,1920,m,,18.495147743591975
mdp.39015068355521,"Jesse, F. Tennyson",The milky way,1913,f,mixed,18.494544109487702
inu.39000001419527,,The Cat : | in Russian literature and folklore / | $c: [compiled and translated by] E.E. Ralphs.,1984,u,,18.493689028618984
uiuo.ark:/13960/t3tt52z4j,"Harrison, Joanna.",A northern lily;,1886,f,high_female,18.492965560407985
wu.89092586635,"Bemelmans, Ludwig,",The snow mountain / | $c: Ludwig Bemelmans.,1950,m,high_male,18.489504773211628
uiuo.ark:/13960/t3902rs2j,"Oliphant,",The primrose path,1878,f,high_female,18.484532407346283
uiuo.ark:/13960/t5db8dn39,"Gerard, E. D.",Reata,1880,f,mixed,18.477658337228135
uiuo.ark:/13960/t9d515817,"Macquoid, Katharine S.",Appledore farm,1894,f,high_female,18.467220683287167
mdp.39015030011822,"Högstrand, Olle E.,",On the prime minister's account / | $c: Olle E. Högstrand ; translated by Elina Levy.,1972,u,,18.464492780383324
mdp.39015049647798,"Humphreys, Emyr.",Salt of the earth / | $c: Emyr Humphreys.,1999,m,,18.45759638665407
uiuo.ark:/13960/t05x2m08q,"Douglas, Gertrude,",Brown as a berry,1874,f,mixed,18.45480549953204
mdp.39015022884004,"Malouf, David,",Dream stuff / | $c: David Malouf.,2000,m,,18.45437510646755
mdp.39015001787616,"Rathbone, Julian,",A spy of the old school / | $c: Julian Rathbone.,1982,m,high_male,18.45273792498962
uiuo.ark:/13960/t79s2dt4v,"Gray, Maxwell,",The silence of Dean Maitland,1886,f,,18.451112937584917
mdp.39015063560422,"Howitt, Mary Botham,",Wood Leighton;,1836,f,,18.444654508565236
mdp.39015050559643,"Hope, Christopher.",Private parts and other tales / | $c: Christopher Hope.,1982,m,,18.437144700857328
mdp.39015066055636,"Naipaul, Shiva,",Fireflies.,1970,u,,18.435857183559683
njp.32101064918962,"Craik, Georgiana M.",Patience Holt,1891,f,,18.43080155555965
mdp.39015065866504,"Bloom, Ursula.",Rosemary for Stratford-on-Avon.,1966,f,,18.413858553237297
uiuo.ark:/13960/t9668r34m,"Chatterton, Georgiana,",The lost bride,1872,f,high_female,18.411967779056386
uc1.$b56660,"Hichens, Jacobine.",Noughts and crosses.,1952,u,high_female,18.409102863053807
uc1.32106008431972,"Martínez Moreno, Carlos,",El infierno / | $c: Carlos Martínez Moreno ; translated by Ann Wright ; introduction by John King,1988,m,high_male,18.40424380210025
uiuo.ark:/13960/t7dr37725,"Fothergill, Caroline.",Diana Wentworth,1889,f,high_female,18.381930562257303
mdp.39015067683493,"Seiffert, Rachel.",Afterwards / | $c: Rachel Seiffert.,2007,f,,18.379396696303445
uc1.b4104206,"Weyman, Stanley John,","The House of the Wolf, | $c: by Stanley J. Weyman. With a general preface [by the author]",1926,m,,18.377285674905817
uiuo.ark:/13960/t55d96d7h,"Gifford, George,",Trials of an heiress,1869,f,high_female,18.372502487943045
mdp.39015053747898,"Welch, Denton.",Brave and cruel : | and other stories / | $c: by Denton Welch.,1948,m,high_female,18.368846436443793
mdp.39015013301679,"Billington, Rachel.",Occasion of sin / | $c: Rachel Billington.,1982,f,high_female,18.363656910385355
uc2.ark:/13960/t9862d842,"West, Rebecca,",The judge,1922,f,high_female,18.357167802423145
nyp.33433075751648,"Somerville, E. Œ.",In Mr. Knox's country,1915,f,,18.356932189492493
uc1.32106007211235,"Zola, Émile,",Stories for Ninon,1895,m,mixed,18.356637823535742
uc1.$b322953,"Bates, H. E. (Herbert Ernest),","Charlotte's row, | $c: by H. E. Bates.",1931,m,,18.35367532348353
uiuo.ark:/13960/t9b576b8k,"Riddell, J. H.,",Far above rubies,1867,f,,18.34810591091289
mdp.39015017932347,"Navarre, Yves,",The little rogue in our flesh / | $c: Yves Navarre ; translated by Donald Watson.,1989,m,,18.34189288334556
mdp.39015060095018,"Jelinek, Elfriede,",Lust / | $c: Elfriede Jelinek ; translated by Michael Hulse.,1992,f,high_male,18.333150001833314
mdp.39015073486428,"Henty, G. A.",A final reckoning,1887,m,,18.326766242096582
uc2.ark:/13960/t94748r51,"Hutton, Catherine,",Oakwood Hall,1819,f,mixed,18.322149188099765
inu.39000005915884,"Savory, Phyllis.",Tales from Africa; | $c: illustrations by Jillian Hulme.,1968,f,high_male,18.320291030908948
mdp.39015069302894,"Pryce-Jones, David,",Safe houses / | $c: David Pryce-Jones.,2007,m,mixed,18.31789396556236
nyp.33433075746341,"Sheppard, W. J.",The tenderfoot,1906,u,,18.31321227830448
mdp.39015034414063,"Kak, Manju.",First light in Colonelpura : | short stories / | $c: Manju Kak.,1994,u,high_female,18.309085531597255
uc1.b4507341,"Cayley, George John,",The bridle roads of Spain,1908,m,high_male,18.307753333536752
mdp.39015060095307,"Jelinek, Elfriede,",Lust / | $c: Elfriede Jelinek ; translated by Michael Hulse.,1992,f,high_male,18.305407417351084
dul1.ark:/13960/t7hq4jb64,"Wood, Henry,",Court Netherleigh,1881,f,,18.297746562134925
uc2.ark:/13960/t9k360s05,"Ferris, Lynn.",John Heathlyn of the Otway,1916,m,,18.297145645279336
mdp.39015031326153,"Ike, Vincent Chukwuemeka,",Sunset at dawn : | a novel about Biafra / | $c: Chukwuemeka Ike.,1976,m,,18.288526443546644
uc1.$b244328,"Williamson, Henry,",How dear is life.,1954,m,,18.287266837347826
uiuo.ark:/13960/t4nk40062,"Riddell, J. H.,",Berna Boyle,1884,f,,18.279105320881385
uiuo.ark:/13960/t4nk4176m,"MacDonald, George,",Wilfrid Cumbermede,1872,m,mixed,18.27639533248981
uc2.ark:/13960/t6154ph3f,"Collins, Frances Cotton,",A broken lily,1882,u,high_female,18.276338234099587
njp.32101067174340,"Scully, W. C.",Kafir stories,1895,u,,18.270401948842874
uiuo.ark:/13960/t51g10f8c,"Bramley-Moore, William,",The six sisters of the valleys,1864,m,mixed,18.267898734948012
uc1.32106018018249,"Currer-Briggs, Noel",Young men at war / | $c: Noel Currer-Briggs,1996,u,high_male,18.267721765990483
uiuo.ark:/13960/t2891xh63,"Hardy, Thomas,",The trumpet-major,1880,m,high_female,18.267064482737624
mdp.39076006915370,"Icaza, Jorge,",Huasipungo. | $c: [Translated from the original Spanish by Mervyn Savill],1962,u,high_male,18.266693728435154
mdp.39015055608288,"Marsden, Philip,",The main cages / | $c: Philip Marsden.,2002,m,,18.263172313030772
uc1.$b56682,"Gibbs, Philip,",No price for freedom.,1955,m,mixed,18.262919632085183
uc2.ark:/13960/t36110f7d,"Johnston, Harry,",The man who did the right thing;,1921,m,,18.259504071869408
mdp.39015014753852,"Weldon, Fay.",The cloning of Joanna May / | $c: Fay Weldon.,1989,f,high_female,18.25641616941954
uc1.b3295296,"Wain, John.",Strike the father dead; | a novel.,1962,m,,18.241645677080776
uc2.ark:/13960/t9w090b83,"Lancaster, G. B.,",Sons o' men,1905,f,high_male,18.23819077147547
uc1.$b440604,"Masefield, John,",A book of prose selections.,1950,m,,18.23735923038344
nyp.33433082525902,"Austin, Stella,",Stumps;,1873,f,,18.23597349705185
mdp.39015059407588,"Beresford, J. D. (John Davys),","The imperturbable duchess, | and other stories, | $c: by J. D. Beresford.",1923,m,,18.22888184038791
mdp.39076000700687,"Lawrence, D. H. (David Herbert),","The woman who rode away, and other stories / | $c: D.H. Lawrence.",1950,m,high_female,18.22335611993635
mdp.39076006257930,"Faulkner, William,",The collected short stories of William Faulkner / | $c: William Faulkner.,1958,m,,18.221964970952044
mdp.39015022222759,"Amadi, Elechi,",Estrangement / | $c: Elechi Amadi.,1986,u,,18.22137903683934
mdp.39015013285401,"Kitchin, C. H. B. (Clifford Henry Benn),","The Cornish fox, | a detective story.",1949,m,,18.209175507700564
uc1.$b236156,"Davies, Rhys,","A pig in a poke, | stories, | $c: by Rhys Davies.",1931,m,high_female,18.199308426279803
uc1.32106010050240,"Ellroy, James,",CLandestine / | $c: James Ellroy.,1984,m,mixed,18.198759572547534
uiuo.ark:/13960/t9571s43c,"Black, Clementina.",Orlando,1880,f,high_female,18.198730133052937
uc1.b4954597,,Love's gravity / | $c: ,1977,u,,18.194932711239918
uc2.ark:/13960/t2z31qm1p,"Swinton, E. D.",The great tab dope,1916,u,high_male,18.194032357386778
uc2.ark:/13960/t9k35r13g,"Ouida,",Toxin,1895,f,high_female,18.1867782122397
uc1.$b807356,"Coxhead, Elizabeth,",The midlanders.,1953,f,high_female,18.186097263527248
uiuo.ark:/13960/t9z03sv4r,"Yonge, Charlotte M.",Chantry house,1886,f,,18.177912184158775
uc1.32106011707913,"Minco, Marga.",The other side / | $c: Marga Minco ; translated from the Dutch by Ruth Levitt.,1994,f,,18.164937633714125
mdp.39015032205349,"Galloway, Janice.",Foreign parts / | $c: Janice Galloway.,1994,f,high_female,18.162005085361425
mdp.39015031299459,"Morley, Henry.",Gossip,1857,m,mixed,18.16053916622947
umn.319510020543924,"Orgill, Douglas,",The death-bringers.,1962,m,mixed,18.160026150437655
mdp.39015039396083,"Von Arnim, Elizabeth,",Elizabeth and her German garden,1899,f,high_female,18.157882790866584
umn.31951002082062h,"Frankland, Edward Percy,",The bear of Britain.,1940,m,high_male,18.144811372852207
uiuo.ark:/13960/t08w42m71,"Pirkis, Catherine Louisa,",A red sister,1891,f,high_female,18.14364583603328
mdp.39015059974694,"Judd, Alan.",The Kaiser's last kiss / | $c: Alan Judd.,2003,m,high_male,18.14113805406059
mdp.39015009167241,"Tert͡s, Abram,",The Makepeace experiment / | $c: Translated by Manya Harari.,1965,m,high_male,18.139675501360475
uc1.b3796808,"Bates, H. E. (Herbert Ernest),",Seven tales and Alexander / | $c: by H.E. Bates,1929,m,high_male,18.134715025906736
uc2.ark:/13960/t4fn13b4h,"Lyons, A. Neil",Moby Lane and thereabouts,1916,m,,18.131192125882276
uc1.b3810587,"Close, Robert S.,",Eliza Callaghan.,1957,m,high_female,18.127435874195594
uc1.b3339453,"Hogg, James,","The tales of James Hogg, the Ettrick shepherd",1886,m,,18.124355735792204
mdp.39015001983728,"Buechner, Frederick,",The final beast; | a novel.,1965,m,,18.123383998260156
mdp.39015000630866,"Lawrence, D. H. (David Herbert),",Works.,1954,m,,18.120739883748485
mdp.39015033171839,"Bourget, P.C.J.",Some portraits of women (Voyageuses),1898,u,mixed,18.115736914210665
mdp.39015000639081,"Lawrence, D. H. (David Herbert),",Complete short stories.,1955,m,,18.105975668354237
mdp.39015001751547,"Dahl, Roald.","The best of Roald Dahl : | stories from Over to you, Someone like you, Kiss kiss, Switch bitch / | $c: Roald Dahl ; introduction by James Cameron.",1983,m,mixed,18.098927760820224
njp.32101067301109,"Hamilton, Cosmo,",The infinite capacity,1910,m,,18.08202859087815
mdp.39015030042611,"Wilson, Harry Leon,","Merton of the movies, | $c: by Harry Leon Wilson ...",1936,m,high_male,18.080038941622337
mdp.39015082701189,"Penney, Bridget,",Index / | $c: Bridget Penney ; [edited by Stewart Home and Gavin Everall].,2008,f,high_female,18.078605777922405
inu.30000007412517,"Gaskell, Elizabeth Cleghorn,",Round the sofa,1859,f,mixed,18.076644974692698
mdp.39015013392520,,The State of the art : | the mood of contemporary Australia in short stories.,1983,u,mixed,18.074521251118362
njp.32101066455054,"Blinkhoolie,",Blair Athol,1881,u,,18.063221274460613
uiuo.ark:/13960/t1rf6b62f,"Ollier, Charles,",Ferrers,1842,m,,18.05676389960439
mdp.39015059371495,"Jacks, L. P.",Philosophers in trouble,1916,m,,18.044027426921687
uiuo.ark:/13960/t4pk0nr4m,,A Breton maiden,1888,f,mixed,18.041495439510875
mdp.39015004124171,"Trevor, William,",The ballroom of romance and other stories. -,1972,m,high_female,18.032097132896556
mdp.39015077129537,"Frewin, Anthony,",The Reich stuff / | $c: Anthony Frewin.,2008,m,mixed,18.025528654957583
uc2.ark:/13960/t2w37nf56,"Lucas, E. V.",A little of everything,1912,m,mixed,18.017132655233976
mdp.39015014661493,"Hornstein, Erika von,",Russians in my home. | $c: Translated from the German by Ingrid Enway Gunvaldsen.,1960,f,high_male,18.015493324258863
uc1.b3810606,"Collis, Maurice,",She was a queen.,1962,m,,18.01517778728579
uc1.$b792351,"Robinson, Julien Louis,","Silence is Goldberg, | $c: by Julien Vedey [pseud.]",1956,m,high_male,18.007563176534145
uiuo.ark:/13960/t3223dc0z,"Malet, Lucas,",Colonel Enderby's wife,1885,f,high_female,18.005473663993854
mdp.39015046486091,"Faulks, Sebastian.",Charlotte Gray / | $c: Sebastian Faulks.,1998,m,,17.998470130038946
mdp.39015020809144,"Chekhov, Anton Pavlovich,","The kiss, and other stories",1908,m,high_female,17.996709173179763
wu.89039010491,"Tournier, Michel",Gemini / | $c: by Michel Tournier ; translated by Anne Carter.,1985,m,,17.993555035741743
