htid,author,title,year,authgender,female_category,gb_england_suba1_intensity
uc1.$b86344,"Belloc, Hilaire,","Belinda, | a tale of affection in youth and age, | $c: by Hilaire Belloc.",1928,m,,73.696493275195
mdp.39015045696674,"Boyd, William,",Armadillo / | $c: William Boyd.,1998,m,,73.69432874078822
uc1.b4422521,"Masters, John,",By the green of the spring : | a novel / | $c: by John Masters.,1981,m,mixed,73.69016496200828
uiuo.ark:/13960/t61555t25,"Lee, Holme,",Basil Godfrey's caprice,1868,f,high_female,73.68970493413984
mdp.39015056460143,"Sampson, Kevin.",Outlaws / | $c: Kevin Sampson.,2001,m,high_male,73.6738703339882
mdp.39015066900955,,Is this what you want? : | the Asham Award short-story collection / | $c: edited by Kate Pullinger.,2007,u,,73.67174183110392
coo.31924087514372,,"The Vintage book of office life, or, Love among the filing cabinets / | $c: edited, with an introduction, by Jeremy Lewis.",1998,u,,73.63644147615379
uc2.ark:/13960/t06w9cb40,"Newbolt, Henry John,",Taken from the enemy,1892,m,,73.63402640840675
mdp.39015060000554,"Baylis, Matthew.",The last Ealing comedy / | $c: Matthew Baylis.,2003,m,mixed,73.60491426390543
njp.32101067646065,"Holland, John,",The old arm-chair,1824,m,high_female,73.60465325027376
uiuo.ark:/13960/t18k8018r,"Wood, Henry,","Lady Grace, and other stories",1887,f,mixed,73.59083495763554
mdp.39015032028105,"Mrs., Grant, Elizabeth (Raper),",The receipt book of Elizabeth Raper and a portion of her cipher journal.,1924,f,,73.58105622261614
mdp.39015066704928,"Postgate, Raymond,",Verdict of twelve.,1954,m,mixed,73.57496902106567
wu.89000839811,Sundowner.,Told by the taffrail,1901,u,high_male,73.56813830810003
uc1.32106012960461,"Livesey, Margot,",Criminals : | a novel / | $c: by Margot Livesey,1996,f,,73.56547327121137
uc1.b3472560,"Tracy, Honor,",The beauty of the world | $c: [by] Honor Tracy.,1967,f,,73.56447108507595
mdp.39076005268813,"Gardner, John,",Every night's a bullfight; | $c: [by] John Gardner.,1971,m,,73.55201334914153
mdp.39015030848892,"Bailey, Paul,",Peter Smart's confessions / | $c: Paul Bailey.,1977,m,mixed,73.54843981967012
uiuo.ark:/13960/t1vd7bw2c,,"Geraldine Hamilton, or, Self-guidance",1832,u,,73.54198734393707
mdp.39015063961430,"Winter, John Strange,",Into an unknown world,1897,m,high_female,73.53600573939558
uiuo.ark:/13960/t55d93269,"Balfour, Alexander,","The foundling of Glenthorn, or, The smuggler's cave",1823,m,mixed,73.5270611553339
uiuo.ark:/13960/t1ng58v44,"Smart, Hawley,",Beatrice and Benedick,1891,m,mixed,73.5249065620979
uc1.b3295283,"Watts, Stephen.",The pale horse; | $c: twelve stories by Stephen Watts.,1943,m,,73.52208154720367
uc2.ark:/13960/t0pr7pk7h,"Beresford, J. D.",Nineteen impressions,1918,m,high_male,73.5098932064607
inu.32000006900031,"Collins, Mortimer,",You play me false,1878,m,high_female,73.49901235702146
uc1.32106015834119,"Nobbs, David",Going gently / | $c: David Nobbs,2000,m,high_female,73.49023498502638
pst.000021537707,"Wodehouse, P. G. (Pelham Grenville),",The man with two left feet and other stories / | $c: P.G. Wodehouse.,1961,m,mixed,73.48972866214245
mdp.39015030722089,"Reynolds, George W. M.",Ellen Percy,1856,m,high_female,73.48967459836565
mdp.39015046480664,"Brookner, Anita.",Falling slowly / | $c: Anita Brookner.,1998,f,high_female,73.48036943668818
uiuo.ark:/13960/t1jh3vx0s,"Cook, Dutton,",Leo,1863,m,mixed,73.46838818519473
mdp.39015080902532,"Lewycka, Marina,",We are all made of glue / | $c: Marina Lewycka.,2009,f,,73.45809322759173
mdp.39015063948007,"Molesworth,",My new home,1894,f,,73.45379756133393
uc1.32106006950585,"Defoe, Daniel,","An account of the conduct and proceedings of the late John Gow, alias Smith, captain of the late pirates, executed for murther [sic] and piracy, committed on board the George Galley, afterwards call'd the Revenge : | with a relation of all the horrid murthers [sic] they committed in cold blood : as also of their being taken at the islands of Orkney, and sent up prisoners to London / | $c: by Daniel Defoe.",1978,m,high_male,73.44595045736796
uc1.l0061274726,"Mayo, Isabella Fyvie,",Premiums paid to experience;,1872,f,,73.44433824639067
uc2.ark:/13960/t4hm5fv45,"Fielding, H.",The field of honour,1915,m,high_female,73.44300822561692
uiuo.ark:/13960/t97661p1n,"Merrywhistle, Marmaduke.",Isn't it odd?,1822,m,,73.40429081445397
mdp.39015024909353,"Parks, Tim.",Goodness / | $c: Tim Parks.,1991,m,high_female,73.39607978585613
njp.32101066121276,"Cannan, Gilbert,",Sembal,1922,m,,73.38239673288807
uc1.$b56315,"Barclay, Hubert, Mrs.,","The queen's cause, | Scottish narrative, 1561-1587.",1938,f,,73.36126789420113
mdp.39015082737480,"Joseph, Alison.",A violent act / | $c: Alison Joseph.,2008,f,high_female,73.35383078675886
uc1.$b120380,"Jones, Richard,",The toy crusaders.,1968,m,,73.35346399270738
uc2.ark:/13960/t6nz8415j,"Bindloss, Harold,",A sower of wheat,1901,m,mixed,73.33055654959199
mdp.39015029193391,"Scott, Mary.",Not in Newbury / | $c: Mary Scott.,1992,f,high_female,73.3147971393396
uc1.b3554642,"Helme, Elizabeth,",The farmer of Inglewood Forest;,1823,f,,73.29766180458842
mdp.39015050982472,"Williamson, Henry,",Collected nature stories.,1970,m,high_male,73.29696740030117
mdp.39015064989364,"McWatt, Tessa.",This body / | $c: Tessa McWatt.,2007,f,,73.278156167321
uiuo.ark:/13960/t41r72r9g,"Blake, Louise Pilkington,",Mrs. Grey's reminiscences,1878,f,high_female,73.2728541521284
uc1.b3327073,"Massie, W.",Fitzwiggins,1840,u,,73.24300029963045
uiuo.ark:/13960/t3xs6716f,"Lemon, Mark,",Loved at last,1864,m,mixed,73.2421875
mdp.49015002625425,,The Diva book of short stories / | $c: edited by Helen Sandler.,2000,u,high_female,73.23848808822291
mdp.39015063918844,"Haggard, H. Rider",Mr. Meeson's will,1888,m,mixed,73.21716210279689
wu.89006595086,"Corbett, Edmund V.,",Waves of battle.,1959,m,high_male,73.20708017046792
mdp.39015048888534,"Read, Piers Paul,",The Villa Golitsyn : | a novel / | $c: by Piers Paul Read.,1981,m,,73.19878699152984
uc1.$b794738,"Firbank, Ronald,",Caprice,1917,m,high_female,73.19234176971378
coo.31924014165462,"Borrow, George,",The Romany rye;,1903,m,mixed,73.181103452368
inu.30000026288948,"Bellamy, Guy,",A village called Sin / | $c: Guy Bellamy.,1992,m,,73.17622335634945
njp.32101066458488,"Coxe, Eliza A.",Liberality and prejudice : a tale,1813,f,,73.14816806867323
uc2.ark:/13960/t1fj2cb69,"Pemberton, Max Joseph.",Hindoo Khan,1922,m,,73.13149041977476
mdp.39015078812198,"Owen, Charlie,",Bravo jubilee / | $c: Charlie Owen.,2008,m,high_male,73.1205315230736
uc2.ark:/13960/t0js9k943,"Walpole, Hugh,",Maradick at forty;,1910,m,,73.11148321973538
mdp.39015084104879,"Cain, Tom.",Assassin / | $c: Tom Cain.,2009,m,,73.10003655001829
mdp.39015056759460,"Hewlett, J.",The parish clerk,1841,m,,73.07493225344821
uiuo.ark:/13960/t47p9h11h,L. E. L.,"Lady Anne Granard, or, Keeping up appearances",1842,f,high_female,73.05410431240591
uiuo.ark:/13960/t8rb7b28t,"Black, William,",Kilmeny,1870,m,high_female,73.03060793923854
uc1.$b783847,"Hamilton, Patrick,",Mr. Stimpson and Mr. Gorse.,1953,m,,73.00834040932284
uc1.$b182827,"Cotterell, Geoffrey",Then a soldier,1945,m,,73.00687351947496
uiuo.ark:/13960/t82j6z08v,"Kelly, Tom,",Time and chance,1882,f,mixed,72.99436574739387
inu.30000116457742,"Doré, Annabel.",The great north road / | $c: Annabel Doré.,2007,f,,72.98107117710244
mdp.39015059159650,"Parsons, Tony,",The family way / | $c: Tony Parsons.,2004,m,,72.98079983851058
mdp.39015051348707,"Bermant, Chaim,",The companion : | a novel / | $c: Chaim Bermant.,1987,u,high_female,72.97526801825708
uc1.32106012839574,"Davison, Philip,",The crooked man / | $c: Philip Davison,1997,m,mixed,72.97376187850679
ien.35558005335217,"Terton, Alice.",Lights and shadows in a hospital,1902,u,mixed,72.97139521307645
inu.32000011204346,"Newbolt, Henry John, Sir,",Sea-life in English literature from the fourteenth to the nineteenth century.,1925,m,high_male,72.96568497858615
uc2.ark:/13960/t3gx4k019,"Fortescue-Brickdale, Eleanor.",Eleanor Fortesque Brickdale's Golden book of famous women,1919,f,high_female,72.96531020680453
uc2.ark:/13960/t08w3dq93,"Hook, Theodore Edward,","Births, deaths, and marriages",1839,m,mixed,72.96385249141153
mdp.39015047519585,"Stevenson, Jane,",Several deceptions / | $c: Jane Stevenson.,1999,f,high_female,72.95325587679005
uiuo.ark:/13960/t4wh2z484,"Fothergill, Caroline.",Put to the proof,1883,f,high_female,72.94559941643523
uiuo.ark:/13960/t7qn6pk7b,,"Mrs. Cleveland, and the St. Clairs, &c",1836,u,,72.94488939172894
uiuo.ark:/13960/t5r78mb7r,"Barrett, Frank,",Folly Morrison,1881,m,mixed,72.93266918051611
njp.32101064912213,"Marryat, Frederick,",The novels of Captain Marryat,1895,m,high_female,72.93265602076036
hvd.hwkm9c,"Picard, L.-B.",The Gil Blas of the Revolution,1825,m,high_male,72.91286912139992
uc1.b3325303,"Wingfield, Lewis Strange,",Lady Grizel,1878,m,mixed,72.90738447651341
uiuo.ark:/13960/t7wm1jp8t,"Bradshaw, John,",Roger North,1885,f,high_female,72.89865391787882
uiuo.ark:/13960/t13n2tk4s,"Wood, Henry,",The shadow of Ashlydyat,1863,f,high_female,72.86380469071459
uc2.ark:/13960/t6736nw0f,"Lawson, Henry,",Children of the bush,1902,m,,72.85506128396332
uc1.b4064067,"Beerbohm, Max, Sir,",The dreadful dragon of Hay Hill / | $c: Max Beerbohm.,1929,m,high_male,72.84205414592692
nyp.33433074857891,"Laffan, May.","Hogan, M.P.;",1881,f,mixed,72.81565586818859
uc2.ark:/13960/t3bz66b13,"Whyte-Melville, G. J.",Satanella,1872,m,high_female,72.80172904106472
dul1.ark:/13960/t74t7bp9b,"Besant, Walter,",The revolt of man,1896,m,,72.79786459597186
mdp.39015061183920,"Freddi, Cris.",Pelican blood / | $c: Cris Freddi.,2005,m,,72.79224431724184
mdp.39015002146838,"Smith, Stevie,",Over the frontier / | $c: by Stevie Smith.,1938,u,,72.77333800520196
uiuo.ark:/13960/t8hd83z70,"Caine, Hall,",A son of Hagar,1887,m,,72.76309455843996
uc1.b3834614,"Cusack, Dymphna.","The sun in exile, | a novel.",1955,u,high_female,72.75762082579902
uiuo.ark:/13960/t7hq4bq34,"Hamley, W. G.",The house of Lys,1879,u,,72.74375119252052
uiuo.ark:/13960/t6b28cf90,"Kendall, Edward Augustus,",The English boy at the Cape,1835,m,,72.73948075201432
uiuo.ark:/13960/t6d22mh0s,"Collins, Wilkie,",The two destinies,1876,m,,72.70480033444207
uc2.ark:/13960/t5cc0wq9w,"Mack, Louise,",The marriage of Edward,1913,f,mixed,72.7044074590792
mdp.39015002649047,"Trollope, Anthony,",Rachel Ray,1863,m,high_female,72.70041658492678
mdp.39015062563690,"Evaristo, Bernardine,",Soul tourists / | $c: Bernardine Evaristo.,2005,f,mixed,72.67226292528106
uiuo.ark:/13960/t3514n62j,"Oliphant,",The second son,1888,f,mixed,72.63513513513514
mdp.39015059502651,"Kaye-Smith, Sheila.",Starbrace,1909,f,,72.62527860559463
uiuo.ark:/13960/t2794hz6s,"Hopton, Anna Maria,",Dawn and twilight,1858,f,mixed,72.6196128816021
mdp.39015018854870,"Brookner, Anita.",Brief lives / | $c: Anita Brookner.,1990,f,high_female,72.59862164870447
uc1.$b119540,"Alexander, Joan.",Where have all the flowers gone?,1969,f,high_female,72.57657354426118
pst.000014156694,,The Book of the sleuth : | fourteen classic tales of mystery & suspense / | $c: edited by Alan K. Russell.,1986,u,,72.55859754596457
nyp.33433075909907,"Borrow, George Henry,",Wild Wales,1862,m,high_male,72.54508563720657
nyp.33433075909915,"Borrow, George Henry,",Wild Wales,1862,m,high_male,72.5352192490338
uc2.ark:/13960/t5v69br7s,"Dickinson, H. N.",The business of a gentleman,1914,u,mixed,72.53006288686134
njp.32101068174794,"Jennings, Louis J.",The millionaire,1883,m,,72.52382925818482
uiuo.ark:/13960/t41r79s6c,"Liardet, Frederick.",Tales by a barrister,1844,m,high_male,72.50271885195693
uc1.32106011414098,"Simenon, Georges,",Maigret's revolver; | $c: translated from the French by Nigel Ryan,1954,m,,72.49003262051468
uc1.$b242447,"Dickens, Monica,",Joy and Josephine / | $c: Monica Dickens.,1948,f,high_female,72.48876131906164
njp.32101066456920,"Clowes, W. Laird",The captain of the  Mary Rose,1892,m,high_male,72.47746896073613
mdp.39015040576186,"Smith, Drew",The circus / | $c: Drew Smith,1997,m,high_female,72.46458859362085
mdp.39015064544839,"Hofland,",Tales of the Priory,1820,f,high_female,72.44501940491591
uiug.30112039914905,"Elizabeth,","The enchanted April / | $c: by the author of ""Elizabeth and her German garden"".",1923,f,high_female,72.43983764954032
nyp.33433082294657,"James, Henry,",The Princess Casamassima,1886,m,mixed,72.41712262632765
mdp.39015082722045,"Hill, Susan,",The beacon / | $c: Susan Hill.,2008,f,,72.40352900163577
uiuo.ark:/13960/t1rf64403,"Gissing, George,",The unclassed,1884,m,high_female,72.39902646415477
uc1.b3494227,"Fielding, Gabriel,",Pretty doll houses / | $c: Gabriel Fielding [i.e. A. G. Barnsley].,1979,m,mixed,72.38576042169346
mdp.39015050774986,"Walker, Ted,",He danced with a chair : | fictions and factions / | $c: Ted Walker.,2001,m,,72.38404076669177
mdp.39015063964483,"Smith, Bertram,",Crashie Howe,1921,m,,72.37984944991314
uc1.b4271773,"Carr, J. L. (Joseph Lloyd),",A month in the country / | $c: J.L. Carr.,1991,m,mixed,72.352144891005
dul1.ark:/13960/t9q24kn9w,"Collins, Mortimer,",Transmigration,1874,m,,72.34244848184204
uiuo.ark:/13960/t0gt63s3p,"Marryat, Florence,",Nelly Brooke,1868,f,high_female,72.31778500955627
inu.39000000964945,"Sadasing, Dhunvir.",The bloodless battle / | $c: by Dhunvir Sadasing.,1983,u,,72.31542877486538
mdp.39015063554334,"Sullivan, Arabella Jane,",Recollections of a chaperon,1883,f,high_female,72.31122752326011
uc1.32106019365631,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,,72.30301536439077
mdp.39015078788786,"Waites, Martyn.",Speak no evil / | $c: Martyn Waites.,2009,m,,72.2958873498628
uiuo.ark:/13960/t0dv1sk2m,"Ainsworth, William Harrison,",Hilary St. Ives,1870,m,,72.26925459425975
uc1.b4103581,"Mackenzie, Compton, Sir,","April fools, | a farce of manners, | $c: by Compton Mackenzie.",1930,m,mixed,72.26260660523153
mdp.39015038124551,"Rendell, Ruth,",The brimstone wedding / | $c: Barbara Vine.,1996,f,high_female,72.2558558811356
uiuo.ark:/13960/t3tt5933r,"Austin, Alfred,",Jessie's expiation,1867,m,mixed,72.23772779510753
mdp.39015030719622,"(Herbert George), Wells, H. G.","The Plattner story, and others ...",1927,m,mixed,72.22395895092004
inu.30000124502752,"Dickinson, David,",Death of a pilgrim / | $c: David Dickinson.,2009,m,,72.20503054828217
uc1.$b808648,"Fleetwood, Hugh.",A conditional sentence / | $c: Hugh Fleetwood.,1974,m,high_female,72.2032087105951
uiuo.ark:/13960/t0ns1c05z,"Meteyard, Eliza,",The Lady Herbert's gentlewomen,1862,f,high_female,72.19695328857124
uc1.b3327539,"Normanby, Constantine Henry Phipps,",Yes and no,1828,m,mixed,72.19584764488394
uc1.32106008523448,"Wodehouse, P. G. (Pelham Grenville),",Lord Emsworth and others.,1956,m,,72.1901377165704
dul1.ark:/13960/t2794pm0g,"Bury, Charlotte Campbell,",The manœuvring mother,1842,f,high_female,72.18672299013447
uiuo.ark:/13960/t9q24dz10,"Lauder, Thomas Dick,",The wolfe of Badenoch,1827,m,,72.1839852274635
inu.30000025896477,"Chambers, Aidan.",Great ghosts / | $c: Aidan Chambers.,1991,m,high_female,72.18084582827521
mdp.39015014863099,"Mittelhölzer, Edgar.",The aloneness of Mrs. Chatham.,1965,m,high_female,72.1795072964067
njp.32101068163789,,Lavinia Fitz-Aubyn,1816,u,high_female,72.12925562608194
wu.89002447233,"Bennett, Arnold,",The card,1912,m,,72.12649183505573
uiuo.ark:/13960/t5x644h10,"Senior, Henry.",Charles Vernon;,1849,m,,72.10656038596674
uiuo.ark:/13960/t05x3085s,"Westall, William,",Red Ryvington,1882,m,,72.10123602118894
uc2.ark:/13960/t5gb23h15,"Scott, Walter,",The fortunes of Nigel,1822,m,high_male,72.09062821833162
inu.32000009190564,"Knowles, James Sheridan,",Fortescue,1847,m,,72.08781606684505
mdp.39015008957238,"Jameson, Storm,",The lovely ship.,1927,f,high_female,72.08543874137425
mdp.39015017702112,"Binding, Paul.",Kingfisher weather / | $c: Paul Binding.,1989,m,,72.0840611051041
inu.32000000655573,"Smythies, Gordon,",The matchmaker;,1842,f,,72.07034065247682
mdp.39015031597142,"Maugham, W. Somerset (William Somerset),",Theatre; | [a novel],1951,m,high_female,72.05172145193954
nyp.33433074936844,"Barter-Snow, Laura A.","Honor's quest; or, How they came home",1906,f,,72.0516318928117
hvd.hxcqxf,,The hundred merry tales,1831,u,high_male,72.0513005259745
nyp.33433074920335,"Neuman, B. Paul",The greatness of Josiah Polick,1904,m,mixed,72.01296233321999
uc1.b3826722,"Waugh, Evelyn,","Brideshead revisited; | the sacred and profane memories of Captain Charles Ryder, a novel.",1960,m,mixed,72.0009792133173
uiuo.ark:/13960/t8rb7pg9t,"Scott,",The old grey church,1856,f,,71.99906233779281
uc1.b4089288,"(Alan Alexander), Milne, A. A.","Those were the days: | The day's play, The holiday round, Once a week, The sunny side.",1929,m,,71.99241115289495
mdp.39015059896392,"Barclay, Marguerite",Letters from Fleet street,1910,f,high_male,71.9892248386048
uiuo.ark:/13960/t6640725w,"Clayton, Ellen C.",Cruel fortune,1865,f,high_female,71.974549799191
mdp.39015050112039,"Thomas, Rosie.","Bad girls, good women.",2000,f,,71.97382104746308
mdp.39015046441252,"Powell, Anthony,",Temporary kings: | a novel. -,1973,m,mixed,71.97223646330403
njp.32101067300663,"Bowen, Marjorie,",God's playthings,1912,f,,71.96995254481254
mdp.39015048736881,"Phillips, Linda.","Old dogs, new tricks / | $c: Linda Phillips.",1999,f,high_female,71.96083815439387
mdp.39015042857477,"Tremain, Rose.",The garden of the Villa Mollini and other stories / | $c: by Rose Tremain.,1987,f,mixed,71.95668207738942
uiuo.ark:/13960/t7kp89597,"Baring-Gould, S.",Kitty alone,1894,m,,71.9355457510071
uc1.32106013781627,"Dobbs, Michael,",The buddha of Brewer Street / | $c: Michael Dobbs,1998,m,high_male,71.93403648853999
inu.39000005835983,"O'Donnell, Elliott,",The dead riders / | $c: Elliot O'Donnell.,1952,m,,71.91961924907457
mdp.39015005487122,"Waugh, Evelyn,","Sword of honour, a final version of the novels: | Men at arms (1952), Officers and gentlemen (1955), and Unconditional surrender (1961)",1965,m,,71.89683689334832
uiuo.ark:/13960/t1jh46p9h,"Russell, William Clark,",The emigrant ship,1893,m,,71.87311128897892
uc1.b4087141,"Bagnold, Enid.","Alice and Thomas [and] Jane, | $c: by Enid Bagnold; illustrated by the author and Laurian Jones.",1930,f,mixed,71.83539432500385
umn.31951002043504u,"Llewelyn, Michael Gareth.",The Aleppo merchant.,1946,m,,71.83196274645793
nyp.33433074936398,"Barker, Dalgairns Arundel.",The great leviathan,1920,u,,71.8270181526464
inu.30000007172400,"Wodehouse, P. G. (Pelham Grenville),",Jeeves omnibus.,1931,m,mixed,71.79479468944054
uc1.$b42258,"Masters, David,","""I.D."" New tales of the submarine war, | $c: by David Masters.",1935,m,high_male,71.77912062230831
mdp.39015065780770,"Marryat, Frederick,",The novels of Captain Marryat,1896,m,high_female,71.77792244645867
uiuo.ark:/13960/t3xs6018h,"Barrett, Frank,",A prodigal's progress,1882,m,,71.76890412870557
mdp.39015030747458,"Herbert, A. P. (Alan Patrick),",Topsy turvy.,1947,m,,71.76092039167573
mdp.39015049697983,"Thomas, D. M.",Charlotte / | $c: D.M. Thomas.,2000,m,,71.73258093826216
inu.39000002551013,"Braddon, M. E.",The doctor's wife,1864,f,mixed,71.71588039038382
uc1.b3579185,"Banks, G. Linnaeus",The Manchester man,1876,f,mixed,71.67931775992942
hvd.32044020392502,"Hatton, Ann Julia,","Guilty or not guilty, or, A lesson for husbands",1822,f,high_female,71.67302764787041
mdp.39015006945045,"Martineau, Harriet,",Illustrations of political economy,1832,f,,71.64429160328902
uc1.b4949046,"Troop, Elizabeth.",Woolworth madonna / | $c: Elizabeth Troop.,1976,f,high_female,71.62682424568001
mdp.39015050968109,"Zinik, Zinoviĭ.",The mushroom-picker : | a novel / | $c: by Zinovy Zinik ; translated from the Russian by Michael Glenny.,1987,u,,71.60604596590517
nyp.33433074875950,"MacDonald, George,",David Elginbrod,1863,m,mixed,71.60118141949341
uc1.32106018078433,"Lovat, Simon",Attrition / | $c: Simon Lovat,2000,m,,71.60068846815835
uc1.$b250035,"Ward, A. C. (Alfred Charles),","Grim and gay; | an anthology, heroic, dramatic, comic, | $c: selected by A. C. Ward.",1942,m,,71.58401099530408
mdp.39015019768897,"Wakefield, Tom.",Forties' child / | $c: Tom Wakefield.,1980,m,high_female,71.5307582260372
mdp.39015005719573,"Mackenzie, Compton, Sir,","The north wind of love, | being volume four of ""The four winds of love.""",1949,m,,71.49715032786548
njp.32101067179299,"Trollope, Frances Milton,",The attractive man,1846,f,high_female,71.49666348903718
inu.39000000258256,"A. L. O. E.,",Claudia,1870,f,high_female,71.49365669026426
uiuo.ark:/13960/t48p6923m,"Besant, Walter,",Ready-money Mortiboy,1872,m,,71.49003773085323
uc2.ark:/13960/t2h70c474,"Friswell, J. Hain",Diamonds and spades;,1858,m,,71.4729061259804
mdp.39015025295851,"Lambert, Angela.",A rather English marriage / | $c: Angela Lambert.,1992,f,mixed,71.47074360647588
nyp.33433006640944,"Kirby, Mary,",Aunt Martha's corner cupboard,1875,f,high_female,71.46159989911301
uc1.$b787142,"Mathew, David.",The Prince of Wales's feathers.,1953,m,mixed,71.43329585290033
dul1.ark:/13960/t13n2vj0t,"Whiteing, Richard,","The island, or, An adventure of a person of quality",1888,m,,71.41373221148852
mdp.39015003350058,"English, Isobel.","Life after all, | and other stories.",1973,f,,71.40927162542941
nyp.33433074856778,,Getting on,1859,u,,71.39886860254367
mdp.39015019641359,,Green.,1990,u,high_female,71.3927855711423
inu.32000009139116,"Machen, Arthur,",The Caerleon edition of the works of Arthur Machen.,1923,m,,71.36739937196688
njp.32101064793373,"Platts, W. Carter",Angling done here!,1902,u,high_male,71.34749473001459
mdp.39015000618713,"Greene, Graham,",The collected edition.,1970,m,high_male,71.34655474175892
uiuo.ark:/13960/t04x5k01r,"Besant, Walter,",All sorts and conditions of men,1882,m,,71.33481709752897
uiuo.ark:/13960/t4hm5w02c,"Noble, Frances.",Violet Mortimer,1879,u,,71.32783244443723
dul1.ark:/13960/t2k65772k,"Lyall, Edna,",Donovan,1882,f,,71.31940906775344
uc1.32106007940551,"Weldon, Fay.",The hearts and lives of men / | $c: Fay Weldon.,1987,f,,71.30561297618105
uc2.ark:/13960/t8sb42q86,"Baring-Gould, S.",Eve;,1894,m,high_female,71.30224854728687
mdp.39015050608051,"Middleton, Stanley,",After a fashion / | $c: Stanley Middleton.,1987,m,mixed,71.29489350325282
inu.32000004611473,"Gilbert, Michael Francis,",Close quarters / | $c: by Michael Gilbert.,1951,m,high_male,71.29192856548757
uiuo.ark:/13960/t4qj81h60,"Reid, Mayne,",Gwen Wynn,1877,m,mixed,71.28495704624383
mdp.39015070739548,"Smith, Joan,",What will survive / | $c: Joan Smith.,2007,f,high_female,71.28491051197841
uc1.32106012770910,"Gale, Patrick,",Dangerous pleasures : | a decade of stories / | $c: Patrick Gale,1996,m,high_female,71.28485196895657
mdp.39015016434501,"Grant, Hilda Kay,","Miranda, | a novel, | $c: by Jan Hilliard [pseud.]",1961,f,high_female,71.27742510301815
uc2.ark:/13960/t42r3tv0c,"Lyall, Edna,",Donovan,1882,f,,71.26313914127918
mdp.39015034653686,"Powell, Anthony,","Books do furnish a room, | a novel.",1971,m,,71.2597133775973
ucm.531712790x,,One hundred romances of real life,1846,m,,71.21893504718254
uc1.32106005323297,"Moorcock, Michael,",The entropy tango : | a comic romance / | $c: Michael Moorcock ; pictures by Romain Slocombe ; lyrics by Michael Moorcock.,1981,m,,71.21726744823052
mdp.39015022622859,"Pickthall, Marmaduke William,",The myopes,1907,m,mixed,71.21577191962112
uc1.b4095433,"Kennedy, Margaret,",Women at work.,1966,f,high_female,71.190629701268
mdp.39015031237046,"Green, F. L. (Frederick Lawrence),",A fragment of glass.,1947,m,,71.18851712663277
uc1.$b299593,"Armstrong, Martin Donisthorpe,",Saint Christopher's day ...,1928,m,,71.18009712639059
uiuo.ark:/13960/t58d05x5c,"Bradshaw, John,",Roger North,1885,f,high_female,71.17673348451493
uc1.b3314601,"Marryat, Frederick,","Japhet, in search of a father",1836,m,,71.16887135452927
mdp.39015067683162,"Truss, Lynne.",A certain age / | $c: Lynne Truss.,2007,f,,71.16561058725314
uc1.b4102452,"Tomlinson, H. M. (Henry Major),",H.M. Tomlinson; | a selection from his writings | $c: made by Kenneth Hopkins.,1953,m,high_male,71.1602429377596
uc2.ark:/13960/t80k28q48,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,high_male,71.15868386501899
njp.32101064911926,"Marryat, Frederick,",The novels of Captain Marryat,1895,m,,71.14783257308432
uc1.b4949066,"Wilson, A. N.,",Unguarded hours / | $c: A. N. Wilson.,1978,m,,71.14215496054844
hvd.32044086799046,"Normanby, Constantine Henry Phipps,",Matilda,1825,m,,71.12701908957416
mdp.39015082679245,"Yassin-Kassab, Robin.",The road from Damascus / | $c: Robin Yassin-Kassab.,2008,f,,71.11859388380094
mdp.39015029173054,"Theroux, Paul.",Travelling the world : | the illustrated travels of Paul Theroux / | $c: picture editor Jenny de Gex.,1990,m,,71.11668489191032
uc1.$b120422,"Manning, Olivia.","A romantic hero, and other stories.",1967,f,,71.08888562043437
uc1.$b302122,"Noyes, Alfred,",The return of the scare-crow / | $c: by Alfred Noyes.,1929,u,mixed,71.08764090585964
mdp.39015000607021,"Orwell, George,","Keep the aspidistra flying,",1936,m,,71.07859397063979
uiuo.ark:/13960/t44q87z39,"Dowling, Richard,",Tempest-driven,1886,m,,71.0592732351572
uc1.$b301165,"Leslie, Shane,",The Cantab / | $c: Shane Leslie.,1926,u,mixed,71.04596486963999
mdp.39015031241543,"Lucas, E. V.",Genevra's money,1922,m,mixed,71.04220156043573
mdp.39015074796239,"Thackeray, William Makepeace,","The Fitz-Boodle papers, and other sketches",1911,m,,71.03169592120217
njp.32101068169430,"Fullerton, Georgiana,",Grantley Manor,1847,f,high_female,70.99603257465023
uiuo.ark:/13960/t7np2mk3s,,Memoirs of a man of fashion,1821,u,mixed,70.96829136741704
mdp.39015077143058,"Llewellyn, Julia.",The model wife / | $c: Julia Llewellyn.,2008,f,high_female,70.96431887518237
uc1.b3827165,"Lawrence, D. H. (David Herbert),",The rainbow / | $c: D. H. Lawrence.,1949,m,high_female,70.94745897241475
mdp.39015092870982,"Beerbohm, Max, Sir,",[Works].,1922,m,,70.9416202373949
uc1.$b787324,"Raymond, Ernest,",A chorus ending / | $c: by Ernest Raymond.,1951,m,high_female,70.92999899568142
uc1.$b312377,"Rhys, Jean.",After leaving Mr. Mackenzie / | $c: Jean Rhys.,1931,f,high_female,70.91926703979146
uiuo.ark:/13960/t02z1r626,"Kett, Henry,",Emily,1809,m,mixed,70.90761750405184
