htid,author,title,year,authgender,female_category,vertical
uc1.b4411111,"Kalinin, Anatoliĭ,","In the south, | $c: by Anatoly Kalinin. Translated from the Russian by Stephen Garry.",1946,u,,625.9089684890923
wu.89012679007,"Bemmann, Hans.",The stone and the flute / | $c: Hans Bemmann ; translated from German by Anthea Bell.,1986,m,,625.7889680190601
mdp.39015066824031,"Spinney, Laura.",The quick / | $c: Laura Spinney.,2007,f,high_female,625.7132737790721
inu.30000093786220,"Lash, Jennifer.",The climate of belief.,1962,f,,625.6758844430713
mdp.39015011549105,"Vesaas, Tarjei,",Spring night; | $c: translated from the Norwegian by Kenneth G. Chapman.,1972,m,mixed,625.6620762711865
nyp.33433074942842,"Conyers, Dorothea,","The boy, some horses and a girl;",1905,f,mixed,625.6545205553019
uc1.$b32966,"Chichester, Francis, Sir,","Ride on the wind, | $c: by Francis Chichester.",1936,m,high_male,625.5132106458001
uiuo.ark:/13960/t2w381979,"Barclay, Florence L.",Guy Mervyn;,1891,f,high_female,625.3716347829653
uc1.$b119435,"Rodoreda, Mercè,",The pigeon girl: | a novel; | $c: translated from the Catalan by Eda O'Shiel.,1967,u,high_female,625.2843678908027
nyp.33433082470448,"Maxwell, Donald,",A cruise across Europe;,1907,m,,625.263031323273
inu.32000009943616,"Freiwald, Ludwig,","Last days of the German fleet, | $c: by Ludwig Freiwald; translated by Martin Moore; with an introduction by Hector C. Bywater.",1932,m,high_male,624.9588120290842
mdp.39015080850053,"Sutton, Michael.",The recluse / | $c: Michael Sutton.,2009,m,high_male,624.7858449918713
mdp.39015066796650,"Lawson, Mary,",The other side of the bridge / | $c: Mary Lawson,2006,f,high_male,624.7676892294795
uc1.32106008377712,"Remarque, Erich Maria,",The road back. | $c: Translated from the German by A. W. Wheen.,1931,m,high_male,624.6445586000503
uc1.32106009014926,"Bowles, Peter,",Call at Corazón : | and other stories / | $c: Paul Bowles.,1988,m,,624.456048738033
uc1.$b284292,"Davies, Rhys,","A bed of feathers, | $c: by Rhys Davies; frontispiece wood-engraving by Lionel Ellis.",1929,m,,624.3813294753674
uc1.32106010408265,,The Lost boat : | avant-garde fiction from China = [Mi chou : Chung-kuo hsien feng hsiao shuo hsüan] / | $c: selected & edited with and introduction by Henry Y H Zhao.,1993,u,high_male,624.3808031702878
mdp.39015024903364,"Doyle, Roddy,",The van / | $c: Roddy Doyle.,1991,m,,624.3765825212921
mdp.39015016926555,,Stories of the forties / | $c: edited by Reginald Moore and Woodrow Wyatt.,1945,u,mixed,624.3089223441355
uc1.$b574244,"Taylor, Peter,",Coopers Creek to LangTang II / | $c: Peter Taylor.,1965,m,,624.3039854216582
inu.39000001419527,,The Cat : | in Russian literature and folklore / | $c: [compiled and translated by] E.E. Ralphs.,1984,u,,624.1620047158907
uc1.b3477957,"May, Derwent,",A revenger's comedy / | $c: by Derwent May,1979,u,mixed,623.8303181534623
uc2.ark:/13960/t1cj88m4b,,"The fisherman's children; or, The sunbeam of Hardrick Cove",1882,u,,623.7956824194127
uc2.ark:/13960/t0xp72f1v,"Hodgson, William Hope,",Men of the deep waters,1921,m,high_male,623.7575440141893
mdp.39015060652222,"Evans, Diana.",26a / | $c: Diana Evans.,2005,f,high_female,623.5118634017992
uc2.ark:/13960/t75t3j897,"Fitzpatrick, James Percy,",Jock of the bushveld,1908,m,high_male,623.4597117722903
mdp.39015032471289,,The Lost boat : | avant-garde fiction from China = [Mi chou : Chung-kuo hsien feng hsiao shuo hsüan] / | $c: selected & edited with and introduction by Henry Y H Zhao.,1993,u,high_male,623.4442703051535
mdp.39015000635030,"Leitch, Maurice,",Stamping ground / | $c: Maurice Leitch.,1975,m,,623.3827334744766
uc2.ark:/13960/t51g0m15m,"Bridges, Roy,",Dead men's gold,1916,m,,623.3087050381587
umn.319510020818141,"Payne, Robert,",Harvest.,1955,m,high_male,623.2301943392079
uc2.ark:/13960/t9j38vw47,"Bagnold, Enid.",A diary without dates,1918,f,high_male,623.1561201758083
uc1.32106012556582,"Özdamar, Emine Sevgi,","Life is a caravanserai : | has two doors, I came in one, I went out the other = ; Das Leben ist eine Karawanserai ; hat Zwei Türen aus einer kam ich rein aus der anderen ging ich raus / | $c: by Emine Sevgi Özdamar ; translated by Luise von Flotow",2000,u,mixed,623.1202167892558
uc1.$b106321,"Mayhew, Joyce.","Storme Haven; | a novel, | $c: by Joyce Mayhew.",1934,f,high_female,623.0529595015577
mdp.49015001347773,"Lenz, Siegfried,",The training ground / | $c: Siegfried Lenz ; translated from the German by Geoffrey Skelton.,1991,m,mixed,622.8285738496737
uc1.$b783865,"Hanley, James,","Half an eye, sea stories | $c: [by] James Hanley.",1937,m,,622.644895029607
uc1.$b243575,"O'Flaherty, Liam,",The tent / | $c: by Liam O'Flaherty.,1926,m,,622.627401357414
uc2.ark:/13960/t1td9v03v,"MacGill, Patrick,",The red horizon,1916,m,high_male,622.5007214412335
mdp.39015046349141,"Faulkner, William,",The sound and the fury / | $c: [by] William Faulkner ; with an introduction by Richard Hughes.,1931,m,mixed,622.40831602176
uc1.b3634960,"Weiss, Peter,",Leavetaking [and] Vanishing point; | $c: translated by Christopher Levenson.,1966,m,,622.2633957053338
inu.30000107601274,"Daley-Clarke, Donna.",Lazy eye / | $c: Donna Daley-Clarke.,2005,f,mixed,622.1848127758315
mdp.39015040571823,"King, John,",Headhunters / | $c: John King.,1997,m,,622.1823450243799
uc1.$b662550,"Tushkan, Georgiĭ.",The hunter of the Pamirs; | a novel of adventure in Soviet Central Asia | $c: [by] Georgi Tushkan. Translated from the Russian by Gerard Shelley.,1944,u,,622.0623453539098
uc1.b3144887,"Cable, Boyd.",The old contemptibles,1919,m,high_male,622.0239371970315
mdp.39015014498854,"Masefield, John,",Lost endeavour,1910,m,high_male,621.8196515737219
uc1.$b383948,"Hurd, David.",Kidnap at Kiunga.,1965,m,high_male,621.6130060567422
uc1.b3346596,"Carnegie, Sacha.",Noble purpose / | $c: by Sacha Carnegie.,1954,u,high_male,621.5817669348365
inu.39000005567123,,Irish folk and fairy tales / | $c: [edited by] Michael Scott.,1983,u,high_male,621.565934065934
uc1.b2848202,"Lyall, Gavin.",Midnight plus one / | $c: by Gavin Lyall.,1965,m,high_male,621.2975003612195
mdp.39015002757170,"Sansom, William,",The marmalade bird. -,1973,m,,621.2941161967924
uc1.$b794536,"Lincoln, John,",Heaven for horses; | $c: a novel by John Lincoln [pseud.],1957,m,high_male,620.9337534268997
uc1.$b722659,"Buick, Harry Arthur,",The Gringoes of Tepehuanes.,1967,m,high_male,620.8425720620843
mdp.39015050945644,"Khaĭtov, Nikolaĭ.",Wild tales / | $c: [by] Nikolai Haitov ; translated from the Bulgarian by Michael Holman.,1979,u,high_male,620.7897074865889
uc1.b4937286,,Short stories from the Second World War / | $c: chosen by Dan Davin.,1982,u,,620.5340353516359
mdp.39015060123380,"Barry, Desmond,",Cressida's bed / | $c: Desmond Barry,2004,m,,620.3962658053334
uc1.32106017713444,"Druzhnikov, I͡Uriĭ,",Passport to yesterday : | a novel in eleven stories / | $c: Yuri Druzhinikov ; translated from the Russian by Thomas Moore,2004,u,high_male,620.3407164195172
mdp.39015014620838,"Morris, Roland.",Island treasure: the search for Sir Cloudesley Shovell's flagship 'Association'.,1969,m,high_male,620.3215968949265
uc1.$b252534,"Everett, Peter.",Negatives / | $c: by Peter Everett.,1964,m,high_female,620.1339851529966
uc1.32106000771011,"Fabre, Maurice.",History of fashion; | $c: translated [from the French] by Joan White.,1967,m,mixed,620.0470837892503
mdp.39015080866216,"Cartwright, Anthony,",Heartland / | $c: Anthony Cartwright.,2009,m,,620.0332655701349
uc1.$b312060,"Roy, Jules,","The happy valley; | $c: translated from the French by Edward Owen Marsh, with a foreword by Robert Saundby.",1952,m,high_male,619.9098600458607
mdp.39015035762692,"Sholokhov, Mikhail Aleksandrovich,","And quiet flows the Don, | $c: by Mikhail Sholokhov, translated from the Russian by Stephen Garry.",1934,m,,619.7692829676544
mdp.39015050556532,"Higgins, Aidan,",Balcony of Europe. -,1972,m,mixed,619.7424793177615
mdp.39015069332685,"Page, Jeremy,",Salt / | $c: Jeremy Page.,2007,m,mixed,619.7320737815057
mdp.39015053039205,"Beaven, Derek.",If the invader comes / | $c: Derek Beaven.,2001,m,mixed,619.6839016251806
mdp.39015058374110,"Schofield, Stephen,","Musketoon; | commando raid, Glomfjord, 1942.",1964,m,high_male,619.6386371671535
mdp.39015011915983,"Leeson, Robert,",Silver's revenge / | $c: Robert Leeson.,1978,m,,619.615432638282
inu.30000116410105,,Short stories from Wales / | $c: selected and introduced by David Elias ; frontispiece by Peter Kesteven.,1978,u,mixed,619.5275070213117
mdp.39015053233287,"Wilson, Snoo,",Inside Babel / | $c: Snoo Wilson.,1985,u,,619.4393953888836
mdp.39015013268829,"Anthony, Michael,",The year in San Fernando. | $c: Introd. by Paul Edwards & Kenneth Ramchand.,1970,m,high_female,619.3136050918406
uc1.b3346922,"Forrest, David,",The last blue sea / | $c: David Forrest.,1959,m,high_male,619.2870767172831
mdp.39015030708070,"O'Flaherty, Liam,",The tent / | $c: by Liam O'Flaherty.,1926,m,,619.2663853565102
uc1.b4386256,"Donleavy, J. P. (James Patrick),",Are you listening Rabbi Löw / | $c: J.P. Donleavy.,1987,m,,618.9751395230847
uc1.$b289593,"Linnankoski, Johannes,",The song of the blood-red flower / | $c: by Johannes Linnankoski [i. e. V. Peltonen].,1920,u,high_male,618.8757091284167
uc1.$b33501,"Todd, W. Hogarth.","Tiger, tiger, with a foreword | $c: by Ian Hay.",1927,u,high_male,618.8149203153009
mdp.39015059976020,,"Paper, scissors, stone : | new writing from the University of East Anglia / | $c: [introduced by Andrew Motion]",2002,u,,618.717381550257
mdp.39015019831984,"Dickens, Monica,",Closed at dusk / | $c: Monica Dickens.,1990,f,high_female,618.6084446954012
mdp.39015014448909,"Giono, Jean,",Two riders of the storm: | a novel; | $c: translated from the French by Alan Brown.,1967,f,,618.5377721164549
mdp.39015013125623,"Carr, Emily,",The house of all sorts. | $c: With a foreword by Ira Dilworth.,1946,u,mixed,618.3782001071855
mdp.39015028687088,"(Herbert George), Wells, H. G.",The stolen bacillus and other incidents ...,1926,m,high_male,618.3660495848665
mdp.39015064875167,"McGregor, Jon,",So many ways to begin / | $c: Jon McGregor,2006,m,high_female,618.354806128035
coo.31924001543903,"Calvert, William Robinson,","Watchers of the wild, | $c: by W. R. Calvert ...",1947,m,high_male,618.33446789199
mdp.39015031228680,"Davin, Dan,",Roads from home.,1949,m,mixed,618.2046551791813
mdp.39015064950598,"Davey, Janet,",The taxi queue / | $c: Janet Davey.,2007,f,,618.1318681318681
uc1.31822013528021,"Matkin, Robert Broadbent","Scuba diver, | the path to underwater adventure | $c: [by] R. B. Matkin & G. F. Brookes",1963,m,high_male,618.0201669738697
mdp.39015002759036,"(Jerome David), Salinger, J. D.","For Esmé-- | with love and squalor, and other stories.",1953,u,high_female,617.9151571812552
inu.39000003575102,"Cope, Jack,",The fair house.,1955,m,mixed,617.4553435669615
mdp.39015049860797,"Josipovici, Gabriel,",The air we breathe / | $c: Gabriel Josipovici.,1981,m,,617.3104128263386
nyp.33433074961578,"Onions, Oliver,",Back o' the moon and other stories,1906,m,,617.3090613241127
mdp.39015053531409,"Cullen, Leo,",Let's twist again / | $c: Leo Cullen.,2001,m,,617.3027958748786
mdp.39015002757394,"Sansom, William,",The ulcerated milkman.,1966,m,high_male,617.3004106447656
uc1.b2792596,"Lee, Joseph,",Journey for Betsy.,1963,m,high_male,617.2771946721535
uc2.ark:/13960/t2z31qm1p,"Swinton, E. D.",The great tab dope,1916,u,high_male,617.1975592005822
mdp.39015032979364,"Faldbakken, Knut.",Twilight country / | $c: Knut Faldbakken ; translated from the Norwegian by Joan Tate.,1993,m,,617.0969940183236
uc2.ark:/13960/t4fn1478h,"Warner, Anne,",Seeing France with Uncle John,1906,f,,616.9898518271475
mdp.39015067683493,"Seiffert, Rachel.",Afterwards / | $c: Rachel Seiffert.,2007,f,,616.8585016196844
mdp.39015050156861,"Strugat͡skiĭ, Arkadiĭ Natanovich.",Roadside picnic / | $c: by Arkady Strugatsky and Boris Strugatsky ; translated from the Russian by Antonina W. Bouis ; introduction by Theodore Sturgeon.,1978,u,high_male,616.8475624124977
mdp.39015024086293,"Heathcote, Violet M",Fiander's horses. | $c: Illustrated by Jenefer Peter.,1953,f,high_male,616.3867061562169
mdp.39015080858981,"Shaw, Ali.",The girl with glass feet / | $c: Ali Shaw.,2009,m,mixed,616.3313519280598
mdp.39015013345882,"Johnston, Jennifer,",The captains and the kings.,1972,f,mixed,616.1406161406161
mdp.39015015383980,"Saʻdāwī, Nawāl.",The fall of the imam / | $c: Nawal El Saadawi ; translated from the Arabic by Sherif Hetata.,1988,f,,616.1225355098579
mdp.39015061752674,"Shukman, Henry.",Darien dogs / | $c: Henry Shukman.,2004,m,,615.9944928430698
mdp.39015051168774,"Astley, Thea.",It's raining in Mango : | pictures from the family album / | $c: Thea Astley.,1987,f,mixed,615.6448997814696
uc1.$b244951,"Stern, G. B. (Gladys Bronwyn),",The dark gentleman / | $c: by G.B. Stern.,1927,f,mixed,615.4357950765136
mdp.39015043112203,"Wall, Alan.",Silent conversations / | $c: Alan Wall.,1998,m,,615.4062383921132
uc1.b3494242,"Berridge, Elizabeth.",Sing me who you are.,1967,f,high_female,615.3612398389425
mdp.39015078785808,"Fleming, James,",Cold blood / | $c: James Fleming.,2009,m,high_male,615.1142355008787
mdp.39015066973192,"Stancu, Zaharia.",A gamble with death: | $c: a novel transisted from the Romanian by Richard A. Hillard.,1969,u,,615.0954679424202
uc2.ark:/13960/t7jq0x17x,"Price, A. J.",An angler's lines,1911,u,high_female,614.881005042909
mdp.39015062402501,"Dagerman, Stig,",The games of night. | $c: Translated by Naomi Walford.,1959,u,,614.8590947907771
mdp.39015064708145,"Ali, Monica,",Alentejo Blue / | $c: Monica Ali.,2006,f,,614.8450210230515
uc1.$b102154,"Greene, Graham,",The bear fell free | $c: [by] Graham Greene.,1935,m,,614.6968426934898
uc1.$b105776,"McDonell, Gordon,",Burning secret / | $c: Gordon McDonell.,1959,m,,614.6603750432271
mdp.39015029276865,"Greig, Andrew.",Electric Brae : | a modern romance / | $c: Andrew Greig.,1992,m,,614.6250715512307
mdp.39015000655095,"Gordimer, Nadine.",The conservationist / | $c: Nadine Gordimer.,1974,f,high_male,614.5860468706281
inu.30000114429297,"Hall, James W. (James Wilson),",Hard aground / | $c: James Hall.,1993,m,mixed,614.4403556367348
uc1.$b787390,"O'Donnell, Peadar.","The Knife, | $c: by Peadar O'Donnell.",1930,u,high_male,614.1972627895723
inu.30000087182246,"Barker, Mo.",The rough and the smooth / | $c: Mo Barker.,2006,u,,614.1021530569462
mdp.39015015358206,"Benson, Robert Hugh,",By what authority?,1904,m,mixed,614.0209707968655
mdp.39015004038900,"Boyd, William,",An ice-cream war/ | $c: by William Boyd.,1982,m,,613.9180416206923
uiuo.ark:/13960/t2988xr4w,"Doyle, Arthur Conan,",The refugees,1893,m,high_male,613.8014327548268
uc1.$b184029,"Collins, Douglas.",A tear for Somalia / | $c: Douglas Collins ; illustrated by Bruno di Sopra.,1960,m,high_male,613.7892066165147
inu.30000063818730,"Val Baker, Denys,",Writing today. | $c: Ed. by D. Val Baker. | $n: 2.,1945,m,mixed,613.7105549510337
uc1.32106011383368,"Saʻdāwī, Nawāl",The fall of the Imam / | $c: Nawal El-Saadawi,2001,u,mixed,613.6588584625537
uc1.b4586431,,"The Old man of the mist, and other stories : | an anthology of new writing from Wales / | $c: edited by Lynn Hughes.",1974,u,high_female,613.4969325153374
mdp.39015082691083,"Gaffney, David.",Never never / | $c: David Gaffney.,2008,m,,613.4731120170841
uc1.$b684708,"Quiller-Couch, Arthur Thomas,",Noughts and crosses ;,1891,m,,613.4400543906547
uc1.$b392090,"Canning, Victor.",The python project.,1967,m,high_male,613.4398242527484
mdp.39015063176195,"Jorner, Per,",After the campfires / | $c: Per Jorner ; translated by Laurie Thompson ; illustrated by David Bromley.,1999,m,high_male,613.4201301952929
uc1.32106015770412,"Goodwin, Jo-Ann",Danny boy / | $c: Jo-Ann Goodwin,2000,u,,613.3330789702109
mdp.39015070201515,"Hyne, Charles John Cutcliffe Wright,","Ben Watson, | $c: by C. J. Cutcliffe-Hyne. Illustrated by Gilbert Holiday.",1926,m,,612.9032258064516
uc1.$b799192,"Engstrand, Stuart David,",The scattered seed.,1954,m,mixed,612.8623516330066
uc1.b3762720,"Debray, Régis.","The frontier; | and, A with-it young man; | $c: translated by Louis Allen.",1968,u,,612.7409030226269
uc1.32106014721044,"Samokovlija, Isak",Tales of old Sarajevo / | $c: Isak Samokovlija ; with an introduction by Ivo Andrić ; edited by Zdenko Lešić ; translated by Celia Hawkesworth and Christina Pribićević-Zorić,1997,u,,612.4428756764338
mdp.39015011535948,"Williamson, Henry,",The gale of the world.,1969,m,,612.4035643801208
wu.89099954638,"Belloc, Hilaire,",The eye-witness,1916,m,high_male,612.387551665451
uc1.b4511935,"Wilkins, Louisa (Jebb)",By desert ways to Baghdad,1909,f,mixed,612.3835079554185
inu.30000047808401,"Howell, Edward Alexander.",Escape to live. | $c: With a port. by Eric Kennington.,1948,m,high_male,612.3026828059744
mdp.39015050740409,"Tennant, Emma.",The bad sister : | an Emma Tennant omnibus.,2000,f,high_female,612.1763366472147
mdp.39015049744454,"Wilson, Robert,",The company of strangers / | $c: Robert Wilson.,2001,m,mixed,612.1701605400162
mdp.39015074228506,"Gardam, Jane.",The people on Privilege Hill : | and other stories / | $c: Jane Gardam.,2007,f,,612.1668154572121
uc2.ark:/13960/t2v40kt46,"Rees, Alfred Wellesley,",Creatures of the night;,1905,u,high_male,612.1496318614866
mdp.39015038143403,"Merriman, Catherine.",State of desire / | $c: Catherine Merriman.,1996,f,mixed,612.0717907196422
umn.31951002092903r,"Perowne, Barry.",Raffles after dark : | the amateur cracksman's return.,1935,m,,612.0132704731972
mdp.39015078794974,"Salter, James.",Solo faces / | $c: James Salter ; with an introduction by Andy Cave.,2008,m,,611.925430482425
mdp.39015014858750,"West, Anthony,",Another kind.,1951,m,mixed,611.8433995671847
uc2.ark:/13960/t75t3hk9v,"Bruun, Laurids,",Van Zanten's happy days;,1908,u,high_male,611.4004570064022
mdp.39015003942276,"Goudge, Elizabeth,","The reward of faith, | and other stories; illustrated by Claughton Pellew.",1950,f,mixed,611.1886962950792
mdp.39015050470502,"Greenlaw, Lavinia,",Mary George of Allnorthover / | $c: Lavinia Greenlaw.,2001,f,high_female,611.1535523300229
uc2.ark:/13960/t2k64b10s,"White, Stewart Edward,",Rules of the game,1911,m,high_male,610.9521363758652
mdp.39015017687289,"Hughes, Richard Arthur Warren,",A high wind in Jamaica | $c: [by] Richard Hughes.,1929,m,high_female,610.8190274310737
mdp.39015041293476,"Dorman, Sean.",The selected works of Sean Dorman.,1993,m,mixed,610.8140785579135
inu.39000004273715,"Grenville, Kate,",Lilian's story / | $c: Kate Grenville.,1987,f,,610.7049797336422
uc1.b3810889,"Campion, Sarah.","Bonanza, | $c: by Sarah Campion ...",1942,f,high_male,610.5990783410139
uc1.$b252099,"Mackenzie, Kenneth Theodore,",The deserter | $c: [by] Kenneth Mackenzie.,1965,m,high_male,610.5496162780798
mdp.39015014437332,"Falkner, John Meade,",Moonfleet; | $c: by J. Meade Falkner.,1934,m,high_male,610.507836001223
mdp.39015060400309,"O'Donnell, Hugh,",11 Emerald Street / | $c: Hugh O'Donnell.,2004,m,high_male,610.4662323867054
uva.x030742634,"Deeping, Warwick,",Joan of the tower,1911,m,mixed,610.4152687691046
mdp.39015012305259,"Stuckenberg, Viggo Henrik Fog,",By the wayside;,1917,u,high_male,610.3952154880079
hvd.32044036303709,"Gibbs, A. Hamilton (Arthur Hamilton),","The grey wave, | $c: by Major A. Hamilton Gibbs ... with introduction by Philip Gibbs.",1920,m,high_male,610.3731478423895
uc1.b4379991,"Soriano, Osvaldo.",Winter quarters : | a novel of Argentina / | $c: Osvaldo Soriano ; translated by Nick Caistor.,1989,m,mixed,610.2440976390557
mdp.39015010689167,"Moran, Jack William Grace.",Spearhead in Malaya. | $c: With a foreword by Gerald Templer.,1959,m,,610.1978029470167
mdp.39015005329464,"Malraux, André,",Days of hope; | $c: translated from the French by Stuart Gilbert and Alastair Macdonald.,1968,m,high_male,610.1531535688832
mdp.39015002714882,"pseud. Richardson, Henry Handel,","Two studies, | $c: by Henry Handel Richardson [pseud.]",1931,m,high_female,610.0217864923748
mdp.39015024082565,"Avery, Gillian,",The Italian spring. | $c: Illustrated by John Verney.,1964,f,high_female,609.932796997254
uc1.$b119559,"Davies, A. A. T.",The horses of winter [by] A.A.T. Davies.,1967,u,,609.9033049135335
mdp.39015047454254,"Hartnett, D. W.,",Brother to dragons / | $c: David Hartnett.,1998,u,high_female,609.8260684251078
mdp.39015077113721,"Hollywood, Peter,",Luggage / | $c: Peter Hollywood.,2008,m,,609.6859542160358
mdp.39015077674433,"Harvey, Kenneth J.",Blackstrap Hawco / | $c: Kenneth J. Harvey.,2008,m,mixed,609.6786485456624
uc1.b5029668,"Speigel von und zu Peckelsheim, Edgar,",U. boat 202,1919,m,high_male,609.570252971655
mdp.39015084105017,"Davis, Will,",Dream machine / | $c: Will Davis.,2009,m,high_female,609.4550174230775
mdp.39015030708237,"North, Elizabeth,",Everything in the garden / | $c: by Elizabeth North.,1978,f,high_female,609.4360156199987
uc1.32106007144451,"Grass, Günter,",Cat and mouse : | a novel / | $c: by Günter Grass ; translated from the German by Ralph Manheim.,1963,u,high_male,609.3537745002911
uc2.ark:/13960/t05x2601c,"Rowe, Richard,",The boys of Axleford,1880,m,high_male,609.2934495206125
njp.32101068150943,"Doyle, Arthur Conan,",The man from Archangel,1899,m,high_female,609.1599608934346
mdp.39015019623761,"Lynch, Malcolm.",The kid from Angel Meadow.,1989,m,high_female,609.1394435428867
uc1.31822033436643,"O'Connor, Patrick Fitzgerald",Shark-O! / | $c: by P. Fitzgerald O'Connor,1953,m,high_male,609.1256039555564
mdp.39015035025512,"Gilchrist, Donald,",Castle Commando.,1960,m,high_male,609.0388191097787
mdp.39015013245793,,"The Old man of the mist, and other stories : | an anthology of new writing from Wales / | $c: edited by Lynn Hughes.",1974,u,high_female,608.9501510574019
mdp.39015027553141,"Beaton-Jones, Cynon,",So Hi and the White Horse of Fu. | $c: Illustrated by John Ward.,1952,u,mixed,608.8162762022195
uc1.$b119742,"Ford, John,",The blue comedian; | a novel.,1968,m,,608.7817502720402
uc1.b3548192,"Conrad, Joseph,",The works of Joseph Conrad.,1923,m,,608.6708422211051
inu.32000011206358,"Adams, Anthony,",Loneliness and parting.,1968,m,mixed,608.457560085184
mdp.39015008852306,"Sillitoe, Alan.",Key to the door / | $c: by Allan Sillitoe.,1961,m,,608.1821026282854
uc1.$b251004,"Williams, Gordon M.,",The camp | $c: [by] Gordon M. Williams.,1966,m,high_male,608.1757092100806
uc1.$b119993,"Strathern, Paul,",Pass by the sea : | a novel / by Paul Strathern.,1968,m,high_male,608.1218045451474
mdp.39015001751547,"Dahl, Roald.","The best of Roald Dahl : | stories from Over to you, Someone like you, Kiss kiss, Switch bitch / | $c: Roald Dahl ; introduction by James Cameron.",1983,m,mixed,608.0261407216092
mdp.39015028359852,"Przerwa-Tetmajer, Kazimierz,","Tales of the Tatras, | $c: by Kazimierz Przerwa-Tetmajer.",1941,u,high_male,607.7185767267654
mdp.39015017694178,"Wang, Anyi,",Baotown / | $c: Wang Anyi ; translated by Martha Avery.,1989,u,high_male,607.6805336623032
uc2.ark:/13960/t9668hk5g,"Quiller-Couch, Arthur,",Fort Amity,1904,m,,607.5641158161917
mdp.39015039920700,"Butlin, Ron,",Night visits / | $c: Ron Butlin.,1997,m,high_female,607.427668152674
uc1.b5015685,"Duffy, Maureen.",Wounds.,1969,f,,607.4240719910011
uc1.$b724105,"Tranter, Gladdis Joy,",Link to the North.,1946,f,high_male,607.3843576087608
mdp.39015080846606,"Rhodes, Danny.",Soldier boy : | a novel / | $c: Danny Rhodes.,2009,m,high_male,607.2802181445803
uc1.31822033011412,"Webster, Jason,",Duende : | a journey in search of flamenco / | $c: Jason Webster,2003,m,,607.2570031960895
mdp.39015053481142,"MacLaverty, Bernard,",The anatomy school / | $c: Bernard MacLaverty.,2001,m,,607.1752494205382
mdp.39015070756179,,The research club : | an anthology of new writing / | $c: introduction by Laura Marney.,2007,u,high_female,607.1403121214281
uc1.$b120260,"Brown, Robin.",When the woods became the trees.,1965,u,high_male,607.1208067503602
mdp.39015034649288,"Borowski, Tadeusz,","This way for the gas, ladies and gentlemen: and other stories; | $c: selected and translated by Barbara Vedder.",1967,m,,607.0863534346371
uc1.$b242718,"Kendall, Carol,",The baby-snatcher / | $c: Carol Kendall.,1952,f,,607.0308851977853
uc1.$b119154,"Kingston, Jeremy.",Love among the unicorns.,1968,m,,606.6763708834419
inu.39000005570515,"McLeish, Kenneth,",In the beginning : | Creation myths from around the world / | $c: concept and illustrations by Helen Cherry ; stories retold by Kenneth McLeish.,1984,m,,606.5584128388198
mdp.39015014612710,"Blyton, Enid.",The big Noddy book / | $c: by Enid Blyton.,1959,f,mixed,606.5544088357776
mdp.39015002679622,"Naughton, Bill.","Late night on Watling Street, | and other stories.",1959,m,mixed,606.5313677530244
inu.39000000711106,"Robertson, Andrew.",Nuggets in the devil's punch bowl,1894,m,,606.5184545650766
mdp.39015005735223,"Green, G. F. (George Frederick),",The power of Sergeant Streater | $c: [by] G. F. Green.,1972,m,high_male,606.5042350726759
wu.89053532776,"Faldbakken, Knut.",Sweetwater / | $c: Knut Faldbakken ; translated from the Norwegian by Joan Tate.,1994,m,,606.3458973583045
mdp.39015031223632,"Cleary, Jon,",Vortex / | $c: Jon Cleary.,1977,m,,606.1752328715306
mdp.39015008523915,"Pereira, Michael,",Stranger in the land.,1967,m,high_male,606.116357986835
mdp.39015024903794,"Frayn, Michael.",A landing on the sun / | $c: Michael Frayn.,1991,m,,606.1093409189141
mdp.39015000545619,"Petry, Ann,",Country place.,1948,f,,606.060606060606
mdp.39015020703164,"graf, Tolstoy, Aleksey Nikolayevich,","Darkness and dawn,",1935,m,mixed,605.8229094520057
mdp.39015063240017,"Caldwell, Lucy,",Where they were missed / | $c: Lucy Caldwell.,2006,f,,605.6301652892562
mdp.39015019857526,"Lewis, Alun,",Collected stories / | $c: Alun Lewis ; edited by Cary Archard.,1990,u,mixed,605.5941986088501
mdp.39015060814913,"McCormack, Mike,",Notes from a coma / | $c: Mick McCormack,2005,m,high_male,605.5495937452092
inu.39000005843045,"Pilkington, Francis Meredith.","Shamrock and spear: tales and legends from Ireland; | $c: retold by F. M. Pilkington, drawings by Roy Spencer.",1966,m,high_male,605.5424948350787
mdp.39015049991105,"Graham, Laurie,","Dog days, Glen Miller nights / | $c: Laurie Graham.",2000,f,,605.3596920797268
inu.32000007466412,"Polevoĭ, Boris Nikolaevich.","From Belgorod to the Carpathians, | from a Soviet war correspondent's notebook, | $c: by Boris Polevoi. With 35 illustrations.",1945,u,,605.266771593658
mdp.39015047616571,"Davie, Elspeth.",The night of the funny hats / | $c: Elspeth Davie.,1980,f,mixed,604.8788818991774
inu.39000005763151,"Beardsley, Charles.",The naked hills : | some tales of Afghanistan / | $c: by Charles Beardsley.,1959,m,mixed,604.5619701251514
uc1.$b322862,"Brierley, Walter,",Means-test man / | $c: by Walter Brierley.,1936,m,mixed,604.5116642742943
mdp.39015065549191,"Ross, Martin,",The silver fox,1898,f,,604.2864048987484
uc1.32106009856417,"Cassin-Scott, Jack.",Costumes and settings for historical plays / | $c: [by] Jack Cassin-Scott.,1979,m,high_male,604.0400078446754
