docid,htid,author,firstname,inferreddate,birthdate,authgender,enumcron,title
uc1.b3346191,uc1.b3346191,"(Herbert Ernest), Bates, H. E.",Bates H. E,1932,1905.0,u,,"The story without an end ; | and, The country doctor / | $c: by H.E. Bates."
mdp.39015054151355,mdp.39015054151355,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.2,The works of H. G. Wells.
mdp.39015028687088,mdp.39015028687088,"(Herbert George), Wells, H. G.",Wells H. G,1926,1866.0,m,,The stolen bacillus and other incidents ...
uc1.32106009967594,uc1.32106009967594,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.2,The works of H. G. Wells.
uc1.b4083133,uc1.b4083133,"(Herbert George), Wells, H. G.",Wells H. G,1940,1866.0,m,,All aboard for Ararat | $c: [by] H.G. Wells.
mdp.39015008568647,mdp.39015008568647,"(Herbert George), Wells, H. G.",Wells H. G,1939,1866.0,m,,The holy terror.
mdp.39015008289681,mdp.39015008289681,"(Jean-Marie Gustave), Le Clézio, J.-M. G.",Le Clézio J.-M. G,1967,1927.0,m,,"The flood, | $c: by J. M. G. Le Clézio; translated from the French by Peter Green."
mdp.39015013259653,mdp.39015013259653,"(Jean-Marie Gustave), Le Clézio, J.-M. G.",Le Clézio J.-M. G,1967,1927.0,m,,"The flood, | $c: by J. M. G. Le Clézio; translated from the French by Peter Green."
mdp.39015005394468,mdp.39015005394468,"(Jiddu), Krishnamurti, J.",Krishnamurti J,1970,1895.0,u,,"The only revolution, | $c: by J. Krishnamurti; edited by Mary Lutyens."
mdp.39015002712076,mdp.39015002712076,"(John Boynton), Priestley, J. B.",Priestley J. B,1932,1894.0,m,,Self-selected essays.
mdp.39015003203067,mdp.39015003203067,"(John Henry Charles) Colson, John H. C.",John H. C,1969,1929.0,m,,"Progressive exercise therapy in rehabilitation and physical education, | $c: by John H. C. Colson; with a foreword by J. M. P. Clark."
mdp.39015014854155,mdp.39015014854155,"(John Lighton), Synge, J. L.",Synge J. L,1957,1897.0,u,,Kandelman's Krim : | a realistic fantasy / | $c: by J.L. Synge.
mdp.39015007061131,mdp.39015007061131,"(John Ronald Reuel), Tolkien, J. R. R.",Tolkien J. R. R,1966,1892.0,m,pt.3,"The lord of the rings, | $c: by J. R. R. Tolkien."
mdp.39015005607919,mdp.39015005607919,"(John Ronald Reuel), Tolkien, J. R. R.",Tolkien J. R. R,1954,1892.0,m,,The lord of the rings.
mdp.39015054055697,mdp.39015054055697,"(John Ronald Reuel), Tolkien, J. R. R.",Tolkien J. R. R,1966,1892.0,m,pt.1,"The lord of the rings, | $c: by J. R. R. Tolkien."
mdp.39015054025773,mdp.39015054025773,"(John Ronald Reuel), Tolkien, J. R. R.",Tolkien J. R. R,1954,1892.0,m,pt.2,The lord of the rings.
mdp.39015003763490,mdp.39015003763490,"(John Ronald Reuel), Tolkien, J. R. R.",Tolkien J. R. R,1966,1892.0,m,pt.2,"The lord of the rings, | $c: by J. R. R. Tolkien."
mdp.39015027243370,mdp.39015027243370,"(John Ronald Reuel), Tolkien, J. R. R.",Tolkien J. R. R,1966,1892.0,m,pt.1,"The lord of the rings, | $c: by J. R. R. Tolkien."
mdp.39015005607976,mdp.39015005607976,"(John Ronald Reuel), Tolkien, J. R. R.",Tolkien J. R. R,1966,1892.0,m,pt.3,"The lord of the rings, | $c: by J. R. R. Tolkien."
uc1.31822013422639,uc1.31822013422639,"(Leonard Harrison) Matthews, L. Harrison",L. Harrison,1951,1911.0,m,,Wandering albatross; | adventures among the albatrosses and petrels in the Southern Ocean. | $c: Illustrated by the author
uc1.$b39839,uc1.$b39839,"(Petr), Nikiforov, P.",Nikiforov P,1931,1891.0,u,,"The strike of the dredging fleet, 1905 / | $c: by Peter Nikiforov."
uc1.b4938185,uc1.b4938185,"(Ray Coryton), Hutchinson, R. C.",Hutchinson R. C,1983,1907.0,u,,The unforgotten prisoner / | $c: R. C. Hutchinson.
mdp.39015016440045,mdp.39015016440045,"(Solomon Alexander Amu), Djoleto, S. A. Amu",Djoleto S. A. Amu,1967,1927.0,u,,The strange man.
mdp.39015009241129,mdp.39015009241129,"(Terence Hanbury), White, T. H.",White T. H,1951,1906.0,m,,The goshawk.
uc1.$b435146,uc1.$b435146,"(Vasiliĭ S.), I͡Anovskiĭ, V. S.",I͡Anovskiĭ V. S,1967,1906.0,u,,"No man's time : | a novel / | $c: by V.S. Yanovsky; translated from the Russian by Isabella Levitin and Roger Nyle Parris, with a foreword by W.H. Auden."
mdp.39015035763963,mdp.39015035763963,"(Vasiliĭ), Ilʹenkov, V.",Ilʹenkov V,1933,1897.0,u,,Driving axle; | a novel of socialist construction.
mdp.39015000606601,mdp.39015000606601,"(Victor Sawdon), Pritchett, V. S.",Pritchett V. S,1937,1900.0,u,,Dead man leading;
uc1.b4931097,uc1.b4931097,"(William John Francis) Jenner, W. J. F.",W. J. F,1970,1930.0,u,,Modern Chinese stories; | $c: selected and edited by W. J. F. Jenner; translated by W. J. F. Jenner and Gladys Yang.
7406,nyp.33433006838928,A. E.,,1877,,u,,A month in the coasting trade
1327,inu.39000002909047,"A. L. O. E.,",,1878,,f,,The crown of success
5584,uc2.ark:/13960/t1hh6dj28,"A. L. O. E.,",,1864,,f,,The rambles of a rat
inu.30000056308426,inu.30000056308426,"Abaidoo, Kodwo.",Kodwo,1993,1953.0,u,,Osimbe / | $c: by Kodwo Abaidoo.
inu.39000001136287,inu.39000001136287,"Abbey, Edward,",Edward,1963,1927.0,m,,Fire on the mountain / | $c: Edward Abbey.
uc1.31822028405892,uc1.31822028405892,"Abbey, Lloyd Robert,",Lloyd Robert,1990,1950.0,m,,The last whales / | $c: Lloyd Abbey
7144,nyp.33433074918602,"Abbott, Charles T.",,1899,,m,,The cliff dweller's daughter
3601,uc2.ark:/13960/t8df6n879,"Abbott, Edwin Abbott,",,1878,,m,,Philochristus
wu.89012609285,wu.89012609285,"Abbott, J. H. M.",J. H. M,1903,,u,,Plain and veldt
inu.30000027155435,inu.30000027155435,"Ableman, Paul.",Paul,1991,1951.0,m,,Straight up : | the autobiography of Arthur Daley / | $c: Paul Ableman [and Leon Griffiths]
uc1.$b295612,uc1.$b295612,"Abraham, James Johnston,",James Johnston,1947,1876.0,m,,"The surgeon's log, impressions of the Far East."
uc1.b2800163,uc1.b2800163,"Abraham, Parappillil John.",Parappillil John,1963,1923.0,m,,Last hours on Dara / | $c: by P. J. Abraham.
mdp.39015066681415,mdp.39015066681415,"Abruquah, Joseph W",Joseph W,1968,1928.0,m,,The torrent; | a novel.
mdp.39015024387402,mdp.39015024387402,"Abushwesha, Redwan.",Redwan,1977,1937.0,u,,The king of the dead and other Libyan tales / | $c: Redwan Abushwesha ; with a foreword by Pearse Hutchinson.
mdp.39015020752625,mdp.39015020752625,"Achebe, Chinua.",Chinua,1964,1924.0,m,,Arrow of God.
mdp.39015056670584,mdp.39015056670584,"Acker, Kathy,",Kathy,1995,1948.0,f,,Pussycat fever / | $c: Kathy Acker ; illustrated by Diane DiMassa and Freddie Baer.
inu.39000003104580,inu.39000003104580,"Ackerley, J. R. (Joe Randolph),",J. R. Joe Randolph,1952,1896.0,m,,Hindoo holiday; | an Indian journal.
mdp.39015048915105,mdp.39015048915105,"Ackroyd, Peter,",Peter,1999,1959.0,m,,The Plato papers : | a novel / | $c: Peter Ackroyd
uc1.32106005534992,uc1.32106005534992,"Ackroyd, Peter,",Peter,1985,1945.0,m,,Hawksmoor / | $c: by Peter Ackroyd.
uc2.ark+=13960=t0dv1fp6r,uc2.ark:/13960/t0dv1fp6r,"Acorn, George.",George,1911,,m,,One of the multitude
11344,njp.32101068162740,"Adams, F. Colburn",,1855,,m,vol.1,"Our world, or, The democrat's rule"
11344,njp.32101068162732,"Adams, F. Colburn",,1855,,m,vol.2,"Our world, or, The democrat's rule"
10916,mdp.39015030849429,"Adams, Francis William Lauderdale,",,1899,,m,,Essays in modernity criticisms and dialogues
uc2.ark+=13960=t47p9676w,uc2.ark:/13960/t47p9676w,"Adams, Johns Bernard Pye,",Johns Bernard Pye,1917,,m,,Nothing of importance;
mdp.39076005253906,mdp.39076005253906,"Adams, Richard,",Richard,1974,1934.0,m,,Shardik / | $c: Richard Adams.
mdp.39015013160810,mdp.39015013160810,"Adamson, Iain,",Iain,1965,1925.0,u,,The forgotten men.
mdp.39015082751119,mdp.39015082751119,"Addonia, Sulaiman S. M. Y.",Sulaiman S. M. Y,2008,1968.0,u,,The consequences of love / | $c: Sulaiman S.M.Y. Addonia.
10102,nyp.33433068198245,Aesop.,,1871,,f,,Three hundred Æsop's fables
mdp.39015016455506,mdp.39015016455506,"Ageton, Arthur Ainslie,",Arthur Ainslie,1967,1927.0,m,,Hit the beach! / | $c: Arthur A. Ageton.
uc1.$b391214,uc1.$b391214,"Agunwa, Clement,",Clement,1967,1927.0,m,,More than once: | a novel.
mdp.39015018631278,mdp.39015018631278,"Ahearn, Daniel.",Daniel,1930,1890.0,m,,"The confessions of a gunman, | $c: by Danny Ahearn; with a preface by Richard Church."
mdp.39015016432844,mdp.39015016432844,"Ahmed, Zahir,",Zahir,1965,1925.0,u,,Dusk and dawn in village India; | twenty fateful years.
uc1.32106016105071,uc1.32106016105071,"Aidoo, Ama Ata,",Ama Ata,1977,1937.0,f,,"Our Sister Killjoy : | or, Reflections from a black-eyed squint / | $c: Ama Ata Aidoo"
mdp.39015059384290,mdp.39015059384290,"Aiken, Conrad,",Conrad,1935,1889.0,m,,"King Coffin, | $c: by Conrad Aiken."
12688,njp.32101073045302,"Aimard, Gustave,",,1861,,m,,The gold-seekers
685,nyp.33433075812325,"Aimard, Gustave,",,1868,,m,,The bee hunters;
13680,uc1.b3750786,"Aimard, Gustave,",,1885,,m,v.2,Collected novels
2200,uc2.ark:/13960/t86h4jj86,"Ainsworth, William Harrison,",,1854,,m,,"The flitch of bacon, or The custom of Dunmow;"
13991,uiuo.ark:/13960/t78s50349,"Ainsworth, William Harrison,",,1865,,m,v.1,The Spanish match
13991,uiuo.ark:/13960/t9x06bv3q,"Ainsworth, William Harrison,",,1865,,m,v.2,The Spanish match
13991,uiuo.ark:/13960/t9w099z3g,"Ainsworth, William Harrison,",,1865,,m,v.3,The Spanish match
9520,uc1.b3322710,"Ainsworth, William Harrison,",,1890,,m,,Auriol
mdp.39015043116709,mdp.39015043116709,"Aira, César,",César,1998,1958.0,u,,The hare / | $c: César Aira ; translated by Nick Caistor.
uc1.$b686629,uc1.$b686629,"Akeley, Mary L. Jobe (Mary Lenore Jobe),",Mary L. Jobe Mary Lenore Jobe,1948,1878.0,f,,Rumble of a distant drum ; | a true story of the African hinterland. Illus. by Arthur August Jansson.
mdp.39015062821874,mdp.39015062821874,"Akers, Geoff,",Geoff,2006,1966.0,m,,Beating for light : | the story of Isaac Rosenberg / | $c: Geoff Akers.
mdp.39015080890158,mdp.39015080890158,"Akinti, Peter.",Peter,2009,1969.0,m,,Forest gate / | $c: Peter Akinti.
uc1.b4353959,uc1.b4353959,"Aksenov, Vasiliĭ,",Vasiliĭ,1962,1932.0,u,,"Colleagues, | $c: by Vasili Aksenov. Translated from the Russian by Alec Brown. Illus. by Y. Vechersky."
mdp.39015005386712,mdp.39015005386712,"Akutagawa, Ryūnosuke,",Ryūnosuke,1970,1892.0,u,,Kappa: | a novel; | $c: translated from the Japanese by Geoffrey Bownas; with an introduction by G. H. Healey.
uc1.b3726462,uc1.b3726462,"Akwanya, Amechi.",Amechi,1991,1951.0,u,,Orimili / | $c: Amechi Akwanya.
4033,uc2.ark:/13960/t40s0065x,"Alcock, Deborah,",,1891,,f,,The Spanish brothers
3041,uc1.b3322726,"Alcock, Deborah,",,1897,,f,,By far Euphrates
uc1.$b299549,uc1.$b299549,"Aldington, Richard,",Richard,1930,1892.0,m,,"At all costs, | $c: by Richard Aldington."
uc1.b3477285,uc1.b3477285,"Aldiss, Brian Wilson,",Brian Wilson,1973,1933.0,m,,The Penguin science fiction omnibus : | an anthology / | $c: edited by Brian Aldiss.
mdp.39015034410103,mdp.39015034410103,"Aldiss, Brian Wilson,",Brian Wilson,1994,1954.0,m,,Somewhere East of life : | another european fantasia / | $c: Brian Aldiss.
wu.89100006006,wu.89100006006,"Aldor, Francis.",Francis,1940,1900.0,m,,"Germany's ""death space"" : | the Polish tragedy."
wu.89100091255,wu.89100091255,"Aleksinskaia, Tatiana.",Tatiana,1916,,u,,With the Russian wounded
njp.32101063579898,njp.32101063579898,"Alexander, L. C.",L. C,1902,,u,,The book of ballynoggin
njp.32101068144953,njp.32101068144953,"Alexander, Louis C.",Louis C,1911,,m,,The autobiography of Shakespeare
mdp.39015008786827,mdp.39015008786827,"Ali, Ahmed,",Ahmed,1964,1924.0,m,,Ocean of night.
mdp.39015006984754,mdp.39015006984754,"Alington, Cyril Argentine,",Cyril Argentine,1921,,m,,Eton fables
wu.89000607614,wu.89000607614,"Alington, Cyril,",Cyril,1922,,m,,Shrewsbury fables
mdp.49015001276667,mdp.49015001276667,"Alkali, Zaynab.",Zaynab,1989,1949.0,u,,The stillborn / | $c: Zaynab Alkali ; with an introduction by Stuart Brown.
13852,nyp.33433074919600,"Allardyce, Alexander,",,1877,,m,v. 3,The city of sunshine
13852,nyp.33433074919592,"Allardyce, Alexander,",,1877,,m,v. 1,The city of sunshine
13852,nyp.33433074919618,"Allardyce, Alexander,",,1877,,m,v. 2,The city of sunshine
uc1.b4948680,uc1.b4948680,"Allbeury, Ted.",Ted,1984,1944.0,m,,The girl from Addis / | $c: Ted Allbeury.
uc1.32106007166918,uc1.32106007166918,"Allbeury, Ted.",Ted,1983,1943.0,m,,Pay any price / | $c: Ted Allbeury.
uc1.32106005043234,uc1.32106005043234,"Allbeury, Ted.",Ted,1979,1939.0,m,,Consequence of fear / | $c: Ted Allbeury.
uc1.32106007797985,uc1.32106007797985,"Allbeury, Ted.",Ted,1983,1943.0,m,,The secret whispers / | $c: Ted Allbeury.
uc1.$b373196,uc1.$b373196,"Allegro, John Marco,",John Marco,1964,1924.0,m,,Search in the desert.
mdp.39015013435493,mdp.39015013435493,"Allen, Eric,",Eric,1963,1908.0,m,,The latchkey children / | $c: illustrated by Charles Keeping.
11723,inu.32000003311802,"Allen, Grant,",,1888,,m,,The white man's foot
uc1.b3346146,uc1.b3346146,"Allister, William,",William,1961,1921.0,m,,A handful of rice.
uc1.$b684901,uc1.$b684901,"Altman, Phyllis.",Phyllis,1954,1914.0,f,,The law of the vultures / | $c: by Phyllis Altman.
inu.30000056741279,inu.30000056741279,"Aluko, T. M.,",T. M,1977,1918.0,u,,"One man, one wife / | $c: T. M. Aluko."
mdp.39015031886198,mdp.39015031886198,"Alverdes, Paul,",Paul,1929,1889.0,m,,"The whistlers' room, | $c: by Paul Alverdes."
uc1.$b313689,uc1.$b313689,"Alverdes, Paul,",Paul,1933,1897.0,m,,"Changed men, | $c: by Paul Alverdes..."
mdp.39015030843117,mdp.39015030843117,"Amadi, Elechi,",Elechi,1978,1938.0,u,,The slave / | $c: Elechi Amadi
mdp.49015001015586,mdp.49015001015586,"Amadi, Elechi,",Elechi,1969,1929.0,u,,The great ponds.
uc1.$b252082,uc1.$b252082,"Amadi, Elechi,",Elechi,1966,1926.0,u,,The concubine.
inu.39000005925479,inu.39000005925479,"Amadu, Malum.",Malum,1972,1932.0,u,,Amadu's bundle: Fulani tales of love and djinns; | $c: collected by Gulla Kell and translated into English by Ronald Moody. -
uc1.32106006749425,uc1.32106006749425,"Ambler, Eric,",Eric,1977,1909.0,m,,The dark frontier / | $c: Eric Ambler.
mdp.39015010721986,mdp.39015010721986,"Amis, Kingsley.",Kingsley,1966,1926.0,m,,"The anti-Death League, | a novel."
mdp.39015017683148,mdp.39015017683148,"Amis, Kingsley.",Kingsley,1989,1949.0,m,,"The crime of the century / | $c: Kingsley Amis ; introduced by the author, with an Alternative solution by Howard Martin."
mdp.39015046401439,mdp.39015046401439,"Amis, Kingsley.",Kingsley,1968,1928.0,m,,I want it now.
mdp.39015047458503,mdp.39015047458503,"Amis, Martin.",Martin,1998,1958.0,m,,Heavy water and other stories / | $c: Martin Amis.
inu.39000000164132,inu.39000000164132,"Anand, Mulk Raj,",Mulk Raj,1944,1905.0,m,,"The barber's trade union and other stories, | $c: by Mulk Raj Anand."
uc1.32106001965901,uc1.32106001965901,"Anand, Mulk Raj,",Mulk Raj,1945,1905.0,m,,"The big heart, | a novel."
uc1.$b326115,uc1.$b326115,"Anand, Mulk Raj,",Mulk Raj,1947,1905.0,m,,Untouchable : | a novel / | $c: by Mulk Raj Anand ; with a preface by E.M. Forster.
mdp.39015008777883,mdp.39015008777883,"Anand, Mulk Raj,",Mulk Raj,1935,1905.0,m,,Untouchable; | a novel. | $c: With a pref. by E. M. Forster.
6069,uva.x030797335,"Anderdon, W. H.",,1889,,u,,Bracton;
uc1.b4362247,uc1.b4362247,"Anderman, Janusz,",Janusz,1988,1948.0,u,,The edge of the world / | $c: by Janusz Anderman ; preface by Jerzy Pilch ; translated by Nina Taylor.
mdp.39015064690574,mdp.39015064690574,"Anderson, Martin,",Martin,2006,1966.0,m,,The Hoplite Journals : | I-XXIX / | $c: Martin Anderson.
mdp.39015033871727,mdp.39015033871727,"Anderson, Poul,",Poul,1976,1926.0,m,,We claim these stars / | $c: Poul Anderson.
inu.32000000636839,inu.32000000636839,"Anderson, Poul,",Poul,1972,1926.0,m,,"Un-man, and other novellas / | $c: by Poul Anderson ..."
mdp.39015009367114,mdp.39015009367114,"Anderson, Sherwood,",Sherwood,1923,1876.0,m,,Windy McPherson's son | $c: [by] Sherwood Anderson.
uc1.31158011041513,uc1.31158011041513,"Andom, R.,",R,1911,,u,,In fear of a throne
mdp.39015054265833,mdp.39015054265833,"Andreas, Neshani.",Neshani,2001,1961.0,u,,The purple violet of Oshaantu / | $c: Neshani Andreas.
mdp.39015020105733,mdp.39015020105733,"Andres, Stefan,",Stefan,1955,1906.0,u,,"We are utopia, | a novel."
mdp.39015030945656,mdp.39015030945656,"Andrew, Prudence,",Prudence,1962,1922.0,f,,A question of choice.
inu.32000007193966,inu.32000007193966,"Andrew, Prudence,",Prudence,1961,1921.0,f,,Ordeal by silence : | a story of medieval times / | $c: Prudence Andrew.
uc2.ark+=13960=t6d224g5z,uc2.ark:/13960/t6d224g5z,"Andreyev, Leonid,",Leonid,1905,,m,,The red laugh
uc2.ark+=13960=t6qz27q91,uc2.ark:/13960/t6qz27q91,"Andreyev, Leonid,",Leonid,1910,,m,,Judas Iscariot
uc2.ark+=13960=t7vm46k5q,uc2.ark:/13960/t7vm46k5q,"Andreyev, Leonid,",Leonid,1922,,m,,The dark
uc1.32106011377782,uc1.32106011377782,"Andrić, Ivo,",Ivo,1944,1892.0,u,,The bridge over the Drina / | $c: Ivo Andrić ; translated from the Serbo-Croat by Lovett F. Edwards ; with an introduction by William H. McNeill
mdp.39015008156054,mdp.39015008156054,"Andrić, Ivo,",Ivo,1958,1892.0,u,,"Bosnian story, | $c: translated by Kenneth Johnstone."
uc1.b5041314,uc1.b5041314,"Angulo, Jaime de.",Jaime de,1954,1914.0,m,,"Red Indian tales; | $c: written and illustrated by Jaime de Angulo, with a foreword by Carl Carmer."
1017,njp.32101073413146,"Anstey, F.,",,1897,,m,,"Baboo Jabberjee, B.A"
mdp.39015050555047,mdp.39015050555047,"Appignanesi, Richard.",Richard,1985,1945.0,m,v.1,Italia perversa / | $c: Richard Appignanesi.
12153,njp.32101067627628,"Appleton,",,1816,,f,v.3,Edgar
12153,njp.32101067627636,"Appleton,",,1816,,f,v.2,Edgar
mdp.39015060860080,mdp.39015060860080,"Archibald, Malcolm.",Malcolm,2005,1965.0,m,,Whales for the wizard / | $c: Malcolm Archibald.
mdp.39015063014073,mdp.39015063014073,"Archibald, Norman,",Norman,1935,1895.0,m,,"Heaven high, hell deep, 1917-1918, | $c: Norman Archibald."
mdp.39015061322304,mdp.39015061322304,"Arditti, Michael.",Michael,2004,1964.0,m,,Good clean fun / | $c: Michael Arditti.
mdp.39015018608078,mdp.39015018608078,"Ardizzone, Edward,",Edward,1957,1900.0,m,,Tim all alone / | $c: by Edward Ardizzone.
wu.89095735338,wu.89095735338,"Ari Þorgilsson,",Ari Þorgilsson,1908,,u,,The book of the settlement of Iceland
wu.89070237797,wu.89070237797,"Arjouni, Jakob.",Jakob,1998,1958.0,m,,Magic Hoffman / | $c: Jakob Arjouni ; translated by Geoffrey Mulligan.
mdp.39015037030908,mdp.39015037030908,"Arkless, David C.",David C,1988,1948.0,m,,The secret war : | Dhofar 1971/1972 / | $c: David C. Arkless.
mdp.39015016454343,mdp.39015016454343,"Arlen, Michael,",Michael,1968,1895.0,m,,The London venture; | $c: with an introduction by Noel Coward.
mdp.39076002870140,mdp.39076002870140,"Arlen, Michael,",Michael,1919,,m,,The London venture
uc2.ark+=13960=t9s17w52c,uc2.ark:/13960/t9s17w52c,"Armfield, Anne Constance Smedley.",Anne Constance Smedley,1910,,f,,The flower book;
uc1.$b287667,uc1.$b287667,"Armstrong, Anthony,",Anthony,1934,1897.0,m,,Anthony Armstrong ('A.A.')
8597,njp.32101067627545,"Armstrong, F. C.",,1860,,m,v.1,The cruize of the daring
8597,njp.32101067627537,"Armstrong, F. C.",,1860,,m,v.2,The cruize of the daring
uc1.$b152304,uc1.$b152304,"Arnaud, Cécile, pseud.",Cécile pseud,1965,1925.0,u,,The gift of indifference. | $c: Translated by Margaret Crosland.
8599,yale.39002037389138,"Arnold, Frederick,",,1889,,m,v.2,Reminiscences of a literary and clerical life
8599,njp.32101067627453,"Arnold, Frederick,",,1889,,m,v.1,Reminiscences of a literary and clerical life
inu.39000005913756,inu.39000005913756,"Arnott, Kathleen.",Kathleen,1970,1930.0,f,,Animal folk tales around the world; | $c: retold by Kathleen Arnott; illustrated by Bernadette Watts.
uc1.$b157073,uc1.$b157073,"Arrabal, Fernando.",Fernando,1966,1926.0,m,,The burial of the sardine; | $c: translated from the French by Patrick Bowles.
mdp.39015016454426,mdp.39015016454426,"Asare, Bediako.",Bediako,1969,1929.0,u,,Rebel; | $c: [illustrations by Taj Ahmed].
uc1.$b662374,uc1.$b662374,"Asch, Sholem,",Sholem,1953,1880.0,m,,Salvation / | $c: Shalom Asch ; translated by Willa and Edwin Muir.
uc1.$b119529,uc1.$b119529,"Ash, William,",William,1961,1921.0,m,,The lotus in the sky / | $c: William Ash.
mdp.39015014104767,mdp.39015014104767,"Ashbee, C. R.",C. R,1910,,u,,The building of Thelema
12538,njp.32101063603565,"Ashbee, Charles Robert.",,1892,,m,,From Whitechapel to Camelot
mdp.39015011825448,mdp.39015011825448,"Asher, Michael,",Michael,1986,1946.0,m,,A desert dies / | $c: Michael Asher.
mdp.39015082670582,mdp.39015082670582,"Asher, Neal L.,",Neal L,2008,1968.0,m,,The gabble and other stories / | $c: Neal Asher.
mdp.39015027609901,mdp.39015027609901,"Ashton-Wolfe, Harry,",Harry,1929,1889.0,m,,The invisible web; | strange tales of the French sûreté.
mdp.39015049634820,mdp.39015049634820,"Asimov, Isaac,",Isaac,1968,1920.0,m,,Pebble in the sky: | science fiction.
uc1.b4097002,uc1.b4097002,"Asterisk,",Asterisk,1924,1877.0,u,,"Gone native; | a tale of the South Seas, | $c: by ""Asterisk"" [pseud.]."
uc1.$b281591,uc1.$b281591,"Astle, M. J.",M. J,1923,1883.0,u,,The principles of golf / | $c: by M.J. Astle ; illustrated by Marjorie Bates.
nyp.33433082248406,nyp.33433082248406,"Atkey, Bertram,",Bertram,1908,,m,,Easy money
