docid,htid,author,firstname,inferreddate,birthdate,authgender,enumcron,title
mdp.39015008843693,mdp.39015008843693,"(Charles Percy), Snow, C. P.",Snow C. P,1956,1905.0,f,,Homecomings.
mdp.39015010838269,mdp.39015010838269,"(Charles Percy), Snow, C. P.",Snow C. P,1974,1905.0,f,,In their wisdom / | $c: C. P. Snow.
mdp.39015025198402,mdp.39015025198402,"(Christian Karlson), Stead, C. K.",Stead C. K,1991,1951.0,u,,Sister Hollywood / | $c: C.K. Stead.
mdp.39015046868231,mdp.39015046868231,"(Clive Staples), Lewis, C. S.",Lewis C. S,1962,1898.0,m,,"Prince Caspian, the return to Narnia. | $c: Illus. by Pauline Baynes."
mdp.39015030783222,mdp.39015030783222,"(Colwyn Edward), Vulliamy, C. E.",Vulliamy C. E,1955,1886.0,u,,"Don among the dead men, | a satirical thriller."
mdp.39015024030150,mdp.39015024030150,"(Cyril Lionel Robert), James, C. L. R.",James C. L. R,1971,1901.0,m,,Minty Alley / | $c: by C.L.R. James ; with an introduction by Kenneth Ramchand.
mdp.39015017691257,mdp.39015017691257,"(Edward Evan), Evans-Pritchard, E. E.",Evans-Pritchard E. E,1967,1902.0,u,,"The Zande trickster, | $c: edited by E. E. Evans-Pritchard."
mdp.39015024648571,mdp.39015024648571,"(Edward Harold) Visiak, E. H.",E. H,1963,1923.0,u,,"Medusa, | a story of mystery, and exstasy, & strange horror."
mdp.39015059706104,mdp.39015059706104,"(Gopal Das), Khosla, G. D.",Khosla G. D,1966,1926.0,u,,Grim fairy tales and other facts and fancies / | $c: G.D. Khosla.
mdp.39015008775283,mdp.39015008775283,"(Hans Christian), Branner, H. C.",Branner H. C,1951,1903.0,u,,"The riding master, | a novel;"
mdp.39015004687557,mdp.39015004687557,"(Hans Christian), Branner, H. C.",Branner H. C,1958,1903.0,u,,No man knows the night; | a novel. | $c: Translated from the Danish by A.I. Roughton.
mdp.39015065992979,mdp.39015065992979,"(Herbert Ernest), Bates, H. E.",Bates H. E,1951,1905.0,u,,Thirty-one selected tales.
uc1.b4096972,uc1.b4096972,"(Ivy), Compton-Burnett, I.",Compton-Burnett I,1951,1884.0,u,,Darkness and day / | $c: by I. Compton-Burnett.
mdp.39015024822465,mdp.39015024822465,"(Izrailʹ) Metter, I.",I,1991,1951.0,u,,The fifth corner of the room / | $c: Israel Metter ; translated from the Russian by Michael Duncan.
uc1.b4386261,uc1.b4386261,"(James Patrick), Donleavy, J. P.",Donleavy J. P,1990,1950.0,u,,"That Darcy, that dancer, that gentleman / | $c: J.P. Donleavy."
mdp.39015008289681,mdp.39015008289681,"(Jean-Marie Gustave), Le Clézio, J.-M. G.",Le Clézio J.-M. G,1967,1927.0,m,,"The flood, | $c: by J. M. G. Le Clézio; translated from the French by Peter Green."
mdp.39015013259653,mdp.39015013259653,"(Jean-Marie Gustave), Le Clézio, J.-M. G.",Le Clézio J.-M. G,1967,1927.0,m,,"The flood, | $c: by J. M. G. Le Clézio; translated from the French by Peter Green."
mdp.39015002759036,mdp.39015002759036,"(Jerome David), Salinger, J. D.",Salinger J. D,1953,1919.0,u,,"For Esmé-- | with love and squalor, and other stories."
mdp.39015066049530,mdp.39015066049530,"(Jerome David), Salinger, J. D.",Salinger J. D,1951,1919.0,u,,The catcher in the rye / | $c: J. D. Salinger.
mdp.39015025303614,mdp.39015025303614,"(Jerry M.) O'Neill, J. M.",J. M,1992,1952.0,u,,Commissar Connell / | $c: J.M. O'Neill.
mdp.39015005394468,mdp.39015005394468,"(Jiddu), Krishnamurti, J.",Krishnamurti J,1970,1895.0,u,,"The only revolution, | $c: by J. Krishnamurti; edited by Mary Lutyens."
mdp.39015002712134,mdp.39015002712134,"(John Boynton), Priestley, J. B.",Priestley J. B,1968,1894.0,m,v.2,"The image men, | $c: by J. B. Priestley."
mdp.39015002712043,mdp.39015002712043,"(John Boynton), Priestley, J. B.",Priestley J. B,1964,1894.0,m,,Sir Michael and Sir George : | a tale of COMSA and DISCUS and the new Elizabethans.
uc1.$b233472,uc1.$b233472,"(John Boynton), Priestley, J. B.",Priestley J. B,1961,1894.0,m,,"The thirty-first of June; | a tale of true love, enterprise, and progress, in the Arthurian and ad-atomic ages."
mdp.39015002711979,mdp.39015002711979,"(John Boynton), Priestley, J. B.",Priestley J. B,1968,1894.0,m,v.2,"The image men, | $c: by J. B. Priestley."
mdp.39015002712217,mdp.39015002712217,"(John Boynton), Priestley, J. B.",Priestley J. B,1954,1894.0,m,,Low notes on a high level; | a frolic.
mdp.39015002704842,mdp.39015002704842,"(John Dick), Scott, J. D.",Scott J. D,1952,1912.0,m,,"The way to glory : | or, The last night of the holidays, a love story / | $c: J. D. Scott."
uc1.b4450236,uc1.b4450236,"(John Edward), Williams, John",Williams John,1973,1922.0,m,,"Stoner, | a novel | $c: [by] John Williams."
mdp.39015003203067,mdp.39015003203067,"(John Henry Charles) Colson, John H. C.",John H. C,1969,1929.0,m,,"Progressive exercise therapy in rehabilitation and physical education, | $c: by John H. C. Colson; with a foreword by J. M. P. Clark."
mdp.39015014582327,mdp.39015014582327,"(John Innes Mackintosh), Stewart, J. I. M.",Stewart J. I. M,1966,1906.0,m,,An acre of grass; | $c: a novel [by] J. I. M. Stewart.
mdp.39015014854155,mdp.39015014854155,"(John Lighton), Synge, J. L.",Synge J. L,1957,1897.0,u,,Kandelman's Krim : | a realistic fantasy / | $c: by J.L. Synge.
mdp.39015004993005,mdp.39015004993005,"(John Michael), Cohen, J. M.",Cohen J. M,1967,1903.0,u,,"Writers in the new Cuba: | an anthology / | $c: edited by J. M. Cohen, [translated by J. M. Cohen and others]."
mdp.39015065629886,mdp.39015065629886,"(John Michael), Cohen, J. M.",Cohen J. M,1967,1903.0,u,,Latin American writing today; | $c: edited by J. M. Cohen.
mdp.39015005607919,mdp.39015005607919,"(John Ronald Reuel), Tolkien, J. R. R.",Tolkien J. R. R,1954,1892.0,m,,The lord of the rings.
mdp.39015027243370,mdp.39015027243370,"(John Ronald Reuel), Tolkien, J. R. R.",Tolkien J. R. R,1966,1892.0,m,pt.1,"The lord of the rings, | $c: by J. R. R. Tolkien."
mdp.39015054025773,mdp.39015054025773,"(John Ronald Reuel), Tolkien, J. R. R.",Tolkien J. R. R,1954,1892.0,m,pt.2,The lord of the rings.
mdp.39015003763490,mdp.39015003763490,"(John Ronald Reuel), Tolkien, J. R. R.",Tolkien J. R. R,1966,1892.0,m,pt.2,"The lord of the rings, | $c: by J. R. R. Tolkien."
mdp.39015054055697,mdp.39015054055697,"(John Ronald Reuel), Tolkien, J. R. R.",Tolkien J. R. R,1966,1892.0,m,pt.1,"The lord of the rings, | $c: by J. R. R. Tolkien."
mdp.39015005607976,mdp.39015005607976,"(John Ronald Reuel), Tolkien, J. R. R.",Tolkien J. R. R,1966,1892.0,m,pt.3,"The lord of the rings, | $c: by J. R. R. Tolkien."
mdp.39015007061131,mdp.39015007061131,"(John Ronald Reuel), Tolkien, J. R. R.",Tolkien J. R. R,1966,1892.0,m,pt.3,"The lord of the rings, | $c: by J. R. R. Tolkien."
uc1.31822013422639,uc1.31822013422639,"(Leonard Harrison) Matthews, L. Harrison",L. Harrison,1951,1911.0,m,,Wandering albatross; | adventures among the albatrosses and petrels in the Southern Ocean. | $c: Illustrated by the author
mdp.39015018850514,mdp.39015018850514,"(Maurice S), Power, M. S.",Power M. S,1990,1950.0,u,,Crucible of fools / | $c: M.S. Power.
mdp.39015050056350,mdp.39015050056350,"(Paul C.) Buckland, P. C.",P. C,1959,1919.0,u,,Chorus of witches / | $c: Paul Buckland.
mdp.39015019865933,mdp.39015019865933,"(Percy Howard), Newby, P. H.",Newby P. H,1991,1951.0,u,,Coming in with the tide / | $c: P.H. Newby.
uc1.b4938185,uc1.b4938185,"(Ray Coryton), Hutchinson, R. C.",Hutchinson R. C,1983,1907.0,u,,The unforgotten prisoner / | $c: R. C. Hutchinson.
mdp.39015016440045,mdp.39015016440045,"(Solomon Alexander Amu), Djoleto, S. A. Amu",Djoleto S. A. Amu,1967,1927.0,u,,The strange man.
mdp.39015066649768,mdp.39015066649768,"(Solomon Alexander Amu), Djoleto, S. A. Amu",Djoleto S. A. Amu,1975,1935.0,u,,Money galore / | $c: Amu Djoleto.
mdp.39015030857836,mdp.39015030857836,"(Terence Hanbury), White, T. H.",White T. H,1969,1906.0,m,,They winter abroad | $c: [by] T. H. White.
mdp.39015009241129,mdp.39015009241129,"(Terence Hanbury), White, T. H.",White T. H,1951,1906.0,m,,The goshawk.
uc1.$b435146,uc1.$b435146,"(Vasiliĭ S.), I͡Anovskiĭ, V. S.",I͡Anovskiĭ V. S,1967,1906.0,u,,"No man's time : | a novel / | $c: by V.S. Yanovsky; translated from the Russian by Isabella Levitin and Roger Nyle Parris, with a foreword by W.H. Auden."
uc1.b4411114,uc1.b4411114,"(Veniamin), Kaverin, V.",Kaverin V,1955,1902.0,u,,Open book / | $c: by Venyamin Kaverin ; [English translation by Brian Pearce].
mdp.39015000649551,mdp.39015000649551,"(Victor Sawdon), Pritchett, V. S.",Pritchett V. S,1969,1900.0,u,,"Blind love, and other stories, | $c: by V. S. Pritchett."
mdp.39015002149014,mdp.39015002149014,"(Victor Sawdon), Pritchett, V. S.",Pritchett V. S,1961,1900.0,u,,When my girl comes home.
uc1.b4088948,uc1.b4088948,"(Victoria), Sackville-West, V.",Sackville-West V,1953,1892.0,f,,The Easter party / | $c: V. Sackville-West.
mdp.39015029227561,mdp.39015029227561,"(Vidiadhar Surajprasad), Naipaul, V. S.",Naipaul V. S,1971,1931.0,u,,Miguel Street / | $c: V. S. Naipaul.
uc1.b4931097,uc1.b4931097,"(William John Francis) Jenner, W. J. F.",W. J. F,1970,1930.0,u,,Modern Chinese stories; | $c: selected and edited by W. J. F. Jenner; translated by W. J. F. Jenner and Gladys Yang.
inu.30000056308426,inu.30000056308426,"Abaidoo, Kodwo.",Kodwo,1993,1953.0,u,,Osimbe / | $c: by Kodwo Abaidoo.
mdp.39015051842584,mdp.39015051842584,"Abbasi, Talat.",Talat,2001,1961.0,u,,Bitter gourd and other stories / | $c: Talat Abbasi.
inu.39000001136287,inu.39000001136287,"Abbey, Edward,",Edward,1963,1927.0,m,,Fire on the mountain / | $c: Edward Abbey.
uc1.31822028405892,uc1.31822028405892,"Abbey, Lloyd Robert,",Lloyd Robert,1990,1950.0,m,,The last whales / | $c: Lloyd Abbey
inu.30000107316949,inu.30000107316949,"Abdolah, Kader,",Kader,2006,1966.0,u,,My father's notebook / | $c: Kader Adbolah ; translated from the Dutch by Susan Massotty.
mdp.39015080896601,mdp.39015080896601,"Aberdein, John.",John,2009,1969.0,m,,Strip the willow / | $c: John Aberdein.
mdp.39015033516314,mdp.39015033516314,"Abernethy, Cecil.",Cecil,1974,1934.0,m,,Mr. Pepys of Seething Lane.
inu.30000027155435,inu.30000027155435,"Ableman, Paul.",Paul,1991,1951.0,m,,Straight up : | the autobiography of Arthur Daley / | $c: Paul Ableman [and Leon Griffiths]
uc1.32106018262607,uc1.32106018262607,"Aboulela, Leila,",Leila,1999,1959.0,f,,The translator / | $c: Leila Aboulela
mdp.39015053382977,mdp.39015053382977,"Aboulela, Leila,",Leila,2001,1961.0,f,,Coloured lights / | $c: Leila Aboulela.
uc1.b2800163,uc1.b2800163,"Abraham, Parappillil John.",Parappillil John,1963,1923.0,m,,Last hours on Dara / | $c: by P. J. Abraham.
mdp.39015066017982,mdp.39015066017982,"Abrahams, Peter,",Peter,1956,1916.0,m,,Mine boy.
uc1.$b322889,uc1.$b322889,"Abrahams, Peter,",Peter,1954,1914.0,m,,Mine boy / | $c: by Peter Abrahams.
mdp.39015033516330,mdp.39015033516330,"Abrahams, Peter,",Peter,1980,1940.0,m,,The fury of Rachel Monette / | $c: Peter Abrahams.
inu.30000044867673,inu.30000044867673,"Abrahams, Peter,",Peter,1975,1935.0,m,,Mine boy / | $c: Peter Abrahams ; illustrated by Ruth Yudelowitz.
uc1.$b437190,uc1.$b437190,"Abramov, Fedor,",Fedor,1963,1920.0,u,,"The dodgers, | $c: by Fyodor Abramov. Translated by David Floyd."
mdp.39015066681415,mdp.39015066681415,"Abruquah, Joseph W",Joseph W,1968,1928.0,m,,The torrent; | a novel.
mdp.39015055799897,mdp.39015055799897,"Abse, Dannie.",Dannie,2002,1962.0,m,,The strange case of Dr Simmonds & Dr Glas / | $c: Dannie Abse.
mdp.39015016455811,mdp.39015016455811,"Abse, Dannie.",Dannie,1956,1916.0,m,,Some corner of an English field | a novel.
mdp.39015021848109,mdp.39015021848109,"Abse, Dannie.",Dannie,1991,1951.0,m,,There was a young man from Cardif / | $c: Dannie Abse.
mdp.39015030849221,mdp.39015030849221,"Abse, Dannie.",Dannie,1970,1930.0,m,,"O. Jones, O. Jones."
mdp.39015024387402,mdp.39015024387402,"Abushwesha, Redwan.",Redwan,1977,1937.0,u,,The king of the dead and other Libyan tales / | $c: Redwan Abushwesha ; with a foreword by Pearse Hutchinson.
mdp.39015035329401,mdp.39015035329401,"Achebe, Chinua.",Chinua,1966,1926.0,m,,A man of the people.
mdp.39015038920172,mdp.39015038920172,"Achebe, Chinua.",Chinua,1987,1947.0,m,,Anthills of the Savannah / | $c: Chinua Achebe.
mdp.39015002968793,mdp.39015002968793,"Achebe, Chinua.",Chinua,1960,1920.0,m,,No longer at ease.
mdp.39015020752625,mdp.39015020752625,"Achebe, Chinua.",Chinua,1964,1924.0,m,,Arrow of God.
mdp.39015056670584,mdp.39015056670584,"Acker, Kathy,",Kathy,1995,1948.0,f,,Pussycat fever / | $c: Kathy Acker ; illustrated by Diane DiMassa and Freddie Baer.
mdp.39015016866900,mdp.39015016866900,"Acker, Kathy,",Kathy,1989,1948.0,f,,Young lust / | $c: Kathy Acker.
inu.39000003104580,inu.39000003104580,"Ackerley, J. R. (Joe Randolph),",J. R. Joe Randolph,1952,1896.0,m,,Hindoo holiday; | an Indian journal.
mdp.39015048915105,mdp.39015048915105,"Ackroyd, Peter,",Peter,1999,1959.0,m,,The Plato papers : | a novel / | $c: Peter Ackroyd
mdp.39015012970466,mdp.39015012970466,"Ackroyd, Peter,",Peter,1987,1947.0,m,,Chatterton / | $c: Peter Ackroyd.
uc1.32106005534992,uc1.32106005534992,"Ackroyd, Peter,",Peter,1985,1945.0,m,,Hawksmoor / | $c: by Peter Ackroyd.
mdp.39015059975998,mdp.39015059975998,"Ackroyd, Peter,",Peter,2003,1963.0,m,,The Clerkenwell tales / | $c: by Peter Ackroyd.
mdp.39015034434293,mdp.39015034434293,"Ackroyd, Peter,",Peter,1994,1954.0,m,,Dan Leno and the Limehouse Golem / | $c: Peter Ackroyd.
mdp.39015014944246,mdp.39015014944246,"Ackroyd, Peter,",Peter,1989,1949.0,m,,First light / | $c: by Peter Ackroyd.
uc1.b4137344,uc1.b4137344,"Acōkamittiran̲,",Acōkamittiran̲,1993,1953.0,u,,Water (Tannir) / | $c: Ashokamitran ; translated from the Tamil by Lakshmi Holmström.
uc1.b4948463,uc1.b4948463,"Acton, Harold,",Harold,1982,1904.0,m,,"The soul's gymnasium, and other stories / | $c: by Harold Acton."
mdp.39015014552478,mdp.39015014552478,"Acton, Harold,",Harold,1972,1904.0,m,,"Tit for tat, and other tales."
mdp.39015011808824,mdp.39015011808824,"Acton, Harold,",Harold,1965,1904.0,m,,Old lamps for new.
mdp.39015074228795,mdp.39015074228795,"Adair, Gilbert.",Gilbert,2007,1967.0,m,,A mysterious affair of style / | $c: Gilbert Adair.
mdp.39015033516983,mdp.39015033516983,"Adair, Gilbert.",Gilbert,1988,1948.0,m,,The holy innocents : | a romance / | $c: Gilbert Adair.
mdp.39015018932346,mdp.39015018932346,"Adair, Gilbert.",Gilbert,1990,1950.0,m,,Love and death on Long Island / | $c: Gilbert Adair.
mdp.39015040177134,mdp.39015040177134,"Adair, Gilbert.",Gilbert,1997,1957.0,m,,The key of the tower : | a novel / | $c: Gilbert Adair.
uc1.$b322893,uc1.$b322893,"Adam, Ruth.",Ruth,1954,1914.0,f,,Fetch her away / | $c: Ruth Adam.
inu.32000011206358,inu.32000011206358,"Adams, Anthony,",Anthony,1968,1928.0,m,,Loneliness and parting.
uc1.32106017817773,uc1.32106017817773,"Adams, Richard,",Richard,1984,1944.0,m,,Maia / | $c: Richard Adams.
mdp.39076005253906,mdp.39076005253906,"Adams, Richard,",Richard,1974,1934.0,m,,Shardik / | $c: Richard Adams.
mdp.39015013160810,mdp.39015013160810,"Adamson, Iain,",Iain,1965,1925.0,u,,The forgotten men.
uc1.b2806176,uc1.b2806176,"Addison, Doris M.",Doris M,1964,1924.0,f,,Mara.
uc1.$b252112,uc1.$b252112,"Addison, Doris Maureen.",Doris Maureen,1965,1925.0,f,,"Bird of time, | $c: by Doris M. Addison."
mdp.39015082751119,mdp.39015082751119,"Addonia, Sulaiman S. M. Y.",Sulaiman S. M. Y,2008,1968.0,u,,The consequences of love / | $c: Sulaiman S.M.Y. Addonia.
mdp.39015042799695,mdp.39015042799695,"Adeney, Noël.",Noël,1956,1916.0,u,,No coward soul : | a novel / | $c: by Noël Adeney.
mdp.39015076156614,mdp.39015076156614,"Adeniran, Sade.",Sade,2007,1967.0,u,,Imagine this / | $c: Sade Adeniran.
mdp.39015028925991,mdp.39015028925991,"Adimora-Ezeigbo, Akachi.",Akachi,1992,1952.0,u,,Rhythms of life : | stories of modern Nigeria / | $c: Akachi Adimora-Ezeigbo.
mdp.39015041544001,mdp.39015041544001,"Adisa, Opal Palmer,",Opal Palmer,1997,1957.0,f,,It begins with tears / | $c: by Opal Palmer Adisa.
mdp.39015070772747,mdp.39015070772747,"Adisa, Opal Palmer,",Opal Palmer,2007,1967.0,f,,Until judgement comes : | stories about Jamaican men / | $c: Opal Palmer Adisa.
uc1.$b322899,uc1.$b322899,"Adsett, Delphin Rose.",Delphin Rose,1963,1923.0,m,,A magpie sings.
inu.30000043459589,inu.30000043459589,"Adyeeri, Mugarra,",Mugarra,1994,1954.0,u,,Cherished dreams / | $c: Mugarra Adyeeri.
mdp.39015064952313,mdp.39015064952313,"Afolabi, Segun,",Segun,2007,1967.0,u,,Goodbye Lucille / | $c: Segun Afolabi.
mdp.39015016455506,mdp.39015016455506,"Ageton, Arthur Ainslie,",Arthur Ainslie,1967,1927.0,m,,Hit the beach! / | $c: Arthur A. Ageton.
uc1.b4156524,uc1.b4156524,"Agnar Þórðarson,",Agnar Þórðarson,1995,1955.0,u,,Called home / | $c: by Agnar Thordarson ; translated by Robert Kellog.
uc1.$b391214,uc1.$b391214,"Agunwa, Clement,",Clement,1967,1927.0,m,,More than once: | a novel.
mdp.39015016432844,mdp.39015016432844,"Ahmed, Zahir,",Zahir,1965,1925.0,u,,Dusk and dawn in village India; | twenty fateful years.
uc1.$b252113,uc1.$b252113,"Aickman, Robert.",Robert,1966,1926.0,m,,Powers of darkness / | $c: Robert Aickman.
mdp.39015001570319,mdp.39015001570319,"Aidoo, Ama Ata,",Ama Ata,1970,1930.0,f,,No sweetness here / | $c: Ama Ata Aidoo.
mdp.39015062632255,mdp.39015062632255,"Aidoo, Ama Ata,",Ama Ata,2004,1964.0,f,,Changes : | a love story / | $c: Ama Ata Aidoo.
uc1.32106016105071,uc1.32106016105071,"Aidoo, Ama Ata,",Ama Ata,1977,1937.0,f,,"Our Sister Killjoy : | or, Reflections from a black-eyed squint / | $c: Ama Ata Aidoo"
mdp.39015021856607,mdp.39015021856607,"Aidoo, Ama Ata,",Ama Ata,1991,1951.0,f,,Changes : | a love story / | $c: Ama Ata Aidoo.
mdp.39015021853976,mdp.39015021853976,"Aiken, Joan,",Joan,1991,1924.0,f,,The haunting of Lamb House / | $c: Joan Aiken.
mdp.39015043116709,mdp.39015043116709,"Aira, César,",César,1998,1958.0,u,,The hare / | $c: César Aira ; translated by Nick Caistor.
mdp.39015080837696,mdp.39015080837696,"Airth, Rennie,",Rennie,2009,1969.0,u,,The dead of winter / | $c: Rennie Airth.
inu.30000060703083,inu.30000060703083,"Ajima, Maria,",Maria,1997,1957.0,f,,The web : | a collection of short stories / | $c: Maria Ajima.
mdp.39015005915288,mdp.39015005915288,"Akare, Thomas,",Thomas,1981,1941.0,m,,The slums / | $c: Thomas Akare.
mdp.39015062821874,mdp.39015062821874,"Akers, Geoff,",Geoff,2006,1966.0,m,,Beating for light : | the story of Isaac Rosenberg / | $c: Geoff Akers.
mdp.39015080890158,mdp.39015080890158,"Akinti, Peter.",Peter,2009,1969.0,m,,Forest gate / | $c: Peter Akinti.
inu.39000004492240,inu.39000004492240,"Akoji, Richard,",Richard,1984,1944.0,m,,Teardrops at sunset / | $c: Richard Akoji.
uc1.b4353959,uc1.b4353959,"Aksenov, Vasiliĭ,",Vasiliĭ,1962,1932.0,u,,"Colleagues, | $c: by Vasili Aksenov. Translated from the Russian by Alec Brown. Illus. by Y. Vechersky."
mdp.39015012418243,mdp.39015012418243,"Aksenov, Vasiliĭ,",Vasiliĭ,1962,1932.0,u,,A starry ticket.
mdp.39015007020632,mdp.39015007020632,"Aksenov, Vasiliĭ,",Vasiliĭ,1984,1932.0,u,,"The burn : | a novel in three books : late sixties, early seventies / | $c: Vassily Aksyonov ; translated from the Russian by Michael Glenny."
mdp.39015032713250,mdp.39015032713250,"Aksenov, Vasiliĭ,",Vasiliĭ,1969,1932.0,u,,"It's time, my friend, it's time | $c: [by] Vasiliy Aksyonov; translated from the Russian by Olive Stevens."
mdp.39015005386712,mdp.39015005386712,"Akutagawa, Ryūnosuke,",Ryūnosuke,1970,1892.0,u,,Kappa: | a novel; | $c: translated from the Japanese by Geoffrey Bownas; with an introduction by G. H. Healey.
uc1.b3726462,uc1.b3726462,"Akwanya, Amechi.",Amechi,1991,1951.0,u,,Orimili / | $c: Amechi Akwanya.
mdp.39015017670186,mdp.39015017670186,"Alain-Fournier,",Alain-Fournier,1959,1886.0,u,,Lost domain | (Le grand Meaulnes)
uc1.b3547107,uc1.b3547107,"Albert-Birot, Pierre.",Pierre,1986,1946.0,m,,The first book of Grabinoulor : | epic / | $c: by Pierre Albert-Birot ; translated by Barbara Wright in consultation with Arlette Albert-Birot ; with a preface by Barbara Wright and a postface by Arlette Albert-Birot.
uc1.32106017520823,uc1.32106017520823,"Alcoe, Tony",Tony,2004,1964.0,m,,The gardener's boy / | $c: Tony Alcoe
mdp.39015063239852,mdp.39015063239852,"Alderman, Naomi.",Naomi,2006,1966.0,f,,Disobedience / | $c: Naomi Alderman.
uc1.b3477285,uc1.b3477285,"Aldiss, Brian Wilson,",Brian Wilson,1973,1933.0,m,,The Penguin science fiction omnibus : | an anthology / | $c: edited by Brian Aldiss.
uc1.b3739768,uc1.b3739768,"Aldiss, Brian Wilson,",Brian Wilson,1984,1944.0,m,,Seasons in flight / | $c: Brian Aldiss.
mdp.39015012064146,mdp.39015012064146,"Aldiss, Brian Wilson,",Brian Wilson,1975,1935.0,m,,The eighty-minute hour; | a space opera / | $c: Brian W. Aldiss.
mdp.39015029860841,mdp.39015029860841,"Aldiss, Brian Wilson,",Brian Wilson,1993,1953.0,m,,Remembrance day / | $c: Brian Aldiss.
mdp.39015055804291,mdp.39015055804291,"Aldiss, Brian Wilson,",Brian Wilson,2002,1962.0,m,,The Cretan teat / | $c: Brian Aldiss.
mdp.39015019359846,mdp.39015019359846,"Aldiss, Brian Wilson,",Brian Wilson,1980,1940.0,m,,Moreau's other island : | a novel / | $c: by Brian Aldiss.
mdp.39015029088732,mdp.39015029088732,"Aldiss, Brian Wilson,",Brian Wilson,1993,1953.0,m,,A Tupolev too far : | and other stories / | $c: Brian Aldiss.
mdp.39015034410103,mdp.39015034410103,"Aldiss, Brian Wilson,",Brian Wilson,1994,1954.0,m,,Somewhere East of life : | another european fantasia / | $c: Brian Aldiss.
uc1.32106011480982,uc1.32106011480982,"Aldiss, Brian Wilson,",Brian Wilson,1995,1955.0,m,,The secret of this book : | 20-odd stories / | $c: Brian W. Aldiss ; illustrations by Rosamund Chorley & Brian Aldiss
mdp.39015070756146,mdp.39015070756146,"Aldiss, Brian Wilson,",Brian Wilson,2007,1967.0,m,,Harm / | $c: Brian W. Aldiss.
mdp.39015015401956,mdp.39015015401956,"Aldiss, Brian Wilson,",Brian Wilson,1970,1930.0,m,,The hand-reared boy | $c: [by] Brian W. Aldiss.
inu.32000009526486,inu.32000009526486,"Aldridge, James.",James,1961,1921.0,m,,"The last exile, | a novel."
uc1.32106016491844,uc1.32106016491844,"Aldridge, Kitty,",Kitty,2001,1961.0,f,,Pop / | $c: Kitty Aldridge
mdp.39015054132066,mdp.39015054132066,"Aldridge, Kitty,",Kitty,2001,1961.0,f,,Pop / | $c: Kitty Aldridge
mdp.39015069360132,mdp.39015069360132,"Aldridge, Kitty,",Kitty,2007,1967.0,f,,Cryers Hill / | $c: Kitty Aldridge.
wu.89008198194,wu.89008198194,"Alessandria, Pia d'",Pia d',1962,1922.0,f,,Bull's eye / | $c: by Pia d'Alessandria ; translated from the Italian by J. R. Chanter.
uc1.$b119540,uc1.$b119540,"Alexander, Joan.",Joan,1969,1929.0,f,,Where have all the flowers gone?
uc1.32106012493554,uc1.32106012493554,"Alexander, L. A",L. A,2000,1960.0,u,,Intimate cartographies : | a three-dimensional novel
