htid,author,title,year,authgender,female_category,park
mdp.39015056287579,"McCann, Colum.",Dancer / | $c: Colum McCann.,2003,m,mixed,12.035142616440005
uiuo.ark:/13960/t95722b09,"Nomad,",A railway foundling,1890,u,,12.02893818844191
mdp.39015059246861,,Bracket : | [a new generation in fiction / | $c: edited by Ra Page].,2004,u,,12.02483127658615
mdp.39015050763211,"Tennant, Emma.",The ballad of Sylvia and Ted / | $c: Emma Tennant.,2001,f,high_female,12.020916394526475
uc1.b3321950,"Clarke, Charles.","Which is the winner? or, The first gentleman of his family",1864,m,,12.015723432377225
mdp.39015058135206,"Armitage, Simon,",The white stuff / | $c: Simon Armitage.,2004,m,high_female,12.013848691036577
mdp.39015066896872,"Rankin, Ian.",The naming of the dead / | $c: Ian Rankin.,2006,m,mixed,11.989312384388773
mdp.39015008542618,"Bowen, Elizabeth,",The heat of the day.,1947,f,mixed,11.974445125344266
nyp.33433074937503,"Beale, Anne.",Traits and stories of the Welsh peasantry,1849,f,high_female,11.966732483695328
njp.32101064790825,"Smythies, Gordon,",The matchmaker;,1842,f,,11.96622106738692
mdp.39015056946943,"Dorrestein, Renate.",Without mercy / | $c: Ronate Dorrestein ; translated from the Dutch by Hester Velmans.,2002,f,,11.964012251148546
mdp.39015072453833,,"Coventry constables' presentments, 1629-1742 / | $c: edited by Levi Fox.",1986,u,high_male,11.962949037837099
uiuo.ark:/13960/t6h13hv7c,"James, G. P. R.",The false heir,1843,m,,11.95886151638364
uc1.$b101856,"Heney, Helen,",The proud lady / | $c: by Helen Heney.,1951,f,high_female,11.949715596768797
uiuo.ark:/13960/t5z610t1j,"Cobbold, Richard,","Freston Tower, or, The early days of Cardinal Wolsey",1850,m,mixed,11.942437451483848
mdp.39015041008353,"Buchan, James.",High latitudes : | a romance / | $c: James Buchan.,1996,m,,11.936497831536228
uc2.ark:/13960/t3bz64c64,"Baldwin, May.","Barbara Bellamy, a public school girl",1909,f,high_female,11.921911479807262
mdp.39015066885149,"Malouf, David,",Every move you make / | $c: David Malouf.,2007,m,mixed,11.91511670856816
uc1.32106018868551,,Contemporary Israeli women's writing / | $c: edited by Risa Domb,2008,u,,11.912404121691827
uiuo.ark:/13960/t5p84zq33,"Disraeli, Benjamin,",Vivian Grey,1826,m,,11.90561230564088
mdp.39015030709581,"Mitchell, Yvonne.",God is inexperienced : | a novel / | $c: by Yvonne Mitchell.,1974,f,,11.902872559911126
mdp.39015074051635,,Contemporary Israeli women's writing / | $c: edited by Risa Domb,2008,u,high_female,11.902636433970125
uva.x004385674,"Harland, Henry,",Comedies and errors,1899,m,mixed,11.900511722004046
mdp.39015034436751,"Lodoli, Marco.",The innocents : | three tales of Rome / | $c: Marco Lodoli.,1994,m,,11.897788841704495
mdp.39015064948303,"Buckley, Jonathan,",So he takes the dog / | $c: Jonathan Buckley.,2006,m,mixed,11.887779362815026
nyp.33433076075864,"Logan, Olive,","Chateau Frissac, or, Home scenes in France",1862,f,high_female,11.886880126217054
uiuo.ark:/13960/t56d6c297,"Law, Agnes.",Eyes so blue;,1878,f,,11.883541295306001
inu.32000000636839,"Anderson, Poul,","Un-man, and other novellas / | $c: by Poul Anderson ...",1972,m,high_male,11.883541295306001
uc1.b3290574,"Ward, R. Plumer",Illustrations of human life,1837,m,high_male,11.871408898808111
nc01.ark:/13960/t5hb0039z,"Braddon, M. E.",Aurora Floyd,1863,f,mixed,11.868653567189767
uc1.32106014655432,"Round, Jeffrey",A cage of bones / | $c: Jeffrey Round,1997,m,,11.864741941862764
uc2.ark:/13960/t6zw1br9t,"Coulevain, Pierre de.",The unknown isle,1911,m,high_female,11.85881541214774
uiuo.ark:/13960/t52f8639g,"Malet, Lucas,",The wages of sin,1891,f,,11.857824682062075
mdp.39015063588324,"Horn, Holloway.",The folly of innocence,1917,u,mixed,11.853959222380276
mdp.39015033161558,"Bordeaux, Henry,",A mind awakened,1915,m,high_female,11.838199136722094
mdp.39015009219950,"Gore,",The two aristocracies,1857,f,,11.828720132481665
mdp.39015031213898,"Buck, Pearl S. (Pearl Sydenstricker),",The hidden flower.,1952,f,,11.814977453084694
mdp.39015073951629,"Grant, Linda,",The clothes on their backs / | $c: Linda Grant.,2008,f,,11.814852178022557
dul1.ark:/13960/t5bc4sx44,,The affecting history of Caroline;,1805,u,,11.814744801512287
mdp.39015063553518,"Sherwood,",The lady of the manor,1860,f,high_female,11.811763442592145
mdp.39015000630155,"Lash, Jennifer.",The dust collector / | $c: Jennifer Lash.,1979,f,mixed,11.810248671347024
mdp.39015063928157,"[Hawker, Mary Elizabeth]",Cecilia de Noël,1891,f,high_female,11.806933031075848
mdp.39015063552635,"Betham-Edwards, Matilda,",Felicia,1879,f,,11.806433522400248
nyp.33433075727168,"Fawcett, E. Douglas",Hartmann the anarchist,1893,f,mixed,11.804981702278361
mdp.39015061446392,"Edric, Robert,",Swan song / | $c: Robert Edric.,2005,m,mixed,11.803675369418153
nyp.33433074950225,"Clarke, Clara Savile.",The poet's audience;,1891,f,mixed,11.783916637206875
uc2.ark:/13960/t8nc5wf3m,"Maeterlinck, Maurice,",Three plays. with introd. by H. Granville Barker,1911,m,high_female,11.780413099819366
uiuo.ark:/13960/t4xg9z618,"Curzon, G.",Delamere,1886,u,,11.779117979645685
mdp.39015019853293,"Holden, Ursula.",Help me please / | $c: Ursula Holden.,1991,f,high_female,11.768463879221937
uiuo.ark:/13960/t0tq5v60d,"Gautier, Théophile,",Mademoiselle de Maupin,1899,f,,11.762783858846594
mdp.39015055183043,,Glasgow kiss : | a collection of the best short stories from Glasgow's writing groups.,2001,u,,11.752032122221134
mdp.39015016435300,"Kee, Robert.",A sign of the times.,1955,m,,11.74240518007817
uc1.32106006790882,"Campbell, John.",Saturday night in York Street / | $c: John Campbell ; illustrated by Hector McDonnell.,1982,m,,11.741223435481977
uc1.b3325613,"Marsh-Caldwell, Anne,",Angela,1848,f,high_female,11.741098112885322
uc1.32106017308997,"Berg, Jean de",The image / | $c: Jean de Berg,2004,f,high_female,11.734793663211422
mdp.39015034409881,"Zameenzad, Adam.","Gorgeous white female : | the comic adventures of a demented nonager, or, A chronicle of wisdom and enlightenment, or, The story of a love / | $c: Adam Zameenzad.",1995,m,,11.731994321714748
uc1.32106015014613,"Burnside, John,",The mercy boys,1999,m,,11.730705655266554
mdp.39015024086392,"Harnett, Cynthia.",The wool-pack / | $c: written and illustrated by Cynthia Harnett.,1951,f,high_male,11.704976077955141
uc1.$b119435,"Rodoreda, Mercè,",The pigeon girl: | a novel; | $c: translated from the Catalan by Eda O'Shiel.,1967,u,high_female,11.699707507312317
uc1.b4954597,,Love's gravity / | $c: ,1977,u,,11.696742457225662
uiuo.ark:/13960/t69316638,"Ouida,",Syrlin,1890,f,,11.694842574424678
mdp.39015050608044,"Middleton, Stanley,",An after-dinner's sleep / | $c: Stanley Middleton.,1986,m,mixed,11.69248757673195
pst.000049849950,,The Time Out book of Paris short stories / | $c: edited by Nicholas Royle.,1999,u,,11.688201292077524
mdp.39015005919868,"Searle, Chris.",Classrooms of resistance / | $c: compiled by Chris Searle.,1975,m,,11.685314481025971
njp.32101068163797,,Lavinia Fitz-Aubyn,1816,u,high_female,11.679059446412582
nyp.33433074870175,"Hood, Thomas,",Tylney Hall,1834,m,,11.6670798757456
inu.39000002814346,"Rendell, Ruth,","The fallen curtain, and other stories / | $c: Ruth Rendell.",1976,f,high_female,11.66384790342334
mdp.39015053476100,"Chinodya, Shimmer,",Can we talk and other stories / | $c: Shimmer Chinodya.,2001,u,mixed,11.653847434488728
mdp.39015059521297,"O'Donnell, Elliott,",Animal ghosts; or Animal hauntings & the hereafter,1913,m,,11.63752974035378
mdp.39015078800672,"Haynes, Fredwyn.",The new revolution : | a political thriller / | $c: Fredwyn Haynes.,2008,u,high_male,11.627306082373003
mdp.39015056460549,"Tokarczuk, Olga,","House of day, house of night / | $c: Olga Tocarczuk ; translated by Antonia Lloyd-Jones.",2002,f,,11.622085538549564
njp.32101064787946,"Berkeley, Grantley F.","Sandron hall, or, The days of Queen Anne",1840,u,mixed,11.61247511612475
mdp.39015013515443,"Konrád, György,",The loser / | $c: George Konrád ; translated from the Hungarian by Ivan Sanders.,1982,u,high_female,11.608469539375928
uc1.$b299691,"Bromfield, Louis,","Lilli Barr, | $c: by Louis Bromfield.",1926,m,high_female,11.58955587856077
mdp.39015026815228,"Lavrin, Janko,","A first series of representative Russian stories, | Pushkin to Gorky, | $c: selected and edited and with an introduction by Janko Lavrin.",1946,u,,11.582899778959662
mdp.39015066053508,"Bowles, Paul,",A little stone; | stories.,1950,m,mixed,11.557186402970197
uiuo.ark:/13960/t5x645d8f,"Wills, C. J.",The Pit Town coronet;,1888,m,mixed,11.556240369799692
uc1.b3741279,"Sinclair, Andrew,",A patriot for hire / | $c: [by] Andrew Sinclair,1978,m,mixed,11.547725098155663
uiuo.ark:/13960/t76t19t16,,"The times, a novel",1811,u,high_female,11.546899657441976
nyp.33433075763981,"Ward, Josephine Mary Hope-Scott,",The light behind,1903,f,,11.542123943174277
mdp.39015059376528,,The New British novelist;,1830,u,high_male,11.54144202074162
uiuo.ark:/13960/t3126jh83,"Whyte-Melville, G. J.",Good for nothing,1861,m,mixed,11.537412682763106
uc1.32106007606244,,The Penguin world omnibus of science fiction : | an anthology / | $c: edited by Brian Aldiss and Sam J. Lundwall.,1986,u,high_male,11.536686663590217
njp.32101068142148,"Linton, E. Lynn","Paston Carew, millionaire and miser;",1886,f,,11.536306404298099
uiuo.ark:/13960/t0sq9kb7g,"Gissing, George,",A life's morning,1888,m,,11.536116284052143
uc1.$b63960,"Whitfield, Christopher.","Together and Alone, | two short novels | $c: by Christopher Whitfield, with engravings by John O'Conner.",1945,m,,11.534912334666256
nyp.33433076083835,"Howells, William Dean,",Idyls in drab,1896,m,,11.530700490054771
uiuo.ark:/13960/t3st80c5d,"Hamerton, Philip Gilbert,",Wenderholme,1869,m,mixed,11.525384659713017
inu.30000116122528,"Graham, Eliza.",Playing with the moon / | $c: Eliza Graham.,2007,f,high_female,11.523392486748099
uiuo.ark:/13960/t54f25x38,"Greenough, Richard S.,",Treason at home,1865,f,high_female,11.517199017199017
uiuo.ark:/13960/t7np2q347,"Oliphant,",The primrose path,1878,f,high_female,11.5032145093879
dul1.ark:/13960/t9z03n328,"Braddon, M. E.",Joshua Haggard's daughter,1876,f,,11.501854674066193
mdp.39015082679369,"Donovan, Gerard,",Country of the grand : | a collection of stories / | $c: Gerard Donovan.,2008,m,mixed,11.496069781143571
uiuo.ark:/13960/t6sx6wh90,"Peacock, Edward,","Ralf Skirlaugh, the Lincolnshire squire",1870,m,,11.490950876185003
mdp.39015054301711,"Jenkins, Janette.",Another Elvis love child / | $c: Janette Jenkins.,2002,f,,11.489210586785319
mdp.39015021856839,"Forster, Margaret,",The battle for Christabel / | $c: Margaret Forster.,1991,f,high_female,11.487367997833811
uc1.32106018277571,"Gummerson, Drew",The lodger / | $c: Drew Gummerson,2002,m,,11.482845449102287
mdp.39015062006625,"Sherwood, Mary Martha,",The Fairchild family,1902,f,high_female,11.481819445367691
mdp.39015019622516,"Wilson, Anna.",Cactus / | $c: by Anna Wilson.,1980,f,high_female,11.478274177709192
mdp.39015060668954,,Urban Welsh : | new short fiction / | $c: edited by Lewis Davies.,2005,u,mixed,11.47710317915758
nyp.33433074938816,"Lytton, Edward Bulwer Lytton,",Alice;,1838,m,,11.47108467299215
uc1.32106013972234,"Carter, Charlotte",Rhode Island red / | $c: Charlotte Carter,1997,f,high_male,11.461693383328148
uc1.b4974529,"Levy, Deborah.",Ophelia and the great idea.,1989,f,high_female,11.460989656456835
mdp.39015011899203,"Hill, Susan,",The bird of night.,1972,f,high_male,11.456211812627291
uiuo.ark:/13960/t47p9jp3d,"Norris, W. E.",Matrimony,1881,f,high_female,11.449653329940844
uiuo.ark:/13960/t0sq98b2b,"Gore,",Preferment;,1840,f,mixed,11.447822460627668
mdp.39015061139047,"MacEnulty, Pat.",The language of sharks : | stories / | $c: by Pat MacEnulty.,2004,u,high_female,11.445721843524264
uc2.ark:/13960/t7br8pf30,"Russell, George William Erskine,","""For better? For worse?""",1902,m,,11.43859381553361
mdp.39015047446391,"Francis, Richard,",Fat hen / | $c: Richard Francis.,1999,m,,11.43575962033278
uiuo.ark:/13960/t15m6vx5z,"Spender, John Kent,",Mr. Nobody,1884,f,,11.429504449342803
inu.30000091649073,,Penguin modern stories.,1969,u,mixed,11.428944618599791
mdp.39015064701801,,The remarkable everyday : | a collection of short stories.,2005,u,mixed,11.422334471336287
uc1.32106014497330,"Craig, Amanda,",A vicious circle / | $c: Amanda Craig,1996,f,,11.418515458654898
uc1.$b115495,"Dathorne, O. R.,",The scholar-man | $c: [by] O.R. Dathorne.,1964,u,mixed,11.413082245523931
uiuo.ark:/13960/t4zg7174j,"Grant, James,",Under the red dragon,1872,m,mixed,11.405481148369017
nyp.33433067304059,"Yates, Edmund Hodgson,",The impending sword,1874,m,mixed,11.404459143525118
uiuo.ark:/13960/t8bg3636s,"Jeaffreson, John Cordy,",Cutting for partners,1890,m,,11.391792213710023
inu.30000132088950,"Basnett, Fred.",Country matters.,1971,m,,11.386020244343994
uiuo.ark:/13960/t4pk0wk0b,"De Jongh, Bertha.",The sisters Lawless,1874,f,high_female,11.38260737592958
hvd.hxk4kh,,Maurice Powell: an historical Welsh tale of England's troubles,1821,u,mixed,11.375787773303301
uc2.ark:/13960/t5h991x77,"Little, Frances Delanoy.",Sketches in Poland,1914,f,high_female,11.370281333246703
mdp.39015029728089,"Klíma, Ivan.",My golden trades / | $c: Ivan Klíma ; translated from the Czech by Paul Wilson.,1992,m,,11.354604292040422
mdp.39015024993373,,Signals : | thirty new stories to celebrate thirty years of the 'London Magazine' / | $c: selected and introduced by Alan Ross.,1991,u,mixed,11.351233355162629
uc1.b3563512,"Green, Roger Lancelyn.",Tales from Shakespeare / | $c: retold by Roger Lancelyn Green ; illustrated by Richard Beer ; foreword by Christopher Fry.,1964,m,,11.349771585846835
mdp.39015061210392,"Neate, Patrick.",City of tiny lights / | $c: Patrick Neate.,2005,m,mixed,11.349633568973344
mdp.39015027520777,"Weyssenhoff, Józef,","The sable and the girl, | $c: by Joseph Weyssenhoff, tr. from the original Polish by Kate Zuk-Skar-szewska.",1929,u,high_male,11.347839655025675
uc1.32106009052587,"Greene, Graham,","The ministry of fear, | an entertainment | $c: by Graham Greene.",1943,m,,11.344299489506524
mdp.39015014117736,"Porter, Anna Maria,",The village of Mariendorpt,1821,f,,11.343441600181496
mdp.39015056944732,"Smith, Ali,",The whole story and other stories / | $c: Ali Smith.,2003,m,high_female,11.334563943132874
mdp.39015005275469,"Burroway, Janet.",Raw silk / | $c: Janet Burroway.,1977,f,mixed,11.33401337413578
uiuo.ark:/13960/t0ns1cv4p,"Sedley, Charles,",The barouche driver and his wife,1807,m,,11.326952483434331
mdp.39015080818811,,The ground beneath her feet & other stories & poems / | $c: Jan Fortune-Wood (editor).,2008,u,high_female,11.326311020500622
mdp.39015033171839,"Bourget, P.C.J.",Some portraits of women (Voyageuses),1898,u,mixed,11.322335571381664
mdp.39015064002861,"Bray,",The novels and romances of Anna Eliza Bray,1815,f,mixed,11.31994784438845
mdp.39015002998337,,Contemporary Chinese short stories / | $c: edited and translated by Yuan Chia-hua and Robert Payne.,1946,u,,11.31788711216026
mdp.39015031234647,"Hartley, L. P. (Leslie Poles),",The collections | $c: [by] L. P. Hartley.,1972,m,,11.305822498586773
uc2.ark:/13960/t0dv1hg1g,"Howe, Sonia Elizabeth,",Real Russians,1917,f,,11.30000251111167
mdp.39015013254670,"Storey, David,",A temporary life. -,1973,m,mixed,11.29085235670882
mdp.39015005729267,"Simenon, Georges,",The others / | $c: by Georges Simenon ; translated from the French by Alastair Hamilton.,1975,m,,11.2894849736955
mdp.39015029241810,"Page, Kathy,",Frankie Styne and the silver man / | $c: Kathy Page.,1992,f,high_female,11.280061363533818
uc2.ark:/13960/t3hx17h9x,"Lytton, Edward Bulwer Lytton,",The disowned,1829,m,high_male,11.2760759255779
mdp.39015015470480,,The Freezer counter : | stories by gay men / | $c: edited by David Rees and Peter Robins.,1989,u,high_male,11.274320319546451
inu.30000126983992,"Forsyth, Neil.",Let them come through / | $c: Neil Forsyth.,2009,m,high_male,11.272686281140796
mdp.39015064691069,"Haverty, Anne.",The free and easy / | $c: Anne Haverty.,2006,f,,11.27130982012868
njp.32101063581167,"Hewlett, J.",Dunster Castle,1846,m,high_male,11.260310221546604
uiuo.ark:/13960/t4gm8vp18,"Trollope, Thomas Adolphus,",Artingale Castle,1867,m,,11.249068436520101
njp.32101068166410,"Cholmondeley, Mary,",Sir Charles Danvers,1889,f,,11.246063877642825
uiuo.ark:/13960/t53f58q7k,"Smith, Caroline Mary.",Magdalen Havering: being chapters in the history of a family,1861,f,high_female,11.243745666473025
mdp.39015059417876,"Strong, L. A. G. (Leonard Alfred George),","Darling Tom, | and other stories.",1952,m,mixed,11.235381236913334
mdp.39015061187947,"Maguire, Susie.",Furthermore / | $c: Susie Maguire.,2005,f,,11.224784323786922
uc1.b3872914,"Earl of, Halsbury, Hardinge Goulburn Giffard,",Nineteen forty-four / | $c: by the Earl of Halsbury.,1926,u,mixed,11.211460604173155
mdp.39015046801612,"Huxley, Aldous,",Crome yellow,1921,m,mixed,11.210919435530206
uiuo.ark:/13960/t0ns18d6k,"Lymburner, A. L.",The fall of the Nan Soung;,1846,u,,11.206275514288
uiuo.ark:/13960/t3320g902,"Braddon, M. E.",The day will come,1889,f,,11.200716845878135
uc2.ark:/13960/t07w68t46,"Grant, James,",Miss Cheyne of Essilmont,1883,m,mixed,11.198992090711837
uc1.b3438232,"Schneider, Rolf,",November : | a novel / | $c: by Rolf Schneider ; translated from the German by Michael Bullock,1981,m,,11.18981279443195
uiuo.ark:/13960/t4th9616r,"Carey, Rosa Nouchette,","The old, old story",1894,f,,11.183180496533215
uc1.32106015472191,"Connolly, Cressida",The happiest days / | $c: Cressida Connolly,1999,u,high_female,11.177867821713008
uiuo.ark:/13960/t4th95x1k,"Wood, Kate,",Sir Cyrus of Stonycleft,1867,f,,11.162672024749238
nyp.33433074892526,"Mathew, Frank James,",A child in the temple,1897,m,mixed,11.162583021711225
mdp.39015018832629,"Khmelik, Maria.",Little Vera / | $c: Maria Khmelik ; translated by Cathy Porter.,1990,f,,11.160216061782956
mdp.39015034273824,"Powell, Patricia,",A small gathering of bones / | $c: Patricia Powell.,1994,f,,11.159646717469629
uiuo.ark:/13960/t04x5wd9q,"Picken, Andrew,",The black watch,1834,m,high_male,11.154134200168906
mdp.39015042925258,"Tabucchi, Antonio,",The missing head of Damasceno Monteiro / | $c: Antonio Tabucchi ; translated from the Italian by J.C. Patrick.,2000,m,high_male,11.151113518335617
inu.30000095182923,"Lawrenson, Deborah.",The art of falling / | $c: Deborah Lawrenson.,2003,f,,11.14043807630343
mdp.39015050608051,"Middleton, Stanley,",After a fashion / | $c: Stanley Middleton.,1987,m,mixed,11.139827109883255
nyp.33433074871512,"Tytler, Sarah,", Noblesse oblige;,1871,f,high_female,11.135857461024498
mdp.39015001060600,,The Punch book of short stories / | $c: selected by Alan Coren.,1979,u,,11.133532809129496
mdp.39015064732129,"Campbell, Noreen.",The shore fields / | $c: Noreen Campbell & Denis O'Sullivan.,2006,f,,11.132551580822325
mdp.39015050980864,"Tinniswood, Peter.",Uncle Mort's north country.,1986,m,high_male,11.130899376669635
inu.39000002352529,"Neale, W. Johnson",The pride of the mess,1855,m,high_male,11.12381423230232
mdp.39015047659803,"Gilliatt, Penelope.",They sleep without dreaming : | stories / | $c: by Penelope Gilliatt.,1985,f,,11.12198594180977
mdp.39015000619869,"Greenwood, Walter,",There was a time.,1967,m,mixed,11.119512520571098
mdp.39015078809640,"Holden, Wendy,",Beautiful people / | $c: Wendy Holden.,2009,f,,11.117338879650175
uiuo.ark:/13960/t72v2t63s,"Barclay, Florence L.",Guy Mervyn;,1891,f,high_female,11.116545866868247
mdp.39015059984719,"King, Danny,",The hitman diaries / | $c: Danny King.,2003,m,,11.11595652805924
uiuo.ark:/13960/t9668zn67,"Linton, E. Lynn",Through the long night,1889,f,high_female,11.115875057564352
uiuo.ark:/13960/t9j39g25s,"Hewlett, J.",Dunster Castle,1846,m,high_male,11.112963271656387
mdp.39015055800117,"Storey, David,",As it happened / | $c: David Storey.,2002,m,,11.110617305897515
mdp.39015078786319,"De Bernières, Louis.",A partisan's daughter / | $c: Louis de Bernières.,2009,m,,11.10941383955229
mdp.39015073645510,"Ní Dhuibhne, Éilís,","Fox, swallow, scarecrow / | $c: Éilís Ní Dhuibhne.",2007,u,high_female,11.1051593263741
nyp.33433034410963,"Maartens, Maarten,",The greater glory;,1894,m,mixed,11.099557186086997
mdp.39015012187459,"Banville, John.",Mefisto / | $c: John Banville.,1986,m,,11.098471185594184
inu.30000110618919,"Ln̜n, &#xd8;ystein.",According to Sofia / | $c: Oystein Ln̜n ; translated from the Norwegian by Barbara J. Haveland.,2009,u,,11.096685420065027
mdp.39015080855136,"Coleridge, Nicholas,",Deadly sins / | $c: Nicholas Coleridge.,2009,m,,11.089949130885508
mdp.39015059551518,"Preston, John,",Kings of the roundhouse / | $c: John Preston.,2004,m,,11.083346767693051
nyp.33433074951579,"Cuthbertson, Catherine.",Rosabella,1817,f,high_female,11.079104808331486
uiuo.ark:/13960/t1fj33h92,"Norris, W. E.",No new thing,1883,f,mixed,11.078286558345642
mdp.39015056907184,"Flusfeder, D. L.,",The gift / | $c: David Flusfeder.,2003,u,mixed,11.076650420912715
mdp.39015008818588,"Sykes, John,",A Japanese family / | $c: by John Sykes.,1957,m,,11.076445937713453
mdp.39015018053168,"pseud. Voinov, Nicholas,","Outlaw, | the autobiography of a Soviet waif, | $c: by Voinov.",1955,m,high_female,11.067503256399997
uiuo.ark:/13960/t1wd4g74n,"Pinkney, Jane Vaughan.",Sir Arthur Bouverie,1850,f,high_female,11.067303036591271
uc1.b4389691,"pseud. Voinov, Nicholas,","Outlaw, | the autobiography of a Soviet waif, | $c: by Voinov.",1955,m,high_female,11.063735627781892
uc1.32106010984638,"Calvino, Italo.",Our ancestors : | three novels / | $c: Italo Calvino ; translated from the Italian by Archibald Colquhoun with a new introduction by the author.,1980,m,high_female,11.062018883516942
uiuo.ark:/13960/t98634x54,"Sedley, Charles,",The barouche driver and his wife,1807,m,,11.056443142241141
uc1.32106017442895,"Stead, C. K. (Christian Karlson),",The death of the body / | $c: C.K. Stead,1991,m,,11.056290338184281
mdp.39015003941732,"Glanville, Brian.","A bad streak, and other stories.",1961,m,,11.048502927853276
uiuo.ark:/13960/t6qz2v669,"Pulleyne,",Out of society,1875,f,high_female,11.045655375552283
uiuo.ark:/13960/t2v41dm1c,"Ainsworth, William Harrison,","Guy Fawkes, or, The gunpowder treason",1841,m,mixed,11.042250410633686
mdp.39015008909536,"Eliot, George,",The works of George Eliot,1878,f,high_female,11.036986166977337
mdp.39015006998861,"Beresford, J. D. (John Davys),","The monkey-puzzle, | $c: by J. D. Beresford.",1925,m,high_female,11.029492863918117
mdp.39015012848910,"Lively, Penelope,","Pack of cards : | stories, 1978-1986 / | $c: Penelope Lively.",1986,f,high_female,11.023567226354448
uc2.ark:/13960/t12n51f68,"Rāmāsvami Rāju, P. V.",Indian fables,1901,u,,11.015642211940957
mdp.39015038028505,"Doyle, Roddy,",The woman who walked into doors / | $c: Roddy Doyle.,1996,m,,11.015507386509675
mdp.39015030765013,"Elckert, Edith,","Early English romances in verse, done into modern English",1908,f,high_male,11.012761036851451
mdp.39015063256229,"Kelly, Vivien.",Dirty work / | $c: Viv Kelly.,1995,f,,11.007760471132148
mdp.39015032846530,"Rix, Jonathan.",Some hope / | $c: Jonathan Rix.,1993,m,mixed,11.003521126760564
uiuo.ark:/13960/t2794t97g,,Stretton of Ringwood Chace,1860,u,high_female,10.997873744409414
uc1.$b63785,"Sitwell, Constance,","White thorn, | $c: by Constance Sitwell.",1932,f,,10.996261271167803
mdp.39015030733979,"Cook, David,","Happy endings, | a novel.",1974,m,,10.994380649890056
uiuo.ark:/13960/t3611mk46,"Owen, Octavius Freire,",Raised to the peerage,1859,f,,10.992634934593822
mdp.39015066598841,"calling himself marquis of Pharnusa. Grosse, Karl,",Horrid mysteries; | a story from the German of the marquis of Grosse by P. Will ...,1927,m,,10.992634934593822
uc1.b4265616,"Sykes, John,",A Japanese family / | $c: by John Sykes.,1957,m,,10.988608475880005
uc1.32106011414221,"Simenon, Georges,",Maigret goes home; | $c: translated [from the French] by Robert Baldick,1967,m,high_male,10.98780353807274
mdp.39015014180809,"Tennant, Emma.",A wedding of cousins / | $c: Emma Tennant.,1988,f,high_female,10.985590567039566
nyp.33433082305784,"Hill, Miranda.","The fairy spinner, and  Out of date or not?",1874,f,high_female,10.980564401010213
uiuo.ark:/13960/t6qz2n71v,,"Harden Hall, or, The three proposals",1847,m,high_female,10.976345974425113
uc2.ark:/13960/t2j67c98g,"Jacques, E. T.",A legal practitioner;,1907,u,high_male,10.97278748703216
uc1.32106005120107,"Conrad, Joseph,","The secret agent, | a simple tale.",1923,m,mixed,10.958804029186949
mdp.39015060001313,"Fallowell, Duncan.",A history of facelifting : | a novel / | $c: by Duncan Fallowell.,2003,m,mixed,10.95830365459427
inu.30000110619701,"Gardner, Frank,",Far horizons : | unusual journeys and strange encounters from a travelling life / | $c: Frank Gardner ; with a foreword by Michael Palin.,2009,m,,10.952731141743987
uiuo.ark:/13960/t2p566m7g,"Smart, Hawley,",Bitter is the rind,1870,m,,10.952702579361457
mdp.39015024982889,"Common, Jack.",Kiddar's luck / | $c: Jack Common.,1990,m,mixed,10.947356897519056
nyp.33433075752414,,Almack's;,1827,u,high_female,10.945709281961472
bc.ark:/13960/t3jw8vz3x,"Scott-James, R. A.",An Englishman in Ireland;,1910,u,,10.939273358767144
inu.30000100579089,"Hennigan, Brian.",The scheme of things / | $c: Brian Hennigan.,2005,m,mixed,10.933940774487471
uc1.$b389455,"Bonneval, Any,",Pauline. | $c: Translated by Alan Sheridan Smith.,1963,u,,10.933210233484779
inu.30000026294847,"Gifford, Barry,",The wild life of Sailor and Lula / | $c: Barry Gifford.,1992,m,mixed,10.931025230793692
uc1.$b119909,"Hershey, Burnet,",You can't go to heaven on a roller skate.,1969,u,mixed,10.930668332292317
mdp.39015049689485,"Wheatle, Alex,",East of acre lane / | $c: Alex Wheatle.,2001,m,mixed,10.927658898094613
uc1.b3123857,"Hudson, Marianne Spencer Stanhope.",Almack's,1826,f,high_female,10.923291187634835
uiuo.ark:/13960/t6nz8pg31,Author of Cynthia.,Lemuel,1883,u,mixed,10.918222513374822
mdp.39015034316854,"Dilke, Caroline,",The sly servant / | $c: [by] Caroline Dilke.,1975,f,high_female,10.918222513374822
uiuo.ark:/13960/t7xk8mq77,"Chorley, Henry Fothergill,",A prodigy,1866,m,,10.916434692429453
uiuo.ark:/13960/t2f76tm8x,"Clarke, Charles.",Lord Falconberg's heir,1868,m,high_male,10.916236081798996
uc2.ark:/13960/t81j9dg0g,"Ressich, John.",Oddly enough,1922,m,high_male,10.91568993982726
uiuo.ark:/13960/t1kh18152,"Yates, Edmund Hodgson,",Running the gauntlet,1865,m,mixed,10.914647456887142
mdp.39015049980827,"Thorpe, Adam,",Shifts / | $c: Adam Thorpe.,2000,m,,10.906314756243866
uc2.ark:/13960/t4mk67860,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,mixed,10.906017395097745
mdp.39015060383323,"Leatherbarrow, Linda.",Essential kit / | $c: Linda Leatherbarrow.,2004,f,high_male,10.903936321011885
mdp.39015063510492,"Boissard, Violet.","The land of afternoon, | $c: by Violet Boissard.",1930,f,high_female,10.900910721541191
