docid,htid,author,firstname,inferreddate,birthdate,authgender,enumcron,title
mdp.39015032539309,mdp.39015032539309,"(André Philippus), Brink, André P.",Brink André P,1993,1953.0,u,,"On the contrary : | being the life of a famous rebel, soldier, traveller, explorer, reader, builder, scribe, latinist, lover and liar / | $c: André Brink."
mdp.39015066051494,mdp.39015066051494,"(Antonia Susan), Byatt, A. S.",Byatt A. S,1990,1950.0,u,,Possession : | a romance / | $c: A.S. Byatt.
mdp.39015041058465,mdp.39015041058465,"(Arthur Charles), Clarke, Arthur C.",Clarke Arthur C,1997,1917.0,m,,3001: | the final odyssey / | $c: Arthur C. Clarke.
mdp.39015029184838,mdp.39015029184838,"(Audrey Lillian), Barker, A. L.",Barker A. L,1992,1952.0,u,,Zeph / | $c: A.L. Barker.
mdp.39015063006624,mdp.39015063006624,"(Audrey Lillian), Barker, A. L.",Barker A. L,1950,1910.0,u,,Apology for a hero.
mdp.39015019487167,mdp.39015019487167,"(Audrey Lillian), Barker, A. L.",Barker A. L,1991,1951.0,u,,Any excuse for a party / | $c: A.L. Barker.
mdp.39015022371531,mdp.39015022371531,"(Benjamin Letholoa), Leshoai, B. L.",Leshoai B. L,1968,1928.0,u,,"Masilo's adventures, | and other stories | $c: [by] B. L. Leshoai."
mdp.39015068635559,mdp.39015068635559,"(Cecil Ernest Lucas), Phillips, C. E. Lucas",Phillips C. E. Lucas,1960,1897.0,m,,The Spanish pimpernel.
mdp.39015063025392,mdp.39015063025392,"(Charles Edward), Montague, C. E.",Montague C. E,1926,1867.0,u,,"Rough justice; | a novel,"
inu.32000002740027,inu.32000002740027,"(Charles Grimshaw), Campbell, C. G.",Campbell C. G,1952,1912.0,m,,"From town and tribe, | $c: translated & set down by C. G. Campbell."
mdp.39015010466368,mdp.39015010466368,"(Charles Percy), Snow, C. P.",Snow C. P,1949,1905.0,f,,"Time of hope, | a novel."
mdp.39015008843693,mdp.39015008843693,"(Charles Percy), Snow, C. P.",Snow C. P,1956,1905.0,f,,Homecomings.
mdp.39015010838269,mdp.39015010838269,"(Charles Percy), Snow, C. P.",Snow C. P,1974,1905.0,f,,In their wisdom / | $c: C. P. Snow.
mdp.39015046831205,mdp.39015046831205,"(Charles Percy), Snow, C. P.",Snow C. P,1959,1905.0,f,,Death under sail.
mdp.39015008821582,mdp.39015008821582,"(Charles Percy), Snow, C. P.",Snow C. P,1953,1905.0,f,,Strangers and brothers.
mdp.39015010860461,mdp.39015010860461,"(Charles Percy), Snow, C. P.",Snow C. P,1951,1905.0,f,,The masters.
mdp.39015029505735,mdp.39015029505735,"(Charles Percy), Snow, C. P.",Snow C. P,1968,1905.0,f,,The sleep of reason | $c: [by] C. P. Snow.
mdp.39015025198402,mdp.39015025198402,"(Christian Karlson), Stead, C. K.",Stead C. K,1991,1951.0,u,,Sister Hollywood / | $c: C.K. Stead.
mdp.39015022221298,mdp.39015022221298,"(Clive Staples), Lewis, C. S.",Lewis C. S,1944,1898.0,m,,"The pilgrim's regress, | an allegorical apology for Christianity, reason and romanticism, | $c: by C. S. Lewis ..."
mdp.39015062980498,mdp.39015062980498,"(Clive Staples), Lewis, C. S.",Lewis C. S,1942,1898.0,m,,Broadcast talks : | reprinted with some alterations from two series of Broadcast Talks (Right and Wrong : a clue to the Meaning of the Universe and what Christians believe) given in 1941 and 1942.
mdp.39015046868231,mdp.39015046868231,"(Clive Staples), Lewis, C. S.",Lewis C. S,1962,1898.0,m,,"Prince Caspian, the return to Narnia. | $c: Illus. by Pauline Baynes."
mdp.39015020080571,mdp.39015020080571,"(Colin Metcalfe), Enriquez, C. M.",Enriquez C. M,1939,1899.0,u,,Khyberie in Burma : | the adventures of a mountain pony / | $c: by C. M. Enriquez ; with twenty-two illustrations by K. F. Barker.
mdp.39015030783222,mdp.39015030783222,"(Colwyn Edward), Vulliamy, C. E.",Vulliamy C. E,1955,1886.0,u,,"Don among the dead men, | a satirical thriller."
mdp.39015008402094,mdp.39015008402094,"(Colwyn Edward), Vulliamy, C. E.",Vulliamy C. E,1945,1886.0,u,,Edwin & Eleanor : | family documents: 1854-56.
mdp.39015024030150,mdp.39015024030150,"(Cyril Lionel Robert), James, C. L. R.",James C. L. R,1971,1901.0,m,,Minty Alley / | $c: by C.L.R. James ; with an introduction by Kenneth Ramchand.
inu.39000004569351,inu.39000004569351,"(David Herbert), Lawrence, D. H.",Lawrence D. H,1930,1885.0,m,,"Love among the haystacks | & other pieces | $c: by D. H. Lawrence, with a reminiscence by David Garnett."
inu.39000005792002,inu.39000005792002,"(Donald Alexander), Mackenzie, Donald A.",Mackenzie Donald A,1931,1873.0,m,,Tales from the moors and the mountains / | $c: by Donald A. Mackenzie.
mdp.39015021317550,mdp.39015021317550,"(Edith Martha), Almedingen, E. M.",Almedingen E. M,1942,1898.0,u,,Tomorrow will come
mdp.39015017691257,mdp.39015017691257,"(Edward Evan), Evans-Pritchard, E. E.",Evans-Pritchard E. E,1967,1902.0,u,,"The Zande trickster, | $c: edited by E. E. Evans-Pritchard."
mdp.39015024648571,mdp.39015024648571,"(Edward Harold) Visiak, E. H.",E. H,1963,1923.0,u,,"Medusa, | a story of mystery, and exstasy, & strange horror."
mdp.39015068634875,mdp.39015068634875,"(Feliks I͡Akovlevich), Kon, F. I͡A.",Kon F. I͡A,1930,1864.0,u,,"Escape from the gallows, | $c: by Felix Kohn."
mdp.39015063697877,mdp.39015063697877,"(Felix Alan), Walbank, F. Alan",Walbank F. Alan,1949,1909.0,m,,"England, yesterday & to-day, in the works of the novelists, 1837 to 1938."
uc1.31822029821618,uc1.31822029821618,"(Francis Downes), Ommanney, F. D.",Ommanney F. D,1938,1898.0,u,,"South latitude, | $c: by F. D. Ommanney; with 16 illustrations"
mdp.39015062194017,mdp.39015062194017,"(Francis Downes), Ommanney, F. D.",Ommanney F. D,1938,1898.0,u,,"Below the roaring forties; | an Antarctic journal, | $c: by F. D. Ommanney; with 16 illustrations."
mdp.39015058387252,mdp.39015058387252,"(Francis William), Bain, F. W.",Bain F. W,1923,1863.0,u,,A heifer of the dawn.
uc1.$b278645,uc1.$b278645,"(Frederick Charles), Green, F. C.",Green F. C,1933,1891.0,m,,"French short stories of the nineteenth and twentieth centuries, | $c: selected, with an introd. by F.C. Green."
mdp.39015008510227,mdp.39015008510227,"(George Bagshawe), Harrison, G. B.",Harrison G. B,1945,1894.0,m,,"More new tales from Shakespeare, | $c: told by G. B. Harrison ... Illustrated by C. Walter Hodges."
mdp.49015001034512,mdp.49015001034512,"(Gilbert Keith), Chesterton, G. K.",Chesterton G. K,1928,1874.0,u,,"The sword of wood, | a story | $c: by G.K. Chesterton."
13218,uc1.b3290867,"(Goodwin, William)",,1830,,m,v. 2,Cloudesley
13218,uc1.b3290866,"(Goodwin, William)",,1830,,m,v. 1,Cloudesley
13218,uc1.b3290868,"(Goodwin, William)",,1830,,m,v. 3,Cloudesley
mdp.39015059706104,mdp.39015059706104,"(Gopal Das), Khosla, G. D.",Khosla G. D,1966,1926.0,u,,Grim fairy tales and other facts and fancies / | $c: G.D. Khosla.
mdp.39015008775283,mdp.39015008775283,"(Hans Christian), Branner, H. C.",Branner H. C,1951,1903.0,u,,"The riding master, | a novel;"
mdp.39015004687557,mdp.39015004687557,"(Hans Christian), Branner, H. C.",Branner H. C,1958,1903.0,u,,No man knows the night; | a novel. | $c: Translated from the Danish by A.I. Roughton.
uc1.b4584501,uc1.b4584501,"(Harold Alfred), Manhood, H. A.",Manhood H. A,1931,1891.0,u,,"Little Peter the Great, / | $c: by H.A. Manhood, with a frontispiece by Rowland Hilder and a foreword by Henry Williamson ..."
mdp.39015030716776,mdp.39015030716776,"(Henry Major), Tomlinson, H. M.",Tomlinson H. M,1928,1873.0,m,,London river.
mdp.39015030716842,mdp.39015030716842,"(Henry Major), Tomlinson, H. M.",Tomlinson H. M,1918,1873.0,m,,"Old junk,"
uc1.$b245247,uc1.$b245247,"(Henry Major), Tomlinson, H. M.",Tomlinson H. M,1930,1873.0,m,,All our yesterdays /
mdp.39015012084607,mdp.39015012084607,"(Henry Major), Tomlinson, H. M.",Tomlinson H. M,1933,1873.0,m,,The snows of Helicon.
mdp.39015050998288,mdp.39015050998288,"(Henry Major), Tomlinson, H. M.",Tomlinson H. M,1937,1873.0,m,,All hands.
uc1.b3346191,uc1.b3346191,"(Herbert Ernest), Bates, H. E.",Bates H. E,1932,1905.0,u,,"The story without an end ; | and, The country doctor / | $c: by H.E. Bates."
mdp.39015065992979,mdp.39015065992979,"(Herbert Ernest), Bates, H. E.",Bates H. E,1951,1905.0,u,,Thirty-one selected tales.
uc1.32106005854119,uc1.32106005854119,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.10,The works of H. G. Wells.
mdp.39015063009057,mdp.39015063009057,"(Herbert George), Wells, H. G.",Wells H. G,1926,1866.0,m,,Kipps; | the story of a simple soul.
mdp.39015054151462,mdp.39015054151462,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.13,The works of H. G. Wells.
uc1.32106005849879,uc1.32106005849879,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.1,The works of H. G. Wells.
mdp.39015054151553,mdp.39015054151553,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.22,The works of H. G. Wells.
mdp.39015046359942,mdp.39015046359942,"(Herbert George), Wells, H. G.",Wells H. G,1927,1866.0,m,,The short stories of H. G. Wells.
uc1.32106005852287,uc1.32106005852287,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.6,The works of H. G. Wells.
uc1.32106019365052,uc1.32106019365052,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.7,The works of H. G. Wells.
mdp.39015030719622,mdp.39015030719622,"(Herbert George), Wells, H. G.",Wells H. G,1927,1866.0,m,,"The Plattner story, and others ..."
mdp.39015054151520,mdp.39015054151520,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.19,The works of H. G. Wells.
uc1.32106019365136,uc1.32106019365136,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.22,The works of H. G. Wells.
mdp.39015054151579,mdp.39015054151579,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.24,The works of H. G. Wells.
uc1.32106005506826,uc1.32106005506826,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.25,The works of H. G. Wells.
uc1.32106019365060,uc1.32106019365060,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.8,The works of H. G. Wells.
uc1.32106019365086,uc1.32106019365086,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.12,The works of H. G. Wells.
mdp.39015054151413,mdp.39015054151413,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.8,The works of H. G. Wells.
mdp.39015054151561,mdp.39015054151561,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.23,The works of H. G. Wells.
mdp.39015054151512,mdp.39015054151512,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.18,The works of H. G. Wells.
uc1.32106019365144,uc1.32106019365144,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.23,The works of H. G. Wells.
uc1.32106009967594,uc1.32106009967594,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.2,The works of H. G. Wells.
mdp.39015054151355,mdp.39015054151355,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.2,The works of H. G. Wells.
mdp.39015054159937,mdp.39015054159937,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.1,The works of H. G. Wells.
uc1.32106019365094,uc1.32106019365094,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.13,The works of H. G. Wells.
mdp.39015018653595,mdp.39015018653595,"(Herbert George), Wells, H. G.",Wells H. G,1925,1866.0,m,,"Tono-Bungay, | $c: by H.G. Wells."
uc1.32106005850737,uc1.32106005850737,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.3,The works of H. G. Wells.
uc1.32106015660035,uc1.32106015660035,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.15,The works of H. G. Wells.
mdp.39015054159945,mdp.39015054159945,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.25,The works of H. G. Wells.
mdp.39015008568647,mdp.39015008568647,"(Herbert George), Wells, H. G.",Wells H. G,1939,1866.0,m,,The holy terror.
uc1.b4083133,uc1.b4083133,"(Herbert George), Wells, H. G.",Wells H. G,1940,1866.0,m,,All aboard for Ararat | $c: [by] H.G. Wells.
mdp.39015054151454,mdp.39015054151454,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.12,The works of H. G. Wells.
mdp.39015054151389,mdp.39015054151389,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.5,The works of H. G. Wells.
uc1.32106019365151,uc1.32106019365151,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.24,The works of H. G. Wells.
mdp.39015008910344,mdp.39015008910344,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,,"The invisible man. | a grotesque romance, | $c: by H. G. Wells ..."
uc1.b3759962,uc1.b3759962,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,,"The dream, | a novel."
mdp.39015054151488,mdp.39015054151488,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.15,The works of H. G. Wells.
mdp.39015054151496,mdp.39015054151496,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.16,The works of H. G. Wells.
mdp.39015053239581,mdp.39015053239581,"(Herbert George), Wells, H. G.",Wells H. G,1941,1866.0,m,,You can't be too careful : | a sample of life 1901-1951.
mdp.39015054151504,mdp.39015054151504,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.17,The works of H. G. Wells.
mdp.39015028687088,mdp.39015028687088,"(Herbert George), Wells, H. G.",Wells H. G,1926,1866.0,m,,The stolen bacillus and other incidents ...
mdp.39015054151363,mdp.39015054151363,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.3,The works of H. G. Wells.
uc1.32106019365110,uc1.32106019365110,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.16,The works of H. G. Wells.
mdp.39015054151397,mdp.39015054151397,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.6,The works of H. G. Wells.
mdp.39015054151405,mdp.39015054151405,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.7,The works of H. G. Wells.
mdp.39015010480427,mdp.39015010480427,"(Hilda Doolittle), H. D.",H. D,1928,1886.0,f,,Hedylus.
mdp.39015030402948,mdp.39015030402948,"(Ivan), Nazhivin, Iv.",Nazhivin Iv,1931,1874.0,u,,The dogs | $c: by Ivan Nazhivin; translated from the Russian.
uc1.b4096972,uc1.b4096972,"(Ivy), Compton-Burnett, I.",Compton-Burnett I,1951,1884.0,u,,Darkness and day / | $c: by I. Compton-Burnett.
mdp.39015024822465,mdp.39015024822465,"(Izrailʹ) Metter, I.",I,1991,1951.0,u,,The fifth corner of the room / | $c: Israel Metter ; translated from the Russian by Michael Duncan.
uc1.b4386261,uc1.b4386261,"(James Patrick), Donleavy, J. P.",Donleavy J. P,1990,1950.0,u,,"That Darcy, that dancer, that gentleman / | $c: J.P. Donleavy."
mdp.39015013259653,mdp.39015013259653,"(Jean-Marie Gustave), Le Clézio, J.-M. G.",Le Clézio J.-M. G,1967,1927.0,m,,"The flood, | $c: by J. M. G. Le Clézio; translated from the French by Peter Green."
mdp.39015008289681,mdp.39015008289681,"(Jean-Marie Gustave), Le Clézio, J.-M. G.",Le Clézio J.-M. G,1967,1927.0,m,,"The flood, | $c: by J. M. G. Le Clézio; translated from the French by Peter Green."
mdp.39015066049530,mdp.39015066049530,"(Jerome David), Salinger, J. D.",Salinger J. D,1951,1919.0,u,,The catcher in the rye / | $c: J. D. Salinger.
mdp.39015002759036,mdp.39015002759036,"(Jerome David), Salinger, J. D.",Salinger J. D,1953,1919.0,u,,"For Esmé-- | with love and squalor, and other stories."
mdp.39015025303614,mdp.39015025303614,"(Jerry M.) O'Neill, J. M.",J. M,1992,1952.0,u,,Commissar Connell / | $c: J.M. O'Neill.
mdp.39015005394468,mdp.39015005394468,"(Jiddu), Krishnamurti, J.",Krishnamurti J,1970,1895.0,u,,"The only revolution, | $c: by J. Krishnamurti; edited by Mary Lutyens."
uc1.$b233472,uc1.$b233472,"(John Boynton), Priestley, J. B.",Priestley J. B,1961,1894.0,m,,"The thirty-first of June; | a tale of true love, enterprise, and progress, in the Arthurian and ad-atomic ages."
mdp.39015002712217,mdp.39015002712217,"(John Boynton), Priestley, J. B.",Priestley J. B,1954,1894.0,m,,Low notes on a high level; | a frolic.
uc1.b4089314,uc1.b4089314,"(John Boynton), Priestley, J. B.",Priestley J. B,1940,1894.0,m,,Let the people sing / | $c: J. B. Priestley.
uc1.$b104153,uc1.$b104153,"(John Boynton), Priestley, J. B.",Priestley J. B,1927,1894.0,m,,Benighted.
mdp.39015002711979,mdp.39015002711979,"(John Boynton), Priestley, J. B.",Priestley J. B,1968,1894.0,m,v.2,"The image men, | $c: by J. B. Priestley."
mdp.39015002712134,mdp.39015002712134,"(John Boynton), Priestley, J. B.",Priestley J. B,1968,1894.0,m,v.2,"The image men, | $c: by J. B. Priestley."
mdp.39015002712043,mdp.39015002712043,"(John Boynton), Priestley, J. B.",Priestley J. B,1964,1894.0,m,,Sir Michael and Sir George : | a tale of COMSA and DISCUS and the new Elizabethans.
mdp.39015002712076,mdp.39015002712076,"(John Boynton), Priestley, J. B.",Priestley J. B,1932,1894.0,m,,Self-selected essays.
mdp.39015063080595,mdp.39015063080595,"(John Desmond), Bernal, J. D.",Bernal J. D,1949,1909.0,u,,"Science for peace and socialism,"
mdp.39015002704842,mdp.39015002704842,"(John Dick), Scott, J. D.",Scott J. D,1952,1912.0,m,,"The way to glory : | or, The last night of the holidays, a love story / | $c: J. D. Scott."
uc1.b4450236,uc1.b4450236,"(John Edward), Williams, John",Williams John,1973,1922.0,m,,"Stoner, | a novel | $c: [by] John Williams."
mdp.39015003203067,mdp.39015003203067,"(John Henry Charles) Colson, John H. C.",John H. C,1969,1929.0,m,,"Progressive exercise therapy in rehabilitation and physical education, | $c: by John H. C. Colson; with a foreword by J. M. P. Clark."
mdp.39015014582327,mdp.39015014582327,"(John Innes Mackintosh), Stewart, J. I. M.",Stewart J. I. M,1966,1906.0,m,,An acre of grass; | $c: a novel [by] J. I. M. Stewart.
mdp.39015014854155,mdp.39015014854155,"(John Lighton), Synge, J. L.",Synge J. L,1957,1897.0,u,,Kandelman's Krim : | a realistic fantasy / | $c: by J.L. Synge.
mdp.39015004993005,mdp.39015004993005,"(John Michael), Cohen, J. M.",Cohen J. M,1967,1903.0,u,,"Writers in the new Cuba: | an anthology / | $c: edited by J. M. Cohen, [translated by J. M. Cohen and others]."
mdp.39015065629886,mdp.39015065629886,"(John Michael), Cohen, J. M.",Cohen J. M,1967,1903.0,u,,Latin American writing today; | $c: edited by J. M. Cohen.
mdp.39015005607919,mdp.39015005607919,"(John Ronald Reuel), Tolkien, J. R. R.",Tolkien J. R. R,1954,1892.0,m,,The lord of the rings.
mdp.39015005607976,mdp.39015005607976,"(John Ronald Reuel), Tolkien, J. R. R.",Tolkien J. R. R,1966,1892.0,m,pt.3,"The lord of the rings, | $c: by J. R. R. Tolkien."
mdp.39015054025773,mdp.39015054025773,"(John Ronald Reuel), Tolkien, J. R. R.",Tolkien J. R. R,1954,1892.0,m,pt.2,The lord of the rings.
mdp.39015027243370,mdp.39015027243370,"(John Ronald Reuel), Tolkien, J. R. R.",Tolkien J. R. R,1966,1892.0,m,pt.1,"The lord of the rings, | $c: by J. R. R. Tolkien."
mdp.39015054055697,mdp.39015054055697,"(John Ronald Reuel), Tolkien, J. R. R.",Tolkien J. R. R,1966,1892.0,m,pt.1,"The lord of the rings, | $c: by J. R. R. Tolkien."
mdp.39015007061131,mdp.39015007061131,"(John Ronald Reuel), Tolkien, J. R. R.",Tolkien J. R. R,1966,1892.0,m,pt.3,"The lord of the rings, | $c: by J. R. R. Tolkien."
mdp.39015003763490,mdp.39015003763490,"(John Ronald Reuel), Tolkien, J. R. R.",Tolkien J. R. R,1966,1892.0,m,pt.2,"The lord of the rings, | $c: by J. R. R. Tolkien."
uc1.31822013422639,uc1.31822013422639,"(Leonard Harrison) Matthews, L. Harrison",L. Harrison,1951,1911.0,m,,Wandering albatross; | adventures among the albatrosses and petrels in the Southern Ocean. | $c: Illustrated by the author
mdp.39015030151123,mdp.39015030151123,"(Margaret Louisa), Woods, Margaret L.",Woods Margaret L,1923,1883.0,f,,A poet's youth.
mdp.39015018850514,mdp.39015018850514,"(Maurice S), Power, M. S.",Power M. S,1990,1950.0,u,,Crucible of fools / | $c: M.S. Power.
uc1.b2838975,uc1.b2838975,"(Novelist) Murray, James",James,1932,1892.0,m,,Coloured. A glimpse of a quadroon girl.
mdp.39015050056350,mdp.39015050056350,"(Paul C.) Buckland, P. C.",P. C,1959,1919.0,u,,Chorus of witches / | $c: Paul Buckland.
uc1.b4402129,uc1.b4402129,"(Pavel Petrovich), Bazhov, P. P.",Bazhov P. P,1944,1879.0,u,,"The malachite casket; | tales from the Urals, | $c: by Pavel Bazhov,translated by Alan Moray Williams"
mdp.39015005650323,mdp.39015005650323,"(Pelham Grenville), Wodehouse, P. G.",Wodehouse P. G,1924,1881.0,m,,"The girl on the boat, | $c: by P. G. Wodehouse."
mdp.39015005141190,mdp.39015005141190,"(Pelham Grenville), Wodehouse, P. G.",Wodehouse P. G,1947,1881.0,m,,Full moon.
mdp.39015000523301,mdp.39015000523301,"(Pelham Grenville), Wodehouse, P. G.",Wodehouse P. G,1935,1881.0,m,,"Jill the reckless,"
inu.30000011907551,inu.30000011907551,"(Pelham Grenville), Wodehouse, P. G.",Wodehouse P. G,1946,1881.0,m,,Money in the bank : | [a novel] / | $c: by P. G. Wodehouse.
mdp.39015019865933,mdp.39015019865933,"(Percy Howard), Newby, P. H.",Newby P. H,1991,1951.0,u,,Coming in with the tide / | $c: P.H. Newby.
uc1.$b244085,uc1.$b244085,"(Percy Howard), Newby, P. H.",Newby P. H,1947,1907.0,u,,"Agents and witnesses, | a novel."
mdp.39015030709805,mdp.39015030709805,"(Percy Howard), Newby, P. H.",Newby P. H,1949,1909.0,u,,The snow pasture / | $c: by P.H. Newby.
uc1.$b39839,uc1.$b39839,"(Petr), Nikiforov, P.",Nikiforov P,1931,1891.0,u,,"The strike of the dredging fleet, 1905 / | $c: by Peter Nikiforov."
uc1.$b302077,uc1.$b302077,"(Ralph Hale), Mottram, R. H.",Mottram R. H,1930,1890.0,u,,"The New providence, | $c: by R. H. Mottram."
uc1.b4938185,uc1.b4938185,"(Ray Coryton), Hutchinson, R. C.",Hutchinson R. C,1983,1907.0,u,,The unforgotten prisoner / | $c: R. C. Hutchinson.
uc1.32106000768884,uc1.32106000768884,"(Robert Sutherland), Rattray, R. S.",Rattray R. S,1930,1881.0,u,,"Akan-Ashanti folk-tales,"
mdp.39015016440045,mdp.39015016440045,"(Solomon Alexander Amu), Djoleto, S. A. Amu",Djoleto S. A. Amu,1967,1927.0,u,,The strange man.
mdp.39015066649768,mdp.39015066649768,"(Solomon Alexander Amu), Djoleto, S. A. Amu",Djoleto S. A. Amu,1975,1935.0,u,,Money galore / | $c: Amu Djoleto.
mdp.39015002741448,mdp.39015002741448,"(Sydney Castle), Roberts, S. C.",Roberts S. C,1941,1887.0,u,,Zuleika in Cambridge / | $c: by S. C. Roberts.
mdp.39015030857836,mdp.39015030857836,"(Terence Hanbury), White, T. H.",White T. H,1969,1906.0,m,,They winter abroad | $c: [by] T. H. White.
mdp.39015009241129,mdp.39015009241129,"(Terence Hanbury), White, T. H.",White T. H,1951,1906.0,m,,The goshawk.
mdp.39015042022882,mdp.39015042022882,"(Terence Hanbury), White, T. H.",White T. H,1947,1906.0,m,,Mistress Masham's repose.
uc1.$b435146,uc1.$b435146,"(Vasiliĭ S.), I͡Anovskiĭ, V. S.",I͡Anovskiĭ V. S,1967,1906.0,u,,"No man's time : | a novel / | $c: by V.S. Yanovsky; translated from the Russian by Isabella Levitin and Roger Nyle Parris, with a foreword by W.H. Auden."
mdp.39015035763963,mdp.39015035763963,"(Vasiliĭ), Ilʹenkov, V.",Ilʹenkov V,1933,1897.0,u,,Driving axle; | a novel of socialist construction.
uc1.b4411114,uc1.b4411114,"(Veniamin), Kaverin, V.",Kaverin V,1955,1902.0,u,,Open book / | $c: by Venyamin Kaverin ; [English translation by Brian Pearce].
mdp.39015000606601,mdp.39015000606601,"(Victor Sawdon), Pritchett, V. S.",Pritchett V. S,1937,1900.0,u,,Dead man leading;
mdp.39015002149014,mdp.39015002149014,"(Victor Sawdon), Pritchett, V. S.",Pritchett V. S,1961,1900.0,u,,When my girl comes home.
uc1.$b245317,uc1.$b245317,"(Victor Sawdon), Pritchett, V. S.",Pritchett V. S,1930,1900.0,u,,"The Spanish virgin, and other stories,"
mdp.39015000606619,mdp.39015000606619,"(Victor Sawdon), Pritchett, V. S.",Pritchett V. S,1935,1900.0,u,,"Nothing like leather,"
