docid,htid,author,firstname,inferreddate,birthdate,authgender,enumcron,title
mdp.39015002164625,mdp.39015002164625,"Billington, Rachel.",Rachel,1973,1933.0,f,,Cock Robin; or A fight for male survival.
mdp.39015019555542,mdp.39015019555542,"Birtha, Becky,",Becky,1988,1948.0,f,,Lovers' choice.
uc1.32106014873316,uc1.32106014873316,"Blackburn, Julia",Julia,1999,1959.0,f,,The leper's companions / | $c: Julia Blackburn
uc1.$b120267,uc1.$b120267,"Blake, Katherine.",Katherine,1969,1929.0,f,,Are you trying to annoy me? | $c: [by] Katherine Blake.
mdp.39015063541489,mdp.39015063541489,"Boddingon, Harry.",Harry,1937,1897.0,m,,"Outline of an address delivered to the ""Link Association of Spirit Circles"" Wortley Hall, Finsbury Park, | preliminary to the public demonstration o[f] kilnascrene, November 28th, 1936. The development of clairvoyance and the scientific formation of circles."
uc1.$b56322,uc1.$b56322,"Booth, Edward Charles.",Edward Charles,1924,1884.0,m,,Miss Parkworth and three short stories.
mdp.39015073927488,mdp.39015073927488,"Borchard, Ruth.",Ruth,2008,1968.0,f,,We are strangers here : | an 'enemy alien' in Prison in 1940 / | $c: Ruth Borchard ; introduction by Charmian Brinson.
uc1.$b299663,uc1.$b299663,"Borden, Mary.",Mary,1923,1883.0,f,,Jane-- our stranger : | a novel / | $c: by Mary Borden.
uc1.$b311801,uc1.$b311801,"Bosco, Henri,",Henri,1946,1888.0,m,,The farm Théotime;
uc1.$b322787,uc1.$b322787,"Bowles, Jane Auer,",Jane Auer,1966,1917.0,f,,"Plain pleasures, | $c: by Jane Bowles."
mdp.39015030846748,mdp.39015030846748,"Boyle, Kay,",Kay,1932,1902.0,f,,"Wedding day, | and other stories, | $c: by Kay Boyle."
mdp.39015051353905,mdp.39015051353905,"Bracewell, Michael,",Michael,1988,1948.0,m,,The Crypto-Amnesia Club / | $c: Michael Bracewell.
mdp.39015069171539,mdp.39015069171539,"Brazil, Angela,",Angela,1926,1869.0,f,,Queen of the dormitory : | and other stories / | $c: by Angela Brazil.
816,uc2.ark:/13960/t3028rk3h,"Bremer, Fredrika,",,1844,,f,v.1,The H--- family
wu.89099916504,wu.89099916504,"Bretherton, Ralph Harold.",Ralph Harold,1903,,m,,The child mind
mdp.39015016935176,mdp.39015016935176,"Brett, Simon.",Simon,1989,1949.0,m,,The Booker book / | $c: by Simon Brett.
mdp.39015082722334,mdp.39015082722334,"Briggs, James.",James,2008,1968.0,m,,The baby / | $c: James Briggs.
12131,njp.32101067630457,"Bristow, Amelia,",,1830,,f,v.2,Emma de Lissau
12131,njp.32101067630465,"Bristow, Amelia,",,1830,,f,v.1,Emma de Lissau
mdp.39015012848902,mdp.39015012848902,"Brookner, Anita.",Anita,1987,1947.0,f,,A friend from England / | $c: Anita Brookner.
mdp.39015046480664,mdp.39015046480664,"Brookner, Anita.",Anita,1998,1958.0,f,,Falling slowly / | $c: Anita Brookner.
mdp.39015024893383,mdp.39015024893383,"Brookner, Anita.",Anita,1991,1951.0,f,,A closed eye / | $c: Anita Brookner.
mdp.39015051356536,mdp.39015051356536,"Brophy, Brigid,",Brigid,1987,1929.0,f,,The finishing touch / | $c: Brigid Brophy.
12782,mdp.39015063543790,"Broughton, Rhoda,",,1895,,f,,Scylla or Charybdis?
2458,uc1.b3579138,"Broughton, Rhoda,",,1899,,f,,The game and the candle
inu.30000110565557,inu.30000110565557,"Broughton, Sarah.",Sarah,2008,1968.0,f,,Other useful numbers / | $c: Sarah Broughton.
wu.89095872966,wu.89095872966,"Brown, Beatrice Curtis.",Beatrice Curtis,1929,1889.0,f,,"Anne Stuart, queen of England, | $c: by Beatrice Curtis Brown ..."
9437,njp.32101067631331,"Brown, Oliver Madox,",,1875,,m,,Gabriel Denver
13730,hvd.hxkel8,"Brunton, Mary,",,1811,,f,v.2,Self-control
13730,njp.32101007066069,"Brunton, Mary,",,1811,,f,v.3,Self-control
13730,hvd.hxkelx,"Brunton, Mary,",,1811,,f,v.1,Self-control
mdp.39015037403378,mdp.39015037403378,"Bryher,",Bryher,1925,1894.0,u,,West.
10986,hvd.hn5cy1,"Budden, Maria Elizabeth,",,1837,,f,,Always happy
561,uc2.ark:/13960/t7br8ph3w,"Bunbury, Selina,",,1849,,f,v.1,"Evelyn, or, A journey from Stockholm to Rome in 1847-48"
inu.32000002913129,inu.32000002913129,"Bunin, Ivan Alekseevich,",Ivan Alekseevich,1949,1870.0,m,,"Dark avenues, and other stories / | $c: by Ivan Bunin ; translated from the Russian by Richard Hare."
mdp.39015022219094,mdp.39015022219094,"Burford, Barbara.",Barbara,1986,1946.0,f,,The threshing floor.
mdp.39015030853009,mdp.39015030853009,"Burke, Thomas,",Thomas,1929,1886.0,m,,The flower of life.
wu.89098013931,wu.89098013931,"Burnett, Frances Hodgson,",Frances Hodgson,1907,,f,,The troubles of Queen Silver-bell
mdp.39015069360165,mdp.39015069360165,"Burnside, John,",John,2007,1967.0,m,,The devil's footprints / | $c: John Burnside.
mdp.39015040573613,mdp.39015040573613,"Burnside, John,",John,1997,1957.0,m,,The dumb house : | a chamber novel / | $c: John Burnside
mdp.39015049208641,mdp.39015049208641,"Busi, Aldo,",Aldo,1988,1948.0,m,,Seminar on youth / | $c: Aldo Busi ; translated from the Italian by Stuart Hood.
mdp.39015039920700,mdp.39015039920700,"Butlin, Ron,",Ron,1997,1957.0,m,,Night visits / | $c: Ron Butlin.
uc1.b3750429,uc1.b3750429,"Butor, Michel.",Michel,1958,1918.0,m,,Second thoughts. | $c: Translated from the French by Jean Stewart.
mdp.39015055105798,mdp.39015055105798,"Béalu, Marcel.",Marcel,1997,1957.0,m,,The experience of the night / | $c: Marcel Béalu ; translated from the French by Christine Donougher.
14189,uiuo.ark:/13960/t5n87hv4t,"Carey, Rosa Nouchette,",,1885,,f,v.3,For Lilias
14189,uiuo.ark:/13960/t35148n6r,"Carey, Rosa Nouchette,",,1885,,f,v.2,For Lilias
14189,uiuo.ark:/13960/t02z1h864,"Carey, Rosa Nouchette,",,1885,,f,v.1,For Lilias
3792,mdp.39015073316765,"Carlyle, Thomas,",,1885,,m,v.11,[Works]
mdp.39015026244684,mdp.39015026244684,"Carmichael, Amy,",Amy,1909,,f,,Lotus buds
mdp.39015001718371,mdp.39015001718371,"Carter, Angela,",Angela,1982,1940.0,f,,The passion of new Eve / | $c: Angela Carter.
mdp.39015050631657,mdp.39015050631657,"Cassola, Carlo,",Carlo,1975,1935.0,m,,Portrait of Helena / | $c: by Carlo Cassola ; translated by Sebastian Roberts.
mdp.39015004971951,mdp.39015004971951,"Castellaneta, Carlo,",Carlo,1971,1931.0,m,,This gentle companion | $c: [translated by Sebastian Roberts].
mdp.39015037233973,mdp.39015037233973,"Chan-Toon, Mabel Mary Agnes Cosgrove,",Mabel Mary Agnes Cosgrove,1905,,f,,A marriage in Burmah;
2462,uiuo.ark:/13960/t9474p035,"Charlton, Mary.",,1805,,f,v.1,The homicide
mdp.39015008829668,mdp.39015008829668,"Chekhov, Anton Pavlovich,",Anton Pavlovich,1926,1860.0,m,,The grasshopper : | and other stories / | $c: by Anton Chekhov ; translated with an introd. by A. E. Chamot.
14719,njp.32101068166154,"Chetwynd, Henry Wayland,",,1886,,f,v.3,Sara
14719,njp.32101068166162,"Chetwynd, Henry Wayland,",,1886,,f,v.2,Sara
14719,njp.32101068166170,"Chetwynd, Henry Wayland,",,1886,,f,v.1,Sara
mdp.39015038166156,mdp.39015038166156,"Chukovskai͡a, Lidii͡a Korneevna.",Lidii͡a Korneevna,1967,1927.0,u,,The deserted house / | $c: Lydia Chukovskaya ; translated from the Russian by Aline B. Werth.
mdp.39015046878107,mdp.39015046878107,"Clark, Candida.",Candida,1998,1958.0,f,,The last look / | $c: Candida Clark.
uc1.$b119580,uc1.$b119580,"Clarke, Austin,",Austin,1967,1927.0,m,,The meeting point; | a novel | $c: by Austin Clarke.
uc2.ark+=13960=t7mp52w7z,uc2.ark:/13960/t7mp52w7z,"Clarke, Violet,",Violet,1909,,f,,Leaves
mdp.39015038579432,mdp.39015038579432,"Clausen, Jan,",Jan,1985,1945.0,u,,"Sinking, stealing / | $c: Jan Clausen."
uc1.32106016492172,uc1.32106016492172,"Clement, Jennifer",Jennifer,2001,1961.0,f,,A true story based on lies / | $c: Jennifer Clement
mdp.39015059704976,mdp.39015059704976,"Cochrane, Louise.",Louise,1954,1914.0,f,,Social work for Jill.
13438,uiuo.ark:/13960/t51g1125d,"Collins, Mabel,",,1893,,f,v.3,Juliet's lovers
13438,uiuo.ark:/13960/t7xk8n02t,"Collins, Mabel,",,1893,,f,v.1,Juliet's lovers
13438,uiuo.ark:/13960/t66402f48,"Collins, Mabel,",,1893,,f,v.2,Juliet's lovers
mdp.39015019594293,mdp.39015019594293,"Collins, Merle.",Merle,1990,1950.0,u,,Rain darling :stories / | $c: Merle Collins.
mdp.39015032951694,mdp.39015032951694,"Conlon, Evelyn.",Evelyn,1993,1953.0,f,,Taking scarlet as a real colour / | $c: Evelyn Conlon.
uc2.ark+=13960=t4bn9z76k,uc2.ark:/13960/t4bn9z76k,"Conquest, Joan.",Joan,1921,,f,,Leonie of the jungle
6683,uc2.ark:/13960/t5r788w3v,"Corelli, Marie,",,1897,,f,,Jane
uc1.$b299887,uc1.$b299887,"Cornwall, Rosalind.",Rosalind,1935,1895.0,f,,"Dark interval, | $c: by Rosalind Cornwall."
mdp.39015008425301,mdp.39015008425301,"Cory, Vivian.",Vivian,1903,,f,,Six chapters of a man's life
mdp.39015056673786,mdp.39015056673786,"Couto, Mia,",Mia,2001,1961.0,f,,Under the frangipani / | $c: Mia Couto ; translated by David Brookshaw.
uc1.b3435609,uc1.b3435609,"Cowlin, Dorothy.",Dorothy,1967,1927.0,f,,A woman in the desert: | the story of Gertrude Bell; | $c: illustrated by Penny Carey.
mdp.39015049732509,mdp.39015049732509,"Croft-Cooke, Rupert,",Rupert,1979,1903.0,m,,Octopus / | $c: by Rupert Croft-Cooke.
6634,uc2.ark:/13960/t03x84d3j,"Crofts, John.",,1886,,m,,Effie and her strange acquaintances
mdp.39015061326719,mdp.39015061326719,"Cross, Victoria.",Victoria,2003,1963.0,f,,Anna Lombard / | $c: by Victoria Cross ; edited by Gail Cunningham.
coo.31924003623588,coo.31924003623588,"Crowder, Dorothy Elizabeth.",Dorothy Elizabeth,1952,1912.0,f,,The flying nation. | $c: Illustrated by Helen Haywood.
5999,uiuo.ark:/13960/t1bk1qb2j,"Cunningham, H. S.",,1875,,m,v.1,Chronicles of Dustypore;
5999,uiuo.ark:/13960/t25b0fr50,"Cunningham, H. S.",,1875,,m,v.2,Chronicles of Dustypore;
6459,mdp.39015063546587,"Cunningham, J. W.",,1816,,m,,Sancho
mdp.39015056673455,mdp.39015056673455,"Cusk, Rachel,",Rachel,2003,1963.0,f,,The lucky ones / | $c: Rachel Cusk.
11993,uc2.ark:/13960/t8bg2k016,"D'Annunzio, Gabriele,",,1898,,f,,The child of pleasure
15069,uiuo.ark:/13960/t9b56xk7j,"Daniel,",,1860,,f,v.2,Tried in the fire. A tale
15069,uiuo.ark:/13960/t6c257w5d,"Daniel,",,1860,,f,v.3,Tried in the fire. A tale
15069,uiuo.ark:/13960/t7pn9fq53,"Daniel,",,1860,,f,v.1,Tried in the fire. A tale
14904,uiuo.ark:/13960/t53f53t6c,"Daniel, Mackenzie,",,1852,,f,v.3,The student's wife
13831,uiuo.ark:/13960/t15m6k41d,"Daniel, Mackenzie,",,1853,,f,v.1,Gertrude Cameron
14904,uiuo.ark:/13960/t7cr65n7z,"Daniel, Mackenzie,",,1852,,f,v.2,The student's wife
14904,uiuo.ark:/13960/t19k4pp4d,"Daniel, Mackenzie,",,1852,,f,v.1,The student's wife
13831,uiuo.ark:/13960/t6vx0q818,"Daniel, Mackenzie,",,1853,,f,v.3,Gertrude Cameron
13831,uiuo.ark:/13960/t7xk8nz0d,"Daniel, Mackenzie,",,1853,,f,v.2,Gertrude Cameron
uc1.$b299927,uc1.$b299927,"Darbyshire, Shirley,",Shirley,1936,1896.0,u,,"Henrietta Condon, M.D., | $c: by Shirley Darbyshire."
mdp.39015036718743,mdp.39015036718743,"David, Janina,",Janina,1966,1926.0,f,,A touch of earth; | a wartime childhood.
inu.30000124594304,inu.30000124594304,"Davies, Deborah Kay.",Deborah Kay,2008,1968.0,f,,"Grace, Tamar & Laszlo the beautiful / | $c: Deborah Kay Davies."
mdp.39015031228722,mdp.39015031228722,"Davies, W. H.",W. H,1911,,m,,A weak woman
mdp.39015084105017,mdp.39015084105017,"Davis, Will,",Will,2009,1969.0,m,,Dream machine / | $c: Will Davis.
12887,mdp.39015038701317,"De Quincey, Thomas,",,1867,,m,,Confessions of an English opium-eater
uc2.ark+=13960=t6251jb3q,uc2.ark:/13960/t6251jb3q,"De Sélincourt, Hugh.",Hugh,1909,,m,,The way things happen;
umn.31951002077965s,umn.31951002077965s,"Dee, Catherine.",Catherine,1949,1909.0,f,,No complaints in Hell : | a novel.
2577,mdp.39015008154521,"Defoe, Daniel,",,1855,,m,,"Roxana; or, The fortunate mistress"
6237,njp.32101075689016,"Defoe, Daniel,",,1899,,m,v.13,Romances and narratives
9981,mdp.39015030737921,"Defoe, Daniel,",,1840,,m,v.11,The novels and miscellaneous works
mdp.39015040341078,mdp.39015040341078,"Defoe, Daniel,",Daniel,1974,1934.0,m,v.5,The Shakespeare Head edition of the novels and selected writings of Daniel Defoe.
umn.319510020548500,umn.319510020548500,"Delafield, E. M.,",E. M,1930,1890.0,f,,Zella sees herself / | $c: by E.M. Delafield.
uva.x000425261,uva.x000425261,"Delafield, E. M.,",E. M,1917,,f,,Zella sees herself
umn.319510020453593,umn.319510020453593,"Dickens, Monica,",Monica,1956,1915.0,f,,The angel in the corner.
mdp.39015016951207,mdp.39015016951207,"Dickinson, Peter,",Peter,1989,1949.0,m,,Skeleton-in-waiting / | $c: Peter Dickinson.
uc1.$b242598,uc1.$b242598,"Diebold, Janet.",Janet,1947,1907.0,f,,Castle in Denmark.
mdp.39015047752681,mdp.39015047752681,"Dipoko, Mbella Sonne,",Mbella Sonne,1966,1926.0,u,,A few nights and days; | a novel.
uc2.ark+=13960=t9f47kq37,uc2.ark:/13960/t9f47kq37,"Diver, Maud,",Maud,1911,,f,,Lilamani
uc1.32106010909254,uc1.32106010909254,"Donoghue, Emma,",Emma,1995,1955.0,f,,Hood / | $c: Emma Donoghue
wu.89055051759,wu.89055051759,"Doorly, Eleanor.",Eleanor,1940,1900.0,f,,The radium woman : | a youth edition of the life of Madame Curie / | $c: by Eleanor Doorly ... and woodcuts by Robert Gibbings.
mdp.39015013965408,mdp.39015013965408,"Dorcey, Mary,",Mary,1989,1949.0,f,,A noise from the woodshed : | short stories / | $c: by Mary Dorcey.
mdp.39015050023814,mdp.39015050023814,"Dowie, Claire.",Claire,2001,1961.0,f,,The year of the monkey ; | Designs for living ; Sodom / | $c: Claire Dowie.
7000,njp.32101068150943,"Doyle, Arthur Conan,",,1899,,m,,The man from Archangel
11747,inu.32000006175071,"Doyle, Arthur Conan,",,1894,,m,,The parasite
mdp.39015050494759,mdp.39015050494759,"Drabble, Margaret,",Margaret,2000,1960.0,f,,The peppered moth / | $c: Margaret Drabble.
mdp.39015022281169,mdp.39015022281169,"Drakulić, Slavenka,",Slavenka,1992,1952.0,u,,Holograms of fear / | $c: Slavenka Drakulić.
mdp.39015029533471,mdp.39015029533471,"Drevet, Patrick,",Patrick,1993,1953.0,m,,La micheline / | $c: Patrick Drevet ;translated by James Kirkup.
13368,uiuo.ark:/13960/t7np2nb70,"Duchess,",,1892,,f,v.1,Nor wife nor maid
13368,uiuo.ark:/13960/t6737bt82,"Duchess,",,1892,,f,v.2,Nor wife nor maid
13368,uiuo.ark:/13960/t10p1n63b,"Duchess,",,1892,,f,v.3,Nor wife nor maid
mdp.39015031233094,mdp.39015031233094,"Dulin, Ralph.",Ralph,1963,1923.0,m,,The unconquered sun.
mdp.39015053532134,mdp.39015053532134,"Dunmore, Helen,",Helen,2001,1961.0,f,,The siege / | $c: Helen Dunmore.
mdp.39015031231940,mdp.39015031231940,"Dunn, Nell,",Nell,1974,1934.0,f,,Tear his head off his shoulders.
mdp.39015056479077,mdp.39015056479077,"Dunne, Catherine,",Catherine,2003,1963.0,f,,Another kind of life / | $c: Catherine Dunne.
mdp.39015025343537,mdp.39015025343537,"Déry, Tibor,",Tibor,1958,1894.0,u,,Niki; | the story of a dog. | $c: In an English version by Edward Hyams.
5861,nyp.33433075729800,"Edgeworth, Maria,",,1806,,f,v. 2,Leonora
5861,nyp.33433075729792,"Edgeworth, Maria,",,1806,,f,v. 1,Leonora
889,njp.32101068597465,"Edgeworth, Maria,",,1821,,f,v.1,Rosamond
13304,nyp.33433081859427,"Edgeworth, Maria,",,1893,,f,v. 3,The novels of Maria Edgeworth
mdp.39015031232187,mdp.39015031232187,"Egbuna, Obi B.",Obi B,1975,1935.0,u,,The Minister's daughter / | $c: Obi B. Egbuna.
mdp.39015027250318,mdp.39015027250318,"Ekwensi, Cyprian,",Cyprian,1961,1921.0,m,,Jagua Nana.
mdp.39015009211817,mdp.39015009211817,"Ekwensi, Cyprian.",Cyprian,1962,1922.0,m,,Burning grass;
uc1.b4948549,uc1.b4948549,"Ellis, Alice Thomas.",Alice Thomas,1982,1942.0,f,,The 27th Kingdom / | $c: Alice Thomas Ellis.
mdp.39015013008415,mdp.39015013008415,"Ellis, Alice Thomas.",Alice Thomas,1987,1947.0,f,,The clothes in the wardrobe / | $c: Alice Thomas Ellis.
uc1.b4974495,uc1.b4974495,"Ellis, Alice Thomas.",Alice Thomas,1985,1945.0,f,,Unexplained laughter / | $c: Alice Thomas Ellis.
2236,uc2.ark:/13960/t85h7fg1h,"Ellis, Havelock,",,1898,,f,,Seaweed
718,nyp.33433074901970,"Elwes, Alfred,",,1864,,m,,"Minna Raymond : or, Self-sacrifice"
mdp.39015055119377,mdp.39015055119377,"Emecheta, Buchi.",Buchi,1979,1939.0,f,,In the Ditch : | a novel / | $c: by Buchi Emecheta.
9310,nyp.33433075816573,"Enault, Louis,",,1880,,m,,The captain's dog
uc2.ark+=13960=t27943x5w,uc2.ark:/13960/t27943x5w,"Enfield, D. E.",D. E,1922,,u,,A lady of the salons;
uc1.$b318397,uc1.$b318397,"Escholier, Raymond,",Raymond,1925,1885.0,m,,"Comes the blind fury, | $c: by Raymond Escholier, translated from the French by J. Lewis May."
uc1.32106012860455,uc1.32106012860455,"Evans, Martina,",Martina,1996,1956.0,f,,Midnight feast / | $c: Martina Evans
