htid,author,title,year,authgender,female_category,streets
mdp.39015006697174,"Howerd, Gareth.",DEW line doctor.,1960,m,,35.21473948135732
mdp.39015014943412,"Lively, Penelope,",Passing on / | $c: Penelope Lively.,1989,f,,35.213204951856945
uc1.l0061274726,"Mayo, Isabella Fyvie,",Premiums paid to experience;,1872,f,,35.2130388852558
uc1.$b244916,"Stacpoole, H. De Vere (Henry De Vere),",Ocean tramps.,1924,m,mixed,35.20924938793223
nyp.33433074970819,"Chesson, Nora,",Father Felix's chronicles,1907,f,mixed,35.20672213681332
uiuo.ark:/13960/t1tf09v79,"Maberly,",Display,1855,f,high_female,35.20480009796118
nyp.33433082525878,"Avery, Harold,",Mobsley's Mohicans;,1902,m,high_male,35.20438098963427
mdp.39015008698816,"Campbell, Michael,",Nothing doing: | a novel.,1970,m,,35.20407004474324
mdp.39015059159783,"Schonstein, Patricia.",The apothecary's daughter / | $c: Patricia Schonstein.,2004,f,high_female,35.19779631188308
uiuo.ark:/13960/t4bp0r84h,"Whyte-Melville, G. J.",Cerise,1866,m,,35.19590038152356
mdp.39015037443309,"French, Sean,",The dreamer of dreams / | $c: Sean French.,1995,m,high_male,35.19520302418041
uc1.$b323497,"Burnham, David,","This our exile, | $c: by David Burnham.",1931,m,,35.194368900975846
mdp.39015063552247,"Gregg, Hilda Caroline,",In furthest Ind;,1894,f,mixed,35.193423053099835
uc1.b4584892,"Wilson, A. N.,",Kindly light / | $c: [by] A. N. Wilson.,1979,m,high_male,35.191250913619015
njp.32101063603953,"Eiloart, Elizabeth,","Ernie Elton, the lazy boy",1866,f,,35.18864171842967
uc1.$b101953,"Herbert, Xavier,",Larger than life; | twenty short stories.,1963,m,high_male,35.18586935486709
mdp.39015066598841,"calling himself marquis of Pharnusa. Grosse, Karl,",Horrid mysteries; | a story from the German of the marquis of Grosse by P. Will ...,1927,m,,35.17643179070023
uiuo.ark:/13960/t0sq9hn5q,"Smith, Charlotte.",The republican's mistress;,1821,f,high_female,35.17179222263744
nyp.33433068197700,,Temple of the fairies,1804,f,,35.17125696661436
inu.32000007038500,"MacDonald, George,",Malcolm,1875,m,mixed,35.16669011112674
mdp.39015052053983,"Reynolds, George W. M.",The mysteries of the court of London,1850,m,,35.16664486620593
mdp.39015073668447,"Moore, Charlotte,",Grandmother's footsteps / | $c: Charlotte Moore.,2008,f,mixed,35.16552215916306
mdp.39015031045274,"Lawrence, James Henry,",The empire of the Nairs;,1811,m,,35.164062328300474
uiuo.ark:/13960/t40s0df51,"Sheppard, Elizabeth Sara,","Counterparts, or, The cross of love",1854,f,,35.16139078369717
inu.39000005527663,"Macfarlane, Iris.",Tales and legends from India. | $c: Illustrated by Eric Thomas.,1965,f,high_male,35.15997789944246
uiuo.ark:/13960/t9086vr6d,"McCarthy, Justin.",Red diamonds,1893,m,,35.15738098192497
wu.89057942831,Fríða Á. Sigurðardóttir.,Night watch / | $c: Frída Á. Sigurdardóttir ; translated from the Icelandic by Katjana Edwardsen.,1995,u,high_female,35.15630493172645
uc2.ark:/13960/t0dv1hg1g,"Howe, Sonia Elizabeth,",Real Russians,1917,f,,35.15556336790297
mdp.39015015391173,"Humphreys, Emyr.",An absolute hero / | $c: Emyr Humphreys.,1986,m,,35.148998802737225
uiuo.ark:/13960/t8nc6mq2s,"Trollope, Thomas Adolphus,",Giulio Malatesta,1863,m,mixed,35.1489588635978
inu.32000002538702,"Thompson, Edward John,",An Indian day.,1928,m,,35.144443663456805
uc2.ark:/13960/t78s4qn0v,"Pollard, Eliza Frances.",The silver hand,1908,f,,35.14129223013911
uc1.32106006440819,"Fowles, John,",The magus / | $c: John Fowles.,1977,m,,35.13881521375549
mdp.39015014139235,"Jones, Gwyn,","Shepherd's hey, | and other stories.",1953,u,,35.13749170364779
mdp.39015058133565,"Gee, Maggie,",The flood / | $c: Maggie Gee.,2004,f,high_female,35.131836840353536
uiuo.ark:/13960/t2r504n3h,"Jenkins, Edward,",Lutchmee and Dilloo,1877,m,,35.11365736462761
njp.32101063579187,"Fenton, Elijah,",Mariamne,1825,m,mixed,35.10989396812022
nyp.33433075768154,"Wilford, Florence,",Dominie Freylinghausen,1875,f,,35.10547972046241
nyp.33433075821847,"Le Sage, Alain René,",The adventures of Gil Blas;,1831,m,,35.10342346137307
uiuo.ark:/13960/t7mp5q55f,"Wood, Henry,",Johnny Ludlow,1874,f,,35.09924027128316
uiuo.ark:/13960/t0vq3m335,"Walker, George,",The three Spaniards,1832,m,,35.09912252193695
mdp.39015006995925,"Oliphant,",The Ladies Lindores,1883,f,mixed,35.09621202952923
uc1.32106009586600,"Maugham, W. Somerset (William Somerset),",The selected novels ...,1953,m,mixed,35.08138185910484
mdp.39015064001202,"Skelton, John,",Summers and winters at Balmawhapple;,1897,m,mixed,35.08122277550941
mdp.39015003686113,"Fraser, Ronald,",Maia : | a novel.,1948,m,high_female,35.08051972120915
nyp.33433074867478,"Jefferies, Richard,",Restless human hearts,1875,m,mixed,35.08044584057532
njp.32101064919150,"Maxwell,",The Venetians A novel,1892,f,high_female,35.07336178172678
nyp.33433074951835,"Cunningham, Allan,",Paul Jones : a romance,1826,m,high_male,35.06602563511032
inu.30000041716659,"Gaskin, Catherine.",The property of a gentleman / | $c: Catherine Gaskin.,1974,f,mixed,35.06586942195728
mdp.39015031233144,"Duggan, Alfred Leo,",Leopards and Lilies.,1954,m,,35.06419842211107
uc1.32106019365151,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,,35.06023647010555
inu.32000001379231,"Gunn, Neil Miller,",The other landscape / | $c: by Neil M. Gunn.,1954,m,mixed,35.046728971962615
uc1.b3834609,"Cusack, Dymphna.",Black lightining.,1964,u,,35.04646482917675
mdp.39015054151579,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,mixed,35.04611920154501
uiuo.ark:/13960/t62528d7m,"Taylor, Ida A.",Allegiance,1886,f,mixed,35.04127083008877
uiuo.ark:/13960/t0ks77w06,"Monro, Theodore Russell.",County versus counter,1878,m,,35.03348789283874
mdp.39015082662209,"Watkins, Gwen.",Nectar of the gods / | $c: Gwen C. Watkins.,2008,f,,35.024474419319844
uc2.ark:/13960/t5n877x5w,"Wood, Henry,",Roland Yorke,1869,f,,35.02407905434987
uiuo.ark:/13960/t2n593s79,"O'Keeffe, Adelaide,",Dudley,1819,f,mixed,35.01627608388343
njp.32101063691529,"Fullerton, Georgiana,",Lady-bird,1852,f,high_female,35.01336036119046
mdp.39015016452115,"Bowen, John,","The birdcage, | a novel.",1962,m,,35.010373443983404
mdp.39015027256083,"Yaşar Kemal,",The legend of Ararat / | $c: Yashar Kemal ; translated from the Turkish by Thilda Kemal ; illustrated by Abidin Dino.,1975,u,high_male,35.008285294186294
mdp.39015077674268,"Templeton, Aline.",Lamb to the slaughter / | $c: Aline Templeton.,2008,f,mixed,35.005607379700635
uiuo.ark:/13960/t12n5pq4r,"Oliphant,",For love and life,1874,f,mixed,34.998965939642694
uiuo.ark:/13960/t9r21mm8j,"Yates, Edmund Hodgson,",The forlorn hope,1867,m,,34.99698637061809
mdp.39076006766047,"Bowen, Elizabeth,",The cat jumps | and other stories.,1949,f,high_female,34.995359311047885
uiuo.ark:/13960/t3gx4zs4m,"Gray, Maxwell,",The silence of Dean Maitland,1886,f,,34.96639341077742
nc01.ark:/13960/t1hh7b15j,"Stables, Gordon,",For life and liberty,1896,m,high_male,34.9550643449145
uiuo.ark:/13960/t5q81w50t,"Ogle, Nathaniel.",Mariamne,1825,m,mixed,34.95281370150297
uiuo.ark:/13960/t6xw5019g,"Mudford, William 1782-1848.",The premier,1831,m,,34.93913602504437
mdp.39015061381748,"Edric, Robert,",Siren song / | $c: Robert Edric.,2004,m,,34.93811424763359
mdp.39015067683469,"Harding, Georgina,",The solitude of Thomas Cave / | $c: Georgina Harding.,2007,f,high_male,34.93551486215028
uc2.ark:/13960/t39z9256f,"Travers, John.",The Mortimers,1922,m,,34.930303129536846
mdp.39015047458388,"Bailey, Paul,",Kitty and Virgil / | $c: Paul Bailey.,1998,m,mixed,34.93004550346468
inu.32000007739784,"Wilkins, Christopher.",Finger.,1972,m,high_male,34.92937280818185
uiuo.ark:/13960/t0zp4j72m,Lady.,Julia de Vienne,1811,m,high_female,34.92738015542684
mdp.39015046888692,"Jennings, Luke.",Beauty story / | $c: Luke Jennings.,1998,m,,34.92468415937804
mdp.39015059414170,"Stauffer, Donald A. (Donald Alfred),",The saint and the hunchback.,1947,m,mixed,34.91367893862416
mdp.39015063524329,"Ayscough, John,",Mr. Beke of the Blacks,1908,m,mixed,34.910106475824755
uc2.ark:/13960/t8cf9m31k,"Henningsen, C. F.",The white slave;,1845,u,high_male,34.90533108178225
uc1.b3810606,"Collis, Maurice,",She was a queen.,1962,m,,34.90440696286621
mdp.39015014538378,"Steel, Flora Annie Webster,",Tales of the Punjab told by the people,1894,f,high_male,34.904013961605585
inu.39000004066580,"Read, Miss.","Village diary, | $c: by 'Miss Read' [pseud.] Illustrated by J.S. Goodall.",1957,f,high_female,34.90360786960012
mdp.39015062286060,"James, G. P. R.","Morley Ernstein; or, The tenants of the heart",1842,m,mixed,34.8835900840582
uiuo.ark:/13960/t6b28gg7q,"Reade, Charles,",Put yourself in his place,1870,m,,34.881762852125384
uc2.ark:/13960/t79s1n70t,"Barnett, John.",The rebel lady,1915,m,high_male,34.8793272165328
nyp.33433074902408,"Molloy, J. Fitzgerald",A modern magician,1887,m,,34.87405102341927
uc1.b4974544,"Morris, G. H.,","Grandmother, Grandmother, come and see / | $c: G.H. Morris.",1989,u,,34.87384764677341
uiuo.ark:/13960/t6d22b59b,"Hall, S. C.,",A woman's story,1857,f,high_female,34.870675278207344
uc1.$b244761,"Strong, L. A. G. (Leonard Alfred George),",Deliverance.,1955,m,mixed,34.87028254891803
mdp.39015008516778,"Rab, Gusztáv,",Sabaria. | $c: Translated from the Hungarian by Florence Ignotus and Anthony Rhodes.,1963,u,,34.85882177182411
uiuo.ark:/13960/t04x5v862,,"Millicent, or, The trials of life",1855,u,high_female,34.8559577545792
uiuo.ark:/13960/t9w09m945,"Braddon, M. E.",The golden calf,1883,f,high_female,34.852037259996195
uc2.ark:/13960/fk76t0hb7b,"Pennell, Elizabeth Robins,",The lovers,1917,f,mixed,34.84927687750479
uc2.ark:/13960/t7qn65z8j,"Yonge, Charlotte M.",A reputed changeling,1889,f,high_female,34.83483483483484
nnc1.1002331250,"Neele, Henry,",The romance of history,1833,m,,34.82717016804109
uc2.ark:/13960/t8rb7051n,"Adderley, J. G.",Old seed on new ground,1920,u,,34.819951832399965
mdp.39015013417376,"Selvon, Samuel.",Moses migrating / | $c: Sam Selvon.,1983,m,,34.81130980776421
uc2.ark:/13960/t8sb42q86,"Baring-Gould, S.",Eve;,1894,m,high_female,34.80897173174635
mdp.39015063543030,"Henrey, Thomas Selby.","Attic salt, the saving grace of humour",1914,m,,34.80682213713888
uc2.ark:/13960/t2v40k69j,"Brown, Charles Brockden,",Arthur Mervyn,1821,m,,34.80197675227953
uiuo.ark:/13960/t0ns1b71r,"Kavanagh, Julia,",Adèle,1858,f,,34.80183426138225
uc1.$b395367,"Vansittart, Peter.",The game and the ground : | a novel / | $c: by Peter Vansittart.,1956,m,high_male,34.80097442728396
mdp.39015002966581,"Blackwood, Algernon,",Tales of the uncanny and supernatural.,1949,m,mixed,34.80047726368819
uc1.b3834611,"Cusack, Dymphna.",Heatwave in Berlin.,1961,u,,34.79849496509276
wu.89092582881,"Bibesco, Marthe,",Prince imperial / | $c: Princess Marthe Bibesco ; translated by Roland Grant.,1949,u,,34.79849496509276
uiuo.ark:/13960/t3rv14r6v,"Oliphant,",Squire Arden,1871,f,,34.79432066894888
uiuo.ark:/13960/t7jq1mz7p,"Sheridan, Frederick.",Shot!,1866,m,mixed,34.79410587846419
mdp.39015038889534,"Osman, Shaukat,",Janani / | $c: Shaukat Osman ; translated from the Bengali by Osman Jamal,1993,u,high_male,34.79390410800028
mdp.39015066872378,"Mīr Amman Dihlavī,",A tale of four dervishes / | $c: Mir Amman ; translated from the Urdu with an introduction by Mohammed Zakir.,2006,u,high_male,34.79254942405905
nyp.33433069632945,"Weber, Henry,",Tales of the East,1812,m,,34.78972994856969
mdp.39015008629449,"Collis, Maurice,",Sanda Mala | $c: [by] Maurice Collis.,1939,m,,34.788302944727526
inu.30000055890119,,Looking for a rain god and other short stories from Africa / | $c: selected and introduced by Ian Gordon.,1995,u,mixed,34.78664192949907
wu.89050685122,"Jardin, Alexandre.",The Zebra / | $c: Alexandre Jardin ; translated by Charles Penwarden.,1990,m,high_female,34.779425224235766
uc2.ark:/13960/t13n2ck6c,"Quiller-Couch, Arthur,",Hocken and Hunken;,1912,m,,34.77598469856673
njp.32101068584737,"Miller, Thomas,",Lady Jane Grey,1840,m,mixed,34.775955904087915
uiuo.ark:/13960/t84j0tn5m,"Cox, Annie.",A romance of Regent Street,1881,f,high_female,34.773393386431756
njp.32101063693806,"Pardoe,",Flies in amber,1850,f,,34.767828169667
uiuo.ark:/13960/t5x645b2n,"Webber, Bryon.",Pigskin and willow,1879,m,mixed,34.766485108355546
mdp.39015038538826,"Hope, Christopher.",Darkest England / | $c: Christopher Hope.,1996,m,mixed,34.764988676546544
mdp.39015029074617,"Fuller, John,",The worm and the star / | $c: John Fuller.,1993,m,mixed,34.757157230403365
dul1.ark:/13960/t87h2bk96,"Riddell, J. H.,",Mitre Court,1885,f,mixed,34.755408810496135
uiuo.ark:/13960/t0ks71c7c,"Craik, Dinah Maria Mulock,",Mistress and maid,1863,f,high_female,34.75424737003917
uiuo.ark:/13960/t3kw62633,"Pottinger, Henry,","Blue and green, or, The gift of God",1879,m,,34.75218099894545
uiuo.ark:/13960/t1hh75f1x,"Lee, Holme,",Mr. Wynyard's ward,1867,f,high_female,34.749249416212606
inu.30000050888597,"Lind, Jakov,",The stove : | short stories / | $c: Jakov Lind.,1983,u,high_male,34.74031613687684
uiuo.ark:/13960/t4nk41z42,"Blackmore, R. D.",The maid of Sker,1872,m,,34.739109289237824
mdp.39015033791511,"Zangwill, Israel,",Children of the Ghetto,1892,m,,34.72593225771984
uc1.b3325432,"Edgeworth, Maria,",Harrington,1817,f,mixed,34.72277024574252
uc1.32106011912992,"Osman, Shaukat,",Janani / | $c: Shaukat Osman ; translated from the Bengali by Osman Jamal,1993,u,high_male,34.720614786352485
nyp.33433074952213,"Curling, Henry,",The Hall of Chavenlay;,1852,m,,34.71686468137633
njp.32101066075555,"Towers, Isabella Jane,","The wanderings of Tom Starboard, or, The life of a sailor",1830,f,high_male,34.7165495834014
uiuo.ark:/13960/t76t0zs2q,"Collins, Mortimer,",Sweet Anne Page,1868,m,mixed,34.71564728902354
uc2.ark:/13960/t84j0gq99,"Bourne, John George Hamilton.","The picture, and The prosperous man",1835,m,,34.71519078890271
uc2.ark:/13960/t9862t682,"Pease, Howard,",Tales of Northumbria,1899,m,high_male,34.71284761059899
inu.32000009266737,"Roberts, Morley,",The great jester;,1896,m,,34.71143833238943
mdp.39015030851771,"Blackmore, R. D.",Mary Anerley,1880,m,mixed,34.711202792764205
mdp.39015046359942,"(Herbert George), Wells, H. G.",The short stories of H. G. Wells.,1927,m,,34.70818970640675
mdp.39015027227068,"Taylor, Susette M",The humour of Spain;,1909,u,mixed,34.707875382199816
mdp.39015016447255,"Cloete, Stuart,","The writing on the wall, | and other African stories.",1968,m,,34.70715835140998
uc2.ark:/13960/t5z60ct07,"Ewing, Juliana Horatia,",A great emergency & other tales,1908,f,,34.70303201676028
mdp.39015012296037,"Raven, Simon,",Close of play / | $c: Simon Raven.,1986,m,,34.69138543516874
uc1.$b284294,"De la Mare, Walter,",The nap and other stories / | $c: by Walter de la Mare.,1936,m,,34.69135534788925
mdp.39015014192796,"Shah, Amina.",The tale of the four dervishes of Amir Khusru / | $c: retold by Amina Shah.,1976,f,,34.68488779438798
uc1.$b243506,"O'Brien, Kate,","That lady, | a novel",1946,f,,34.68373196955992
mdp.39015016911532,"O'Brien, Kate,","That lady, | a novel",1946,f,,34.6731208528228
uiuo.ark:/13960/t1kh13n2m,"Roosevelt, Blanche,",The copper queen,1886,f,high_female,34.67214024187285
mdp.39015016444716,"Cotterell, Geoffrey,","Go, said the bird.",1966,m,mixed,34.666050381326556
uc1.b4097793,"Cary, Joyce,",An American visitor / | $c: Joyce Cary.,1949,f,,34.665821480923896
mdp.39015062115475,"Moravia, Alberto,",The two of us: | a novel; | $c: translated from the Italian by Angus Davidson.,1972,m,high_female,34.66444814198558
nyp.33433074853080,"Heddle, Ethel F.",A mystery of St. Rule's,1902,f,,34.65568557100338
mdp.39015029072165,"Lemsine, Aïcha.",The chrysalis / | $c: Aïcha Lemsine ; translated by Dorothy S. Blair.,1993,u,high_female,34.650479331630756
mdp.39015003494690,"Mitchell, Julian.",The undiscovered country.,1968,m,high_male,34.65030145762268
uc1.b3321700,"Ayscough, John,",A Roman tragedy and others,1909,m,mixed,34.65003465003465
mdp.39015014451259,"Tree, Herbert Beerbohm,","Nothing matters, and other stories",1916,m,,34.647507203034394
mdp.39015005311181,"Lytton, Edward Bulwer Lytton,",[Novels],1890,m,mixed,34.64495582768132
mdp.39015063542032,"Beckett, Arthur,",Emancipation,1907,m,mixed,34.63236173816675
mdp.39015010460916,"Malgonkar, Manohar,","The devil's wind, Nana Saheb's story; | a novel.",1972,m,,34.63217409513378
mdp.39015066688709,"Kirst, Hans Hellmut,",The wolves / | $c: Hans Hellmut Kirst ; Translated from the German by J. Maxwell Brownjohn.,1970,m,high_male,34.62036041617318
mdp.39015002649047,"Trollope, Anthony,",Rachel Ray,1863,m,high_female,34.61924599282228
mdp.39015024373238,"Goncharov, Ivan Aleksandrovich,",A common story,1906,m,,34.61796070108896
uiuo.ark:/13960/t4cn7np5r,"Braddon, M. E.",Dead-sea fruit,1868,f,mixed,34.60311728952278
mdp.39015063526787,"Agg, John,",Eighteen hundred and fifteen;,1816,m,,34.59989934574736
mdp.39015061210400,"MacLeod, Alison,",The wave theory of angels / | $c: Alison Macleod.,2005,f,,34.59736011658262
mdp.39015029470096,"Day, Lal Behari,",Govinda Sámanta,1874,m,,34.591566407370536
uc2.ark:/13960/t3bz61w0q,"Macfarlan, Alexander.",The inscrutable lovers,1919,m,high_female,34.59010722933241
uiuo.ark:/13960/t8sb4r697,"Wallace, Ellen.",Margaret Capel,1846,f,high_female,34.588847827274215
uiuo.ark:/13960/t72v2tc6g,"Carey, Rosa Nouchette,",The search for Basil Lyndhurst,1889,f,,34.57376312362425
dul1.ark:/13960/t1sf3285n,"Allen, Grant,",Twelve tales;,1899,m,,34.57064068240837
uiuo.ark:/13960/t0ft8v02f,"Blessington, Marguerite,","Grace Cassidy, or, The repealers",1833,f,,34.57059679767104
uc2.ark:/13960/t05x27j4d,"Watson, Henry Breneton Marriott,",The heart of Miranda,1898,m,,34.562709716441766
uc1.b3324434,"Ouida,",The Massarenes,1898,f,mixed,34.562307929342985
uiuo.ark:/13960/t3ws8z52f,"Beaton, Patrick.",Marion Leslie,1863,m,mixed,34.56100016529174
uc1.$b245013,"Mackenzie, Compton, Sir,",Fairy gold : | [a novel] / | $c: by Compton MacKenzie.,1961,m,mixed,34.56090371825951
mdp.39015011296202,"Rasputin, Valentin Grigorʹevich.",You live and love and other stories / | $c: Valentin Rasputin ; translated by Alan Myers.,1985,m,,34.56068057955603
mdp.39015020726702,"Bowen, Elizabeth,","The cat jumps, | and other stories.",1949,f,,34.557365226275614
mdp.39015062285971,"James, G. P. R.","Rose d'Albret; or, Troublons times",1844,m,,34.55474767835289
uc2.ark:/13960/t5t729m2j,"Paton, Raymond.",The drummer of the dawn,1913,m,,34.543570350708144
uiuo.ark:/13960/t3st8816q,"Wilkins, W. H.",The forbidden sacrifice,1893,m,high_female,34.542314335060446
uiuo.ark:/13960/t54f2fn0j,"Vane, Capel.",The desire of the moth,1895,f,high_female,34.5361286278924
nyp.33433034410377,"Linskill, Mary,",The haven under the hill,1892,f,,34.53329515017772
uiuo.ark:/13960/t4wh3727f,"Pigott, Harriet,","The pride of ancestry: or, Who is she?",1804,f,high_female,34.533138531013414
uc1.$b100785,"Harwood, Alice.",Merchant of the ruby / | $c: Alice Harwood.,1951,f,mixed,34.52106448800393
uc2.ark:/13960/t76t0kd1r,"Shorter, Dora Sigerson,",The country-house party,1905,f,,34.51984227087455
nyp.33433074876008,"Mac Kenna, Stephen J.",King's beeches;,1873,m,high_male,34.51012872278014
mdp.39015017688303,"Carter, Lin.",Tower at the edge of time / | $c: Lin Carter.,1970,m,high_male,34.50995858804969
uiuo.ark:/13960/t2f76mz7f,"Boldrewood, Rolf,",The miner's right,1890,m,mixed,34.507708576835306
uiuo.ark:/13960/t0rr2dk6f,"Norris, W. E.",Matrimony,1881,f,high_female,34.50038333759264
mdp.39015029225938,"Laing, B. Kojo",Major Gentl and the Achimota Wars / | $c: Kojo Laing.,1992,u,,34.50020700124201
uc1.b4363393,"Fuks, Ladislav.",The cremator : | a novel / | $c: by Ladislav Fuks ; translated by Eva M. Kandler.,1984,m,high_male,34.49846136862296
mdp.39015065739057,"Smith, Horace,",Brambletye house;,1826,m,,34.497857152334575
uc2.ark:/13960/t8df6pd80,"Mathews, Basil,","John Williams, the shipbuilder",1915,m,high_male,34.497203262449794
uc2.ark:/13960/t9g44n38k,"Benson, Stella,",Living alone,1919,f,,34.4953143864625
wu.89005052147,"Horniman, Roy,",Israel Rank;,1907,m,,34.494653328734046
uiuo.ark:/13960/t1ng50q3j,"De Merle, William Henry,","Melton de Mowbray, or, The banker's son",1838,m,,34.49419568822554
mdp.39015029176610,"Ali, Tariq.",Shadows of the pomegranate tree / | $c: Tariq Ali.,1992,u,,34.49208080469092
inu.30000041711452,,"The restitution of the bride and other stories from the Chinese, | $c: translated by E. Butts Howell. With illustrations by a native artist.",1926,u,,34.4865640346521
uc2.ark:/13960/t1xd0z54b,"Capes, Bernard Edward Joseph,",Where England sets her feet;,1918,m,high_male,34.47869889163597
mdp.39015009294896,"Disraeli, Benjamin,",The novels & tales of the Right Hon. B. Disraeli,1866,m,,34.47796132419567
uiuo.ark:/13960/t7mp5q48f,"Wood, Henry,",East Lynne,1862,f,,34.472909218055925
uc1.31822033034182,"Shibli, Ahlam,",Lost time / | $c: Ahlam Shibli ; [edited by Jonathan Watkins],2003,u,high_female,34.47087211306446
inu.39000003104580,"Ackerley, J. R. (Joe Randolph),",Hindoo holiday; | an Indian journal.,1952,m,high_male,34.46211887617216
uiuo.ark:/13960/t46q29m0j,"Dalton, James,",The maiden's talisman,1834,m,,34.45842836749093
uiuo.ark:/13960/t48p6mw4k,,The rajah's heir,1890,u,,34.458114247792125
wu.89006404990,"Orczy, Emmuska Orczy,",The case of Miss Elliott,1909,f,,34.43789699242366
mdp.39015000630825,"Lawrence, D. H. (David Herbert),",Works.,1954,m,,34.43584489192225
uc2.ark:/13960/t06w9dg08,"Ouida,","Friendship, a story",1879,f,high_female,34.435402873716356
uc1.$b245312,"Lewisohn, Ludwig,","The defeated, | $c: by Ludwig Lewisohn.",1927,m,,34.43255155044861
uiuo.ark:/13960/t8hd8f55v,"Peile, W. O.",West of Swardham,1885,u,,34.4248891948879
mdp.39076006606656,"Amis, Kingsley.",Lucky Jim : | a novel / | $c: by Kingsley Amis.,1958,m,,34.41429516876241
mdp.39015063928249,"Austin, Alfred,",Won by a head,1866,m,,34.412808809679056
uc1.32106014066408,"Pennac, Daniel",The fairy gunmother / | $c: Daniel Pennac ; translated from the French by Ian Monk,1998,m,mixed,34.401943709819605
mdp.39015018951866,"Edric, Robert,",In the days of the American museum / | $c: Robert Edric.,1990,m,,34.3895080737186
mdp.39015063240736,"Dunmore, Helen,",House of orphans / | $c: Helen Dunmore.,2006,f,,34.388368478245916
uc1.b4974529,"Levy, Deborah.",Ophelia and the great idea.,1989,f,high_female,34.3829689693705
njp.32101068574027,"Thomson, John Cockburn,",Heart or head,1864,m,high_female,34.37656664040679
uc2.ark:/13960/t7np2253s,"MacManus, Anna,",The passionate hearts,1903,f,,34.360887492636955
uc1.b4095360,"Forester, C. S. (Cecil Scott),","Payment deferred, | $c: by C.S. Forester.",1934,m,,34.360817214769426
inu.39000005494518,"Jones, Mary Eirwen.",Folk tales of Ireland.,1949,f,high_male,34.355828220858896
uc1.$b285109,"Saki,","The unbearable Bassington, | $c: by ""Saki"" H.H. Munro, with an introduction by Maurice Baring.",1929,u,high_female,34.35481654527965
mdp.39015047512127,"Jewell, Lisa.",Ralph's party / | $c: Lisa Jewell.,1999,f,mixed,34.348523013510416
mdp.39015030159027,"Aveline, Claude,",The passenger on the U; | $c: translated by Mervyn Savill.,1968,m,,34.33877259491237
uc2.ark:/13960/t7qn61j6j,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,high_female,34.33545741898347
mdp.39015019157687,"Tournier, Michel.",Gilles & Jeanne / | $c: Michel Tournier ; translated from the French by Alan Sheridan.,1987,m,,34.33358511295749
inu.30000111282186,"Oakes, Andy,",Citizen one / | $c: Andy Oakes.,2007,m,high_female,34.33344077131126
uc1.b4102512,"Hood, Thomas,",Whims and oddities,1826,m,mixed,34.33111543428861
uc1.$b322718,"Bentley, Phyllis Eleanor,",Life story.,1948,f,high_female,34.32887058015791
uiuo.ark:/13960/t2s476000,"Mainwaring, Kate.",Is it for ever?,1873,f,high_female,34.32641560707696
uc1.32106005650582,"Forster, Margaret,",Mother can you hear me ? / | $c: Margaret Forster.,1979,f,high_female,34.32405023792808
mdp.39015014302874,"Quʻayd, Muhammad Yūsuf.",War in the land of Egypt / | $c: Yusuf al-Qaʻid ; translated by Olive and Lorne Kenny and Christopher Tingley.,1986,u,high_male,34.32118661772167
uc1.$b119606,"Born, Edith de,",The price of three Cézannes.,1966,f,,34.317560982305864
mdp.39015019993818,"Bourget, Paul,",A cruel enigma,1887,m,mixed,34.30965365307523
nyp.33433075749279,"O'Shea, John Augustus,",Mated from the morgue,1889,m,,34.309520892047544
inu.30000101870990,"Hart, Maarten 't,",The sundial / | $c: Maarten 't Hart ; translated from the Dutch by Michiel Horn.,2004,m,mixed,34.30834378920954
uc1.32106002024823,"Benedictus, David.",The rabbi's wife / | $c: [by] David Benedictus.,1976,m,high_female,34.30453277226364
inu.30000108913215,"Kennedy, John Pendleton,",Rob of the bowl,1839,m,,34.303138101893026
mdp.39015014889300,,Sojourn / | $c: edited by Zhana.,1988,u,high_female,34.302266490497004
uiuo.ark:/13960/t3ws8zb8k,"Douglas, Gertrude,",Brown as a berry,1874,f,mixed,34.29490984395816
uc2.ark:/13960/t2p55k95n,"Legge, Arthur Edward John,",The Ford,1912,m,mixed,34.29211866745845
uc1.$b312658,"Thurston, E. Temple (Ernest Temple),","Sally Bishop, | a romance.",1931,m,high_female,34.29134786429199
uc1.$b244444,"Brand, Christianna,",Cat & mouse | $c: [by] Christianna Brand [pseud.],1950,f,high_female,34.29070202419053
uiuo.ark:/13960/t4xg9x52w,"Christie, Mary Elizabeth,",Lady Laura,1880,f,high_female,34.28963310092582
uc2.ark:/13960/t87h1gr68,"Torr, John Berry.",The uncle's legacy,1849,m,mixed,34.288601746914026
uc1.$b383933,"Lustgarten, Edgar,",Defender's triumph / | $c: Edgar Lustgarten.,1951,m,,34.2833634265079
uiuo.ark:/13960/t9571c66r,"Zola, Émile,",Piping hot!,1888,m,high_female,34.283329358454566
mdp.39015005857837,"Chin, Kee Onn.",The grand illusion.,1961,m,high_male,34.2732224239505
uc1.b4102522,"Bedingfield, Richard,",The peer and the blacksmith,1844,m,,34.272397011446984
uc1.32106007812370,"Duncan, Ronald Frederick Henry,",The uninvited guest and other stories / | $c: Ronald Duncan.,1981,m,mixed,34.27078201640714
