docid,htid,author,firstname,inferreddate,birthdate,authgender,enumcron,title
uc1.b4096972,uc1.b4096972,"(Ivy), Compton-Burnett, I.",Compton-Burnett I,1951,1884.0,u,,Darkness and day / | $c: by I. Compton-Burnett.
mdp.39015024822465,mdp.39015024822465,"(Izrailʹ) Metter, I.",I,1991,1951.0,u,,The fifth corner of the room / | $c: Israel Metter ; translated from the Russian by Michael Duncan.
uc1.b4386261,uc1.b4386261,"(James Patrick), Donleavy, J. P.",Donleavy J. P,1990,1950.0,u,,"That Darcy, that dancer, that gentleman / | $c: J.P. Donleavy."
mdp.39015066049530,mdp.39015066049530,"(Jerome David), Salinger, J. D.",Salinger J. D,1951,1919.0,u,,The catcher in the rye / | $c: J. D. Salinger.
mdp.39015002759036,mdp.39015002759036,"(Jerome David), Salinger, J. D.",Salinger J. D,1953,1919.0,u,,"For Esmé-- | with love and squalor, and other stories."
mdp.39015025303614,mdp.39015025303614,"(Jerry M.) O'Neill, J. M.",J. M,1992,1952.0,u,,Commissar Connell / | $c: J.M. O'Neill.
mdp.39015005394468,mdp.39015005394468,"(Jiddu), Krishnamurti, J.",Krishnamurti J,1970,1895.0,u,,"The only revolution, | $c: by J. Krishnamurti; edited by Mary Lutyens."
mdp.39015063080595,mdp.39015063080595,"(John Desmond), Bernal, J. D.",Bernal J. D,1949,1909.0,u,,"Science for peace and socialism,"
mdp.39015014854155,mdp.39015014854155,"(John Lighton), Synge, J. L.",Synge J. L,1957,1897.0,u,,Kandelman's Krim : | a realistic fantasy / | $c: by J.L. Synge.
mdp.39015004993005,mdp.39015004993005,"(John Michael), Cohen, J. M.",Cohen J. M,1967,1903.0,u,,"Writers in the new Cuba: | an anthology / | $c: edited by J. M. Cohen, [translated by J. M. Cohen and others]."
mdp.39015065629886,mdp.39015065629886,"(John Michael), Cohen, J. M.",Cohen J. M,1967,1903.0,u,,Latin American writing today; | $c: edited by J. M. Cohen.
mdp.39015018850514,mdp.39015018850514,"(Maurice S), Power, M. S.",Power M. S,1990,1950.0,u,,Crucible of fools / | $c: M.S. Power.
mdp.39015050056350,mdp.39015050056350,"(Paul C.) Buckland, P. C.",P. C,1959,1919.0,u,,Chorus of witches / | $c: Paul Buckland.
uc1.b4402129,uc1.b4402129,"(Pavel Petrovich), Bazhov, P. P.",Bazhov P. P,1944,1879.0,u,,"The malachite casket; | tales from the Urals, | $c: by Pavel Bazhov,translated by Alan Moray Williams"
mdp.39015030709805,mdp.39015030709805,"(Percy Howard), Newby, P. H.",Newby P. H,1949,1909.0,u,,The snow pasture / | $c: by P.H. Newby.
uc1.$b244085,uc1.$b244085,"(Percy Howard), Newby, P. H.",Newby P. H,1947,1907.0,u,,"Agents and witnesses, | a novel."
mdp.39015019865933,mdp.39015019865933,"(Percy Howard), Newby, P. H.",Newby P. H,1991,1951.0,u,,Coming in with the tide / | $c: P.H. Newby.
uc1.$b39839,uc1.$b39839,"(Petr), Nikiforov, P.",Nikiforov P,1931,1891.0,u,,"The strike of the dredging fleet, 1905 / | $c: by Peter Nikiforov."
uc1.$b302077,uc1.$b302077,"(Ralph Hale), Mottram, R. H.",Mottram R. H,1930,1890.0,u,,"The New providence, | $c: by R. H. Mottram."
uc1.b4938185,uc1.b4938185,"(Ray Coryton), Hutchinson, R. C.",Hutchinson R. C,1983,1907.0,u,,The unforgotten prisoner / | $c: R. C. Hutchinson.
uc1.32106000768884,uc1.32106000768884,"(Robert Sutherland), Rattray, R. S.",Rattray R. S,1930,1881.0,u,,"Akan-Ashanti folk-tales,"
mdp.39015016440045,mdp.39015016440045,"(Solomon Alexander Amu), Djoleto, S. A. Amu",Djoleto S. A. Amu,1967,1927.0,u,,The strange man.
mdp.39015066649768,mdp.39015066649768,"(Solomon Alexander Amu), Djoleto, S. A. Amu",Djoleto S. A. Amu,1975,1935.0,u,,Money galore / | $c: Amu Djoleto.
mdp.39015002741448,mdp.39015002741448,"(Sydney Castle), Roberts, S. C.",Roberts S. C,1941,1887.0,u,,Zuleika in Cambridge / | $c: by S. C. Roberts.
uc1.$b435146,uc1.$b435146,"(Vasiliĭ S.), I͡Anovskiĭ, V. S.",I͡Anovskiĭ V. S,1967,1906.0,u,,"No man's time : | a novel / | $c: by V.S. Yanovsky; translated from the Russian by Isabella Levitin and Roger Nyle Parris, with a foreword by W.H. Auden."
mdp.39015035763963,mdp.39015035763963,"(Vasiliĭ), Ilʹenkov, V.",Ilʹenkov V,1933,1897.0,u,,Driving axle; | a novel of socialist construction.
uc1.b4411114,uc1.b4411114,"(Veniamin), Kaverin, V.",Kaverin V,1955,1902.0,u,,Open book / | $c: by Venyamin Kaverin ; [English translation by Brian Pearce].
mdp.39015000606601,mdp.39015000606601,"(Victor Sawdon), Pritchett, V. S.",Pritchett V. S,1937,1900.0,u,,Dead man leading;
uc1.$b245317,uc1.$b245317,"(Victor Sawdon), Pritchett, V. S.",Pritchett V. S,1930,1900.0,u,,"The Spanish virgin, and other stories,"
mdp.39015000606619,mdp.39015000606619,"(Victor Sawdon), Pritchett, V. S.",Pritchett V. S,1935,1900.0,u,,"Nothing like leather,"
mdp.39015000649551,mdp.39015000649551,"(Victor Sawdon), Pritchett, V. S.",Pritchett V. S,1969,1900.0,u,,"Blind love, and other stories, | $c: by V. S. Pritchett."
mdp.39015002149014,mdp.39015002149014,"(Victor Sawdon), Pritchett, V. S.",Pritchett V. S,1961,1900.0,u,,When my girl comes home.
mdp.39015029227561,mdp.39015029227561,"(Vidiadhar Surajprasad), Naipaul, V. S.",Naipaul V. S,1971,1931.0,u,,Miguel Street / | $c: V. S. Naipaul.
mdp.39015038033992,mdp.39015038033992,"(Vikentiĭ Vikentʹevich), Veresaev, V. V.",Veresaev V. V,1927,1867.0,u,,The deadlock / | $c: by V. V. Vieressaev ; translated from the Russian by Nina Wissotzky and Camilla Coventry.
uc1.b4931097,uc1.b4931097,"(William John Francis) Jenner, W. J. F.",W. J. F,1970,1930.0,u,,Modern Chinese stories; | $c: selected and edited by W. J. F. Jenner; translated by W. J. F. Jenner and Gladys Yang.
7406,nyp.33433006838928,A. E.,,1877,,u,,A month in the coasting trade
inu.30000056308426,inu.30000056308426,"Abaidoo, Kodwo.",Kodwo,1993,1953.0,u,,Osimbe / | $c: by Kodwo Abaidoo.
mdp.39015051842584,mdp.39015051842584,"Abbasi, Talat.",Talat,2001,1961.0,u,,Bitter gourd and other stories / | $c: Talat Abbasi.
uc2.ark+=13960=t47p8wg3g,uc2.ark:/13960/t47p8wg3g,"Abbott, J. H. M.",J. H. M,1908,,u,,Letters from Queer Street ;
wu.89012609285,wu.89012609285,"Abbott, J. H. M.",J. H. M,1903,,u,,Plain and veldt
inu.30000107316949,inu.30000107316949,"Abdolah, Kader,",Kader,2006,1966.0,u,,My father's notebook / | $c: Kader Adbolah ; translated from the Dutch by Susan Massotty.
uc1.$b437190,uc1.$b437190,"Abramov, Fedor,",Fedor,1963,1920.0,u,,"The dodgers, | $c: by Fyodor Abramov. Translated by David Floyd."
mdp.39015024387402,mdp.39015024387402,"Abushwesha, Redwan.",Redwan,1977,1937.0,u,,The king of the dead and other Libyan tales / | $c: Redwan Abushwesha ; with a foreword by Pearse Hutchinson.
coo.31924026460893,coo.31924026460893,Achilles Tatius.,Achilles Tatius,1923,1883.0,u,,"The loves of Clitophon and Leucippe, | $c: translated from the Greek of Achilles Tatius by William Burton; reprinted for the first time from a copy now unique printed by Thomas Creede in 1597."
uc1.b4137344,uc1.b4137344,"Acōkamittiran̲,",Acōkamittiran̲,1993,1953.0,u,,Water (Tannir) / | $c: Ashokamitran ; translated from the Tamil by Lakshmi Holmström.
mdp.39015050141392,mdp.39015050141392,"Adams, Herbert,",Herbert,1926,1874.0,u,,The Sloane square mystery / | $c: by Herbert Adams.
mdp.39015013160810,mdp.39015013160810,"Adamson, Iain,",Iain,1965,1925.0,u,,The forgotten men.
uc2.ark+=13960=t8rb7051n,uc2.ark:/13960/t8rb7051n,"Adderley, J. G.",J. G,1920,,u,,Old seed on new ground
mdp.39015082751119,mdp.39015082751119,"Addonia, Sulaiman S. M. Y.",Sulaiman S. M. Y,2008,1968.0,u,,The consequences of love / | $c: Sulaiman S.M.Y. Addonia.
mdp.39015042799695,mdp.39015042799695,"Adeney, Noël.",Noël,1956,1916.0,u,,No coward soul : | a novel / | $c: by Noël Adeney.
mdp.39015076156614,mdp.39015076156614,"Adeniran, Sade.",Sade,2007,1967.0,u,,Imagine this / | $c: Sade Adeniran.
mdp.39015028925991,mdp.39015028925991,"Adimora-Ezeigbo, Akachi.",Akachi,1992,1952.0,u,,Rhythms of life : | stories of modern Nigeria / | $c: Akachi Adimora-Ezeigbo.
inu.30000043459589,inu.30000043459589,"Adyeeri, Mugarra,",Mugarra,1994,1954.0,u,,Cherished dreams / | $c: Mugarra Adyeeri.
mdp.39015064952313,mdp.39015064952313,"Afolabi, Segun,",Segun,2007,1967.0,u,,Goodbye Lucille / | $c: Segun Afolabi.
uc1.b4156524,uc1.b4156524,"Agnar Þórðarson,",Agnar Þórðarson,1995,1955.0,u,,Called home / | $c: by Agnar Thordarson ; translated by Robert Kellog.
mdp.39015016432844,mdp.39015016432844,"Ahmed, Zahir,",Zahir,1965,1925.0,u,,Dusk and dawn in village India; | twenty fateful years.
uc2.ark+=13960=t53f50198,uc2.ark:/13960/t53f50198,"Ainsworth, Eustace.",Eustace,1918,,u,,Billie Impett & Doris
mdp.39015043116709,mdp.39015043116709,"Aira, César,",César,1998,1958.0,u,,The hare / | $c: César Aira ; translated by Nick Caistor.
mdp.39015080837696,mdp.39015080837696,"Airth, Rennie,",Rennie,2009,1969.0,u,,The dead of winter / | $c: Rennie Airth.
uc2.ark+=13960=t8gf0v696,uc2.ark:/13960/t8gf0v696,"Aitken, J. R.",J. R,1913,,u,,"My garden of the red, red rose"
mdp.39015007020632,mdp.39015007020632,"Aksenov, Vasiliĭ,",Vasiliĭ,1984,1932.0,u,,"The burn : | a novel in three books : late sixties, early seventies / | $c: Vassily Aksyonov ; translated from the Russian by Michael Glenny."
mdp.39015032713250,mdp.39015032713250,"Aksenov, Vasiliĭ,",Vasiliĭ,1969,1932.0,u,,"It's time, my friend, it's time | $c: [by] Vasiliy Aksyonov; translated from the Russian by Olive Stevens."
uc1.b4353959,uc1.b4353959,"Aksenov, Vasiliĭ,",Vasiliĭ,1962,1932.0,u,,"Colleagues, | $c: by Vasili Aksenov. Translated from the Russian by Alec Brown. Illus. by Y. Vechersky."
mdp.39015012418243,mdp.39015012418243,"Aksenov, Vasiliĭ,",Vasiliĭ,1962,1932.0,u,,A starry ticket.
mdp.39015005386712,mdp.39015005386712,"Akutagawa, Ryūnosuke,",Ryūnosuke,1970,1892.0,u,,Kappa: | a novel; | $c: translated from the Japanese by Geoffrey Bownas; with an introduction by G. H. Healey.
uc1.b3726462,uc1.b3726462,"Akwanya, Amechi.",Amechi,1991,1951.0,u,,Orimili / | $c: Amechi Akwanya.
mdp.39015017670186,mdp.39015017670186,"Alain-Fournier,",Alain-Fournier,1959,1886.0,u,,Lost domain | (Le grand Meaulnes)
wu.89100091255,wu.89100091255,"Aleksinskaia, Tatiana.",Tatiana,1916,,u,,With the Russian wounded
13698,uiuo.ark:/13960/t3qv3s85d,"Alexander, G. G.",,1881,,u,v.3,Doctor Victoria
13698,uiuo.ark:/13960/t8gf12d5t,"Alexander, G. G.",,1881,,u,v.2,Doctor Victoria
13698,uiuo.ark:/13960/t2794dz8h,"Alexander, G. G.",,1881,,u,v.1,Doctor Victoria
uc1.32106012493554,uc1.32106012493554,"Alexander, L. A",L. A,2000,1960.0,u,,Intimate cartographies : | a three-dimensional novel
njp.32101063579898,njp.32101063579898,"Alexander, L. C.",L. C,1902,,u,,The book of ballynoggin
inu.30000036578189,inu.30000036578189,"Alfeeva, Valerii͡a.",Valerii͡a,1992,1952.0,u,,Pilgrimage to Dzhvari / | $c: Valeria Alfeyeva ; translated by Stuart and Jenny Robertson.
mdp.39015029176610,mdp.39015029176610,"Ali, Tariq.",Tariq,1992,1952.0,u,,Shadows of the pomegranate tree / | $c: Tariq Ali.
mdp.39015061184837,mdp.39015061184837,"Ali, Tariq.",Tariq,2005,1965.0,u,,A sultan in Palermo / | $c: Tariq Ali.
mdp.39015047454767,mdp.39015047454767,"Ali, Tariq.",Tariq,1998,1958.0,u,,The book of Saladin / | $c: Tariq Ali.
mdp.39015049523544,mdp.39015049523544,"Ali, Tariq.",Tariq,2000,1960.0,u,,The stone woman / | $c: Tariq Ali.
mdp.39015048917853,mdp.39015048917853,"Ali, Tariq.",Tariq,1998,1958.0,u,,Fear of mirrors / | $c: Tariq Ali.
mdp.49015001276667,mdp.49015001276667,"Alkali, Zaynab.",Zaynab,1989,1949.0,u,,The stillborn / | $c: Zaynab Alkali ; with an introduction by Stuart Brown.
inu.30000056741279,inu.30000056741279,"Aluko, T. M.,",T. M,1977,1918.0,u,,"One man, one wife / | $c: T. M. Aluko."
mdp.39015022222759,mdp.39015022222759,"Amadi, Elechi,",Elechi,1986,1946.0,u,,Estrangement / | $c: Elechi Amadi.
mdp.49015001015586,mdp.49015001015586,"Amadi, Elechi,",Elechi,1969,1929.0,u,,The great ponds.
uc1.$b252082,uc1.$b252082,"Amadi, Elechi,",Elechi,1966,1926.0,u,,The concubine.
mdp.39015030843117,mdp.39015030843117,"Amadi, Elechi,",Elechi,1978,1938.0,u,,The slave / | $c: Elechi Amadi
inu.39000005925479,inu.39000005925479,"Amadu, Malum.",Malum,1972,1932.0,u,,Amadu's bundle: Fulani tales of love and djinns; | $c: collected by Gulla Kell and translated into English by Ronald Moody. -
uc2.ark+=13960=t5k934f5k,uc2.ark:/13960/t5k934f5k,"Aminoff, Léonie,",Léonie,1912,,u,,The broad walk
mdp.39015022101409,mdp.39015022101409,"Amosov, Nikolaĭ Mikhaĭlovich.",Nikolaĭ Mikhaĭlovich,1966,1926.0,u,,Russian surgeon | $c: [by] Prof. N. Amosoff; translated from the Russian by George St. George.
6069,uva.x030797335,"Anderdon, W. H.",,1889,,u,,Bracton;
uc1.b4362247,uc1.b4362247,"Anderman, Janusz,",Janusz,1988,1948.0,u,,The edge of the world / | $c: by Janusz Anderman ; preface by Jerzy Pilch ; translated by Nina Taylor.
uc1.b3573464,uc1.b3573464,"Anderson, A. J.",A. J,1909,,u,,The romance of Fra Filippo Lippi
mdp.39015082699292,mdp.39015082699292,"Anderson, Lin.",Lin,2008,1968.0,u,,Easy kill / | $c: Lin Anderson.
uc1.31158004587340,uc1.31158004587340,"Andom, R.,",R,1902,,u,,The identity exchange;
uc1.31158011041513,uc1.31158011041513,"Andom, R.,",R,1911,,u,,In fear of a throne
mdp.39015054265833,mdp.39015054265833,"Andreas, Neshani.",Neshani,2001,1961.0,u,,The purple violet of Oshaantu / | $c: Neshani Andreas.
mdp.39015020105733,mdp.39015020105733,"Andres, Stefan,",Stefan,1955,1906.0,u,,"We are utopia, | a novel."
uc1.32106011377782,uc1.32106011377782,"Andrić, Ivo,",Ivo,1944,1892.0,u,,The bridge over the Drina / | $c: Ivo Andrić ; translated from the Serbo-Croat by Lovett F. Edwards ; with an introduction by William H. McNeill
mdp.39015008156054,mdp.39015008156054,"Andrić, Ivo,",Ivo,1958,1892.0,u,,"Bosnian story, | $c: translated by Kenneth Johnstone."
mdp.39076007044089,mdp.39076007044089,"Andrzejewski, Jerzy,",Jerzy,1962,1909.0,u,,Ashes and diamonds; | a novel.
uc1.b3578704,uc1.b3578704,"Anstey, F.,",F,1931,1856.0,u,,Humour & fantasy ... | $c: by F. Anstey [pseud.]
mdp.39015032438205,mdp.39015032438205,"Antunes, António Lobo,",António Lobo,1993,1953.0,u,,Act of the damned / | $c: António Lobo Antunes ; translated from the Portuguese by Richard Zenith.
inu.30000114176047,inu.30000114176047,"Apter, T. E.",T. E,1976,1936.0,u,,Silken lines and silver hooks / | $c: [by] T. E. Apter.
mdp.39015015364667,mdp.39015015364667,"Aragon,",Aragon,1947,1897.0,u,,Passengers of destiny. | $c: Translated by Hannah Josephson.
uc1.b3539878,uc1.b3539878,"Aragon,",Aragon,1946,1897.0,u,,Aurelien / | $c: by Louis Aragon ; translated by Eithne Wilkins.
uc2.ark+=13960=t9m32zf40,uc2.ark:/13960/t9m32zf40,"Aranha, Graça,",Graça,1920,,u,,Canaan
wu.89095735338,wu.89095735338,"Ari Þorgilsson,",Ari Þorgilsson,1908,,u,,The book of the settlement of Iceland
mdp.39015050555005,mdp.39015050555005,"Armitage, G. E.",G. E,1985,1945.0,u,,A season of peace : | a novel / | $c: by G.E. Armitage.
uc1.32106018129939,uc1.32106018129939,"Arnaldur Indriðason,",Arnaldur Indriðason,2004,1964.0,u,,Jar city / | $c: Arnaldur Indriđason ; translated from the Icelandic by Bernard Scudder
uc1.$b152304,uc1.$b152304,"Arnaud, Cécile, pseud.",Cécile pseud,1965,1925.0,u,,The gift of indifference. | $c: Translated by Margaret Crosland.
mdp.39015082722680,mdp.39015082722680,"Arnold, Gaynor.",Gaynor,2008,1968.0,u,,Girl in a blue dress / | $c: Gaynor Arnold.
mdp.39015048945987,mdp.39015048945987,"Arrowsmith, Pat.",Pat,1998,1958.0,u,,Many are called / | $c: Pat Arrowsmith.
uc1.$b391222,uc1.$b391222,"Asalache, Khadambi,",Khadambi,1967,1927.0,u,,A calabash of life: | a novel.
mdp.39015016454426,mdp.39015016454426,"Asare, Bediako.",Bediako,1969,1929.0,u,,Rebel; | $c: [illustrations by Taj Ahmed].
mdp.39015014104767,mdp.39015014104767,"Ashbee, C. R.",C. R,1910,,u,,The building of Thelema
6511,nyp.33433074947924,"Ashby-Sterry, J.",,1896,,u,,A tale of the Thames
uc1.32106011930507,uc1.32106011930507,"Ashokamitran,",Ashokamitran,1993,1953.0,u,,Water / | $c: Ashokamitran ; translated from the Tamil by Lakshmi Holmström
mdp.39015032967500,mdp.39015032967500,"Ashokamitran,",Ashokamitran,1993,1953.0,u,,Water / | $c: Ashokamitran ; translated from the Tamil by Lakshmi Holmström
uc1.$b193963,uc1.$b193963,"Askildsen, Kjell,",Kjell,1994,1954.0,u,,A sudden liberating thought : | selected stories / | $c: Kjell Askildsen ; translated and with an introduction by Sverre Lyngstad.
uc1.b4097002,uc1.b4097002,"Asterisk,",Asterisk,1924,1877.0,u,,"Gone native; | a tale of the South Seas, | $c: by ""Asterisk"" [pseud.]."
uc1.$b281591,uc1.$b281591,"Astle, M. J.",M. J,1923,1883.0,u,,The principles of golf / | $c: by M.J. Astle ; illustrated by Marjorie Bates.
inu.30000103145904,inu.30000103145904,"Atasü, Erendiz.",Erendiz,2000,1960.0,u,,The other side of the mountain / | $c: Erendiz Atasü ; translated by Erendiz Atasü and Elizabeth Maslen.
mdp.39015051168493,mdp.39015051168493,"Athar, Ikbal,",Ikbal,1976,1936.0,u,,The years of their lives / | $c: Ikbal Athar.
mdp.39015008875604,mdp.39015008875604,"Atkinson, M. E.",M. E,1952,1912.0,u,,Hunter's moon ; | a book for boys and girls / | $c: Illustrated by Charlotte Hough.
njp.32101064786484,njp.32101064786484,"Austin, F. Britten",F. Britten,1913,,u,,In action
uc2.ark+=13960=t9n29t025,uc2.ark:/13960/t9n29t025,"Austin, F. Britten",F. Britten,1917,,u,,Battlewrack
8938,uiuo.ark:/13960/t6nz8pg31,Author of Cynthia.,,1883,,u,v.2,Lemuel
8938,uiuo.ark:/13960/t6b28cj6w,Author of Cynthia.,,1883,,u,v.1,Lemuel
14782,uiuo.ark:/13960/t89g61j5w,Author of No appeal.,,1870,,u,v.1,Gerald Hastings of Barton
14782,uiuo.ark:/13960/t2m61wd3z,Author of No appeal.,,1870,,u,v.2,Gerald Hastings of Barton
14782,uiuo.ark:/13960/t0ht30x6v,Author of No appeal.,,1870,,u,v.3,Gerald Hastings of Barton
13171,uiuo.ark:/13960/t0qr5ds1j,Author of Rare pale Margaret.,,1886,,u,v.3,Pomegranate seed
13171,uiuo.ark:/13960/t7cr6dx7f,Author of Rare pale Margaret.,,1886,,u,v.2,Pomegranate seed
13171,uiuo.ark:/13960/t86h55c3c,Author of Rare pale Margaret.,,1886,,u,v.1,Pomegranate seed
6679,uc1.b3322425,Author of Told in the verandah.,,1893,,u,,"A black prince, and other stories"
mdp.39015080837704,mdp.39015080837704,"Aw, Tash.",Tash,2009,1969.0,u,,Map of the invisible world / | $c: Tash Aw.
mdp.39015060589291,mdp.39015060589291,"Aw, Tash.",Tash,2005,1965.0,u,,The harmony silk factory / | $c: Tash Aw.
mdp.39015051945015,mdp.39015051945015,"Azasu, Kwakuvi,",Kwakuvi,1982,1942.0,u,,The stool / | $c: Kwakuvi Azasu.
mdp.39015008032321,mdp.39015008032321,"Azorín,",Azorín,1931,1873.0,u,,The syrens and other stories;
mdp.39015019569535,mdp.39015019569535,"Azpadu, Dodici.",Dodici,1987,1947.0,u,,Saturday night in the prime of life / | $c: by Dodici Azpadu.
mdp.39015058234751,mdp.39015058234751,"Aḥmad, Z̤amīruddīn.",Z̤amīruddīn,2002,1962.0,u,,The east wind and other short stories / | $c: Zamiruddin Ahmad; translated and introduced by Shamoon Zamir.
mdp.39015027551616,mdp.39015027551616,"B B,",B B,1962,1905.0,u,,"The little grey men, | a story for the young in heart, by 'BB' [pseud.] | $c: Illustrated by Denys Watkins Pitchford."
mdp.39015010695230,mdp.39015010695230,"Babaevskiĭ, Semen Petrovich,",Semen Petrovich,1956,1909.0,u,,Cavalier of the Gold Star. | $c: [Translated by Ruth Kisch]
uc1.32106010929930,uc1.32106010929930,"Babelʹ, I. (Isaak),",I. Isaak,1929,1894.0,u,,Red cavalry
mdp.39015078779710,mdp.39015078779710,"Badoe, Yaba.",Yaba,2009,1969.0,u,,True murder / | $c: Yaba Badoe.
