htid,author,title,year,authgender,female_category,gb_scotland_intensity
uc1.b3548192,"Conrad, Joseph,",The works of Joseph Conrad.,1923,m,,0.0
wu.89069435592,"Lindgren, Torgny,",The way of a serpent / | $c: Torgny Lindgren ; translated from the Swedish by Tom Geddes.,1997,u,mixed,0.0
uiuo.ark:/13960/t9z03hb2r,"Francis, Sophia L.","Angelo Guicciardini, or, The bandit of the Alps",1809,f,,0.0
wu.89070237797,"Arjouni, Jakob.",Magic Hoffman / | $c: Jakob Arjouni ; translated by Geoffrey Mulligan.,1998,m,high_male,0.0
uc1.b3495080,,Cornish harvest : | an anthology / | $c: edited by Denys Val Baker.,1974,u,high_female,0.0
wu.89072029218,"Magnan, Pierre,",The murdered house / | $c: Pierre Magnan ; translated from the French by Patricia Clancy.,1999,m,mixed,0.0
uc1.b3541614,"West, Rebecca,",A letter to a grandfather / | $c: Rebecca West.,1933,f,high_male,0.0
uc1.b3539878,"Aragon,",Aurelien / | $c: by Louis Aragon ; translated by Eithne Wilkins.,1946,u,,0.0
uc2.ark:/13960/t0ft8gb4b,"Blundell, Peter.",Love-birds in the coco-nuts,1915,m,,0.0
wu.89072509649,"Bjørneboe, Jens,",Moment of freedom : | the Heiligenberg manuscript / | $c: Jens Bjørneboe ; translated from the Norwegian by Esther Greenleaf Mürer.,1999,m,,0.0
uc2.ark:/13960/t0ft8gt15,"Ouida,",Held in bondage,1863,f,mixed,0.0
uiuo.ark:/13960/t9z03fc7s,"Belfast, Frederick Richard Chichester,",Wealth and labour,1853,m,,0.0
uc1.b3528867,"Reichart, Elisabeth.",February shadows / | $c: Elisabeth Reichart ; translated by Donna L. Hoffmeister.,1988,f,high_female,0.0
uc2.ark:/13960/t0ft8p04b,"Weyman, Stanley John,",A gentleman of France,1893,m,high_male,0.0
uc2.ark:/13960/t0ft8sk7n,"Langdon, Samuel,","The appeal to the serpent ; or, Life in an ancient Buddhist city",1889,m,,0.0
wu.89072682958,Ólafur Gunnarsson.,Potter's Field : | translated from the Icelandic by Olafur Gunnarsson and Jill Burrows / | $c: Ólafur Gunnarsson.,1999,u,,0.0
uc1.b3528547,"Lind, Jakov,",Ergo; | $c: translated from the German by Ralph Manheim.,1967,u,,0.0
wu.89073510208,"Glavinic, Thomas.",Carl Haffner's love of the draw / | $c: Thomas Glavinic ; translated from the German by John Brownjohn.,1999,m,,0.0
wu.89052341955,"Blanc, Henri-Frédéric,",The empire of sleep / | $c: Henri-Frédéric Blanc ; translated from the French by Nina Rootes.,1993,u,high_male,0.0
uc1.b3578831,"Housman, Laurence,",The house of joy,1895,m,high_male,0.0
uc1.b3578372,"Eiloart,",Out of her sphere,1872,f,high_female,0.0
wu.89050685122,"Jardin, Alexandre.",The Zebra / | $c: Alexandre Jardin ; translated by Charles Penwarden.,1990,m,high_female,0.0
uc1.b3730682,"Wasilewska, Wanda,",Just love; | $c: translated by Edith Bone.,1945,f,high_female,0.0
uc1.b3730650,"Myśliwski, Wiesław.",The palace / | $c: Wieslaw Mysliwski ; translated from the Polish by Ursula Phillips.,1991,u,high_male,0.0
uc1.b3728085,"Butler, William,",Cire perdue.,1965,m,,0.0
uc1.b3727919,"Work, George.",White man's harvest : | a novel / | $c: by George Work.,1932,m,mixed,0.0
uc1.b3727846,"Stacton, David,",On a balcony / | $c: David Stacton.,1958,m,high_male,0.0
uc1.b3727281,"Baird, Thomas,",Sheba's landing / | $c: Thomas Baird.,1965,m,,0.0
uc1.b3727168,"Orlovitz, Gil,",Ice never F: a novel.,1970,m,,0.0
uc1.b3727158,"Ogilvie, Elisabeth,",My world is an island.,1951,f,,0.0
uc1.b3727131,"Bongartz, Roy.",Twelve chases on West Ninety-ninth Street.,1966,m,,0.0
uc1.b3726488,"Iyayi, Festus.",Violence / | $c: Festus Iyayi.,1987,m,high_male,0.0
uc1.b3726483,"Dibba, Ebou.",Fafa : | an idyll on the banks of a river : a novel / | $c: by Ebou Dibba.,1989,u,mixed,0.0
uc1.b3726462,"Akwanya, Amechi.",Orimili / | $c: Amechi Akwanya.,1991,u,high_male,0.0
uc1.b3726460,"Nwagboso, Maxwell Nkem.",A message from the madhouse / | $c: Maxwell Nwagboso.,1991,m,high_female,0.0
uc1.b3723293,"Vučo, Aleksandar.",The holidays. | $c: Translated by Alec Brown.,1959,u,,0.0
uc1.b3716770,"Raeburn, Anna.",Keeper of dreams.,1990,f,high_female,0.0
uc1.b3711108,"Masters, John,",Trial at Monomoy.,1964,m,,0.0
uc1.b3711062,"Nathan, Robert,",The adventures of Tapiola.,1950,m,high_male,0.0
uc1.b3711030,"Morris, Edita,",The flowers of Hiroshima.,1959,u,,0.0
uc1.b3688400,"Cabell, James Branch,",Jurgen : | a comedy of justice / | $c: Branch Cabell ; with an introd. by Hugh Walpole.,1923,m,high_male,0.0
uc1.b3687722,"Fuchs, Daniel,",The apathetic bookie joint / | $c: Daniel Fuchs.,1980,m,mixed,0.0
wu.89034961391,"Bernhard, Thomas.",The cheap-eaters / | $c: by Thomas Bernhard ; translated from the German by Ewald Osers.,1990,m,high_male,0.0
wu.89035590355,"Carling, Finn,",Under the evening sky / | $c: Finn Carling ; translated from the Norwegian and with a foreword by Louis A. Muinzer.,1990,u,high_male,0.0
uc1.b3634960,"Weiss, Peter,",Leavetaking [and] Vanishing point; | $c: translated by Christopher Levenson.,1966,m,,0.0
uc2.ark:/13960/t07w68j53,"Fisher, William,",Ralph Rutherford,1851,m,,0.0
uc1.b3634366,"Wellershoff, Hans Dieter.",Winner takes all / | $c: Hans Dieter Wellershoff ; translated by Paul Knight.,1986,m,,0.0
wu.89038343711,"Fearon, Ethelind.","A privy in the cactus, | $c: by Ethelind Fearon. Illustrated by Alex Jardine.",1965,u,,0.0
umn.31951001289290z,"Sciascia, Leonardo.","Candido : | or, A dream dreamed in Sicily / | $c: Leonardo Sciascia ; translated from the Italian by Adrienne Foulke.",1982,m,,0.0
uc1.b3632621,"Foster, Harry L.",The adventures of a tropical tramp,1922,m,high_male,0.0
uc1.b3630362,"Holmes, John Henry.","Way back in Papua, | $c: by J. H. Holmes.",1926,m,high_male,0.0
uc1.b3734101,"Goetel, Ferdynand,","The messenger of the snow, | $c: by Ferdynand Goetel, translated from the Polish by Marja C. Słomczanka and Grace Keith Murray; with a preface by G. K. Chesterton.",1931,u,high_male,0.0
uc1.b3739022,"Ebersohn, Wessel.",Store up the anger : | a novel / | $c: by Wessel Ebersohn.,1980,u,high_male,0.0
uc1.b3739038,"Gray, Stephen,",Caltrop's desire / | $c: Stephen Gray.,1980,m,,0.0
uc1.b3741254,"Thomas, D. M.",News from the front / | $c: D. M. Thomas and Sylvia Kantaris.,1983,m,,0.0
uc1.b3750555,"Boulle, Pierre,",Sacrilege in Malaya / | $c: by Pierre Boulle ; translated from the French by Xan Fielding.,1959,m,high_male,0.0
uc1.b3750429,"Butor, Michel.",Second thoughts. | $c: Translated from the French by Jean Stewart.,1958,m,high_female,0.0
uc1.b3750428,"Bernanos, Georges,",Night is darkest : | a novel / | $c: by Georges Bernanos ; translated from the French by W. J. Strachan.,1953,m,mixed,0.0
wu.89017937079,"Jersild, P. C. (Per Christian),",A living soul / | $c: P.C. Jersild ; translated by Rika Lesser.,1988,m,mixed,0.0
uc2.ark:/13960/t05x2601c,"Rowe, Richard,",The boys of Axleford,1880,m,high_male,0.0
uc1.b3741341,"Sankawulo, Wilton.","Why nobody knows when he will die, and other tales from Liberia / | $c: Wilton Sankawulo",1979,m,high_male,0.0
uc1.b3741295,"Sinclair, Clive,",Hearts of gold / | $c: Clive Sinclair.,1979,m,,0.0
uc1.b3741294,"Sinclair, Clive,",Bedbugs / | $c: by Clive Sinclair.,1982,m,mixed,0.0
uc1.b3741287,"Sullivan, Anthony.",Mad Hannah Rafferty : | a novel / | $c: Tony Sullivan.,1990,m,high_female,0.0
wu.89018081869,"Horst, Kate A. ter.","Cloud over Arnhem, | September 17th-26th 1944.",1959,f,high_male,0.0
uc1.b3741281,"Rubens, Bernice.",Brothers : | a novel / | $c: by Bernice Rubens.,1983,f,,0.0
uc1.b3741279,"Sinclair, Andrew,",A patriot for hire / | $c: [by] Andrew Sinclair,1978,m,mixed,0.0
wu.89018093724,"Genevoix, Maurice,",The story of Reynard. | $c: Translated from the French by Margaret Crosland. Illustrated by Andre Pec.,1959,m,high_male,0.0
uc1.b3741141,"Waterhouse, Keith.",Thinks / | $c: Keith Waterhouse.,1984,m,,0.0
uc1.b3739050,"Noone, Peter.",John Dum : | a frolic / | $c: Peter Noone.,1979,m,high_male,0.0
uc1.b3739982,"Heath, Roy A. K.",Genetha : | a novel / | $c: by Roy A.K. Heath.,1981,m,,0.0
uc2.ark:/13960/t05x28j6s,"Holdenby, Christopher",Folk of the furrow,1913,m,,0.0
wu.89030493787,,"Ruwenzori expedition, 1934-5 ...",1939,u,high_male,0.0
uc1.b3739978,"Bascom, Harold A.,",Apata : | the story of a reluctant criminal / | $c: Harold Bascom.,1986,m,high_male,0.0
uc1.b3739958,"Persaud, Sasenarine.",Dear death / | $c: Sasenarine Persaud.,1989,u,high_male,0.0
uc1.b3739870,"Baring-Gould, S.",In exitu Israel;,1870,m,,0.0
umn.31951001697946m,"Bartlett, Vernon.","Mud and khaki, sketches from Flanders and France",1917,m,high_male,0.0
uc1.b3739869,"Baring-Gould, S.",In exitu Israel;,1870,m,,0.0
uc1.b3739861,"Axe, Eric.",South enchanted Africa and a stare from a mountain / | $c: Eric Axe.,1980,m,high_male,0.0
wu.89031830839,"Laâbi, Abdellatif,",Rue du Retour / | $c: Abdellatif Laâbi ; translated from the French by Jacqueline Kaye ; foreword by Breyten Breytenbach ; introduction by Victor Reinking.,1989,u,high_male,0.0
uc1.b3739768,"Aldiss, Brian Wilson,",Seasons in flight / | $c: Brian Aldiss.,1984,m,,0.0
uc1.b3739439,"Zwi, Rose.",Exiles : | a novel / | $c: by Rose Zwi.,1984,f,,0.0
wu.89032203036,"Hutchinson, A. S. M. (Arthur Stuart-Menteth),",The happy warrior / | $c: by A. S. M. Hutchinson.,1925,m,mixed,0.0
wu.89038451712,"Mason, Gertrude.","New life for old clothes, | $c: by Gertrude Mason...With 190 drawings by Kathleen Mann.",1943,f,high_male,0.0
uc2.ark:/13960/t07w68t7n,"Macquoid, Katharine S.",Doris Barugh,1878,f,,0.0
wu.89039010491,"Tournier, Michel",Gemini / | $c: by Michel Tournier ; translated by Anne Carter.,1985,m,,0.0
wu.89047240379,"Kitchen, Fred.",The farming front / | $c: by Fred Kitchen; thirty-seven photographs by Harold Burdekin.,1943,m,,0.0
uc1.b3581483,"Jones, Hannah Maria,","The gipsy mother, or, The miseries of enforced marriage",1840,f,mixed,0.0
uc1.b3579200,"Lever, Charles James,",Luttrell of Arran,1865,m,mixed,0.0
uc1.b3579186,"Banks, G. Linnaeus",The Manchester man,1876,f,mixed,0.0
wu.89046632451,"Cordelli, Franco,",Pinkerton / | $c: Franco Cordelli ; translated by Teresa Waugh.,1990,m,,0.0
uc2.ark:/13960/t09w0fn3w,"Praed, Campbell,",Madame Izan;,1899,f,,0.0
uc1.b3579177,"Le Fanu, Joseph Sheridan,",The Wyvern mystery,1869,m,,0.0
uc1.b3579176,"Le Fanu, Joseph Sheridan,",The Wyvern mystery,1869,m,,0.0
uc1.b3579175,"Le Fanu, Joseph Sheridan,",The Wyvern mystery,1869,m,,0.0
wu.89047148200,"Porteous, Crichton.",Farmer's creed.,1938,u,high_male,0.0
uc1.b3579136,"Broughton, Rhoda,",Doctor Cupid,1889,f,high_female,0.0
uc1.b3579122,"Becke, Louis,",The adventures of a supercargo / | $c: by Louis Becke.,1925,m,,0.0
uc1.b3579008,"Borrow, George,",The story of Tim;,1913,m,high_male,0.0
uc1.b3578937,"Bird, Robert Montgomery,",Abdalla the Moor and the Spanish knight,1839,m,high_male,0.0
uc1.b3578859,"Church, Alfred John,",The Hammer,1890,m,,0.0
uc1.b3581532,"Martineau, Harriet,",Traditions of Palestine,1830,f,,0.0
uiuo.ark:/13960/t9z03qj2x,"Ollier, Charles,",Ferrers,1842,m,,0.0
uc1.b3578832,"Housman, Laurence,","Moonshine & clover, | $c: by Laurence Housman ; engraved by Clemence Housman.",1924,m,high_male,0.0
uc1.b3475462,"Konadu, Asare,",A woman in her prime | $c: [by] S. A. Konadu.,1967,u,high_male,0.0
uc1.b3578776,"Housman, Laurence,",The field of clover,1898,m,high_male,0.0
uiuo.ark:/13960/t9z03qb5p,"Marryat, Florence,",The risen dead,1891,f,,0.0
uc1.b3578773,"Hewlett, J.","Peter Priggins, the college scout",1841,m,high_male,0.0
uc1.b3578772,"Hewlett, J.","Peter Priggins, the college scout",1841,m,high_male,0.0
uc2.ark:/13960/t0bv7c67s,"Robinson, F. W.",Coward conscience,1879,m,mixed,0.0
wu.89049301443,"Thynne, Robert.",Ravensdale,1845,m,,0.0
uiuo.ark:/13960/t9z03px4d,"Oliphant,",Madam,1885,f,,0.0
uc1.b3578727,"Hardy, Thomas,",Tess of the D'Urbervilles,1892,m,high_female,0.0
uc1.b3578479,"Doyle, Arthur Conan,",The tragedy of the Korosko,1898,m,,0.0
uc2.ark:/13960/t0bv7k35z,"O'Hanrahan, Michael,",A swordsman of the brigade,1914,m,,0.0
uc1.b3581529,"Marsh, Richard,",Tom Ossington's ghost,1898,m,,0.0
wu.89044447696,"Bielski, Nella.",After Arkadia / | $c: Nella Bielski ; translated by Jonathan Steffen with the participation of John Berger.,1992,f,,0.0
uc1.b3606688,"Kasack, Hermann,",The city beyond the river; | $c: a translation of the German novel Die Stadt hinter dem Strom made by Peter de Mendelssohn.,1953,m,,0.0
uc1.b3591589,"Vidal, Nicole,",Ring of Jade; | $c: translated from the French by Johanna Harwood.,1966,u,mixed,0.0
wu.89039305578,"Reve, Gerard Kornelis van het.",Parents worry / | $c: Gerard Reve ; in the authorised translation from the Dutch by Richard Huijing.,1990,m,high_male,0.0
wu.89040821183,"Parland, Oscar,",The year of the bull / | $c: Oscar Parland ; translated from the Swedish by Joan Tate.,1991,m,,0.0
uc1.b3604605,"Hanley, James,",The darkness.,1973,m,high_male,0.0
uc1.b3598647,"Berto, Guiseppe.",The brigand / | $c: by Giuseppe Berto ; translated by Angus Davidson.,1951,m,high_female,0.0
uc2.ark:/13960/t07w69276,"Thurston, E. Temple",The Antagonists,1914,f,mixed,0.0
wu.89040827529,"Enquist, Per Olov.",The magnetist's fifth winter / | $c: Per Olov Enquist ; translated from the Swedish by Paul Britten Austin.,1989,m,high_male,0.0
wu.89040876070,"Rigaudis, Marc.",Ito-san : | stories / | $c: Marc Rigaudis ; translated from the French and with an introduction by James Kirkup.,1991,m,mixed,0.0
uc1.b3595548,"Moravia, Alberto,","Disobedience, | $c: [by Alberto Moravia [pseud.] Translated by Angus Davidson.",1950,m,high_male,0.0
uc1.b3595539,"Jovine, Francesco,","The estate in Abruzzi / | $c: Francesco Jovine ; translated from the Italian ""Le terre del sacramento"" by Archibald Colquhoun.",1952,u,,0.0
uc1.b3595367,"Sender, Ramón José,",The affable hangman / | $c: by Ramón J. Sender ; translated from the Spanish by Florence Hall.,1954,u,,0.0
uc1.b3591902,"De Stefani, Livia.",Rosa. | $c: [Translated from the Italian by Carla Barford and Sheila Hodges],1963,f,,0.0
uc1.b3591717,"Droit, Michel,",The return; | $c: translated by Olwyn Hughes.,1966,m,mixed,0.0
uc1.b3591601,"Yourcenar, Marguerite.",Two lives and a dream / | $c: Marguerite Yourcenar ; translated by Walter Kaiser in collaboration with the author.,1987,f,,0.0
uc1.b3590279,"Merle, Robert,",Death is my trade : | a novel / | $c: Robert Merle.,1954,m,,0.0
uc1.b3581533,"Ward, Catherine G.,","The fisher's daughter, or, The wanderings of Wolf and the fortunes of Alfred",1824,f,mixed,0.0
uc1.b3590195,"Montherlant, Henry de,","The girls; | a tetralogy of novels in two volumes; | $c: translated from the French by Terence Kilmartin, with an introduction by Peter Quennell.",1968,m,,0.0
uc1.b3589883,"Roblès, Emmanuel.",Knives. | $c: Translated by Geoffrey Sainsbury.,1958,m,mixed,0.0
uc1.b3589029,"Benzoni, Juliette.",Catherine and a time for love / | $c: Juliette Benzoni ; translated by Jocasta Goodwin.,1968,f,,0.0
uc2.ark:/13960/t07w6g40s,"Whyte-Melville, G. J.",Rosine and Sister Louise,1875,m,,0.0
umn.31951001138135h,Homer.,The Odyssey / | $c: Homer ; translated by E.V. Rieu.,1946,m,,0.0
uc1.b3588958,"Couteaux, André.",Portrait of the boy as a young wolf; | $c: translated from the French by Barbara Wright.,1968,u,high_female,0.0
uc1.b3586833,"Maron, Monika.",Flight of ashes / | $c: by Monika Maron ; translated by David Newton Marinelli.,1986,f,high_female,0.0
wu.89042502864,"Lønn, Øystein.",Tom Reber's last retreat / | $c: Øystein Lønn ; translated from the Norwegian by David McDuff.,1992,u,high_male,0.0
uc1.b3582177,"Maron, Monika.",The defector / | $c: Monika Maron ; translated by David Newton Marinelli.,1988,f,high_female,0.0
uc1.b3581587,"Morier, David Richard,",A tale of old Yanina | $c: [adapted by John W. Bagally],1951,m,,0.0
umn.31951000890449t,"Jones, Elizabeth Orton,","Ragman of Paris and his ragamuffins, | $c: told and illustrated by Elizabeth Orton Jones.",1937,f,,0.0
uc1.b3581586,"Morgan,",The O'Briens and the O'Flahertys;,1827,f,mixed,0.0
wu.89044441525,"Giovene, Andrea,",Sansevero / | $c: Andrea Giovene ; translated from the Italian by Marguerite Waldman and  Bernard Wall ; with an introduction by Valerio di Balvano.,1987,f,mixed,0.0
uc1.b3475529,"Zeno, pseud.",Grab.,1970,u,high_male,0.0
uc1.b3472758,"Freeman, Gillian.",The marriage machine : | a novel / | $c: by Gillian Freeman.,1975,f,,0.0
uc1.b3475436,"Hughes, David,",The man who invented tomorrow / | $c: by David Hughes.,1968,m,,0.0
wu.89099223273,"Trollope, Frances Milton,",The blue belles of England,1842,f,high_female,0.0
uc1.b3327542,"Norris, W. E.",The rogue,1888,f,,0.0
uc1.b3327541,"Norris, W. E.",The rogue,1888,f,,0.0
uc1.b3327540,"Norris, W. E.",The rogue,1888,f,,0.0
uc2.ark:/13960/t0qr5175r,"Couperus, Louis,",Ecstasy,1897,m,high_female,0.0
uc1.b3327539,"Normanby, Constantine Henry Phipps,",Yes and no,1828,m,mixed,0.0
uc1.b3327536,"Normanby, Constantine Henry Phipps,","Historiettes; or, Tales of continental life",1827,m,mixed,0.0
wu.89099301053,"Popham, Hugh.",Beyond the eagle's rage : | a novel / | $c: by Hugh Popham.,1951,m,mixed,0.0
uc1.b3327535,"Normanby, Constantine Henry Phipps,","Historiettes; or, Tales of continental life",1827,m,mixed,0.0
wu.89099400848,"Klimov, Grigoriĭ Petrovich.","The terror machine; | the inside story of the Soviet administration in Germany, | $c: by Gregory Klimov.  Translated from the German by H. C. Stevens.  Introduced by Edward Crankshaw and Ernst Reuter.",1953,u,,0.0
uc1.b3327522,"O'Donoghue, F. Talbot.",Donnington Hall,1865,m,mixed,0.0
uc1.b3327504,"Wood, Henry,",The story of Charles Strange,1888,f,,0.0
uc1.b3327503,"Wood, Henry,",The story of Charles Strange,1888,f,,0.0
uiuo.ark:/13960/t9w09km39,"Lyle, Max.","Fair oaks, or, The experiences of Arnold Osborne, M.D",1856,m,mixed,0.0
wu.89099487951,"Fangen, Ronald,",Both are my cousins / | $c: Ronald Fangen ; translated from the Norwegian by Dermot McKay.,1940,m,high_male,0.0
uc1.b3327493,"White, Charles,",Almack's revisited,1828,m,,0.0
uc1.b3327492,"White, Charles,",Almack's revisited,1828,m,,0.0
uc1.b3327467,"Peacock, Lucy,",Friendly Labours,1815,f,mixed,0.0
uc1.b3327465,"Payn, James,",The talk of the town,1885,m,,0.0
wu.89099490245,Petronius Arbiter.,Petronius (Trimalchio's Banquet),1905,u,high_male,0.0
uc1.b3327451,"Whyte-Melville, G. J.",Kate Coventry,1856,m,mixed,0.0
uc2.ark:/13960/t0rr1qr9g,,Hugh Russell at Harrow,1880,u,high_male,0.0
uiuo.ark:/13960/t9w09kf0m,"Marryat, Florence,",The prey of the gods,1871,f,,0.0
uc2.ark:/13960/t0rr1v149,"Anstey, F.,",The pariah,1889,m,high_female,0.0
wu.89099704173,"Omessa, Charles.",Rasputin and the Russian court,1918,m,,0.0
uiuo.ark:/13960/t9w09bq3r,"Caddell, Cecilia Mary,",Home & the homeless,1858,f,,0.0
wu.89099752115,"Henham, Ernest G.",Granite,1909,m,,0.0
uc1.b3327447,"Whiting, Sydney,",The romance of a garret,1867,u,,0.0
uc1.b3327446,"Whiting, Sydney,",The romance of a garret,1867,u,,0.0
uc1.b3327391,"Mills, John,",The life of a foxhound,1890,m,high_male,0.0
wu.89099229502,"Le Sage, Alain René,",Asmodeus,1841,m,,0.0
uc1.b3327554,"Pepys, Charlotte,",Domestic sketches in Russia,1861,f,high_female,0.0
wu.89099759581,"Housman, Laurence,",A thing to be explained / | $c: by Laurence Housman ; illustrated by C.T. Nightingale.,1920,m,high_female,0.0
wu.89099048308,"Baricco, Alessandro,",Silk / | $c: Alessandro Baricco ; translated from the Italian by Guido Waldman.,1998,m,high_male,0.0
wu.89096232681,"Bewick, Harry",A wild taste / | $c: by Harry Bewick [pseud.],1958,m,,0.0
uiuo.ark:/13960/t9w09pc1f,"Reid, Mayne,",The flag of distress,1876,m,high_male,0.0
uc1.b3332941,"Caine, William,",Bildad the quill-driver,1916,m,,0.0
wu.89097197222,"Underhill, Evelyn,",The miracles of Our Lady Saint Mary,1905,f,,0.0
wu.89097347694,"Shute, Nerina,","We mixed our drinks; | the story of a generation, | $c: by Nerina Shute.",1945,u,high_female,0.0
uc1.b3331992,"Paterson, Arthur,",The daughter of the Nez Percés,1894,m,mixed,0.0
uc1.b3331991,"Paterson, Arthur,",The daughter of the Nez Percés,1894,m,mixed,0.0
uc1.b3331971,"Scott, Walter,",Peveril of the peak,1823,m,,0.0
uc1.b3331970,"Scott, Walter,",Peveril of the peak,1823,m,,0.0
uc1.b3331938,,The little merchant,1855,u,high_male,0.0
wu.89098012180,"Birdsall, Anna Huntington.",A conflict of sex,1898,f,,0.0
uc1.b3331888,,The brother and sister,1852,u,high_male,0.0
wu.89098013899,"Burnett, Frances Hodgson,", Theo,1877,f,high_female,0.0
wu.89098013931,"Burnett, Frances Hodgson,",The troubles of Queen Silver-bell,1907,f,high_female,0.0
wu.89098017916,"Cummins, Maria S.",Mabel Vaughan,1857,f,high_female,0.0
wu.89098525447,,"The Windmill ... Being a selection of essays, papers, stories and verses ...: | 1923-.",1923,u,,0.0
uc2.ark:/13960/t0pr7r048,"Aikman, Henry G.",Zell,1921,m,,0.0
wu.89098526122,"Steele, Richard,",Toasts rakes and cits,1920,m,high_male,0.0
uc1.b3327637,"Quiller-Couch, Arthur Thomas,",I saw three ships,1892,m,,0.0
wu.89098654809,"Bason, Frederick T.",Summer.,1960,m,high_female,0.0
uc1.b3327633,"Quiller-Couch, Arthur,",The astonishing history of Troy town,1913,m,,0.0
uc1.b3327617,"Pryce, D. Hugh",Goddesses three,1896,m,,0.0
uc1.b3327616,"Pryce, D. Hugh",Goddesses three,1896,m,,0.0
uc2.ark:/13960/t0qr4qf0x,"Morgan,",St. Clair;,1812,f,,0.0
uc1.b3327615,"Prior, James.",Three shots from a popgun,1880,m,mixed,0.0
uiuo.ark:/13960/t9w09mx47,"Needell, J. H.,",Julian Karslake's secret;,1881,f,high_female,0.0
wu.89098869761,"Baylor, Frances Courtenay,",Claudia,1894,m,mixed,0.0
uc1.b3327583,"[Pisani, Marianna",Vandeleur;,1836,f,high_female,0.0
uc1.b3327582,"[Pisani, Marianna",Vandeleur;,1836,f,high_female,0.0
uiuo.ark:/13960/t9w099z3g,"Ainsworth, William Harrison,",The Spanish match,1865,m,high_male,0.0
wu.89099769358,"Phillimore, Cecily Spencer-Smith.","Paul, the Jew / | $c: by the author of ""By an unknown disciple."".",1927,u,high_male,0.0
wu.89092496744,"García Márquez, Gabriel,",Of love and other demons / | $c: Gabriel García Márquez ; translation from the Spanish by Edith Grossman.,1995,m,mixed,0.0
wu.89100097930,"Duhamel, Georges,",The new book of martyrs,1918,u,high_male,0.0
uc1.b3327073,"Massie, W.",Fitzwiggins,1840,u,,0.0
wu.89100103373,"La Barre, Georges.",Captive of the kaiser in Belgium (with the fall of Namur),1914,u,high_male,0.0
uc2.ark:/13960/t0wp9tk54,"Ballantyne, R. M.",The middy and the Moors,1888,m,,0.0
uc1.b3327071,"Massie, W.",Sydenham;,1830,u,,0.0
wu.89100334630,"Kaye-Smith, Sheila,","Ember lane: | a winter's tale, | $c: by Sheila Kay-Smith.",1940,f,high_female,0.0
uc1.b3326438,"Steel, Flora Annie Webster,",Mistress of men,1917,f,,0.0
uc1.b3326430,"Trowbridge, W. R. H.",The letters of her mother to Elizabeth,1901,m,,0.0
uc1.b3326411,"Stanley, Caroline Abbot,",Order no. 11,1904,f,high_female,0.0
wu.89100339167,"Lever, Charles James,",Tom Burke of  Ours,1843,m,high_male,0.0
wu.89100339175,"Lever, Charles James,",Tom Burke of  Ours,1843,m,high_male,0.0
uc2.ark:/13960/t0wp9vr87,"Gould, Frederick James,",The divine archer,1911,m,,0.0
wu.89104418421,"Quatrelles,","The days of chivalry, or, the legend of Croquemitaine",1877,m,high_male,0.0
uc1.b3326180,"Kingsley, Charles,","Hypatia; or, New foes with an old face",1853,m,,0.0
wu.89104495684,"Howard, Blanche Willis,",Vroni,1899,f,,0.0
uc1.b3326179,"Kingsley, Charles,","Hypatia; or, New foes with an old face",1853,m,,0.0
uc1.b3326174,"Godwin, Henry,","Stonehenge, or, The Romans in Britain",1842,m,,0.0
uc1.b3326166,"Moreland, Olivia.","The charms of dandyism, or, Living in style",1819,f,,0.0
uc1.b3326164,"Moreland, Olivia.","The charms of dandyism, or, Living in style",1819,f,,0.0
wu.89119430957,"Love, Robertus.",The life and death of outlaw Harry Tracy : | a fine moral - a thrilling story / | $c: by Frank James.,2007,u,high_male,0.0
uc2.ark:/13960/t0wp9zn65,"Herbert, George,",Gerald Fitzgerald,1858,m,,0.0
yale.39002044552355,"Seth-Smith, Elsie K.",The firebrand of the Indies,1922,f,high_male,0.0
uc2.ark:/13960/t0wq02b69,"Tourneur,Nigel.",Hidden witchery,1898,u,,0.0
yale.39002085618784,"Inglis, Henry D.",Rambles in the footsteps of Don Quixote,1837,m,high_male,0.0
uc1.b3326044,"Valentine, Laura Jewry,",The cup and the lip,1851,f,,0.0
uc1.b3326043,"Valentine, Laura Jewry,",The cup and the lip,1851,f,,0.0
uc2.ark:/13960/t0xp6w79k,,Shakspeare's jest book,1814,u,high_male,0.0
uc1.b3326041,"Smart, Hawley,",Breezie Langton;,1869,m,mixed,0.0
yul.11877203_000_00,"Goudge, Elizabeth,",The herb of grace | $c: by Elizabeth Goudge.,1948,f,high_female,0.0
uc1.b3326031,"Skene, Felicia,",Use and abuse,1849,f,mixed,0.0
uc1.b3327074,"Massie, W.",Fitzwiggins,1840,u,,0.0
wu.89100091669,"Thompson, Beatrice.",Four months in Italy in war-time,1920,f,high_male,0.0
uc2.ark:/13960/t0sq8sg1g,,Popular tales and romances of the northern nations,1823,m,mixed,0.0
wu.89100091537,"McDougall, Grace.",Nursing adventures;,1917,f,high_male,0.0
uc2.ark:/13960/t0sq8sr2j,"Dwyer, Vera G.",The Kayles of Bushy Lodge,1922,f,high_female,0.0
uc1.b3327366,"Merriman, Henry Seton,",The money-spinner,1897,f,high_female,0.0
wu.89099772360,"Charlesworth, Maria Louisa,",Ministering children,1903,f,mixed,0.0
uc1.b3327358,"Scargill, William Pitt,",Truckleborough hall;,1827,m,,0.0
wu.89099774317,"Clive, Caroline,",Paul Ferroll,1855,f,,0.0
uc1.b3327357,"Scargill, William Pitt,",Truckleborough hall;,1827,m,,0.0
