htid,author,title,year,authgender,female_category,intl_intensity
uiuo.ark:/13960/t8qc0bg54,,Constancy and contrition,1844,u,,147.13446654784258
mdp.39015066835904,"Harris, Wilson.",The ghost of memory / | $c: Wilson Harris.,2006,m,high_male,147.10767332605707
mdp.39015034429038,"Long, Earl G.",Consolation / | $c: Earl G. Long.,1994,m,,147.10661808727187
uiuo.ark:/13960/t6543891b,,"Melcombe Lodge; or, traits of family pride!",1819,u,high_female,147.10336174447275
uiuo.ark:/13960/t20c5g146,"Kelly, Tom,",Time and chance,1882,f,mixed,147.10069279681127
mdp.39015032820303,"Charef, Mehdi,",Tea in the harem / | $c: Mehdi Charef ; translated by Ed Emery.,1989,u,mixed,147.09433796570733
mdp.39015025181176,"Amis, Kingsley.",The Russian girl / | $c: Kingsley Amis.,1992,m,mixed,147.06639312317546
mdp.39015067683691,"Fletcher, Susan,",Oystercatchers / | $c: Susan Fletcher.,2007,f,high_female,147.055199099595
uc1.b3322745,"Herbert, Henry William,",Oliver Cromwell,1840,m,high_male,147.04801117564887
uiuo.ark:/13960/t5db8cm5d,"Curling, Henry,",John of England,1846,m,mixed,147.028270979496
uiuo.ark:/13960/t10p1fv4v,"Greg, Percy,",Errant,1880,m,high_female,147.02530202872123
uc1.b3579200,"Lever, Charles James,",Luttrell of Arran,1865,m,mixed,147.01710041010034
uc1.b3326152,"Moore, George,",A mere accident,1887,m,mixed,147.01308981934355
uc1.b2831277,"Mathew, Ray,",The joys of possession.,1967,m,,147.0114004969934
uc1.b3290801,"Plumptre, Anne,","Tales of wonder, of humour, and of sentiment;",1818,f,,146.98677119059283
inu.39000004024753,"Defoe, Daniel,","The history of the most remarkable life and extraordinary adventures of the truly honourable Colonel Jacque, vulgarly call'd Colonel Jack ... / | $c: written by the author of Robinson Crusoe.",1981,m,high_male,146.97901591895803
coo.31924026460893,Achilles Tatius.,"The loves of Clitophon and Leucippe, | $c: translated from the Greek of Achilles Tatius by William Burton; reprinted for the first time from a copy now unique printed by Thomas Creede in 1597.",1923,u,mixed,146.93751288925552
mdp.39015031843470,"Murdoch, Walter,","Australian short stories, | $c: selected by Walter Murdoch and H. Drake-Brockman.",1951,m,,146.935084833034
nyp.33433075754675,"Pickthall, Marmaduke William,",The house of Islâm,1906,m,mixed,146.93163958970732
hvd.hwadaj,"Scott, Walter,",The Waverley novels,1829,m,,146.9303470733063
uc1.b3321189,"Boyd, Archibald.",The crown ward,1856,m,mixed,146.8968049944914
uc1.$b244282,"Ford, Ford Madox,","Ladies whose bright eyes; | a romance, | $c: by Ford Madox Hueffer ...",1931,m,mixed,146.89534699063046
uiuo.ark:/13960/t2s476x7g,"Moberly, A.",Lady Valeria,1886,m,,146.8930413691797
mdp.39015018001159,"Marlowe, Mary.",The women who wait,1918,f,high_female,146.89095558760806
uiuo.ark:/13960/t4wh36w88,,Spoken in anger,1877,u,high_female,146.82491129328278
inu.30000118457237,"Morris, John I.,","Short stories since 1930, | a selection from the British Isles, | $c: by John I. Morris.",1965,m,mixed,146.8203532453872
mdp.39015059395106,"Crawford, F. Marion",With the immortals,1888,m,,146.80368343787535
uc1.$b245446,"White, Stanley,","Flamingo Lake, | $c: by James Dillon White [pseud.]",1954,m,high_male,146.80284378080233
uc1.$b245454,"White, Stanley,",Brave Captain Kelso | $c: [by] Dillon White [pseud.],1959,m,high_male,146.7997651203758
mdp.39015070756179,,The research club : | an anthology of new writing / | $c: introduction by Laura Marney.,2007,u,high_female,146.79683602935938
mdp.39015008779889,,"The restitution of the bride and other stories from the Chinese, | $c: translated by E. Butts Howell. With illustrations by a native artist.",1926,u,,146.77502650104643
mdp.39015025157937,,Classic Welsh short stories / | $c: selected by Gwyn Jones and Islwyn Ffowc Elis ; with an introduction by Gwyn Jones.,1992,u,,146.76910953506692
mdp.39015059594583,"Jones, Cherie,",The burning bush women & other stories / | $c: Cherie Jones.,2004,f,high_female,146.76040005797938
uc2.ark:/13960/t9n29t025,"Austin, F. Britten",Battlewrack,1917,u,,146.7537626340645
nyp.33433074867460,"Jefferies, Richard,",Restless human hearts,1875,m,mixed,146.7168209274376
mdp.39015005324507,"Marlowe, Derek.",Nightshade / | $c: Derek Marlowe.,1975,m,,146.7123104965989
uc1.32106019462990,"Atkinson, Kate",Behind the scenes at the museum / | $c: Kate Atkinson,1995,f,,146.65828619316991
uc1.32106019839627,,"Wrongteous : | with 11 stories, 48 plates many in colour / | $c: edited by Leo Fitzmaurice & Paul Rooney",2008,u,,146.6576716628047
mdp.39015030851920,"Blatchford, Robert,",The Nunquam papers,1895,m,,146.63997067200586
inu.32000006997615,"Ritchie, Anne Thackeray,",Old Kensington,1873,f,high_female,146.62516829189855
uc2.ark:/13960/t2r49jd7b,"Gibbon, Perceval,",The second-class passenger and other stories,1913,m,mixed,146.6197006812452
uiuo.ark:/13960/t7jq1mf9x,"Payn, James,",A prince of the blood;,1888,m,high_female,146.61654135338347
nyp.33433074875406,"Lancaster, G. B.,",A spur to smite,1905,f,,146.58273381294964
uiuo.ark:/13960/t9t15c593,"Dering, Edward Heneage,","Sherborne, or, The house at the four ways",1875,m,mixed,146.57110561814503
inu.32000000656548,"Sinclair, Catherine,",Cross purposes,1855,f,,146.5606636709298
uiuo.ark:/13960/t1sf3dv00,"Tottenham, G. L.","Harry Egerton, or, The younger son of the day",1869,u,,146.55908263677506
uc1.32106012918055,"Brandon, Ruth",The uncertainty principle / | $c: Ruth Brandon,1995,f,high_female,146.55346674752374
inu.39000002551013,"Braddon, M. E.",The doctor's wife,1864,f,mixed,146.5498425368713
mdp.39015047730885,"Jacobson, Howard.",The mighty Walzer / | $c: Howard Jacobson.,1999,m,high_male,146.54735775789297
uiuo.ark:/13960/t4xh07k5c,"Smart, Hawley,",Two kisses,1875,m,mixed,146.5201465201465
hvd.hn1qjz,"Maurice, Frederick Denison,",Eustace Conway,1834,m,,146.50210029559713
nyp.33433075723399,"Watson,","Rosamund, countess of Clarenstein",1812,f,,146.49943456358588
uc1.$b244386,"Wilson, Phillip.",Beneath the thunder.,1963,m,,146.4986815118664
uiuo.ark:/13960/t6pz5vc3x,"Talbot, Thomas,",The Granvilles,1882,m,,146.49386370091332
uc1.$b105515,"Smith, Emma,",The far cry.,1949,f,high_female,146.47214138416174
inu.30000079284984,"Kersh, Gerald,","Men without bones, and other stories / | $c: by Gerald Kersh.",1955,m,mixed,146.46081742366806
mdp.39015065785647,"Howison, John.",Tales of the colonies,1830,m,,146.45616392341284
uc2.ark:/13960/t02z1d52m,"Newland, Simpson,",Paving the way,1912,m,,146.4390313593828
uiuo.ark:/13960/t8v98q09x,"Monro, Theodore Russell.",County versus counter,1878,m,,146.43633451550164
njp.32101067644680,"Fleming, George,",Vestigia,1884,f,high_male,146.41288433382138
uc1.32106010286729,"Lombard, Carl.",The disappearance of Rory Brophy / | $c: Carl Lombard.,1992,m,high_male,146.4024281378325
uc1.$b119993,"Strathern, Paul,",Pass by the sea : | a novel / by Paul Strathern.,1968,m,high_male,146.39969368679476
uc1.b3314279,"Kingsley, Henry,",The Harveys,1872,m,,146.36288237303023
uiuo.ark:/13960/t0dv1xd8x,"Gore,",The manners of the day,1830,f,high_female,146.35750698898207
nyp.33433044758377,"Pyne, W. H.",The twenty-ninth of May,1825,m,high_male,146.35709922648454
njp.32101067643948,"Fendall, Percy.",Spiders and flies,1886,m,high_female,146.35574202361204
mdp.39015039496289,"Robins, Elizabeth,","Time is whispering, | $c: by Elizabeth Robins.",1923,f,mixed,146.3493956311995
nyp.33433074943634,"Austen, Jane,",Pride and prejudice,1853,f,high_female,146.34383171152925
uc1.$b244835,"Strachey, Isobel.",A summer in Buenos Aires; | a novel / | $c: by Isobel Strachey.,1947,f,,146.3241012931887
inu.30000029988874,"Stewart, Michael,",Birthright / | $c: Michael Stewart.,1990,m,,146.3206454366249
inu.30000054101278,"Marryat, Florence,",The confessions of Gerald Estcourt,1867,f,high_female,146.29789331033632
uiuo.ark:/13960/t2891kb4r,"De Fonblanque, Albany,",Bad luck,1877,m,mixed,146.27953190549786
mdp.39015063793528,,"Selected English short stories, XIX century (first series) | $c: with an introd. by Hugh Walker.",1956,u,,146.27822215699223
mdp.39015073446208,"Lucas, Barbara,",The trembling of the sea / | $c: by Barbara Lucas.,1936,f,,146.24485857919055
uc1.32106018470754,"Welsh, Irvine",The bedroom secrets of the master chefs / | $c: Irvine Welsh,2006,m,,146.2144269084748
mdp.39015055859634,"Smith, Zadie.",The autograph man / | $c: Zadie Smith.,2002,f,high_male,146.2118767976167
uc2.ark:/13960/t6sx68v34,"Craik, Dinah Maria Mulock,",A brave lady,1870,f,high_female,146.20077353500187
njp.32101064790601,"Smith, Horace,",Arthur Arundel,1844,m,,146.19036591014358
mdp.39015063543030,"Henrey, Thomas Selby.","Attic salt, the saving grace of humour",1914,m,,146.18865297598333
mdp.39015051348723,"Bermant, Chaim,",The house of women / | $c: Chaim Bermant.,1983,u,high_female,146.14920419401068
inu.32000001875014,"Priestley, J. B. (John Boynton),",Out of town / | $c: by J.B. Priestley.,1968,m,mixed,146.141404805915
uc1.$b102989,"Holtby, Winifred,",South Riding; | a novel | $c: by Winifred Holtby.,1936,f,high_female,146.1312221379553
mdp.39015064962650,"Deloney, Thomas,",The gentle craft / | $c: edited by Simon Barker.,2007,m,,146.1070697301135
mdp.39015014459088,"Jones, Gwyn,",Twenty-five Welsh stories; | $c: selected by Gwyn Jones and Islwyn Ffowc Elis; with an introduction by Gwyn Jones.,1971,u,,146.1021332885813
nyp.33433074944400,"Coulton, G. G.",Friar's lantern,1906,u,,146.09599047670582
mdp.39015080851309,"Knox, Malcolm,",Jamaica / | $c: Malcolm Knox.,2008,m,high_male,146.08192889654325
mdp.39015039770170,"Mullens, Hannah Catherine.",Faith and victory;,1885,f,high_male,146.077320236746
uiuo.ark:/13960/t5q81zg15,"Talbot, Thomas,",The Granvilles,1882,m,,146.07679465776295
mdp.39015030945656,"Andrew, Prudence,",A question of choice.,1962,f,high_male,146.0630595702861
uiuo.ark:/13960/t86h4x29z,"Dalrymple, J. Elphinstone,",The Livingstones,1851,f,high_female,146.0545533493862
uiuo.ark:/13960/t2w38445b,,"Edith Vernon, or, Contrasts of character",1855,m,high_female,146.0364474063104
inu.32000009218126,"Coppard, A. E. (Alfred Edgar),",Count Stefan.,1928,m,mixed,146.03203577784876
uc1.$b244955,"Stern, G. B. (Gladys Bronwyn),",The happy meddler / | $c: by G. B. Stern and Geoffrey Holdsworth.,1926,f,mixed,146.0022688122348
uc2.ark:/13960/t9w09101n,"Evans, Caradoc,",My people;,1915,m,mixed,145.9372940401092
uc2.ark:/13960/t6xw4dn8n,"Ainsworth, William Harrison,",Beatrice Tyldesley,1878,m,,145.9192915366811
inu.30000004154112,"Defoe, Daniel,","The life & strange surprizing adventures of Robinson Crusoe of York, mariner ... / | $c: written by himself.",1981,m,high_male,145.91249167613302
nyp.33433074875497,"Lysaght, Sidney Royse,",The marplot,1893,m,,145.90329627335268
uiuo.ark:/13960/t3vt1xh6t,"Capes, J. M.",The mosaic-worker's daughter,1868,m,high_female,145.90132463044728
uiuo.ark:/13960/t5h99t88q,"Collins, Wilkie,",The two destinies,1876,m,,145.87599202366135
mdp.39015019139545,"Vincenz, Stanisław,","On the high uplands : | sagas, songs, tales and legends of the Carpathians / | $f: translated by H.C. Stevens; illus. by Z. Czermanski. -",1955,u,high_male,145.87170706983298
nyp.33433074934682,"Bowen, Marjorie,",Ferriby,1907,f,,145.85575190260727
uc1.$b493663,"Monteiro, Luís de Sttau.",The rules of the game | $c: [by] Luis Monteiro. Translated from the Portuguese by Ann Stevens.,1964,u,mixed,145.8252118797014
uc2.ark:/13960/t4zg6j65d,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,high_male,145.80387800444356
mdp.39015048776424,"Mina, V. K.",The splintered day / | $c: V.K. Mina.,1999,u,high_female,145.7796197681984
uc1.$b118705,"Hayes, Douglas.",My father in his Dizzerbell.,1968,m,high_female,145.77049085687062
uiuo.ark:/13960/t6k07n07m,"Meeke, Mary,",Langhton Priory,1809,f,mixed,145.76595453924295
mdp.39015074228506,"Gardam, Jane.",The people on Privilege Hill : | and other stories / | $c: Jane Gardam.,2007,f,,145.75400368028855
uiuo.ark:/13960/t7pn9gh3v,"Gifford, George,",King's baynard,1866,f,,145.7400770340407
inu.32000006208294,"Bowen, Elizabeth,","The death of the heart, | $c: by Elizabeth Bowen.",1938,f,high_female,145.73884144431275
njp.32101067708105,"Bennett, William,",The king of the Peak,1823,m,,145.73596663148905
nyp.33433082353909,"Kingston, William Henry Giles,",The Gilpins and their fortunes;,1865,m,high_male,145.72328189648442
mdp.39015080826236,"Yarwood, Michael.",Voices of yesterday / | $c: by Michael Yarwood.,2009,m,high_male,145.72016195228127
uc1.32106014833021,"Stock, Francine",A foreign country / | $c: Francine Stock,1999,f,mixed,145.70501357705808
uc1.b4973307,,Anthology of British women writers / | $c: edited by Dale Spender and Janet Todd.,1989,u,high_female,145.7046058326617
uiuo.ark:/13960/t3st7xz0d,"Dawe, Carlton,",The confessions of a currency girl,1894,m,mixed,145.68076226474523
uc1.32106011680334,"Clewlow, Carol",One for the money / | $c: Carol Clewlow,1994,f,,145.65802092572164
nyp.33433082289962,,The toy book of birds and beasts,1876,u,high_male,145.65463667260076
uiuo.ark:/13960/t3tt54b0c,"Marryat, Florence,",A broken blossom,1879,f,,145.64874377958492
uc1.b3322743,"Herbert, Henry William,",Oliver Cromwell,1840,m,high_male,145.6481341971774
inu.39000000955489,"Lindsay, Jack,",Rising tide : | a novel of the British way / | $c: by Jack Lindsay.,1953,m,mixed,145.64149907282874
uc1.b3446056,"Konsalik, Heinz G.,",Certified insane / | $c: Heinz Konsalik ; translated by Anthea Bell.,1980,m,mixed,145.63733953466522
mdp.39015000639974,"Le Gallienne, Richard,",The quest of the golden girl,1896,m,high_female,145.63106796116506
uc1.b3327592,"Porter, Anna Maria,",Honor O'Hara,1826,f,,145.6277799101398
uiuo.ark:/13960/t4km00443,"Austen, Jane,",Northanger Abbey,1818,f,high_female,145.6173523722588
nnc1.cu50294199,"Bjørnson, Bjørnstjerne,",Captain Mansana,1884,m,,145.57707406438104
uiuo.ark:/13960/t3tt53x7z,"Harding, Anne Raikes,",Decision,1819,f,,145.52660505008282
hvd.hn5bup,"Selwyn, A.","Montague Park, or, Family incidents",1825,m,high_female,145.5145150728785
mdp.39015058691331,,Tales from  Blackwood.,1858,u,mixed,145.51152899037388
uiuo.ark:/13960/t5m90x001,"Disraeli, Benjamin,",Vivian Grey,1826,m,,145.5003474635163
njp.32101076207727,,Tales from  Blackwood,1858,u,mixed,145.4979574325207
mdp.39015030760311,"Lytton, Edward Bulwer Lytton,",[Novels],1890,m,,145.49291041125144
mdp.49015000986522,"Lamming, George,",In the castle of my skin / | $c: by George Lamming ; with an introduction by Richard Wright.,1970,m,high_male,145.46507893527115
mdp.39015032140694,,"Russian short stories / | $c: translated, with an introduction by Rochelle S. Townsend.",1924,u,,145.45286634497722
wu.89105669279,"Milne, A. A.",The day's play,1910,m,,145.43923606127586
njp.32101067173193,"Scott, Walter,",Tales and romances,1833,m,mixed,145.4370109972157
mdp.39015035317620,"Duras, Marguerite.",The little horses of Tarquinia. | $c: Translated by Peter DuBerg.,1960,f,high_female,145.43610818311606
inu.32000009139157,"Hanley, James,",The German prisoner / | $c: by James Hanley ; with an introd. by Richard Aldington.,1930,m,high_male,145.42810398109435
uc1.$b794739,"Frankau, Gilbert,","The dangerous years; | a trilogy, | $c: Gilbert Frankau.",1937,m,mixed,145.41837207359765
mdp.39015062822005,"Grenville, Kate,",The secret river / | $c: Kate Grenville.,2006,f,high_male,145.41701848203397
mdp.39015024954995,"Dourado, Autran,",The bells of agony / | $c: Autran Dourado ; translated from the Portuguese by John M. Parker.,1988,u,,145.41428307805867
uc2.ark:/13960/t2j67bc22,"Blessington, Marguerite,",The memoirs of a femme de chambre,1846,f,high_female,145.38118055452534
mdp.39015066885149,"Malouf, David,",Every move you make / | $c: David Malouf.,2007,m,mixed,145.36442384453153
uiuo.ark:/13960/t3ws90t6p,"Cresswell, Henry.",A wily widow,1888,m,high_female,145.33908727053193
uiuo.ark:/13960/t9d51bd9z,"Hardy, Thomas,",The mayor of Casterbridge,1886,m,high_female,145.31293139776506
uc2.ark:/13960/t9668cs7g,"Hall, Bradnock.",Norwegian and other fish-tales,1910,u,,145.30822109204718
mdp.39015019176158,"Massie, Allan,",The last peacock / | $c: Allan Massie.,1980,m,high_female,145.2909032465445
inu.30000027079536,"Tabor, Eliza.",Diary of a novelist,1871,f,,145.27291721075997
inu.30000100600638,"Close, Helena.",Pinhead Duffy / | $c: Helena Close.,2005,f,mixed,145.2715145066907
uc1.b3325267,"Ward, Humphry,",The history of David Grieve,1893,f,,145.25486028076702
mdp.39015037314880,"Calvino, Italo.",Numbers in the dark : | and other stories / | $c: Italo Calvino ; translated from the Italian by Tim Parks.,1995,m,high_male,145.22467110883304
mdp.39015065767934,"Eliot, George,",The works of George Eliot,1878,f,,145.18484104333976
mdp.39015062402501,"Dagerman, Stig,",The games of night. | $c: Translated by Naomi Walford.,1959,u,,145.17506404782236
uc1.b4948786,"Heath, Roy A. K.",One generation : | a novel / | $c: by Roy A.K. Heath.,1981,m,mixed,145.15996862671648
nyp.33433074937172,"Beazley, Samuel,",The Oxonians,1830,m,high_female,145.15763211612608
uc2.ark:/13960/t0ks6q21b,"Whyte-Melville, G. J.",The Brookes of Bridlemere,1864,m,mixed,145.1526279883297
mdp.49015002539972,"Kneale, Matthew,",English passengers / | $c: Matthew Kneale.,2000,m,high_male,145.09008471542774
umn.31951002132614r,"pseud. Zeno,",Play dirty : | The story of the film / | $c: by Zeno.,1969,m,high_male,145.088161209068
uiuo.ark:/13960/t02z1xk64,E. C. A.,Geraldine,1837,u,high_female,145.0819486319226
uc1.b3750786,"Aimard, Gustave,",Collected novels,1885,m,high_male,145.0760860995033
mdp.39015067683162,"Truss, Lynne.",A certain age / | $c: Lynne Truss.,2007,f,,145.0683600432468
uiuo.ark:/13960/t1kh15x40,"Lever, Charles James,",Sir Brook Fossbrooke,1866,m,,145.06823786727372
mdp.39015030039070,"Reade, Charles,",The double marriage;,1891,m,high_female,145.04541141385386
uiuo.ark:/13960/t5cc1n952,"Payn, James,",Under one roof,1879,m,,145.03826679271185
mdp.39015047518660,"Desai, Anita,","Fasting, feasting / | $c: Anita Desai.",1999,f,high_female,144.97466330650624
inu.32000005270915,,"The romance of Violette; with an introduction by John Frederick Savage; together with, Sweet seventeen.",1970,u,high_female,144.9742268041237
wu.89069435592,"Lindgren, Torgny,",The way of a serpent / | $c: Torgny Lindgren ; translated from the Swedish by Tom Geddes.,1997,u,mixed,144.97375974948534
uiuo.ark:/13960/t2t44c55w,"Wills, C. J.",The Pit Town coronet;,1888,m,mixed,144.9705692278134
mdp.39015013257947,"Mortimer, John,",Rumpole's last case / | $c: John Mortimer.,1987,m,mixed,144.966834925535
mdp.39015059408214,"James, G. P. R.",Pequinillo,1852,m,,144.95504667897634
wu.89011120391,"Martenson, Jan,",Death calls on the witches : | a novel / | $c: by Jan Martenson ; translated from the Swedish by Joan Tate.,1979,u,high_female,144.92585593210515
nyp.33433076058159,"Castelar, Isabella.",The Spanish treasure,1893,f,,144.88529199958853
mdp.49015002077072,,French short stories; | nouvelles françaises.,1966,u,,144.8435689455389
uc1.31158009513150,"Shaw, Gertrude.",West Indian fairy tales,1914,f,mixed,144.79359211337032
uiuo.ark:/13960/t2v41bw2m,"Macquoid, Katharine S.",Beside the river,1881,f,high_female,144.78607450789005
uc1.b3290602,"Ward, R. Plumer",Pictures of the world at home and abroad,1839,m,,144.76941798497754
mdp.39015028871070,"Delaney, Frank,",Telling the pictures / | $c: Frank Delaney.,1993,m,,144.75707952592063
njp.32101063607970,"Moodie, Susanna,","Flora Lyndsay, or, Passages in an eventful life",1854,f,high_female,144.745122718691
mdp.39015043117715,"Francis, Dick.",Field of 13 / | $c: Dick Francis.,1998,m,,144.7325505544684
mdp.39015032316997,"Hudson, Mark.",Coming back brockens : | a year in a mining village / | $c: Mark Hudson.,1994,m,,144.72326395006417
uc2.ark:/13960/t4bn9z76k,"Conquest, Joan.",Leonie of the jungle,1921,f,high_female,144.70471194718274
inu.30000110586488,,Scottish folk and fairy tales : | from Burns to Buchan / | $c: selected and edited by Gordon Jarvie.,2008,u,,144.67973168486122
uc2.ark:/13960/t8pc2wd6s,"Wylie, I. A. R.",Tristram sahib,1916,f,,144.67014031827435
inu.30000120995638,"Jeal, Tim.",Until the colours fade / | $c: Tim Jeal.,1976,m,,144.66002545640717
mdp.39015013443281,"Lavin, Mary,","A family likeness, and other stories / | $c: by Mary Lavin.",1985,f,,144.6452610775356
nyp.33433074372875,"Jókai, Mór,",Hungarian sketches in peace and war,1854,m,,144.63199690972624
uiuo.ark:/13960/t7tm7kd9s,"Dillwyn, E. A.",Jill,1884,f,high_female,144.63039781306125
mdp.39015015490280,"Comfort, Alex,",The philosophers / | $c: Alex Comfort.,1989,m,mixed,144.62570866597247
mdp.39015061162270,"Willumsen, Dorrit.",Marie : | a novel about the life of Madame Tussaud / | $c: Dorrit Willumsen ; translated from the Danish by Patricia Crampton.,1983,u,high_female,144.61315979754156
uiuo.ark:/13960/t9f48bd07,"Wilkins, W. H.",The forbidden sacrifice,1893,m,high_female,144.57395861570436
uc1.l0076777192,"Oliphant,",The three brothers,1870,f,high_female,144.5706252430282
inu.39000001482467,"Park, Ruth.",Missus / | $c: Ruth Park.,1986,f,high_female,144.5671659052796
mdp.39015049970992,"Robertson, James,",The fanatic / | $c: James Robertson.,2000,m,,144.5637554930631
mdp.39015000545601,"Phelps, Gilbert.",The old believer.,1973,m,,144.55746422994136
njp.32101065853291,"Reid, Mayne,",The white chief,1855,m,high_male,144.55641830497268
njp.32101065835504,"St. John, Percy B.",The fireside,1847,m,high_female,144.5391309584751
inu.30000003786799,"Benson, E. F.",Limitations,1896,m,,144.53005964041623
uc1.b3191487,,My favourite village stories / | $c: edited by Ronald Blythe ; with line decorations by Peter McClure.,1979,u,,144.52278186824992
mdp.39015059375850,,The New British novelist;,1830,u,,144.5107799203001
nyp.33433040158218,"Farnol, Jeffery,",The money moon,1910,m,mixed,144.50004179753273
mdp.39015046866854,"Morrison, Sophia.",Manx fairy tales,1911,f,high_male,144.4595513256288
njp.32101009810746,"Smollett, T.",[Smollett's novels],1894,m,high_male,144.44246824152077
uc1.32106012743099,"MacAndrew, Amanda,","Party pieces : | a novel set in England and Scotland, 1968-1995 / | $c: Amanda MacAndrew",1996,f,,144.4373563149216
mdp.39015057018635,"Murray, Paul,",An evening of long goodbyes / | $c: Paul Murray.,2003,m,mixed,144.42056868722202
uc1.$b808648,"Fleetwood, Hugh.",A conditional sentence / | $c: Hugh Fleetwood.,1974,m,high_female,144.40641742119018
mdp.39015063956414,"Seymour, Beatrice Kean (Stapleton)",Invisible tides,1920,f,high_female,144.39243093558386
uc2.ark:/13960/t1wd3tn77,"Hay, Ian.",Carrying on--after the first hundred thousand,1917,m,high_male,144.35966178593526
mdp.39015051323171,"Belloc, Hilaire,","The green overcoat, | $c: by Hilaire Belloc. With illustrations by G. K. Chesterton.",1923,m,high_male,144.35732684197114
mdp.39015017748248,"Boylan, Clare.",Concerning virgins : | a collection of short stories / | $c: by Clare Boylan.,1989,f,high_female,144.33485686793364
wu.89004395331,"Gaboriau, Emile,",The slaves of Paris,1884,m,,144.327853417411
uc1.32106012468267,"Nafzāwī, ʻUmar ibn Muḥammad",The perfumed garden of sensual delight = | ar-rawd̲ al-ʻât̲ir fı̂ nuzhatiʼl khât̲ir / | $c: by Muhammad ibn Muhammad al-Nafzawi ; translated from the Arabic with a short introduction and notes by Jim Colville,1999,u,high_male,144.32464555564988
nyp.33433074951967,"Dallas, Robert Charles,",Aubrey,1804,m,mixed,144.31883360778585
uc1.$b103911,"McMinnies, Mary.",The flying fox : | a novel / | $c: by Mary McMinnies.,1956,f,mixed,144.30485011047065
mdp.39015050134397,"Francis, Dick.",Shattered / | $c: Dick Francis.,2000,m,,144.2951067667423
mdp.39015062087070,"Ali, Monica.",Brick Lane / | $c: Monica Ali.,2003,f,high_female,144.2745091705831
mdp.39015008154927,"Baṣīr, Vaikkaṃ Muhammad,","""Me grandad 'ad an elephant!"" : | three stories of Muslim life in South India / | $c: by Vaikom Muhammad Basheer ; translated from the Malayalam by R.E. Asher and Achamma Coilparampil Chandersekaran.",1980,u,mixed,144.26745516978252
uiuo.ark:/13960/t0vq3775c,"Baring-Gould, S.",Kitty alone,1894,m,,144.2526302585572
inu.32000006900049,"Collins, Mortimer,",You play me false,1878,m,high_female,144.24733034791595
njp.32101064791856,"Williams, Robert Folkestone,",Maids of honour,1845,m,,144.24220794670475
nyp.33433074875380,"Lysaght, Sidney Royse,",One of the Grenvilles,1899,m,,144.23322187336234
mdp.39015063748019,"Black, William,",White heather,1885,m,,144.207877015169
uc1.b3475708,"Forbes, Bryan,",The rewrite man / | $c: Bryan Forbes.,1983,m,,144.19739020525878
uc1.32106018387123,"Williams, Raymond.",People of the Black Mountains / | $c: Raymond Williams.,1989,m,,144.1885218510588
uiuo.ark:/13960/t2m623x3j,"Plumptre, Anne,",The history of myself and my friend;,1813,f,mixed,144.17211933015415
uc2.ark:/13960/t6c250h43,"Harvey, G. Bianca.","Respice finem, or, Love in exile",1885,f,high_female,144.14350286507448
uc1.$b243637,"Onions, Oliver,",The story of Ragged Robyn.,1949,m,,144.14184578098093
mdp.39015046832567,"Wilson, Angus,",Late call.,1964,m,high_female,144.0859905191418
nyp.33433067359095,"Herring, Frances E.","In the pathless west with soldiers, pioneers, miners and savages",1904,f,mixed,144.07659297587873
mdp.39015030042736,"Williamson, Henry,",The sun in the sands.,1945,m,,144.0765280907347
uiuo.ark:/13960/t5j96j43c,"Fraser, Alexander,",Not while she lives,1870,f,,144.061081898725
njp.32101037979414,"Gresley, W.","Coniston Hall, or, The Jacobites",1849,u,high_male,144.03612581750235
uc1.b4102529,"Lawrence, D. H. (David Herbert),",Assorted articles / | $c: By D.H. Lawrence.,1930,m,high_female,144.03442240373397
uc1.$b601993,"Fen, Elisaveta,","Soviet stories of the last decade, | $c: selected and translated by Elisaveta Fen.",1945,u,mixed,144.02355208675303
uc1.$b244274,"Baron, Dunsany, Edward John Moreton Drax Plunkett,","The little tales of Smethers, and other stories / | $c: Lord Dunsany.",1952,m,high_male,144.0176878061644
mdp.39015019469199,"Stacey, Tom,",Decline / | $c: Tom Stacey.,1991,m,,144.01231553594928
mdp.39015048751518,"Fernyhough, Charles,",The auctioneer / | $c: Charles Fernyhough.,1999,m,,144.00606882718623
uc1.b2832089,"Fowkes, Aubrey.",New face at Repton Hall : | from the private papers of Francis Gresley / | $c: by Aubrey Fowkes.,1965,m,high_male,144.00200350613574
inu.39000003401267,,The book of cats / | $c: edited by George MacBeth and Martin Booth.,1976,u,mixed,143.99335117948917
nyp.33433069253114,"Bengough, Julia M.","Gladys; or, The story ov Penbirth",1884,f,high_female,143.99205561072495
mdp.39015031242459,"Lytton, David.",The goddam white man.,1960,m,mixed,143.9869564757075
mdp.39015002384033,"Lessing, Doris May,","The story of a non-marrying man, | and other stories.",1972,f,mixed,143.9835447377443
uiuo.ark:/13960/t2h70zw6j,"Montgomery, Fanny Charlotte Wyndham,",The Bucklyn Shaig,1865,f,,143.9716074597382
mdp.39015025343537,"Déry, Tibor,",Niki; | the story of a dog. | $c: In an English version by Edward Hyams.,1958,u,high_female,143.95861799726725
uc1.32106011224919,"Desplechin, Marie",Sans moi / | $c: Marie Desplechin ; translated from the French by Will Hobson,2001,f,high_female,143.93620950998002
