htid,author,title,year,authgender,female_category,gb_strict_london_intensity
uc1.b4097210,"Chesterton, G. K. (Gilbert Keith),",The secret of Father Brown / | $c: by G.K. Chesterton.,1927,m,high_male,11.845534233593936
uc1.$b301016,"Jones, Timothy.",The small hours of the night.,1950,m,high_female,11.844910636729752
uc1.b5302290,"Pickthall, Marmaduke William,",Saïd the fisherman,1903,m,high_male,11.844205066826252
uc2.ark:/13960/t81j9bn0w,"Lyon, Thomas M.",More adventures in kilt and khaki,1917,m,,11.842494818908516
uc2.ark:/13960/t0cv4dm0c,"Cripps, Arthur Shearly,",Faerylands forlorn;,1910,m,high_male,11.84216759035574
inu.30000011825480,"Greene, Graham,",Brighton Rock : | an entertainment / | $c: Graham Greene.,1943,m,,11.835820264615126
inu.30000110625906,"Rusbridge, Jane.",The devil's music / | $c: Jane Rusbridge.,2009,f,,11.834086112699946
uiuo.ark:/13960/t55d95m3v,"Damer, Anne Seymour Conway,",Belmour,1801,f,high_female,11.833619312466718
uc1.$b301770,"Mackenzie-Grieve, Averil.",The waterfall.,1950,f,,11.827966772511804
uc2.ark:/13960/t9p26s900,"Prévost, Marcel,",Guardian angels,1913,m,high_female,11.827720798202186
uiuo.ark:/13960/t7br9fp5k,"Trollope, Frances Milton,",The Robertses on their travels,1846,f,high_female,11.823747339656848
mdp.39015040177100,"Gale, Patrick,",Tree surgery for beginners / | $c: Patrick Gale,1998,m,mixed,11.820796721699043
nyp.33433074920236,,"Narragansett; or, The Plantations;",1860,u,mixed,11.820796721699043
njp.32101068167129,Dalton.,"Chartley, the fatalist",1831,u,,11.818933932159318
mdp.39015034935109,"Forbes, Bryan,",Partly cloudy / | $c: Bryan Forbes.,1995,m,,11.817847576028154
uiuo.ark:/13960/t0ms47974,"Kennard, Edward,",A crack county,1888,f,,11.816140848398913
uc1.b2807206,"Bitsch, Jørgen,",Why Buddha smiles | $c: [by] Jørgen Bisch. Translated by Gwynne Vevers.,1964,u,high_male,11.813174643020629
mdp.39015032980198,"Artmann, Hans Carl.","The Quest for Dr. U : | or, A solitary mirror in which the day reflects / | $c: Hans Carl Artmann ; translated by Malcolm Green & Derk Wynand.",1993,m,,11.80888500507782
inu.30000038709618,"Robinson, Derek,",A good clean fight / | $c: Derek Robinson.,1993,m,high_male,11.804606520683032
uc1.b3346974,"Mankowitz, Wolf.",The biggest pig in Barbados : | a fable / | $c: by Wolf Mankowitz ; illustrated by Ron Sandford.,1965,u,high_female,11.803123893457135
uc1.$b389806,"Wyndham, John,",Jizzle / | $c: John Wyndham [i.e. J. B. Harris].,1954,m,,11.80094171514887
uiuo.ark:/13960/t6ww7sb9g,"Greville, Violet,",Keith's wife,1883,f,high_female,11.799410029498524
uiuo.ark:/13960/t0sq96369,"Cockton, Henry,",Stanley Thorn,1841,m,,11.796626164916834
uc1.$b33382,"Willis, Jerome.","The last adventurers; | the story of the lives of trawlermen from Hull and Grimsby who sail their small craft far into northern latitudes in the eternal quest for fish, | $c: by Jerome Willis ...",1937,m,mixed,11.79093598593663
mdp.39015022222759,"Amadi, Elechi,",Estrangement / | $c: Elechi Amadi.,1986,u,,11.79030408266075
nyp.33433074872270,"Hort, Alfred,","Hena; or, Life in Tahiti",1866,f,high_female,11.788436853273256
uc1.32106017521136,"Markham, Philip",The fair cop / | $c: Philip Markham,1999,m,high_male,11.787448724598049
mdp.39015063553534,"Sherwood,",The lady of the manor,1860,f,high_female,11.787335044282877
uc1.32106007014209,,Arabic short stories / | $c: translated by Denys Johnson-Davies.,1983,u,high_male,11.787047344640168
mdp.39015001755290,,Arabic short stories / | $c: translated by Denys Johnson-Davies.,1983,u,high_male,11.784423610747394
inu.30000027331341,,This fish is loaded : | the book of surreal and bizarre humour / | $c: edited by Richard Glyn Jones.,1991,u,,11.784115012962529
uc1.b3561850,"Crawford, F. Marion",A Roman singer,1884,m,,11.783321550011784
uiuo.ark:/13960/t3126589w,"Carrington, Edmund Frederick John.",Confessions of an old maid,1828,m,high_female,11.78193324693249
mdp.39015073316765,"Carlyle, Thomas,",[Works],1885,m,high_female,11.781801044653026
mdp.39015014828654,"Nzekwu, Onuora,",Wand of noble wood / | $c: Onuora Nzekwu.,1961,u,,11.7813383600377
uc1.$b301217,"McArthur, Alexander, of Glasgow.",No mean city : | a story of the Glasgow slums / | $c: by Alexander McArthur (of Glasgow) and H. Kingsley Long.,1935,m,,11.780644401248749
uiuo.ark:/13960/t2f76xc7j,"Norton, Caroline Sheridan,","The coquette, and other tales and sketches, in prose and verse",1835,f,high_female,11.780297452510675
uiuo.ark:/13960/t11n8ns61,,The Observant pedestrian mounted; or A donkey tour to Brighton,1815,u,mixed,11.774957021406872
mdp.39015059169162,,Mirror mirror : | contemporary short stories by women from Wales / | $c: edited by Patricia Duncker & Janet Thomas.,2004,u,high_female,11.77467972871138
uiuo.ark:/13960/t7dr37r2w,"Gray, Russell.",Never for ever,1867,m,,11.77336276674025
uc1.b3327584,"[Pisani, Marianna",Vandeleur;,1836,f,high_female,11.771803587457145
mdp.39015063974565,"Whitechurch, Victor L.","The canon in residence, | $c: by Victor L. Whitechurch.",1933,m,,11.771283952797152
uiuo.ark:/13960/t9k36d19m,"St. Aubyn, Alan.",To his own master,1893,f,mixed,11.770521904941264
nyp.33433082167663,"Dickens, Charles,",Dealings with the firm of Dombey and Son,1866,m,mixed,11.764982705475422
inu.30000029410549,"Kilworth, Garry.",Standing on Shamsan / | $c: Garry Kilworth.,1992,m,,11.762257629633652
uiuo.ark:/13960/t96690g4t,"Maughan, Janet.",The co-heiress,1866,f,high_female,11.761938367442957
mdp.39015069157546,,The wizards' den : | spellbinding stories of magic and magicians / | $c: edited by Peter Haining.,2001,u,mixed,11.76024774921925
uiuo.ark:/13960/t01z4sj1f,"Lee, Holme,",Against wind and tide,1859,f,high_female,11.758777087182937
uiuo.ark:/13960/t55d9316v,"Banim, John,",Father Connell,1842,m,mixed,11.757197084215123
mdp.39015010683467,"Benedictus, David.",Local hero / | $c: David Benedictus ; based on a screenplay by Bill Forsyth.,1983,m,,11.755025273304335
uc1.b3820916,"Millar, George,",Oyster River; one summer on an inland sea.,1963,m,,11.75391993229742
uiuo.ark:/13960/t0jt09x58,"Stirling, Fanny,",Sedgely Court,1865,f,high_female,11.753643629525152
uiuo.ark:/13960/t8tb1d984,,The adventurers,1825,u,,11.752108850643754
mdp.39015055183043,,Glasgow kiss : | a collection of the best short stories from Glasgow's writing groups.,2001,u,,11.752032122221134
mdp.39015028913195,"Connaughton, Shane.",The Run of the country / | $c: Shane Connaughton.,1991,u,,11.744769383064044
nyp.33433074861547,"Hussey, Eyre.",That little -----?,1907,f,,11.743377835842256
uiuo.ark:/13960/t79s2dt4v,"Gray, Maxwell,",The silence of Dean Maitland,1886,f,,11.741617323917676
uc2.ark:/13960/t4nk3c34m,"Lever, Charles James,",Lord Kilgobbin,1872,m,mixed,11.738926279542964
wu.89000714162,"Sladen, Douglas Brooke Wheelton,",The curse of the Nile;,1914,m,mixed,11.73766322687925
uiuo.ark:/13960/t7gq7hk0s,"Maitland, Edward,",By and by,1873,m,high_female,11.737089201877934
uiuo.ark:/13960/t6n01t845,"Wood, Henry,",Oswald Cray,1864,f,,11.732332174321124
nyp.33433074934690,"Campbell, Frances.",Dearlove,1906,f,,11.730205278592376
uiuo.ark:/13960/t05x2z418,"Roche, Regina Maria,",Contrast,1828,f,high_female,11.729135171766668
mdp.39015001718371,"Carter, Angela,",The passion of new Eve / | $c: Angela Carter.,1982,f,high_female,11.724856696195936
uiuo.ark:/13960/t4cn7p80c,"Norris, W. E.",Mademoiselle de Mersac,1880,f,mixed,11.724703951225232
mdp.39015032439237,"Curry, Neil,",The bending of the bow : | a version of the closing books of Homer's Odyssey / | $c: Neil Curry ; with images by Jim Dine.,1993,m,,11.72332942555686
mdp.39015003344614,"Faulkner, William,",A fable.,1955,m,,11.717148046165564
uc1.32106019864419,"Solstad, Dag,","Novel 11, book 18 / | $c: Dag Solstad ; translated from the Norwegian by Sverre Lyngstad",2008,m,high_male,11.715481171548117
uc2.ark:/13960/t5cc13k70,"Field, Isobel,",Memories of Vailima,1903,u,high_male,11.714631574836972
mdp.39015063514445,"Hawker, Mary Elizabeth.",The Hôtel d'Angleterre,1891,f,high_female,11.713373744472753
uc2.ark:/13960/t3jw89g4h,"Lever, Charles James,",[Charles Lever's novels,1872,m,,11.712847822776803
uiuo.ark:/13960/t0ft9689x,"Mackenzie, Mary Jane.",Geraldine,1821,f,,11.712802092687308
inu.32000009526486,"Aldridge, James.","The last exile, | a novel.",1961,m,,11.709909690308734
mdp.39015025194179,"Ellis, Alice Thomas.",Pillars of gold / | $c: Alice Thomas Ellis.,1992,f,high_female,11.706860220088972
uc2.ark:/13960/t7pn9400j,"Wood, Henry,",Our children,1876,f,high_male,11.705489874751258
uiuo.ark:/13960/t13n2q40s,,The Gables,1857,u,mixed,11.705147338542124
uc1.$b58740,"Gibbings, Robert,",Over the reefs.,1948,m,mixed,11.705078833705944
uiuo.ark:/13960/t7mp5jb63,"Jenkins, Edward,",Lutchmee and Dilloo,1877,m,,11.703845883757404
mdp.39015050607855,"Middleton, Stanley,",Two brothers / | $c: Stanley Middleton.,1978,m,,11.69973792587046
uc2.ark:/13960/t6zw1cg85,"Keable, Robert,",The mother of all living,1921,m,,11.693626973299551
uc1.b3331958,"Kingston, William Henry Giles,",Salt water,1915,m,high_male,11.69189517826243
uiuo.ark:/13960/t3gx51j74,"Black, William,",Highland cousins,1894,m,,11.691633175009134
uiuo.ark:/13960/t85h80x39,"Tasma,",Not counting the cost,1895,u,high_female,11.686850831957695
inu.39000005543884,"Brabourne, Edward Hugessen Knatchbull-Hugessen,",Queer folk,1874,m,mixed,11.67968464851449
mdp.39015042010309,"MacLaverty, Bernard.","A time to dance, and other stories / | $c: Bernard Mac Laverty.",1982,m,mixed,11.677565728012812
uc1.$b253328,,More humerous tales from 'Blackwood'.,1954,u,,11.677176125179328
uc1.$b391235,"Bawden, Nina,",Devil by the sea.,1957,f,high_female,11.676483562105918
uc1.b3325525,"Mackenzie, Mary Jane.",Private life,1830,f,mixed,11.67555955119149
mdp.39015005086593,"Hope, Anthony,","The prisoner of Zenda; | being the history of three months in the life an English gentleman, | $c: by Anthony Hope [pseud.]",1925,m,,11.67320852727883
uiuo.ark:/13960/t6737442q,"Cuthbertson, Catherine.",Adelaide,1813,f,high_female,11.670381738186656
hvd.32044011625829,"Trollope, Frances Milton,","Life and adventures of Michael Armstrong, the factory boy",1840,f,,11.66942843139543
inu.39000002156706,"Benson, Arthur Christopher,",The hill of trouble and other stories,1903,m,high_male,11.667794553473502
uc2.ark:/13960/t7qn6219p,"Firth, Andrew.",The toll of the river,1913,m,,11.66294100495675
mdp.39015053747278,"Bolger, Dermot,",The Valparaiso voyage / | $c: Dermot Bolger.,2001,m,,11.658153785621124
mdp.39015064989281,,Jungfrau : | a selection of works from the Caine Prize for African writing.,2007,u,,11.65546447025914
mdp.39015014458619,"Berberova, Nina Nikolaevna.",The accompanist / | $c: Nina Berberova ; translated from the Russian by Marian Schwartz.,1987,f,,11.65365342034728
mdp.39015031242459,"Lytton, David.",The goddam white man.,1960,m,mixed,11.646003832593989
mdp.39015014211570,,The Literature of modern Arabia : | an anthology / | $c: edited by Salma Khadra Jayyusi.,1988,u,,11.644216264852991
uc1.b3322034,"Hollis, Margery.",Anthony Fairfax,1885,f,mixed,11.641172498894088
mdp.39015066739841,,Outside of a dog-- : | an anthology of new writing / | $c: introduction by Alan Bissett.,2006,u,,11.640540121061616
uc1.b3327257,,The World of thought;,1886,u,mixed,11.6398949083774
uc2.ark:/13960/t6pz58f3s,"Becke, Louis,",His native wife,1896,m,mixed,11.637379262190157
mdp.39015050981029,"Tinniswood, Peter.",Call it a canary.,1985,m,high_male,11.63724383517008
uc1.$b102677,"Hanley, James,",Quartermaster Clausen / | $c: by James Hanley.,1934,m,high_male,11.63602513381429
mdp.39015010309220,"McEwan, Ian.",The comfort of strangers / | $c: Ian McEwan.,1981,m,high_female,11.635483570697197
uc1.b4284498,,The Literature of modern Arabia : | an anthology / | $c: edited by Salma Khadra Jayyusi.,1988,u,mixed,11.63424062782593
uc2.ark:/13960/t8rb7267t,"Oliphant,",Neighbours on the green,1889,f,high_female,11.632810341568394
uc2.ark:/13960/t4wh2kb2c,"Hennessey, David,",An Australian bush track / by J.D. Hennessey,1896,m,,11.631423453602252
uc1.b4391100,,Stories from central & southern Africa / | $c: edited and introduced by Paul A. Scanlon.,1983,u,,11.62852159205032
mdp.39015013286623,"Defoe, Daniel,",The Shakespeare Head edition of the novels and selected writings of Daniel Defoe.,1974,m,high_male,11.628087257166776
uc2.ark:/13960/t71v5d269,"Smedley, Frank E.","The fortunes of the Colville family, or, A cloud and its silver lining",1886,m,mixed,11.62164807202975
inu.39000000175047,"Matthee, Dalene,",The mulberry forest / | $c: Dalene Matthee.,1989,f,mixed,11.616830463976209
nyp.33433084128234,"Ward, Harriet.",Jasper Lyle: a tale of Kafirland,1851,f,mixed,11.616177054993427
mdp.39015005269686,"Chrétien,",Eric and Enid,1913,u,high_male,11.613727425817316
uiuo.ark:/13960/t8bg3b05m,"Ellis, Sarah Stickney,","Agatha Beaufort; or, Family pride",1852,f,high_female,11.607829480984924
mdp.39015027302879,"Bandele-Thomas, Biyi,",The sympathetic undertaker and other dreams / | $c: B̓iyi Bandele-Thomas.,1991,u,,11.60092807424594
uiuo.ark:/13960/t4wh37d6f,"Wallace, Ellen.",Margaret Capel,1846,f,high_female,11.594202898550725
uc2.ark:/13960/t13n2ck6c,"Quiller-Couch, Arthur,",Hocken and Hunken;,1912,m,,11.591994899522245
uiuo.ark:/13960/t1xd1j22f,"Ormsby, Anne.",The soldier's family,1807,f,,11.591928451050851
mdp.39015014942588,"Forster, Margaret,",Have the men had enough? : | a novel / | $c: by Margaret Forster.,1989,f,high_female,11.590274867826288
uc1.$b102497,"Hartley, L. P. (Leslie Poles),",The boat / | $c: by L.P. Hartley.,1949,m,mixed,11.589020231118177
mdp.39015018936289,"Mawer, Simon",Chimera / | $c: by Simon Mawer.,1989,m,,11.587869156403126
uiuo.ark:/13960/t2q536t5c,"Reynolds, George W. M.","Agnes, or, Beauty and pleasure",1857,m,mixed,11.58758142345161
uiuo.ark:/13960/t0ns18m5s,"Maillard, Annette Marie.",Miles Tremenhere,1853,f,high_female,11.586679952726346
mdp.39015037030908,"Arkless, David C.",The secret war : | Dhofar 1971/1972 / | $c: David C. Arkless.,1988,m,high_male,11.586246234469977
mdp.39015019619538,"Boyt, Rose,",Sexual intercourse / | $c: Rose Boyt.,1989,f,high_female,11.584129742253111
uiuo.ark:/13960/t51g1828r,"Neale, W. Johnson","Scapegrace at sea, or, Soldiers afloat and sailors ashore",1863,m,high_male,11.580999440251697
inu.30000050888597,"Lind, Jakov,",The stove : | short stories / | $c: Jakov Lind.,1983,u,high_male,11.58010537895895
nyp.33433034410575,"Fothergill, Jessie,",Healey,1884,f,high_female,11.578668783908958
mdp.39015038126010,"Anthony, Michael,",In the heat of the day / | $c: Michael Anthony.,1996,m,mixed,11.568718186024988
mdp.39015063608338,"Opie, Amelia Alderson,",Simple tales,1806,f,,11.566265060240966
inu.30000039095900,"Roberts, Michèle.",The book of Mrs. Noah / | $c: Michèle Roberts.,1993,f,high_female,11.566137653561132
mdp.39015041311583,"Maynard, Michael.",Games men play / | $c: Michael Maynard.,1996,m,mixed,11.56002543205595
uiuo.ark:/13960/t79s29p78,"Melville, Julia.",Old memories,1856,f,,11.555540881852847
mdp.39015053475490,"Brownjohn, Alan,",A funny old year / | $c: Alan Brownjohn.,2001,m,mixed,11.550604481634538
mdp.39015029283606,"Bourdouxhe, Madeleine,",La femme de Gilles / | $c: Madeleine Bourdouxhe ; translated by Faith Evans.,1992,f,high_female,11.54201292705448
uiuo.ark:/13960/t41r7gc7j,"Wood, Henry,",Anne Hereford,1868,f,,11.534524272964516
mdp.39015024534573,"Nesbit, E.",Pussy and doggy tales,1899,f,mixed,11.534025374855824
mdp.39015015528881,"Berberova, Nina Nikolaevna.",The revolt / | $c: Nina Berberova ; translated from the Russian by Marian Schwartz.,1989,f,,11.532695190866106
mdp.39015080859716,"Humphreys, Emyr.",The woman at the window / | $c: Emyr Humphreys.,2009,m,mixed,11.531555277333904
mdp.39015064001541,"Defoe, Daniel,",The novels and miscellaneous works,1840,m,high_male,11.52879508719612
mdp.39015005498665,"Cooper, William,",Scenes from provincial life | $c: [by] William cooper [pseud.],1961,m,high_male,11.52693460385768
uiuo.ark:/13960/t8x92g77j,"Banim, Michael,",The mayor of Wind-Gap ; and Canvassing,1835,m,mixed,11.526491720136782
uc1.b3475529,"Zeno, pseud.",Grab.,1970,u,high_male,11.525606054785047
uiuo.ark:/13960/t0rr24g8r,"Charles, Elizabeth Rundle,",Against the stream,1873,f,high_female,11.52516327314637
uc2.ark:/13960/t9p26sk6g,"Sidgwick, Ethel,",Le gentleman,1911,f,,11.525015686826906
mdp.39015059376270,,The New British novelist;,1830,u,,11.523923665529638
uiuo.ark:/13960/t56d69q4h,"Hartstonge, Matthew Weld,",The eve of All-Hallows;,1825,m,high_male,11.52358218783439
mdp.39015026940091,"Unsworth, Barry,",Sacred hunger / | $c: Barry Unsworth.,1992,m,high_male,11.522621507902288
inu.39000004256447,"Gilroy, Beryl.",Frangipani House / | $c: Beryl Gilroy.,1986,u,high_female,11.522064754003916
uiuo.ark:/13960/t2m623d49,"Palmer, Alicia Tindal,",The sons of Altringham;,1811,f,mixed,11.516977944987236
uiuo.ark:/13960/t4qj7ps62,"Boldrewood, Rolf,",A colonial reformer,1890,m,high_male,11.516358987942372
mdp.39015074041149,,Sea stories : | a collection of new stories from the National Maritime Museum.,2007,u,mixed,11.511935784329117
uiuo.ark:/13960/t5w672s7g,,The privateer,1848,u,mixed,11.509466536226046
hvd.32044090343690,"Gore,","Mary Raymond, and other tales",1838,f,,11.509466536226046
mdp.39015000613466,"Slaughter, Carolyn.",The story of the weasel / | $c: by Carolyn Slaughter.,1976,f,,11.50853933618745
inu.39000005891341,,Amiran-Darejaniani; | a cycle of medieval Georgian tales traditionally ascribed to Mose Khoneli. | $c: Translated by R. H. Stevenson.,1958,u,high_male,11.507921285818403
mdp.39015024283155,,Amiran-Darejaniani; | a cycle of medieval Georgian tales traditionally ascribed to Mose Khoneli. | $c: Translated by R. H. Stevenson.,1958,u,high_male,11.506685384208224
dul1.ark:/13960/t5x64812v,"Skene, Felicia,",Hidden depths,1866,f,high_female,11.50426479530626
uc1.32106012911464,,The Penguin book of international women's stories / | $c: selected and with an introduction by Kate Figes,1996,u,,11.50202665709698
dul1.ark:/13960/t9z03n328,"Braddon, M. E.",Joshua Haggard's daughter,1876,f,,11.501854674066193
uiuo.ark:/13960/t3ws9c932,"Burney, Fanny,",The wanderer,1814,f,high_female,11.501523951923629
uc2.ark:/13960/t7cr5q352,"Callwell, J. M.",Old Irish life,1912,u,,11.5007523408823
nyp.33433074918602,"Abbott, Charles T.",The cliff dweller's daughter,1899,m,high_male,11.500642119184988
mdp.39015061750892,"Sillitoe, Alan.",A man of his time / | $c: Alan Sillitoe.,2004,m,,11.497382832592056
uc1.b4101373,"Willis, Nathaniel Parker,",Loiterings of travel,1840,m,mixed,11.49359232228033
ucm.5319386623,"Edgeworth, Maria,","Tales, and miscellaneous pieces",1825,f,high_female,11.493344635122224
mdp.39015013142446,"Gore,",Polish tales,1833,f,high_male,11.490479317137227
nyp.33433074824420,"Baugh, May Elizabeth.",Her fortune her misfortune,1898,f,,11.485836527831616
uiuo.ark:/13960/t5h99gq2h,"Du Bois, Edward,",Old Nick;,1801,m,,11.483165679114418
uc1.b3774113,"Vázquez-Figueroa, Alberto.",Ebano / | $c: Alberto Vazquez-Figueroa ; [translated by Emiliano Piedra].,1977,m,,11.482484426880497
uc1.b3346851,"Heriot, Angus,","The island is full of strange noises, | a novel.",1963,m,,11.479902994819694
uiuo.ark:/13960/t5fb5r230,,"The writer's clerk, or, The humours of the Scottish metropolis",1825,u,,11.479006173154431
njp.32101007059791,"James, G. P. R.",Forest days;,1843,m,,11.4775971650335
mdp.39015034340722,"Louvish, Simon.",City of Blok / | $c: Simon Louvish.,1988,m,,11.473617429099791
mdp.39015059159445,"Southam, Robert.",Aïsha's Jihad / | $c: Robert Southam.,2004,m,,11.470959354567354
mdp.39015004037472,"Thompson, Flora.",Still glides the stream. | $c: Drawings by Lynton Lamb.,1948,f,high_female,11.470640374568546
mdp.39015060877605,"Liffner, Eva-Marie.",Imago / | $c: Eva-Marie Liffner ; translated from the Swedish by Silvester Mazzarella.,2005,u,high_male,11.46932476957084
inu.39000002909047,"A. L. O. E.,",The crown of success,1878,f,high_male,11.461099119405551
uc1.$b174537,"Irwin, Anthony (Anthony Stuart),",Burmese outpost / | $c: by Anthony Irwin.,1946,m,high_male,11.455901937479416
mdp.39015059246895,"Dasgupta, Rana,",Tokyo cancelled / | $c: Rana Dasgupta.,2005,f,,11.455757191856978
wu.89087923314,"Banim, John,",Tales by the O'Hara family,1826,m,mixed,11.454395884747951
inu.39000003683674,"Renault, Mary.",North face / | $c: by Mary Renault.,1949,f,,11.449104327761436
wu.89100004506,"Hainsselin, Montague Thomas,",Grand fleet days,1917,m,high_male,11.448945879197264
uiuo.ark:/13960/t6b28ff2f,"Tytler, Sarah,",Beauty and the beast,1884,f,,11.446722660218349
njp.32101030764698,"Richardson, Samuel,",The history of Sir Charles Grandison,1810,m,mixed,11.445374747981653
uc1.b3834735,"Du Maurier, Daphne,",The scapegoat.,1957,f,,11.442956860052638
uiuo.ark:/13960/t51g1046c,"Carr, Alice Vansittart (Strettell),",Margaret Maliphant,1889,f,mixed,11.441273577195908
uiuo.ark:/13960/t5gb2r292,"Stevens, Augusta De Grasse.",Miss Hildreth,1888,f,,11.436413540713632
mdp.39015014315827,"Naipaul, Shiva,",A hot country / | $c: Shiva Naipaul.,1983,u,,11.420413990007138
mdp.39015080881736,"Kilroy, Claire,",All names have been changed / | $c: Claire Kilroy.,2009,f,,11.413179940194937
uc1.b4539006,"Warner, Marina,",The lost father / | $c: Marina Warner,1988,f,,11.412838016163432
uc2.ark:/13960/t3rv0gm4v,"Dinnis, Enid Maud.",Mystics all,1922,f,high_female,11.412175160585608
uc2.ark:/13960/t4xg9h40h,"Oliphant,",Hester,1883,f,,11.41060425488754
uc1.$b597568,"Deval, Jacques,","Chérie, | $c: by Jacques Deval ...",1932,m,high_female,11.40919907422499
nyp.33433074864269,"Graham, George,",Carstone rectory,1860,m,,11.40436624307592
nyp.33433074800677,"Barnett, Ada.",The man on the other side,1922,f,,11.402833604150633
mdp.39015064690525,"Myerson, Julie.",The story of you / | $c: Julie Myerson.,2006,f,,11.402075177682338
mdp.39015058823223,"Shacklady, Helen,",The Patterned Flute / | $c: Helen Shacklady.,2001,f,high_female,11.401930726936428
uc1.b3687722,"Fuchs, Daniel,",The apathetic bookie joint / | $c: Daniel Fuchs.,1980,m,mixed,11.397797375657154
uiuo.ark:/13960/t83j43v3v,"Tabor, Eliza.",A man's mistake,1881,f,high_female,11.397526736698136
nyp.33433082444211,"Hare, Francis Augustus.",The last of the bushrangers,1895,m,high_male,11.393060590367686
uc1.b3073039,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,mixed,11.392359998575955
nyp.33433057525101,"Montesquieu, Charles de Secondat,",Persian letters,1892,m,high_male,11.391745866423642
uc1.$b389693,"Conrad, Joseph,",Romance | $c: [by] J. Conrad and F. M. Hueffer.,1923,m,,11.387694043718394
mdp.39015030846748,"Boyle, Kay,","Wedding day, | and other stories, | $c: by Kay Boyle.",1932,f,high_female,11.384335154826958
nyp.33433074942453,"Cartwright, Fairfax L.,",Olga Zanelli,1890,m,high_male,11.379315249704849
mdp.39015054385425,,The weekenders : | travels in the heart of Africa / | $c: Alex Garland ... [et al.],2001,u,high_male,11.37606650623496
inu.30000060703083,"Ajima, Maria,",The web : | a collection of short stories / | $c: Maria Ajima.,1997,f,mixed,11.375917183322905
nyp.33433074870100,"Hood, Tom,",From nowhere to the North Pole,1875,m,high_male,11.374752599130968
mdp.39015043790917,"Close, Ajay.",Forspoken / | $c: Ajay Close.,1998,u,,11.367739692134862
uiuo.ark:/13960/t70v94t43,"Vincent, Francis,",Arundel,1840,m,mixed,11.36596121934032
uiuo.ark:/13960/t5q81pd7v,"Fenn, George Manville,",King of the castle,1892,m,mixed,11.365143106093612
njp.32101069186433,,Confessions of a too-generous young lady,1859,u,high_female,11.359763716914689
uiuo.ark:/13960/t2c82w79h,"Lee, Holme,",Kathie Brande,1856,f,high_female,11.357900050479556
hvd.hwadb9,"Scott, Walter,",The Waverley novels,1829,m,,11.353315168029065
mdp.39015061430610,,Childhood : | an anthology for grown-ups / | $c: compiled by Dewi Roberts.,2005,u,,11.349288541474555
uiuo.ark:/13960/t6834fx7b,"Roche, Regina Maria,",The Munster cottage boy,1820,f,high_female,11.348590883298655
nyp.33433076071509,"Harte, Bret,",An heiress of Red Dog,1879,m,,11.347195824231935
uc1.b5015633,"Croft-Cooke, Rupert,",Three names for Nicholas / | $c: by Rupert Croft-Cooke.,1951,m,,11.345954356846471
uc2.ark:/13960/t5db8320h,"Weyman, Stanley John,",The castle inn,1898,f,,11.343414793230815
mdp.39015013345882,"Johnston, Jennifer,",The captains and the kings.,1972,f,mixed,11.34001134001134
uc1.32106002092556,"Vaka, Demetra,",A child of the Orient,1914,f,,11.338254135628196
mdp.39015003231316,"Rowlands, Peter.,",The fugitive mind : | the early development of an autistic child.,1972,m,high_male,11.331230760514435
mdp.39015046866854,"Morrison, Sophia.",Manx fairy tales,1911,f,high_male,11.330160888284611
njp.32101036109179,"Bage, Robert,",Man as he is not,1820,m,mixed,11.326860841423947
uiuo.ark:/13960/t7vm4tf4w,"Oliphant,",May,1873,f,high_female,11.324845092297489
uc1.32106014953365,"Legge, Gordon,",Near neighbors / | $c: Gordon Legge,1998,m,mixed,11.31554529612782
mdp.39015060546812,"Bryant-Jefferies, Richard.",Counselling for eating disorders in men : | person-centred dialogues / | $c: Richard Bryant-Jeffries.,2005,m,mixed,11.312217194570136
uiuo.ark:/13960/t0rr2bv7p,"Keary, Annie,",Clemency Franklyn,1866,f,high_female,11.310937676733404
mdp.39015031242194,"Haggard, H. Rider",Allan's wife and other tales,1889,m,,11.310123588805034
uc2.ark:/13960/t9n29rb96,"Horton, Samuel.",Mustard and cress,1921,m,,11.309374214626793
njp.32101064791310,"Webster, Grace.",Raymond Revilloyd,1849,f,,11.30746615836914
mdp.39015060845636,"Ferguson, Patricia.",It so happens / | $c: Patricia Ferguson.,2004,f,high_female,11.306461642828875
njp.32101037974837,"Fullerton, Georgiana,",A will and a way,1881,f,high_female,11.30028627391894
uiuo.ark:/13960/t0jt05v28,"MacDonald, George,",What's mine's mine,1886,m,mixed,11.296517445050512
uiuo.ark:/13960/t22b9pm43,"Curwen, Henry,",Lady Bluebeard,1888,m,high_female,11.29645667808864
uc1.32106018470754,"Welsh, Irvine",The bedroom secrets of the master chefs / | $c: Irvine Welsh,2006,m,,11.295535125976592
uc2.ark:/13960/t01z44327,"Tressell, Robert,",The ragged trousered philanthropists,1914,m,high_male,11.291205844328143
uiuo.ark:/13960/t0ks7bv00,"Veley, Margaret,",Mitchelhurst Place,1884,f,,11.290759642308736
uiuo.ark:/13960/t52f8115k,"Cartwright, Fairfax L.,",Olga Zanelli,1890,m,,11.28358882602318
uc1.b3810794,"Boyd, Martin,",Outbreak of Love.,1957,m,high_female,11.283092798309587
uc2.ark:/13960/t5db7w778,"Arthur, T. S.",Anna Lee: The maiden - the wife - the mother,1876,m,high_female,11.282154139296996
