htid,author,title,year,authgender,female_category,urban_others
uc1.32106011376677,"Welsh, Irvine",Marabou stork nightmares : | a novel / | $c: Irvine Welsh,1995,m,mixed,49.10557699052964
uiuo.ark:/13960/t1gj01372,"Marsh-Caldwell, Anne,",The triumphs of time,1844,f,,49.10557699052964
mdp.39015011877555,"Kuznet͡sov, Ėduard.",Russian novel / | $c: Edward Kuznetsov ; translated by Jennifer Bradshaw.,1986,u,mixed,49.10144358244133
uc1.32106005747230,,Before Armageddon : | an anthology of Victorian and Edwardian imaginative fiction published before 1914 / | $c: edited and introduced by Michael Moorcock.,1975,u,high_male,49.08354018539554
uc2.ark:/13960/t3qv3h130,"Swinton, Ernest Dunlop,",The green curve and other stories,1914,m,high_male,49.07647006335326
uc2.ark:/13960/t4hm57j35,"Gilbert, William,","The landlord of 'The Sun,'",1871,m,mixed,49.07267085227683
mdp.39015020062736,"Colman, George,",Random records;,1830,m,high_male,49.07203523120478
mdp.39015025236947,"Saer, Juan José,",The witness / | $c: Juan José Saer ; translated by Margaret Jull Costa.,1990,m,high_male,49.06854367946397
uc1.$b568070,"Simpson, Alyse.",Red dust of Africa.,1952,f,,49.06557341300129
uc1.32106019522462,"Jansson, Tove",Fair play : | a novel / | $c: Tove Jansson ; translated from the Swedish by Thomas Teal ; introduced by Ali Smith,2007,f,high_female,49.055678194751046
mdp.39015048883915,"Lang, Andrew,",The mark of Cain,1886,m,mixed,49.04298072338396
hvd.hwkcjs,"Gore,","Cecil, or, The adventures of a coxcomb",1841,f,,49.03643407051439
nyp.33433082512538,,"The most delectable history of Reynard the Fox, and of his son Reynardine",1844,u,high_male,49.03563255966002
uc1.32106017282655,"Morris, Paula",Queen of beauty / | $c: Paula Morris,2002,f,high_female,49.03427412652505
uc1.b3324456,"Jerrold, Blanchard,",The chronicles of the Crutch,1860,m,high_male,49.029584266128886
uiuo.ark:/13960/t4cn7qv7s,"Riddell, J. H.,",A struggle for fame,1883,f,,49.018940373905586
mdp.39015012076918,"Raeburn, Anna.",Joan Crawford / | $c: introduction by Anna Raeburn ; photographs from the Kobal Collection.,1986,f,high_male,49.01560330038396
uc2.ark:/13960/t9q242h30,"Makino, Yoshio,",My idealed John Bullesses,1912,m,high_male,49.01229569331089
mdp.39015064708210,"Collins, Richard,",Overland / | $c: Richard Collins.,2006,m,mixed,49.009464272100544
mdp.39015067686058,"Geoghegan, Peter,",Numen adest : | a novella / | $c: Peter Geoghegan.,2005,m,high_male,49.008596924710545
mdp.39015054164069,"Knox, Elizabeth.",Black oxen / | $c: Elizabeth Knox.,2001,f,,49.00708517327133
mdp.39015063084522,"Gorbatov, Boris Leontevich,",Tara's family / | $c: by Boris Gorbatov ; translated from the Russian by Elizabeth Donnelly.,1944,u,,49.00141064667013
uiuo.ark:/13960/t78s50349,"Ainsworth, William Harrison,",The Spanish match,1865,m,high_male,48.99928385662056
wu.89000066993,"Barry, John Arthur,",South sea shipmates,1914,m,high_male,48.992766362143
nnc1.cu55085962,,The chronicles of Kartdale,1898,u,high_male,48.991061442185924
uc1.32106014587650,"O'Connor, Joseph,",The salesman / | $c: Joseph O'Connor,1998,m,,48.990329443187996
mdp.39015012430354,"Greene, Graham,",The collected edition.,1970,m,,48.99032142430398
uiuo.ark:/13960/t8hd8767s,"Grant, James,",The romance of war,1846,m,high_male,48.982090923006275
mdp.39015073645346,,"Short story introductions. | $c: Gary Allen, D.W. Lewis, Heather Richardson. | $n: 1 /",2007,u,,48.97014305217546
uc2.ark:/13960/t0dv1hg1g,"Howe, Sonia Elizabeth,",Real Russians,1917,f,,48.966677548150564
inu.30000067345466,"Buss, Louis,",The luxury of exile / | $c: Louis Buss.,1998,m,,48.96172345266553
mdp.39015076198111,,Jambula tree : | a selection of works from the Caine Prize for African Writing.,2008,u,,48.96049613302748
uc2.ark:/13960/t2c825372,"Fordyce, W. Dingwall.",The jewelled lizard,1908,u,high_male,48.953102927395555
uiuo.ark:/13960/t9z03hv5x,"Grey,",Aline,1848,f,,48.938215502927555
mdp.39015024909353,"Parks, Tim.",Goodness / | $c: Tim Parks.,1991,m,high_female,48.93071985723743
inu.30000110618182,"King, Sophie.",The wedding party / | $c: Sophie King.,2009,f,high_female,48.91440590396879
uc1.$b86166,"Brinig, Myron,",Singermann / | $c: Myron Brinig.,1930,m,mixed,48.913730468857345
uiuo.ark:/13960/t8v98nt2g,"Lyttleton, M.","Peregrine, or, The fool of fortune",1803,u,high_male,48.8862438360823
mdp.39015003884379,"Pasternak, Boris Leonidovich,",The collected prose work / | $c: Boris Pasternak ; arranged with an introduction by Stefan Schimanski.,1945,u,mixed,48.88136867832299
uc2.ark:/13960/t7pn90h6h,"Gore,",The story of a royal favourite,1845,f,,48.8740178202188
mdp.39015056946851,"Rhodes, Dan,",Timoleon Vieta come home : | a sentimental journey / | $c: Dan Rhodes.,2003,m,high_male,48.866301798279906
mdp.39015018048069,"Atherton, Gertrude Franklin Horn,",Patience Sparhawk and her times;,1897,f,,48.85901668096941
mdp.39015016444047,"Courage, James.","The call home, a novel.",1956,m,,48.8508420954685
uc1.32106007860247,,An Anthology of Sinhalese literature of the twentieth century / | $c: selected by the UNESCO National Commission of Sri Lanka ; edited and with an introduction by C.H.B. Reynolds ; translated by D.M. de Silva ... [et al.],1987,u,high_female,48.84670653921084
mdp.39015024987615,"Mwangi, Meja,",The cockroach dance / | $c: Meja Mwangi.,1989,u,,48.84175272118337
mdp.39015031045266,"Lawrence, James Henry,",The empire of the Nairs;,1811,m,,48.832271762208066
nyp.33433066579164,"Boswell, Thomas Alexander.",The journal of an exile,1825,m,,48.8304323856029
mdp.39015050750879,"Masters, Anthony.",The men / | $c: Anthony Masters.,1997,m,high_female,48.82388681538061
uiuo.ark:/13960/t9280q47h,"Gambier, James W.",Swifter than a weaver's shuttle,1887,m,,48.82111369575831
uc1.b4102452,"Tomlinson, H. M. (Henry Major),",H.M. Tomlinson; | a selection from his writings | $c: made by Kenneth Hopkins.,1953,m,high_male,48.819236434044385
mdp.39015059168818,"Waites, Martyn.",The white room / | $c: Martyn Waites.,2004,m,mixed,48.81374843098666
mdp.39015058257455,"Fane, Julian,",The stepmother / | $c: Julian Fane.,2003,m,,48.81311807350894
uiuo.ark:/13960/t6j10mc9g,,The Navy  at home.,1831,u,high_male,48.7940116440255
uc1.32106015570499,"Williams, Nigel,",Fortysomething / | $c: Nigel Williams,1999,m,mixed,48.793827312746984
mdp.39015000679764,"Moore, Brian,",Judith Hearne / | $c: Brian Moore.,1955,m,high_female,48.79112209199722
mdp.39015022276011,,Disorderly conduct : | the VLS fiction reader / | $c: edited by M. Mark.,1991,u,mixed,48.78418046782347
uc1.32106019491643,"Oulton, Caroline",Unsafe attachments / | $c: Caroline Oulton,2008,f,high_female,48.77688271376839
mdp.39015050638546,"Palacio Valdés, Armando,",Froth,1891,f,,48.77428110950886
mdp.39015065757810,"Ward, Artemus,","Artemus Ward, his book",1865,m,,48.77156617691885
uc2.ark:/13960/t81j9bb1b,"Marston, E.",An Amateur Angler's Days in Dove Dale,1910,u,high_male,48.768593026091196
uc2.ark:/13960/t7kp7zc3h,"Weindel, Henri de.",The real Francis-Joseph,1909,m,high_female,48.76406320751431
mdp.39015000541642,"Pater, Walter,",Imaginary portraits,1887,m,high_male,48.75545291249679
mdp.39015013119188,,"No man's land : | an anthology of modern Danish women's literature / | $c: editor, Annegret Heitmann.",1987,u,high_female,48.753491804142726
mdp.39015005209823,"Lytton, Edward Bulwer Lytton,",[Novels],1890,m,high_female,48.75130188135706
mdp.39015032924451,,Maghreb : | new writing from North Africa / | $c: edited with an introduction by Jacqueline Kaye.,1992,u,,48.74590091287778
uc1.b4102811,"Reach, Angus B.",Clement Lorimer,1849,m,,48.7420489532645
inu.39000003355935,"Cross, John Keir,",The other passenger : | 18 strange stories / | $c: by John Keir Cross ; with 8 colour plates by Bruce Angrave.,1944,m,,48.742012956513264
uiuo.ark:/13960/t71v64735,"Reid, Mayne,",The death shot,1873,m,,48.73118434826553
mdp.39015014862265,"Vansittart, Peter.",The story of teller: | a novel.,1968,m,,48.726209609972145
njp.32101067644102,"Fetherstonhaugh,",Kilcorran,1877,f,mixed,48.71897747463748
mdp.39015035011322,"Badr, Liyānah.",The eye of the mirror / | $c: by Liana Badr ; translated by Samira Kawar.,1994,u,high_female,48.71724354692964
uc1.b4974559,"Plater, Alan,",Misterioso / | $c: Alan Plater.,1987,m,,48.71561928085213
inu.30000050306194,"Sawaya, Alen.",Domicile of solace / | $c: Alen Sawaya.,1994,m,high_male,48.70175048006011
uc1.b4350201,"Larsen, May,",The golden cowrie : | New Caledonia: its people and places.,1961,f,high_male,48.69702553303501
mdp.39015016866900,"Acker, Kathy,",Young lust / | $c: Kathy Acker.,1989,f,mixed,48.69693713057496
uc1.b4389739,"Criddle, Russell,",Love is not blind.,1954,m,high_female,48.69609790478631
pst.000063470451,"Frisch, Max,",I'm not Stiller. | $c: Translated from the German by Michael Bullock.,1958,m,,48.68640338557759
mdp.39015019623308,"Fuller, Roy,",Stares / | $c: Roy Fuller.,1990,m,mixed,48.68333702146493
uiuo.ark:/13960/t7vm4wc4t,"Combermere,",Shattered idols,1865,u,,48.6827569419739
uiuo.ark:/13960/t6nz8gp2r,"Chorley, Henry Fothergill,",A prodigy,1866,m,,48.67917180502369
hvd.hnncan,"Gore,",The Tuileries,1831,f,,48.6768740596513
uc1.$b302150,"Houghton, Claude,","A hair divides, | $c: by Claude Houghton [pseud.]",1930,m,,48.668567058332755
uc1.b4975896,"King, Francis Henry,",Indirect method and other stories / | $c: Francis King.,1980,m,high_female,48.65982725761324
mdp.39015032966403,"Schmidt, Susan,",Winging it.,1992,f,high_male,48.65876481597006
inu.39000005835983,"O'Donnell, Elliott,",The dead riders / | $c: Elliot O'Donnell.,1952,m,,48.651507139079854
mdp.39015024959101,"Amis, Martin.","Time's arrow, or, The nature of the offence / | $c: Martin Amis.",1991,m,,48.640667072005556
mdp.39015002710369,"Kuhn, Helmut,",Encounter with nothingness : | an essay on existentialism / | $c: Helmut Kuhn.,1951,u,,48.633128513042095
uc2.ark:/13960/t14m93151,"Wallace, Edgar,",The book of all power,1920,m,,48.63182466606147
mdp.39015078786343,"Benn, Melissa.",One of us / | $c: Melissa Benn.,2009,f,,48.622804095120614
uc1.$b268702,"Frith, Dean, pseud.","Booze-runner, | $c: by ""Dean Frith"".",1935,u,mixed,48.61786359216558
mdp.39015020683150,"Yaşar Kemal,","Iron earth, copper sky / | $c: Yashar Kemal; translated from the Turkish by Thilda Kemal.",1974,m,high_male,48.61503674392312
uc2.ark:/13960/t3319vc2j,"Kingston, Charles.",Famous morganatic marriages,1919,m,mixed,48.61199948829474
uc1.$b312867,"Wright, Dorothy.",Queens Wilde : | a novel / | $c: by Dorothy Wright.,1950,f,,48.609760839976666
njp.32101074257377,"Graham, Stephen,",A vagabond in the Caucasus,1915,m,mixed,48.608723487498075
mdp.39015027340424,"Shankland, Peter.","The phantom flotilla: | the story of the Naval Africa Expedition, 1915-16.",1968,m,high_male,48.595970474664426
mdp.39015067816028,"Chatterjee, Jayabrato,",Beyond all heavens / | $c: Jayabrato Chatterjee.,2003,u,,48.595957959732054
uc2.ark:/13960/t4dn4205x,"Jørgensen, Johannes,",Pilgrim walks in Franciscan Italy,1908,u,high_male,48.595924884584676
uc2.ark:/13960/t7qn6219p,"Firth, Andrew.",The toll of the river,1913,m,,48.595587520653126
mdp.39015051171091,"Iroh, Eddie.",Toads of war / | $c: Eddie Iroh.,1979,m,,48.58739300055733
mdp.39015008376769,"Hanley, James,",Drift | $c: [by] James Hanley.,1944,m,mixed,48.58306262686149
mdp.39015008398441,"Amis, Kingsley.",Russian hide-and-seek : | a melodrama / | $c: Kingsley Amis.,1980,m,mixed,48.581229799131485
mdp.39015005177657,"Bjarnhof, Karl.",The good light / | $c: Karl Bjarnhof ; translated by Naomi Walford.,1960,m,mixed,48.577247164770284
uiuo.ark:/13960/t6b28dx0b,"Moore, Frank Frankfort,",A gray eye or so,1893,m,mixed,48.575844557297415
mdp.39015039925386,"Clewes, Howard,",Man on a horse / | $c: Howard Clewes.,1964,m,high_male,48.57555468032034
mdp.39015034110778,"Linklater, Eric,",The impregnable women.,1938,m,,48.55774964646551
uc1.32106013781627,"Dobbs, Michael,",The buddha of Brewer Street / | $c: Michael Dobbs,1998,m,high_male,48.555474629764504
mdp.39015049624565,"Vallejo, Fernando.",Our lady of the assassins / | $c: Fernando Vallejo ; translated by Paul Hammond.,2001,m,high_female,48.5550031075202
uc1.$b244928,"Sowerby, Benn",Fright in the forest : | a novel / | $c: Benn Sowerby ; with an introd. by Siegfried Sassoon.,1951,u,,48.547438570939946
njp.32101063580326,"Hume, Fergus,",The harlequin opal,1893,m,high_male,48.54368932038835
uiuo.ark:/13960/t7zk5qm98,"Gerard, E. D.",Reata,1880,f,mixed,48.53875763356624
mdp.39015059175748,,North : | new Scottish writing : the Scotsman & Orange short story award 2004 / | $c: Edited by Jackie Kay.,2004,u,mixed,48.537608818187515
uc1.b3477701,"Braine, John.",The pious agent /̈ bÿ John Braine.,1975,m,high_male,48.530550915080866
uiuo.ark:/13960/t8kd2g57k,"Murray, Hamilton.",Mildred Vernon;,1848,m,,48.52773125029351
nnc1.1002269686,"Daunt, William J. O'Neill,",The gentleman in debt;,1851,m,,48.518392064547434
njp.32101065859025,"Maberly,","Melanthe; or, The days of the Medici",1843,f,mixed,48.51827734579487
mdp.39015001090334,,Stories from the Raj : | from Kipling to Independence / | $c: selected and introduced by Saros Cowasjee ; with a preface by Paul Theroux.,1982,u,,48.51376072608929
uiuo.ark:/13960/t0sq9m438,"Hook, Theodore Edward,",The man of sorrow;,1808,m,mixed,48.498565250778
uc1.b3539878,"Aragon,",Aurelien / | $c: by Louis Aragon ; translated by Eithne Wilkins.,1946,u,,48.49823857091857
uc1.32106009250041,"Bailey, Hilary,",A stranger to herself / | $c: Hilary Bailey.,1989,f,high_female,48.4950948768714
mdp.39015052394924,,In female disguise : | an anthology of English and American short stories and literary passages / | $c: edited by Peter Farrer.,1992,u,mixed,48.475708283959925
mdp.39015078788786,"Waites, Martyn.",Speak no evil / | $c: Martyn Waites.,2009,m,,48.47110629138529
nyp.33433074950100,"Clarke, Marcus Andrew Hislop,",Heavy odds;,1896,m,high_male,48.47045422874419
uc1.32106013523060,"Swinfen, Ann",The anniversary / | $c: Ann Swinfen,1996,f,high_female,48.46539491351708
mdp.39015019622516,"Wilson, Anna.",Cactus / | $c: by Anna Wilson.,1980,f,high_female,48.46382430588325
mdp.39015064989299,"North, Sam.",The old country / | $c: Sam North.,2007,m,,48.46245295734547
dul1.ark:/13960/t6737gw6n,"Vaughan, Herbert M.",Meleager,1916,m,high_male,48.460492878671474
uiuo.ark:/13960/t0rr27b5r,"Gore,",The diary of a désennuyée,1836,f,,48.45822093718199
mdp.39015037444828,"Johnston, Jennifer,",The illusionist / | $c: Jennifer Johnston.,1995,f,,48.4483083465669
mdp.39015053680040,"Troyat, Henri,",An intimate friendship; | $c: translated from the French by Joyce Emerson.,1968,m,mixed,48.44613507500179
mdp.39015066683353,"Ruheni, Mwangi.",The minister's daughter.,1975,u,high_female,48.43911330928374
mdp.39015063542503,"Aumonier, Stacy.",Just outside,1917,m,,48.43567893199328
uc1.32106011014989,"Warner-Vieyra, Myriam.",Juletane / | $c: Myriam Warner-Vieyra ; translated by Betty Wilson.,1987,f,high_female,48.433556807463866
mdp.39015048522000,"Thomas, Leslie,",Other times / | $c: Leslie Thomas.,1999,m,,48.431883246873454
uc1.b3139717,"Vaughan Williams, Ursula.",Metamorphoses: | a novel.,1966,f,high_female,48.40724547158026
uc1.b3123812,"Hood, Tom,",A golden heart,1867,m,high_female,48.407103742474206
umn.31951002009585y,"Maugham, W. Somerset (William Somerset),",The complete short stories of W. Somerset Maugham.,1952,m,mixed,48.40216571550783
uc1.$b242745,"Jones, William Glynne.",He who had eaten of the eagle; | short stories.,1948,m,,48.40103716508211
uc1.b3321917,"Besant, Walter,",The changling,1899,m,,48.39936389407453
inu.30000038737031,"Heath, Catherine.",Behaving badly / | $c: by Catherine Heath.,1993,f,,48.398248444342016
uc1.32106014434168,"Hamilton, Hugo",Headbanger / | $c: Hugo Hamilton,1996,m,high_male,48.384560486748676
mdp.39015062843662,"Yardley, Jane.",A sauceful of secrets / | $c: Jane Yardley.,2005,f,,48.380907892761215
mdp.39015005019669,"Robbe-Grillet, Alain,",Jealousy; | a novel. | $c: Translated by Richard Howard.,1965,m,,48.379752599225924
mdp.39015009385637,"Pasolini, Pier Paolo,",A violent life; | $c: translated from the Italian by William Weaver.,1968,m,high_male,48.37585191298038
uiuo.ark:/13960/t0qr5616m,"Farjeon, B. L.",Jessie Trim;,1874,m,,48.37149306675266
inu.30000111138677,"Glover, Miranda.",Soulmates / | $c: Miranda Glover.,2007,f,high_female,48.37137837088043
uc1.32106010174479,,"Storm : | new writing from Mexico / | $c: [editor, Joanna Labor]",1992,u,mixed,48.369933249492114
mdp.39015061328400,"Scott, Lawrence.",Night calypso / | $c: Lawrence Scott.,2004,m,,48.36635522527341
mdp.39015076865743,"Jha, Raj Kamal,",Fireproof / | $c: Raj Kamal Jha.,2007,m,mixed,48.359181457223336
mdp.39015020609031,"pseud. York, Catherine,",If hopes were dupes.,1966,f,high_male,48.34911178002714
mdp.39015048872066,,An Anthology of Sinhalese literature of the twentieth century / | $c: selected by the UNESCO National Commission of Sri Lanka ; edited and with an introduction by C.H.B. Reynolds ; translated by D.M. de Silva ... [et al.],1987,u,,48.34214866632543
mdp.39015076147670,"Kāniṭakara, Hemanta,",Taking a chance / | $c: V.P. (Hemant) Kanitkar.,2008,u,high_female,48.33596337839951
uc1.b3327076,"Mayhew, Augustus,",Paved with gold;,1858,m,,48.32979040729176
uc2.ark:/13960/t01z4824d,"Braddon, M. E.",Rough justice,1898,f,,48.329659148719685
uc1.b3751224,"Dutourd, Jean,",A dog's head; | $c: translated from the French by Robin Chancellor.,1951,f,,48.32565808175564
uc1.b3321924,"Besant, Walter,",The ivory gate,1892,m,mixed,48.32354471786484
uc1.31158010006079,"Blundell, Peter.",Princess of Yellow Moon,1922,m,mixed,48.31995242343146
mdp.39015030945623,"Armstrong, Thomas,",Adam Brunskill / | $c: Thomas Armstrong.,1952,m,mixed,48.31909551706169
mdp.39015014225836,"Warner-Vieyra, Myriam.",Juletane / | $c: Myriam Warner-Vieyra ; translated from the French by Betty Wilson.,1987,f,high_female,48.31777839941002
mdp.39015060123414,"Weldon, Fay.",Mantrapped / | $c: Fay Weldon.,2004,f,,48.31598655205041
mdp.49015001000182,"Rhys, Jean.",Voyage in the dark.,1976,f,,48.31400773024124
osu.32435070795927,"Weyman, Stanley John,","Chippinge, | $c: by Stanley J. Weyman.",1926,m,mixed,48.31192451972263
uc1.$b602114,"Krymov, Vl. (Vladimir),",Out for a million; | $c: translated from the Russian by Malcolm Burr.,1935,u,high_male,48.31045174664242
nyp.33433074870696,"Hill, William Kirkpatrick.","Edwin Trafford, altruist",1908,m,,48.30684507994783
nyp.33433084128663,"Thornbury, Walter,",Tales for the marines,1865,m,,48.30473386391866
uc1.$b605193,"(Aleksandr Sergeevich), Neverov, A. S.",Tashkent.,1930,u,high_female,48.30362277170788
inu.32000003474824,"Howard, Elizabeth Jane.",The sea change / | $c: Elizabeth Jane Howard.,1959,f,mixed,48.29814313219985
mdp.39015061103803,"Shacklady, Helen,",Stoppage time / | $c: Helen Shacklady.,2003,f,high_female,48.29518014102192
uc1.$b146893,"Stow, Randolph,",Tourmaline.,1963,m,mixed,48.29362524146813
uc2.ark:/13960/t00001x7p,"Walker, William Sylvester,",What lay beneath,1909,m,high_male,48.28067163778767
inu.30000110619669,"Jarrar, Nada A.",A good land / | $c: Nada Awar Jarrar.,2009,f,,48.274197441467535
uc1.32106018787157,"Sebbar, Leı̈la",Sherazade / | $c: Leı̈la Sebbar ; translated by Dorothy S. Blair,1999,u,,48.252274243219844
uc1.32106015804344,"Maxwell, Glyn,",Blue Burneau / | $c: Glyn Maxwell,1994,m,high_male,48.24857666698832
inu.30000036578213,"Fink, Ida.",The journey / | $c: Ida Fink ; translated by Joanna Weschler and Francine Prose.,1992,f,high_female,48.24600383428767
mdp.39015013446607,"Pavese, Cesare.","Summer storm, and other stories; | $c: translated and with an introduction by A. E. Murch.",1966,m,mixed,48.24178259905863
mdp.39015066057533,"O'Flaherty, Liam,",Hollywood cemetery / | $c: a novel by Liam O'Flaherty.,1935,m,,48.2392667631452
mdp.39015032967260,"Bedī, Susham",The fire sacrifice / | $c: Susham Bedi ; translated from the Hindi by David Rubin,1993,u,high_female,48.23461315840247
mdp.39015000550791,"Houghton, Claude,","Passport to paradise, | $c: by Claude Houghton [pseud.] ...",1944,m,,48.234526989004316
uc1.b4105470,"Pain, Barry,",The octave of Claudius,1897,m,mixed,48.22327375749721
mdp.39015046342658,"Brooke-Rose, Christine,",Next / | $c: Christine Brooke-Rose.,1998,f,mixed,48.219993386972334
uva.x030581136,"Thackeray, William Makepeace,",The works of William Makepeace Thackeray,1878,m,high_male,48.203945401404624
uiuo.ark:/13960/t84j0rz88,"Besant, Walter,",All in a garden fair;,1883,m,,48.20251275034208
nyp.33433074876230,"MacIlwaine, Herbert C.",The tower maiden,1907,m,high_male,48.18047840380909
uiuo.ark:/13960/t4zg7838k,"Robinson, F. W.",Woodleigh,1859,m,,48.174479204683145
mdp.39015059376098,,The New British novelist;,1830,u,high_male,48.17353483634762
wu.89006959316,"Quiller-Couch, Arthur,",Shining ferry,1904,m,,48.16955684007707
uc1.$b703802,"Hougron, Jean.",A question of character / | $c: Jean Hougron ; translated from the French by Mervyn Savill.,1957,f,high_male,48.155282264039116
uc1.b4351916,"Shishkov, V. I͡A. (Vi͡acheslav I͡Akovlevich),","Children of darkness, | $c: by V. Shishkov.",1931,u,,48.155229799589264
mdp.39015030354404,"Gobineau, Marcel,",Stephanie / | $c: Marceline Gobineau ; translated from the French by Jocasta Innes.,1974,u,high_female,48.14588202252826
mdp.39015069360165,"Burnside, John,",The devil's footprints / | $c: John Burnside.,2007,m,high_female,48.13312246441587
umn.31951002096203z,"Moore, Reginald Arthur,",Silence comes after : | twenty-two stories.,1947,m,,48.132908935641645
mdp.39015067674716,"Reig, Rafael.",Blood on the saddle / | $c: Rafael Reig ; translated by Paul Hammond.,2005,m,mixed,48.132460531382364
uiuo.ark:/13960/t7vm4j15p,"Byron, Henry J.",Paid in full,1865,m,mixed,48.11906030349379
mdp.39015005879245,,The Penguin book of Canadian short stories / | $c: edited by Wayne Grady.,1980,u,mixed,48.11406735044159
uiuo.ark:/13960/t5db89891,"Banks, G. Linnaeus","Wooers and winners, or, Under the scars",1880,f,,48.11327238985497
mdp.39015030041696,"Williamson, Henry,",The innocent moon.,1961,m,,48.10896680982425
uc2.ark:/13960/t16m3bj9x,"Weyman, Stanley John,",A gentleman of France,1893,m,high_male,48.10483536534793
mdp.39015054153674,"Humphreys, Emyr.",Ghosts and strangers / | $c: Emyr Humphreys.,2001,m,,48.10467577448528
mdp.39015052051268,"Zhou, Weihui,",Shanghai baby / | $c: Wei Hui ; translated from the Chinese by Bruce Humes.,2001,u,,48.09300769488123
mdp.39015013286086,"Maugham, Robin,","The black tent, | and other stories. | $c: With an introduction by Peter Burton.",1973,m,,48.0830561197955
uc1.b3472630,,The Penguin book of Canadian short stories / | $c: edited by Wayne Grady.,1980,u,mixed,48.08203534954253
mdp.39015076134462,"Lewis, R. (Robert),",Swansea terminal / | $c: Robert Lewis.,2007,m,high_male,48.07692307692308
mdp.39015066054092,"Lessing, Doris May,",The memoirs of a survivor / | $c: Doris Lessing.,1974,f,high_female,48.0752318750513
mdp.39015053585975,"Obaldia, René de.",The centenarian: | a novel; | $c: translated from the French by Alexander Trocchi.,1970,u,,48.05569265137543
wu.89100091669,"Thompson, Beatrice.",Four months in Italy in war-time,1920,f,high_male,48.04997197084968
mdp.39015080871273,"Hilton, Matt,",Dead men's dust / | $c: Matt Hilton.,2009,m,high_male,48.043289532462936
mdp.39015014513728,"Hamilton, Patrick,",The slaves of solitude.,1947,m,high_female,48.03976857363661
mdp.39015003507715,"Maugham, W. Somerset (William Somerset),",Complete short stories.,1951,m,mixed,48.03650774588687
mdp.39015014552478,"Acton, Harold,","Tit for tat, and other tales.",1972,m,mixed,48.03231264668959
uc2.ark:/13960/t39z9256f,"Travers, John.",The Mortimers,1922,m,,48.029166803113164
mdp.39015000610462,"Woolf, Virginia,",Night and day.,1950,f,high_female,48.028336718664015
mdp.39015060667444,"Gale, Patrick,",Friendly fire / | $c: Patrick Gale ; illustrations by Aidan Hicks.,2005,m,,48.02570685108538
mdp.39015049907325,"Wills, C. J.",Laura Ruthven's widowhood,1892,m,high_female,48.017703918662185
mdp.39015020642511,"O'Faoláin, Seán,",Teresa and other stories.,1947,m,,48.014267096508675
mdp.39015002758822,"Salkey, Andrew.",The adventures of Catullus Kelly.,1969,m,,48.0091217331293
mdp.39015028044512,"Sologub, Fyodor,","The sweet-scented name, and other fairy tales, fables and stories",1915,u,high_female,47.995699585317155
mdp.39015002384033,"Lessing, Doris May,","The story of a non-marrying man, | and other stories.",1972,f,mixed,47.99451491258142
inu.39000003832461,"Greene, Graham,","Collected stories : | including May we borrow your husband?, A sense of reality, Twenty-one stories / | $c: Graham Greene.",1972,m,,47.99182590836141
njp.32101072790536,"C.,","A winter in Paris; or, Memoirs of Madame de C****",1811,u,,47.99006323396567
uc2.ark:/13960/t4th8qw59,"Everett-Green, Evelyn,",A clerk of Oxford,1898,f,,47.9894566447491
mdp.39015035775363,"(Aleksandr Sergeevich), Neverov, A. S.",Tashkent.,1930,u,high_female,47.9890310786106
mdp.39015031597860,"Böll, Heinrich,",The safety net / | $c: Heinrich Böll ; translated from the German by Leila Vennewitz.,1982,u,,47.985707641539385
mdp.39015063918802,"Hare, Martin.","Polonaise, | $c: by Martin Hare [pseud.]",1939,m,high_female,47.974952025047976
uiuo.ark:/13960/t4wh3865p,"Collins, Wilkie,",After dark,1856,m,,47.96929964822514
uc1.$b106068,"Landau, Rom,",Odysseus : | a novel / | $c: by Rom Landau.,1948,u,,47.96605479199336
uc1.$b119766,"Mottram, R. H. (Ralph Hale),",The speaking likeness | $c: [by] R.H. Mottram.,1967,m,high_female,47.94769342535416
uc1.b4539004,"Rayner, Claire.",The running years / | $c: Claire Rayner.,1981,f,high_female,47.94530066567533
uiuo.ark:/13960/t8qc0f00p,"Hamilton, Rowan.",The last of the cornets,1890,m,high_male,47.945205479452056
uc1.$b301052,"Kinney, Henry W. (Henry Walsworth),","The code of the Karstens, | $c: by Henry Walsworth Kinney.",1923,m,,47.93404275716614
uc1.$b252042,"Lovelace, Earl,",While gods are falling.,1965,m,,47.92117924437885
njp.32101067708329,"Beresford Hope, A. J. B.",The Brandreths,1882,m,,47.91836964794092
mdp.39015027470528,"Mahjoub, Jamal,",In the hour of signs / | $c: Jamal Mahjoub.,1996,m,high_male,47.912388774811774
mdp.39015000616998,"Greene, Graham,",The collected edition.,1970,m,,47.90999103619522
uc1.$b322787,"Bowles, Jane Auer,","Plain pleasures, | $c: by Jane Bowles.",1966,f,high_female,47.90924073435284
mdp.39015079209337,"Worth, Jennifer,",Shadows of the workhouse / | $c: Jennifer Worth.,2008,f,,47.90828984515356
nyp.33433074951645,"Dallas, Robert Charles,",The knights,1808,m,,47.90768397592118
mdp.39015066677835,"László, András,",Paco never fails. | $c: Translated from the French by Peter Mayne.,1960,u,high_male,47.889443798317025
mdp.39015011705624,"(Aleksandr Sergeevich), Neverov, A. S.",Tashkent.,1930,u,high_female,47.88835172854146
njp.32101068573722,"Zola, Émile,","His masterpiece, or, Claude Lantier's struggle for fame",1886,m,,47.878357404045985
