htid,author,title,year,authgender,female_category,urban_generics
mdp.39015070685337,"Davidar, David.",The solitude of emperors / | $c: David Davidar.,2007,m,high_male,313.97027996459684
mdp.39015059978679,"Gay, Jackie.",Wist / | $c: Jackie Gay.,2003,u,mixed,313.9437900044046
mdp.39015001171431,"Brown, Michael,",The weaver and the abbey : | the quest for a secret monastery in the Andes / | $c: Michael Brown.,1982,m,,313.64967895292295
uc1.32106015061093,"Garmendia, Salvador",Memories of Altagracia / | $c: Salvador Garmendia ; translated from the Spanish by Jeremy Munday ; with an introduction by Fernando Ainsa,1998,m,high_male,312.99546224919357
mdp.39015050488306,"Faulks, Sebastian.",On green dolphin street / | $c: Sebastian Faulks.,2001,m,,312.9212401309455
uc1.$b115081,"Priestley, J. B. (John Boynton),",[Essays] / | $c: J. B. Priestley.,1926,m,mixed,312.91434632723417
mdp.39015014139912,"Jacobson, Dan.",Beggar my neighbour; | $c: short stories.,1964,m,mixed,312.9117259552042
mdp.39015056167979,"Svit, Brina.",Con Brio / | $c: Brina Svit.,2002,u,high_female,312.91006359140005
mdp.39015064983268,"Holman, Michael,",Fatboy and the dancing ladies : | an African tale / | $c: Michael Holman.,2007,m,,312.8980793252285
mdp.39015068635419,"Pitcairn, Frank.",Reporter in Spain / | $c: Frank Pitcairn ; with introd. by Ralph Bates.,1936,m,high_male,312.87153494775043
uc1.b3473209,"Sotabinda, Maurice.",The money-doublers / | $c: Maurice Sotabinda.,1985,m,mixed,312.6653518687768
mdp.39015038101666,"Naher, Gaby,",The underwharf / | $c: Gaby Naher.,1996,u,,312.5838103781524
mdp.39015062821890,"McCall Smith, Alexander,","One city / | $c: Alexander McCall Smith, Ian Rankin, Irvine Welsh ; with an introduction by J.K. Rowling ; foreword by Lesley Hinds.",2005,m,,312.5097659301853
mdp.39015048700812,"Carim, Enver.",A dream deferred.,1973,u,,312.46713837186593
nyp.33433075763676,"Thomson, Edward.",The adventures of a carpet bag,1853,m,high_male,312.2765196662694
uc1.31822033011412,"Webster, Jason,",Duende : | a journey in search of flamenco / | $c: Jason Webster,2003,m,,312.08873848467755
uc1.32106013521908,"Krohn, Leena",Dona Quixote and other citizens ; Gold of Ophir / | $c: Leena Krohn ; translated from the Finnish by Hildi Hawkins,1995,u,high_female,312.08353717167967
uc1.b4091319,"Lawrence, D. H. (David Herbert),",The spirit of place; | an anthology compiled from the prose of D.H.Lawrence. | $c: Edited with an introd. by Richard Aldington.,1935,m,high_female,311.47847716741694
mdp.39015048547171,"Shukrī, Muḥammad,",Streetwise / | $c: Mohamed Choukri ; translated from the Arabic by Ed Emery.,1996,u,mixed,311.3505593626471
uc1.$b313869,"Matters, Leonard.","The mystery of Jack the Ripper; | the world's greatest crime problem, | $c: by Leonard Matters; with 10 illustrations and 5 diagrams.",1929,m,,310.8157765801078
wu.89072509649,"Bjørneboe, Jens,",Moment of freedom : | the Heiligenberg manuscript / | $c: Jens Bjørneboe ; translated from the Norwegian by Esther Greenleaf Mürer.,1999,m,,310.78949809815384
mdp.39015049638961,"Ballard, J. G.,",Super-Cannes / | $c: J.G. Ballard.,2000,m,mixed,310.6532897477354
mdp.39015070219053,"Strong, L. A. G. (Leonard Alfred George),","The big man, | $c: by L. A. G. Strong.",1931,m,high_female,310.6279121366763
mdp.39015055119468,"Endō, Shūsaku,",Volcano / | $c: Shusaku Endo ; translated from the Japanese and with an introduction by Richard A. Schuchert.,1980,m,,310.5399089902841
uc1.b4087141,"Bagnold, Enid.","Alice and Thomas [and] Jane, | $c: by Enid Bagnold; illustrated by the author and Laurian Jones.",1930,f,mixed,310.4315254759095
mdp.39015010486895,"Simenon, Georges,",Maigret has doubt; | $c: translated from the French by Lyn Moir.,1968,m,mixed,310.32495455956024
uc1.$b243560,"O'Faoláin, Seán,",Midsummer night madness : | and other stories / | $c: Seán O'Faoláin ; with an introd. by Edward Garnett.,1932,u,,310.3047588866001
mdp.39015005709608,"McHugh, Roger Joseph.",Dublin 1916; | $c: edited by Roger McHugh.,1966,m,,310.1108951906629
mdp.39015005190379,"Mulisch, Harry,",Two women / | $c: Harry Mulisch ; translated from the Dutch by Els Early.,1980,m,high_female,310.0483863390802
uc1.$b244874,"Sansom, William,",The passionate North / | $c: by William Sansom. -,1950,m,,310.00374888254464
mdp.39015028873092,"Hummer, G. B.",Red branch / | $c: G.B. Hummer.,1993,u,,309.9398074215465
mdp.39015053499847,"Ballard, J. G.,",The atrocity exhibition / | $c: J. G. Ballard.,1969,m,,309.7610757593949
mdp.39015050483075,"Buckley, Jonathan,",Ghost MacIndoe / | $c: Jonathan Buckley.,2001,m,mixed,309.6919503554419
wu.89046632451,"Cordelli, Franco,",Pinkerton / | $c: Franco Cordelli ; translated by Teresa Waugh.,1990,m,,309.4399823963032
mdp.39015060400457,"O'Grady, Timothy.",Light / | $c: Timothy O'Grady.,2004,m,,309.160423343673
mdp.39015032713250,"Aksenov, Vasiliĭ,","It's time, my friend, it's time | $c: [by] Vasiliy Aksyonov; translated from the Russian by Olive Stevens.",1969,u,,309.1295502846947
uc1.$b800439,"Callow, Philip.",The Hosanna man; | a novel.,1956,m,,309.10568705204304
mdp.39015040572409,"Francis, Dick.",10 lb. penalty / | $c: Dick Francis.,1997,m,,308.9923805287983
mdp.39015004266097,"Manning, Olivia.",Friends and heroes / | $c: Olivia Manning.,1965,f,,308.9447169118874
mdp.39015031305603,"Straus, Dorothea.",Showcases.,1975,f,,308.8616027494739
mdp.39015063964228,"Thomson, Basil,","Mr. Pepper, | investigator, | $c: by Basil Thomson.",1925,m,mixed,308.7849312953528
uc2.ark:/13960/t7rn32t76,"Pawlowska, Yoï.",A year of strangers,1911,u,high_female,308.6133999938277
uc1.b2806594,"Grayland, Valerie.",Night of the reaper.,1963,f,,308.59640315388475
uc1.$b119726,"Baron, Alexander,",The lowlife / | $c: by Alexander Baron.,1963,m,,308.566089693155
inu.32000003313980,"Chirasha, Ben,",Child of war / | $c: Ben Chirasha.,1985,m,,308.53497885322054
uc1.32106014264334,"Atxaga, Bernardo",The lone man / | $c: Bernardo Atxaga ; translated from the Spanish by Margaret Jull Costa,1996,m,,308.16226290681794
mdp.39015002206210,"Robbe-Grillet, Alain,",Jealousy; | a novel. | $c: Translated by Richard Howard.,1965,m,high_male,308.092284386579
inu.30000111254946,"Mengestu, Dinaw,",Children of the revolution / | $c: Dinaw Mengestu.,2008,u,high_female,307.94799100596344
mdp.39015031222790,"Callow, Philip.",Going to the moon.,1968,m,high_male,307.9037800687285
uc1.b4432451,"Bloch, Donald,",Arising.,1973,m,,307.8142545742784
mdp.39015002742305,"Rodker, John,",Adolphe 1920 | $c: [by] John Rodker.,1929,m,high_female,307.714326606555
mdp.39015030851672,"Bloch, Donald,",Arising.,1973,m,,307.6923076923077
mdp.49015002155142,"Lewis, Wyndham,",The human age. Illustrations by Michael Ayrton.,1955,m,high_male,307.62577766420634
uc1.$b193205,"Morris, Ira J.",My East was gorgeous,1958,m,,307.4449748077433
mdp.39015033987820,"Trevor, William,",Felicia's journey / | $c: William Trevor.,1994,m,,307.4346288195171
uc2.ark:/13960/t6f191d5f,"Cooper, Arthur Nevile.",Quaint talks about long walks,1907,m,,307.368890446083
mdp.39015048881224,"Lewis, Wyndham,",The human age. Illustrations by Michael Ayrton.,1955,m,high_male,307.35433916354305
inu.32000003326370,"Lewis, Wyndham,",The human age. | $c: Illus. by Michael Ayrton.,1955,m,high_male,307.30954183835024
uc1.b3862766,"Firbank, Ronald,",Sorrow in sunlight.,1924,m,high_female,307.2675454221589
mdp.39015018913122,"Culverwell, David.",Days of yellow / | $c: David Culverwell.,1987,m,,307.25596785629875
mdp.39015064136289,"Baron, Dunsany, Edward John Moreton Drax Plunkett,","The story of Mona Sheehy, | $c: by Lord Dunsany.",1939,m,high_female,307.25596785629875
uc1.$b106127,"Lewis, Wyndham,","The human age: book two, Monstre gai; book 3, Malign fiesta.",1955,m,high_male,307.18417780311705
mdp.39015055804291,"Aldiss, Brian Wilson,",The Cretan teat / | $c: Brian Aldiss.,2002,m,,307.09898585916295
mdp.39015066992135,"Grant, Colquhoun,",Through Dante's land;,1912,f,,307.04157164515675
pst.000050354788,"Glover, Fi.",Travels with my radio / | $c: Fi Glover.,2002,u,,307.0329970590985
mdp.39015005919868,"Searle, Chris.",Classrooms of resistance / | $c: compiled by Chris Searle.,1975,m,,306.7395051269317
uc1.b4101372,"Willis, Nathaniel Parker,",Loiterings of travel,1840,m,mixed,306.53950953678475
mdp.39015064957809,"Ikonnikov, Alexander.",Lizka and her men / | $c: Alexander Ikonnikov ; translated by Andrew Bromfield.,2007,m,high_female,306.3156722236661
uc1.b2794678,"Borrelli, Mario,","A street lamp and the stars, | the autobiography of Don Borrelli of Naples, | $c: written with the help of Anthony Thorne.",1963,m,high_male,306.3000348068221
mdp.39015004315183,"Cunninghame Graham, R. B.",Brought forward,1916,m,high_male,306.14647931548785
inu.32000009069933,"Samuel, Edwin, Viscount Samuel,",A cottage in Galilee / | $c: Edwin Samuel.,1957,m,,306.0608094502987
uc1.b4104315,,Ponce de Leon,1878,u,high_male,305.79789539095526
mdp.39015049526307,"Pekárková, Iva,",Gimme the money / | $c: Iva Pekárková ; translated by Raymond johnston and Iva Pekárková.,2000,f,mixed,305.7142857142857
mdp.39015027234049,"McHugh, Roger Joseph.",Dublin 1916 : | an illustrated anthology / | $c: edited by Roger McHugh.,1976,m,high_male,305.432916712118
mdp.39015064331484,"Williams, Herbert Darkin,","The steel highway, a romance of the railway, | $c: by Herbert D. Williams.",1925,m,high_male,305.40895330457846
mdp.39015078770156,"Scudamore, James,",Heliopolis / | $c: James Scudamore.,2009,m,,305.37058197722524
uc1.b2802533,"Greer, Herb,",The trip / | $c: Herb Greer.,1963,m,,305.36928199855754
mdp.39015050291916,"Hopkins, John,",All I wanted was company / | $c: John Hopkins.,1999,m,,305.25680616192807
mdp.39015048693306,"Norris, Leslie,",The girl from Cardigan / | $c: Leslie Norris.,1988,m,,305.1240948537947
mdp.39076001099618,"Lewis, Wyndham,",The human age. | $c: Illus. by Michael Ayrton.,1955,m,high_male,304.86011723881035
mdp.39015053584218,"Baron, Alexander,","With hope, farewell.",1973,m,,304.8210345214497
uc1.$b120418,"Mulholland, Brendan,",The commuter; | $c: illustrated by Trog.,1967,m,,304.7056606144374
uva.x030581131,"Thackeray, William Makepeace,",The works of William Makepeace Thackeray,1878,m,high_male,304.39083783578116
uc1.32106006749425,"Ambler, Eric,",The dark frontier / | $c: Eric Ambler.,1977,m,high_male,304.33184804079195
mdp.39015046392869,"Ilʹf, Ilʹi͡a,",Diamonds to sit on : | a Russian comedy of errors / | $c: by Ilya Ilf and Eugene Petrov ; translated from the Russian by Elizabeth Hill and Doris Mudie.,1940,u,high_male,304.3157506455183
mdp.39015059168438,"Davey, Janet,",First aid / | $c: Janet Davey.,2004,f,high_female,304.3067652040954
mdp.39015053110998,"Wilson, Paul,",Someone to watch over me / | $c: Paul Wilson.,2001,m,high_male,304.1806589769796
mdp.39015014861895,"Hughes, Owain,",The beholding runner.,1966,u,high_male,304.1606886657102
uc1.32106015511279,"Archer, Jeffrey,",The eleventh commandment / | $c: Jeffrey Archer,1998,m,mixed,304.0215202667749
mdp.39015058017560,,All men are brothers <Shui hu chuan> | $c: translated from the Chinese by Pearl S. Buck.,1937,u,high_male,303.9994295166239
mdp.39015002741448,"(Sydney Castle), Roberts, S. C.",Zuleika in Cambridge / | $c: by S. C. Roberts.,1941,u,high_female,303.8647801728231
wu.89006984728,"Wodehouse, P. G.",William Tell told again,1904,m,high_male,303.8487508440243
uc1.32106007711861,"Westlake, Donald E.",The black ice score / | $c: Richard Stark.,1986,m,high_male,303.8290508863357
mdp.39015008032321,"Azorín,",The syrens and other stories;,1931,u,,303.7544948964778
uc2.ark:/13960/t88g8vf3z,"Pilling, William.",Ponce de Leon,1910,m,high_male,303.49758469914065
mdp.39015048898160,"Sillitoe, Alan.",Down from the hill / | $c: Alan Sillitoe.,1984,m,mixed,303.43983476553535
uc1.32106018777273,"Mason, Simon,",Lives of the dog-stranglers / | $c: Simon Mason,1998,m,,303.4067874190806
uc1.32106010330642,"Tekin, Latife.",Berji Kristin : | tales from the garbage hills : a novel / | $c: by Latife Tekin ; preface by John Berger ; introduction by Saliha Paker ; translated from the Turkish by Ruth Christie and Saliha Paker.,1993,u,high_male,303.3536266449089
inu.30000110626268,"Cavendish, Dominic.",Orwell : | a celebration / | $c: adapted by Dominic Cavendish ; [adapted from the writings of] George Orwell.,2009,m,mixed,302.9268708934209
mdp.39015063084522,"Gorbatov, Boris Leontevich,",Tara's family / | $c: by Boris Gorbatov ; translated from the Russian by Elizabeth Donnelly.,1944,u,,302.9178112703244
mdp.39015056804944,,Comma / | $c: Michael Bracewell ... [et al.] ; edited by Ra Page.,2002,u,,302.83650590625234
inu.30000125237242,,A Rhondda anthology / | $c: edited by Meic Stephens ; introduced by Dai Smith.,1993,u,,302.7265640028754
mdp.39015038110683,"Ilʹf, Ilʹi͡a,",The twelve chairs / | $c: Ilf & Petrov ; translated from the Russian by John Richardson ; introd. by Maurice Friedberg.,1961,u,,302.61518338789693
mdp.39015005019669,"Robbe-Grillet, Alain,",Jealousy; | a novel. | $c: Translated by Richard Howard.,1965,m,,302.61060939515824
mdp.39015014163953,"Yeats, Jack Butler,","The Amaranthers,",1936,m,high_male,302.5579057089356
mdp.39015030743259,"Hegarty, Walter.",The price of chips.,1973,m,mixed,302.47076409038954
uc2.ark:/13960/t0wp9vr87,"Gould, Frederick James,",The divine archer,1911,m,,302.3192852630629
uc2.ark:/13960/t41r6qp2p,"Bryusov, Valery Yakovlevich,","The Republic of the Southern Cross, and other stories",1913,u,high_female,302.2947925860547
mdp.39015021968550,"Heyward, DuBose,",Porgy.,1953,m,mixed,302.28284000773846
uc1.32106013706525,"Faqīh, Aḥmad Ibrāhīm",Gardens of the night : | a trilogy / | $c: Ahmad Faqih,1995,u,high_female,302.1541870935002
mdp.39076000963459,"Hamilton, Ian Robertson,",No stone unturned; | the story of the Stone of Destiny. | $c: With a foreword by Sir Compton Mackenzie.,1952,m,high_male,302.1519111722512
uc2.ark:/13960/t5h991x77,"Little, Frances Delanoy.",Sketches in Poland,1914,f,high_female,302.12461828341236
mdp.39015030742483,"Dornfeld, Iris.",Boy Gravely.,1965,f,high_male,301.5671869235335
mdp.39015048701174,"Nichols, Peter,",Ruffo in Calabria : | a true novel / | $c: by Peter Nichols.,1977,m,high_male,301.5234870926788
mdp.39015012077965,"Okpi, Kalu,",Biafra Testament/ | $c: Kalu Okpi.,1982,u,high_male,301.5168141774437
mdp.39015019820920,"Bedford, William.",Happiland / | $c: William Bedford.,1990,m,,301.51526805630334
mdp.39015046836014,"Heyward, DuBose,",Porgy.,1953,m,,301.4537851898673
inu.30000041291562,"Patterson, Glenn,",Fat lad / | $c: Glenn Patterson.,1993,m,,301.1718782861806
hvd.32044018178632,"Pérez de Hita, Ginés,",Las guerras civiles;,1801,m,,301.1161674477575
mdp.39015054266971,"Tighe, Carl.",Burning worm / | $c: Carl Tighe.,2001,m,high_female,301.06691454971764
mdp.39015025200398,"Dibba, Ebou.",Fafa : | an idyll on the banks of a river : a novel / | $c: by Ebou Dibba.,1989,u,mixed,300.95918605102713
mdp.39015029983908,"Palandri, Enrico.",The way back / | $c: Enrico Palandri ; translated by Stuart Hood.,1993,m,mixed,300.9348187988219
inu.32000001014457,"Machen, Arthur,",The Caerleon edition of the works of Arthur Machen.,1923,m,high_male,300.68350494294344
inu.30000092835010,"Fowler, Christopher.",Demonized : | short stories / | $c: by Christopher Fowler.,2003,m,,300.40754590143274
wu.89016145146,"Black, Jack.","You can't win, | $c: by Jack Black; with a foreword by Robert Herrick.",1927,m,mixed,300.1209120221096
uc1.b3726483,"Dibba, Ebou.",Fafa : | an idyll on the banks of a river : a novel / | $c: by Ebou Dibba.,1989,u,mixed,300.085185472005
njp.32101067301109,"Hamilton, Cosmo,",The infinite capacity,1910,m,,299.9489448604493
uc1.b4974565,"Rawlinson, Jane.",The lion and the lizard / | $c: Jane Rawlinson.,1986,f,high_female,299.90675168225005
uc1.b3438232,"Schneider, Rolf,",November : | a novel / | $c: by Rolf Schneider ; translated from the German by Michael Bullock,1981,m,,299.8869828907762
mdp.39015061138833,"Guo, Xiaolu,",Village of stone / | $c: Xiaolu Guo ; translated from Chinese by Cindy Carter.,2004,u,high_male,299.68158831241806
uc1.$b785373,"Hilliard, Noel.",Maori girl.,1960,m,,299.55244383391675
mdp.39015066188965,"Thackeray, William Makepeace,",Works,1883,m,high_male,299.40764674205707
mdp.39015019641359,,Green.,1990,u,high_female,299.34869739478955
mdp.39015038669662,"Sutcliffe, Halliwell,",The open road,1910,m,,299.1153821676319
mdp.39015002712076,"(John Boynton), Priestley, J. B.",Self-selected essays.,1932,m,high_male,298.9247311827957
uc1.b4104688,"Machen, Arthur,",The Caerleon edition of the works of Arthur Machen.,1923,m,high_male,298.83104327190694
mdp.39015060369934,"Hong, Ying,",Peacock cries at the Three Gorges / | $c: by Hong Ying ; translated by Mark Smith and Henry Zhao.,2004,u,high_male,298.82783728613816
mdp.39015028411851,"Salkey, Andrew.",Riot / | $c: Andrew Salkey ; illustrated by William Papas.,1967,m,mixed,298.8083666342658
mdp.39015050023897,"Ballard, J. G.,",The complete short stories / | $c: J.G. Ballard.,2001,m,,298.7192412531272
mdp.39015000606155,"Pryce-Jones, David,",The stranger's view.,1967,m,,298.61493498242197
wu.89092583749,"Toole, Millie.",Resurrection road / | $c: by Millie Toole.,1949,f,high_female,298.20007294102504
inu.30000132128434,"Werner, Bruno E. (Bruno Erich),",The slave ship.,1953,m,,298.1711869180186
mdp.39015078805382,"Taylor, D. J. (David John),",Ask Alice : | a novel / | $c: D.J. Taylor.,2009,m,high_female,298.1637834327213
mdp.39015031605572,"Jovanovski, Meto,","Faceless men & other Macedonian stories / | $c: by Meto Jovanovski ; edited with an introduction by Jeffrey Folks ; translated by Jeffrey Folks, Milne Holton and Charles Simic.",1992,u,,297.98992252262013
mdp.39015053238880,,London tales / | $c: edited by Julian Evans.,1983,u,high_female,297.77771008179366
mdp.39015030167012,"Böll, Heinrich,","The bread of our early years, | $c: translated by Mervyn Savill.",1957,u,high_female,297.76531467722816
mdp.39015042556616,"Gilbert, Stephen,",Ratman's notebooks.,1968,m,high_male,297.5514740150329
umn.31951000890449t,"Jones, Elizabeth Orton,","Ragman of Paris and his ragamuffins, | $c: told and illustrated by Elizabeth Orton Jones.",1937,f,,297.5385447660265
mdp.39015063276706,"Taylor, Chad,",Departure lounge / | $c: Chad Taylor.,2006,m,,297.5344755536983
mdp.39015064948170,"Ellis, Garfield.",For nothing at all / | $c: Garfield Ellis.,2005,m,high_male,297.39325706308983
wu.89042484659,"Breeze, David John.","The Roman fort at Bearsden, 1973 excavations : | an interim report / | $c: by David J. Breeze.",1974,m,high_male,297.3830293417922
mdp.39015064690533,"Self, Will.",The book of Dave : | a revelation of the recent past and the distant future / | $c: Will Self.,2006,m,high_male,297.3642250329408
njp.32101066120088,"Boswell, Thomas Alexander.",Recollections of a pedestrian,1826,m,mixed,297.2207254966715
uc1.b4411140,"Lidin, Vladimir Germanovich,","The apostate, | $c: by Vladimir Lidin; translated by Helen Chrouschoff Matheson.",1931,u,,297.20693032523894
mdp.39015025157804,"Edgell, Zee.",In times like these / | $c: Zee Edgell.,1991,f,high_female,297.1484651872853
mdp.39015002712068,"Priestley, J. B. (John Boynton),",Self-selected essays.,1937,m,,296.986336491929
mdp.39015082679484,"Ripley, Mike.",Angels unaware / | $c: Mike Ripley.,2008,m,high_female,296.93118874325245
mdp.39015018633225,"Peri Rossi, Cristina,",The ship of fools : | a novel / | $c: by Cristina Peri Rossi ; translated from the Spanish by Psiche Hughes.,1989,f,,296.8737042872543
uc1.32106007900464,"Kanafānī, Ghassān.",Palestine's children / | $c: Ghassan Kanafani ; translated from the Arabic by Barbara Harlow.,1984,u,mixed,296.83852560592527
uc1.32106011707913,"Minco, Marga.",The other side / | $c: Marga Minco ; translated from the Dutch by Ruth Levitt.,1994,f,,296.69398135066405
mdp.39015034285356,"Khan, Ismith,",A day in the country and other stories / | $c: Ismith Khan.,1994,u,high_male,296.5553950269941
uc1.$b86445,"Elvin, Harold,",A cockney in Moscow.,1958,m,high_male,296.53679653679654
mdp.39015031232385,"Dutton, Geoffrey.",Tamara.,1970,m,mixed,296.51465233223513
uc1.32106014483421,"Kristof, Agota",Yesterday / | $c: Agota Kristof ; translated from the French by David Watson,1997,u,,296.4719833975689
mdp.39015029174540,"Goodman, Martin,",On bended knees / | $c: Martin Goodman.,1992,m,,296.43818123774344
uc1.b3435551,"Storey, David,",Saville / | $c: David Storey.,1976,m,,296.34266020662847
mdp.39015031227997,"Davie, Elspeth.",Climbers on a stair / | $c: Elspeth Davie.,1978,f,,296.3255630185697
mdp.39015030855608,"Bates, H. E. (Herbert Ernest),",Sally go round the moon.,1932,m,,296.3114335342802
inu.32000002529529,"Young, Francis Brett,",The Christmas box / | $c: by Francis Brett Young ; with illustrations by Kay Ambrose.,1938,m,high_male,296.28559040323745
mdp.39015027548745,"Lukash, Ivan,",The flames of Moscow. | $c: by Ivan Lukash; translated from the Russian by Natalie Duddington.,1930,m,high_male,296.11434051466694
mdp.39015002758228,"Viscount Samuel, Samuel, Edwin,",A coat of many colors.,1960,m,,295.8549488931121
mdp.39015053747278,"Bolger, Dermot,",The Valparaiso voyage / | $c: Dermot Bolger.,2001,m,,295.82565231013604
uc2.ark:/13960/t8x923w23,"Scott, P. E. S.",Land o' the dawning,1917,f,,295.60632984950183
mdp.39015009195960,"Crisp, Robert.",The gods were neutral.,1960,m,high_male,295.5500443325067
mdp.49015000357567,"Desai, Anita,",Baumgartner's Bombay / | $c: Anita Desai.,1988,f,high_male,295.5100872214894
uc1.32106012861305,"Moor, Margriet de",The virtuoso / | $c: Margriet de Moor ; translated from the Dutch by Ina Rilke,1996,f,mixed,295.46594083518374
mdp.39015015473195,"Bourdouxhe, Madeleine,","A nail, a rose and other stories / | $c: Madeleine Bourdouxhe ; translated and introduced by Faith Evans.",1989,f,,295.4235878929399
uc1.32106005264780,"Williams, Raymond.",The Volunteers / | $c: [by] Raymond Williams.,1978,m,,295.2926871634532
mdp.39015080845434,"Duffy, Maureen.",The Orpheus trail / | $c: Maureen Duffy.,2009,f,,295.1651726879636
mdp.39015017425524,"Winder, Robert.",The marriage of time & convenience / | $c: Robert Winder.,1994,m,,295.04021864033047
uc1.b3463032,"Harris, MacDonald,",Trepleff: | $c: a novel by MacDonald Harris.,1968,m,high_female,294.97929083745834
mdp.39015018995442,"Muʾalla, Abdul-Ameer.",The long days / | $c: by Abdul-Ameer Muʾalla. Translated from the Arabic by Mohieddin Ismail.,1979,u,high_male,294.8997681712805
inu.30000039954809,"Bold, Alan Norman,",East is west : | a novel / | $c: Alan Bold.,1991,m,mixed,294.69067269754555
uc1.$b739103,"Bianchi, Oliviero Honoré,","Devil's night, | $c: translated by Isabel Quigly.",1961,u,high_female,294.6835618575465
mdp.39015053541374,"Gibson, John Frederic.",File on Helen Morgan / | $c: John Gibson.,1968,m,,294.07920533263626
mdp.39015008005244,"Pavese, Cesare.","Told in confidence, | and other stories, | $c: edited, translated from the Italian, and with an introduction by A. E. Murch.",1971,m,high_male,293.8916634652324
mdp.39015030745627,"Hood, Stuart,",In and out the windows.,1974,m,,293.8520889764426
uiuo.ark:/13960/t09w0zp7g,"Macquoid, Katharine S.",At the red glove,1885,f,high_female,293.5577827213724
mdp.39015030853009,"Burke, Thomas,",The flower of life.,1929,m,high_female,293.404389090147
mdp.39015059246812,"Galbraith, Douglas.",A winter in China / | $c: Douglas Galbraith.,2005,m,,293.3315321748024
uc2.ark:/13960/t4dn44315,"Wynne, Ellis,","The sleeping bard; or, Visions of the world, death, and hell",1860,m,high_male,293.19282739865724
mdp.39015003664318,"Narayan, R. K.,",The dark room / | $c: R. K. Narayan.,1978,m,high_female,293.13156110877014
mdp.39015000631336,"Laver, James,","The laburnum tree, | and other stories.",1935,m,high_male,293.11344456612767
mdp.39015056944732,"Smith, Ali,",The whole story and other stories / | $c: Ali Smith.,2003,m,high_female,293.07943910100715
uc1.b3327553,"Webb-Peploe,","Naomi, or, The last days of Jerusalem",1856,f,high_female,293.048128342246
mdp.39015053238294,,Vogue's gallery.,1962,u,,293.034692759495
mdp.39015066835706,"Mok, Judith,",Gael / | $c: Judith Mok.,2006,f,mixed,292.2371194275695
mdp.39015069332974,"Williams, Niall,",Boy in the world / | $c: Niall Williams.,2007,m,,292.23042413626695
mdp.39015065677034,"Paustovsky, Konstantin,",Story of a life / | $c: Konstantin Paustovsky ; translated by Manya Harari and Michael Duncan.,1965,m,,292.1520651499105
mdp.39015030756558,"Longrigg, Roger,",The desperate criminals: | a fantasy.,1971,m,mixed,292.12131626428385
mdp.39015046012889,"Carr, Rocky.",Brixton bwoy : | a novel / | $c: Rocky Carr.,1998,m,high_male,292.0834366647378
inu.30000036578213,"Fink, Ida.",The journey / | $c: Ida Fink ; translated by Joanna Weschler and Francine Prose.,1992,f,high_female,292.01528636542537
mdp.39015018842578,"Traba, Marta,",Mothers and shadows / | $c: Marta Traba ; translated by Jo Labanyi.,1989,f,high_female,292.00556439787954
mdp.39015064948279,"Gardiner, Michael,",Escalator / | $c: Michael Gardiner.,2006,m,mixed,291.9855014095852
mdp.39015033593578,"Simenon, Georges,",The watchmaker of Everton / | $c: Georges Simenon ; [translated by Norman Denny].,1975,m,high_male,291.9216302700275
uc1.b3468423,"Paustovsky, Konstantin,",Story of a life / | $c: Konstantin Paustovsky ; translated by Manya Harari and Michael Duncan.,1965,m,,291.91220740362337
mdp.39015027913014,"Kuncewiczowa, Maria Szczepańska,","Polish millstones, | $c: by Maria Kuncewiczowa; translated by Stephen Garry. The cover designed by Janina Konarska.",1942,f,high_female,291.78824510212587
nyp.33433069350993,"Wadham, Percy.",Pranks in Provence;,1907,m,mixed,291.71528588098016
uc1.b3752240,"Simenon, Georges,",The door; | $c: translated from the French by Daphne Woodward.,1964,m,high_male,291.6382833787466
wu.89096232681,"Bewick, Harry",A wild taste / | $c: by Harry Bewick [pseud.],1958,m,,291.57275922394365
inu.32000005556503,"Peis, Günter,",The man who started the war.,1960,u,high_male,291.5417343177805
mdp.39015066619159,"Ongaro, Alberto,",Excelsior; | $c: translated from the Italian by Giles Cremonesi.,1967,m,,291.4557447461267
uc2.ark:/13960/t0ft8sk7n,"Langdon, Samuel,","The appeal to the serpent ; or, Life in an ancient Buddhist city",1889,m,,291.3883972660337
uc1.$b161785,"Ongaro, Alberto,",Excelsior; | $c: translated from the Italian by Giles Cremonesi.,1967,m,,291.2770197761766
inu.30000107316949,"Abdolah, Kader,",My father's notebook / | $c: Kader Adbolah ; translated from the Dutch by Susan Massotty.,2006,u,mixed,291.14704348238416
mdp.39015013254654,"Storey, David,",Pasmore. -,1972,m,high_male,291.14288747024125
uc1.b3945575,"Sykes, John.",A summer in Turkey.,1970,m,high_male,291.14061819764913
mdp.39015073624267,"Archibald, Malcolm.",Powerstone : | stealing the Scottish crown jewels / | $c: Malcolm Archibald.,2008,m,high_female,291.109439565485
uc1.b3912797,"Wilson, Jonathan,",Schoom / | $c: Jonathan Wilson.,1993,m,,291.0819435728306
mdp.39015019554131,"Ballard, J. G.,",War fever / | $c: J.G. Ballard.,1990,m,mixed,291.0796795297509
mdp.39015065677026,"Paustovsky, Konstantin,",Story of a life / | $c: Konstantin Paustovsky ; translated by Manya Harari and Michael Duncan.,1965,m,,290.847236951249
uc1.$b244872,"Sansom, William,",A touch of the sun / | $c: by William Sansom.,1952,m,,290.61065655557775
mdp.39015012180793,"Iyayi, Festus.",The contract / | $c: Festus Iyayi.,1982,m,,290.5692833399196
