htid,author,title,year,authgender,female_category,intl_subcountry_intensity
njp.32101063606022,"Cobbold, Richard,","Zenon, the martyr;",1847,m,high_male,406.55267248595
mdp.39015083385156,"Monro, W. D.",Stories of Indian gods & heroes,1911,u,,406.30607536529095
mdp.39015073763651,"Knight, Ellis Cornelia,",Marcus Flaminius;,1808,f,,406.2620390151648
uc1.$b322906,"Aiken, Conrad,",A heart for the gods of Mexico.,1939,m,high_female,406.0667993330825
uiuo.ark:/13960/t0vq3fj8b,"Kendall, Edward Augustus,",The English boy at the Cape,1835,m,,405.7543341940244
mdp.39015068635559,"(Cecil Ernest Lucas), Phillips, C. E. Lucas",The Spanish pimpernel.,1960,m,high_male,405.5134779131581
uc1.$b184029,"Collins, Douglas.",A tear for Somalia / | $c: Douglas Collins ; illustrated by Bruno di Sopra.,1960,m,high_male,405.49972855892486
mdp.39015030854338,"Baring, Maurice,",Passing by,1921,m,high_female,405.2482372610308
uc1.b4358582,"Hindus, Maurice Gerschon,",We shall live again,1939,m,high_male,405.17052161997015
uc1.32106015511279,"Archer, Jeffrey,",The eleventh commandment / | $c: Jeffrey Archer,1998,m,mixed,405.096737737666
hvd.hnncap,"Gore,",The Tuileries,1831,f,,404.640263161725
mdp.49015001203299,"Feuchtwanger, Lion,",Jew Süss; | a historical romance. | $c: [Translated from the German by Willa and Edwin Muir],1926,m,,404.56887467367073
mdp.39015084096109,"Oliver, Christian.",The viper of Kerman / | $c: by Christian Oliver.,2009,m,high_male,404.438004195774
yale.39002044552355,"Seth-Smith, Elsie K.",The firebrand of the Indies,1922,f,high_male,404.13016799966147
mdp.39015031301693,"Rive, Richard,","Buckingham Palace, District Six / | $c: Richard Rive.",1987,m,mixed,404.0840248002714
uc1.$b76936,"Masters, David,","Divers in deep sea; | more romances of salvage, | $c: by David Masters.",1938,m,high_male,403.6660489808184
uiuo.ark:/13960/t2w389p5k,,"Mrs. Cleveland, and the St. Clairs, &c",1836,u,,403.6037125495057
mdp.39015048700622,"Neznanskiĭ, Fridrikh.",The fair at Sokolniki / | $c: Fridrikh Neznansky ; translated from the Russian by Robert Porter.,1986,u,high_male,403.5688144176937
mdp.39015032138300,"Nayman, Michele.",Jetlag : | a novel / | $c: Michèle Nayman.,1994,f,,402.9020020491235
mdp.39076006480441,"Kessel, Joseph,",The magic touch. | $c: Translated from the French by Denise Folliot. With an introd. by H. R. Trevor-Roper.,1961,m,high_male,402.7530505015415
nyp.33433040405494,"Balzac, Honoré de,",Ursule Mirouet,1895,f,high_male,402.7181069365552
uc1.b3468423,"Paustovsky, Konstantin,",Story of a life / | $c: Konstantin Paustovsky ; translated by Manya Harari and Michael Duncan.,1965,m,,402.2915108281184
uc1.$b784296,"Standish, Robert.",Gentleman of China : | a novel / | $c: by Robert Standish [pseud.].,1949,m,high_male,401.8667358050298
mdp.39015055061231,"Brekke, Toril.",The Jacaranda flower : | and eleven other stories from Africa / | $c: Toril Brekke ; translated by Anne Born.,1987,u,high_female,401.829014826105
uc1.32106005199515,"Niven, David,","Go slowly, come back quickly / | $c: by David Niven.",1981,m,,401.6371495237731
mdp.39015034340722,"Louvish, Simon.",City of Blok / | $c: Simon Louvish.,1988,m,,401.5766100184928
inu.30000086855545,"Isherwood, David.",Himmler's double / | $c: David Isherwood.,2004,m,high_male,401.01345448191495
uc1.32106011364442,"Lingard, Joan",The kiss / | $c: Joan Lingard,2002,f,,400.97235796807263
mdp.39015065677034,"Paustovsky, Konstantin,",Story of a life / | $c: Konstantin Paustovsky ; translated by Manya Harari and Michael Duncan.,1965,m,,400.7961143775335
uc2.ark:/13960/t01z45s71,"Gilbreath, Olive.",Russia in travail,1918,f,,400.692246527074
uiuo.ark:/13960/t5s75p40p,"Disraeli, Benjamin,",Contarini Fleming: a psychological auto-biography. In four volumes [in 2],1832,m,high_male,400.6493282216005
mdp.39015037702654,,The Oxford book of travel stories / | $c: edited by Patricia Craig.,1996,u,mixed,400.52987694187857
uc2.ark:/13960/t23b5wp86,"Henty, G. A.",True to the old flag,1884,m,high_male,400.4052628657081
inu.30000107641361,"Sullivan, K. E.",Viking myths & legends / | $c: K.E. Sullivan.,2004,u,high_male,399.8345512201848
mdp.39015001172561,"Endō, Shūsaku,",The samurai : | a novel / | $c: Shusaku Endo ; translated by Van C. Gessel.,1982,m,high_male,399.8343435864614
mdp.39015002265059,"Waugh, Evelyn,",Helena / | $c: Evelyn Waugh.,1963,m,high_female,399.7734077850612
uc1.b4961679,"Kemp, Will,","Kemps nine daies wonder : | performed in a daunce from London to Norwich : containing the pleasure, paines and kinde entertainment of William Kemp between London and that Citty in his late Morrice : wherein is somewhat set downe worth note; to reproove the slaunders spred of him; many things merry, nothing hurtfull / | $c: map and drawings by Robert Yaxley.",1985,m,high_male,399.2699064567647
uc1.$b722659,"Buick, Harry Arthur,",The Gringoes of Tepehuanes.,1967,m,high_male,399.1130820399112
uc1.$b285039,"Farrell, James T. (James Thomas),",The girls at the Sphinx.,1959,m,mixed,398.58515468271565
uc2.ark:/13960/t6rx9700w,"Turquan, Joseph,",The love affairs of Napoleon,1909,m,,398.5140155352921
uc1.b3321856,"Disraeli, Benjamin,",Tancred,1847,m,mixed,398.46822604015733
mdp.39015049523544,"Ali, Tariq.",The stone woman / | $c: Tariq Ali.,2000,u,,398.4140426514744
wu.89099769358,"Phillimore, Cecily Spencer-Smith.","Paul, the Jew / | $c: by the author of ""By an unknown disciple."".",1927,u,high_male,398.4063745019921
inu.39000004510009,"Feuchtwanger, Lion,",Jew Süss : | a historical romance / | $c: by Lion Feuchtwanger ; translated from the German by Willa and Edwin Muir.,1928,m,,397.9398268352392
uc1.b3325100,"Trollope, Frank.",The lawyer's daughter,1878,m,mixed,397.52091502086984
mdp.39015005279636,"the Elder Pliny,",Pliny's natural history : | a selection from Philemon Holland's translation / | $c: edited by J. Newsome.,1964,m,high_male,397.42191885108934
uc1.32106006624362,"Barth, John.",The Sot-weed factor / | $c: by John Barth.,1965,m,,397.3662714190542
mdp.39015059414964,"Manners-Sutton, D.",Black god; | a story of the Congo.,1939,u,high_male,396.99988693041183
uc2.ark:/13960/t1gh9f65g,"Littlefair, Mary.",An English girl's adventures in hostile Germany,1915,f,mixed,396.9204448246364
mdp.39015063976040,"Ware, William,",Rome & the early Christians,1853,m,mixed,396.704653098717
coo.31924021977206,"Churchill, Winston,",The crisis | $c: With illustrations by Howard LChandler Christy.,1923,m,,396.6877549524903
uc1.b4018255,"Fisher, Ruth B.",Twilight tales of the black Baganda,1911,f,high_male,396.4840599967744
mdp.39015066992135,"Grant, Colquhoun,",Through Dante's land;,1912,f,,396.2237708781899
uiuo.ark:/13960/t2b85x75t,"Robinson, Emma,","Whitefriars, or, The days of Charles the Second",1844,f,high_male,396.0356231027481
mdp.39015001068413,"Walker, David Esdaile,",Operation Amsterdam.,1980,m,,395.974964163556
mdp.39015002754417,"St. John, Robert,","The man who played God, | a novel.",1963,m,,395.5233442334368
mdp.39015062213007,"Baerlein, Henry,",Travels without a passport.,1941,m,,395.28317555223384
uiuo.ark:/13960/t1bk1nv9t,"Disraeli, Benjamin,",The wondrous tale of Alroy,1833,m,mixed,395.20055409562224
uiuo.ark:/13960/t7gq7dv61,"Knight, Ellis Cornelia,",Sir Guy de Lusignan,1833,f,mixed,394.8186528497409
mdp.39015055922291,"Forsyth, Frederick,",The veteran and other stories / | $c: Frederick Forsyth.,2001,m,high_male,394.3476832073612
njp.32101068169505,"Gerard, E.",Beggar my neighbor,1882,f,high_female,394.1254011158009
pst.000053378514,"Brodber, Erna.",The rainmaker's mistake / | $c: Erna Brodber.,2007,f,high_female,394.1094709432237
uc1.b4948466,"Ambler, Eric,",A kind of anger / | $c: Eric Ambler.,1966,m,,394.10763494893826
uc1.b3149800,"Margueritte, V.",The frontiers of the heart,1913,u,mixed,393.77107716722867
mdp.39015063920238,"Gwynn, Stephen Lucius,",Robert Emmet,1909,m,,393.73289067505385
uc2.ark:/13960/t6j09xg27,"Stables, Gordon,",On to the rescue,1894,m,,393.3298573950587
mdp.39015018614969,"Schmidt, Michael,",The love of strangers / | $c: Michael Schmidt.,1989,m,,393.322661788246
mdp.39015029216960,"Redmon, Anne.",The genius of the sea / | $c: Anne Redmon.,1992,f,high_female,393.2944021256056
uc1.$b675123,"Trevelyan, Raleigh.",The fortress; | a diary of Anzio & after.,1956,m,,393.1829023258503
pst.000049849950,,The Time Out book of Paris short stories / | $c: edited by Nicholas Royle.,1999,u,,393.14858891533487
uc2.ark:/13960/t59c6xv2c,"Grant, James,",Second to none,1864,m,mixed,392.9575836961128
uiuo.ark:/13960/t3vt21j1g,"Gore,",The ambassador's wife,1842,f,high_female,392.79279279279274
mdp.39015047637783,"Johns, Derek,",The Beatrice mystery / | $c: Derek Johns.,1980,m,,392.7875104956808
uc1.b3915526,"Cowan, James,",The adventures of Kimble Bent;,1911,m,high_male,392.7739207725755
inu.30000035042351,"Sanders, Bruce.",They couldn't lose the body.,1966,m,,392.6265045629566
uc2.ark:/13960/t16m34v61,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,high_female,392.365875508885
mdp.39015056807418,"Lingard, Joan",The kiss / | $c: Joan Lingard,2002,f,mixed,392.32890448734014
uc1.32106011190763,"Ellroy, James,",L.A. confidential / | $c: James Ellroy,1994,m,,392.2459669221846
mdp.39015029868687,"Endō, Shūsaku,",The final martyrs : | stories / | $c: by Shusaku Endo ; translated from the Japanese by Van C. Gessel.,1993,m,high_male,392.16681684921247
uc1.32106010943360,"Darvas, Robert.",Right through the pack : | a bridge fantasy / | $c: by Robert Darvas and Norman de V. Hart ; introduction by Guy Ramsey.,1978,m,,392.1242604370176
uc2.ark:/13960/t77s7m05b,"Cardigan and Lancastre, Adeline Louis Maria de Horsey,",My recollections,1909,f,mixed,392.0250896057347
uiuo.ark:/13960/t0jt0603z,,The Master of Wingbourne,1866,u,,391.86950426914734
uc1.$b470335,"Urwin, George Glencairn.","The American novel today, | $c: compiled by G. G. Urwin.",1967,m,,391.7953445494353
inu.30000005016724,"Wodehouse, P. G. (Pelham Grenville),","Bring on the girls! : | the improbable story of our life in musical comedy, with pictures to prove it / | $c: by P. G. Wodehouse and Guy Bolton.",1954,m,mixed,391.7882760326489
uc1.$b101734,"Manners-Sutton, D. (Doris),","Black god; | a story of the Congo, | $c: by D. Manners-Sutton.",1934,f,high_male,391.62524476577806
mdp.39015017438139,"Maraini, Dacia.",Bagheria / | $c: Dacia Maraini ; translated from the Italian by Dick Kitto and Elspeth Spottiswood.,1994,f,high_female,391.3347309573724
uc1.$b794335,"Brophy, John,",The nimble rabbit.,1955,m,mixed,391.16684236808544
uc1.32106008378090,"Druon, Maurice,","The Iron King, | a novel. | $c: Translated from the French by Humphrey Hare.",1956,m,mixed,390.97507410799585
uiuo.ark:/13960/t8hd8767s,"Grant, James,",The romance of war,1846,m,high_male,390.8362671564876
mdp.39015058515126,"Raphael, John N.",Pictures of Paris & some Parisians,1908,m,mixed,390.81434803683953
uc2.ark:/13960/t4vh5hq9p,Léonard,"Recollections of Léonard, hairdresser to Queen Marie-Antoinette",1912,u,,390.78487028846786
mdp.39015013142446,"Gore,",Polish tales,1833,f,high_male,390.67629678266576
mdp.39015050743494,"Kennedy, Douglas,",The pursuit of happiness / | $c: Douglas Kennedy.,2001,m,,390.5546596452195
nnc1.0043217893,"Sala, George Augustus,","The two prima donnas, and The dumb door porter",1862,m,high_male,390.42093975969857
mdp.39015042925258,"Tabucchi, Antonio,",The missing head of Damasceno Monteiro / | $c: Antonio Tabucchi ; translated from the Italian by J.C. Patrick.,2000,m,high_male,390.2889731417465
nnc1.1002266598,"Cobbold, Richard,",Zenon,1847,m,,390.00359213834867
mdp.39015001159428,"Burrowes, John.",Frontline report : | a journalist's notebook / | $c: John Burrowes.,1984,m,high_male,389.9970229234892
njp.32101065836619,"Michel,","Henry of Monmouth, or, The field of Agincourt",1841,m,mixed,389.77844992906034
mdp.39015042005481,,Two Yugoslav stories : | Moslem & Christian / | $c: rendered into English by James W. Wiles.,1931,u,high_male,389.7403486596092
mdp.39015008285564,"Howells, William Dean,",The undiscovered country,1884,m,,389.3376413570275
nyp.33433074919444,"Ainsworth, William Harrison,",John Law,1864,m,mixed,389.28152991420694
uc1.b3322648,"Burdett, C. D.,",English fashionables abroad,1827,f,high_female,389.0940475685159
mdp.39015027913014,"Kuncewiczowa, Maria Szczepańska,","Polish millstones, | $c: by Maria Kuncewiczowa; translated by Stephen Garry. The cover designed by Janina Konarska.",1942,f,high_female,389.0509934695012
mdp.39015041290811,"MacLean, Rory,",The oatmeal ark : | from the Western Isles to a promised sea / | $c: Rory Maclean.,1997,m,,388.9210069900667
mdp.39015002710401,"Prichard, Katharine Susannah,","The roaring nineties; | a story of the goldfields of Western Australia, | $c: by Katharine Susannah Prichard.",1946,f,,388.61541877937736
mdp.39015028918616,"Guibert, Hervé.",The man in the red hat / | $c: Hervé Guibert ; translated by James Kirkup.,1993,u,,388.59822417124366
uc1.$b242722,"Kirstein, Lincoln,",For my brother : | a true story / | $c: by José Martínez Berlanga as told to Lincoln Kirstein.,1943,m,mixed,388.06694154741695
njp.32101067173060,"Scott, Walter,",Novels and tales of the author of Waverley,1819,m,mixed,387.9211363710921
uc1.$b39839,"(Petr), Nikiforov, P.","The strike of the dredging fleet, 1905 / | $c: by Peter Nikiforov.",1931,u,high_male,386.68098818474755
mdp.39015030739778,"De Polnay, Peter,",The moon and the marabou stork.,1973,m,,386.58952290151103
mdp.39015061210277,"Harding, John,",One big damn puzzler / | $c: John Harding.,2005,m,,386.4319450407901
uc1.$b174673,"Lord, Derek Rowland,","""Germany quivers,"" | $c: edited by Peter Rance ...",1942,m,high_male,386.2004613669941
mdp.39015032494521,"Vassalli, Sebastiano.",The chimera / | $c: Sebastiano Vassalli ; translated from the Italian by Patrick Creagh.,1993,u,high_female,386.09213497553094
uc1.32106007652305,"Škvorecký, Josef.",Dvorak in love : | a light-hearted dream / | $c: Josef Skvorecky ; translated from the Czech by Paul Wilson.,1986,m,mixed,385.99777260301704
uiuo.ark:/13960/t8gf19w8f,"Helps, Arthur,",Ivan de Biron;,1874,m,,385.9611918142297
uc1.b3321967,"Cobbold, Richard,",Mary Anne Wellington,1846,m,,385.9164324169804
nyp.33433074895438,"Manning, Anne,",A noble purpose nobly won,1862,f,,385.8377911767398
uc1.$b243684,"Millin, Sarah Gertrude Liebson,","Two bucks without hair, | and other stories.",1957,f,high_female,385.1444291609354
mdp.39015011955997,"Morgan,",The O'Briens and the O'Flahertys;,1827,f,mixed,385.1314024149633
nyp.33433040405478,"Balzac, Honoré de,",La grande Bretèche and other stories,1896,f,mixed,385.02673796791447
mdp.39015012295914,"Woolley, Leonard,","Dead towns and living men, being pages from an antiquary's notebook.",1954,u,high_male,384.4584947991026
mdp.39015000519630,"Kennett, John.",Two eggs on my plate | $c: [by] Oluf Reed Olsen; retold by John Kennett.,1972,m,high_male,384.3726693821353
mdp.39015053570704,"Lacaze, André.",The tunnel / | $c: André Lacaze ; translated from the French by Julian Evans and Anne Gray.,1980,u,high_male,384.26520530493696
nyp.33433075766042,"Pemberton, Max,",The phantom army,1898,m,,384.2485106995662
uc1.$b164281,"Feuchtwanger, Lion,","Odysseus and the swine, | and other stories.",1949,m,,384.1756839390637
uc2.ark:/13960/t0js9k52b,"Jackson, Murray Cosby.","A soldier's diary, South Africa 1899-1901",1913,m,high_male,383.9175366167925
uc1.b3739870,"Baring-Gould, S.",In exitu Israel;,1870,m,,383.8043490388156
uiuo.ark:/13960/t3417jf7p,"James, G. P. R.",Agincourt,1844,m,,383.5965432885081
inu.30000095371450,"Peltz, Daniel.",Out of the blue / | $c: Daniel Peltz.,2004,m,high_female,383.4355828220859
uiuo.ark:/13960/t0ft8z28g,"Gambier, James W.",Swifter than a weaver's shuttle,1887,m,,383.2000243301602
mdp.39015070685337,"Davidar, David.",The solitude of emperors / | $c: David Davidar.,2007,m,high_male,382.91330879955274
mdp.39015005712719,"Linklater, Eric,","A man over forty, | a novel.",1963,m,high_male,382.45136616040895
uc1.b3586723,"Bernhard, Thomas.",Old masters : | a comedy / | $c: Thomas Bernhard ; translated from the German by Ewald Osers.,1989,m,high_male,382.4442562799887
mdp.39015007036653,"Newby, Eric.",A short walk in the Hindu Kush.,1958,m,high_male,382.35910328933585
uc1.b3470470,"Dibner, Martin.",The admiral: | a novel.,1968,m,high_male,381.5207152592498
mdp.39015022882768,"Kassabova, Kapka.",Love in the land of midas / | $c: Kapka Kassabova.,2000,u,mixed,381.40841666414906
uc1.b3632735,,German women writers of the twentieth century / | $c: edited by Elizabeth Rütschi Herrmann and Edna Huttenmaier Spitz.,1978,u,,381.09020742884707
mdp.39015063348794,"Ma, Jian,",Stick out your tongue / | $c: Ma Jian ; translated from the Chinese by Flora Drew.,2006,u,high_male,380.99971010891613
uiuo.ark:/13960/t83j44628,"Roberts, Morley,",In low relief,1890,m,mixed,380.9195666322116
uc1.b3472671,"Cooney, Michael.",Ten days to oblivion.,1968,m,high_male,380.87983241287384
hvd.hn21hl,"Porter, Jane,",Thaddeus of Warsaw,1805,f,,380.7352276882704
nyp.33433074937156,"Beazley, Samuel,",The Oxonians,1830,m,high_female,380.68724949269654
uc2.ark:/13960/t0ns0qv2g,"Fischer, Henry W.",The secret memoirs of Bertha Krupp,1916,m,,379.8237617745366
wu.89092529890,"Falls, Alicia Maria.",On the banks of the Seine,1901,u,,379.5811518324607
nyp.33433074935382,"Cameron, Verney Lovett,",Among the Turks,1890,m,high_male,379.446253274254
uiuo.ark:/13960/t3vt1zp31,"Colquhoun, Katharine.","Maurice, the Elector of Saxony",1844,f,,379.22215362906786
mdp.39015012076280,"Mzamane, Mbulelo,",The children of Soweto : | a trilogy / | $c: by Mbulelo Vizikhungo Mzamane.,1982,u,,379.2172461408461
uva.x030825961,"Hardy, Robina F.",The story of a coral necklace,1893,f,high_female,379.07505686125864
mdp.39015058120026,"Rabelais, François,","Pantagruel : | King of the Dipsodes restored to his natural state with his dreadful deeds and exploits written by the late M. Alcofribas, abstractor of the quintessence / | $c: François Rabelais ; translated by Andrew Brown ; [foreword by Paul Bailey]",2003,u,high_male,378.9591878109259
mdp.39015073763644,"Knight, Ellis Cornelia,",Marcus Flaminius;,1808,f,,378.86250322033135
uc2.ark:/13960/t4rj4bm4w,"Mathews, Basil,",The ships of peace,1919,m,high_male,378.5452215945489
umn.31951p00009051h,"Vassanji, M. G.",The gunny sack / | $c: M.G. Vassanji.,1989,u,,378.4317412561113
njp.32101066458363,"Coulson, Elizabeth Kerr.",Dante & Beatrice from 1282 to 1290,1876,f,mixed,378.4008778900366
uiuo.ark:/13960/t7br92c7z,"Bennett, William,","The cavalier, a romance",1821,m,high_male,378.2460387323944
nnc1.0315302652,"Scott, Honoria.","Amatory tales of Spain, France, Switzerland, and the Mediterranean",1810,f,,378.0633256070393
njp.32101067627453,"Arnold, Frederick,",Reminiscences of a literary and clerical life,1889,m,high_male,378.0402635654208
uc1.32106014207846,"McGrath, Melanie,","Hard, soft & wet : | the digital generation comes of age / | $c: Melanie McGrath",1997,f,mixed,378.0322283861212
nyp.33433075753685,"Strickland, Jane Margaret,",Adonijah,1856,f,,377.95565934825686
wu.89070944517,"Howarth, David Armine,",Dawn of D-day.,1959,m,high_male,377.7939986979424
mdp.39015000570385,,German women writers of the twentieth century / | $c: edited by Elizabeth Rütschi Herrmann and Edna Huttenmaier Spitz.,1978,u,,377.7449303925262
uc1.b3581566,"Mitra, Siddha Mohana,",Hindupore,1909,u,mixed,377.64063311832314
mdp.39015008778162,"Silverberg, Robert.",The gate of worlds / | $c: Robert Silverberg.,1978,m,high_male,377.557955146115
mdp.39015039745727,"Bosanquet, David.",Escape through China / | $c: by David Bosanquet.,1983,m,high_male,377.4008971465496
mdp.39015020452689,"Blair, Dorian.",Russian hazard : | the adventures of a British secret service agent in Russia.,1937,u,,377.3666746188379
mdp.39015001129553,"Musgrave, L. F.",An Afghan pioneer,1921,u,high_male,377.3268489015597
uc1.b2803013,"Ward, Henry.",The green suns / | $c: Henry Ward; translated by Alan Neame.,1961,m,,376.94570503629024
mdp.39015010866195,"Danielsson, Bengt,",Forgotten islands of the South Seas.,1957,u,high_male,376.6341940390396
uc1.32106008371111,"Loest, Erich.",The monument / | $c: Erich Loest ; translated from the German by Ian Mitchell.,1987,m,mixed,376.5775546207084
uc1.$b614638,"Couperus, Louis,",Eighteen tales. | $c: Trans. by J. Kooistra.,1924,m,,376.46879872228766
wu.89100091669,"Thompson, Beatrice.",Four months in Italy in war-time,1920,f,high_male,376.3914471049892
pst.000061716865,"Tidhar, Lavie.",An occupation of angels / | $c: Lavie Tidhar ; introduction by Liz Williams.,2005,u,mixed,376.1867797217412
mdp.39015003337345,"Townsend, Peter,",The girl in the white ship : | a story of the Vietnamese boat people / | $c: Peter Townsend.,1981,m,high_male,376.0915532742563
uc1.b4938120,"Cleary, Jon,",The Phoenix tree / | $c: Jon Cleary.,1984,m,mixed,375.9727790317691
mdp.39015066843254,"Keneally, Thomas.",The widow and her hero / | $c: Thomas Keneally.,2007,m,,375.8758133566504
nnc1.1002391600,,"Temugin; or, The Tartar chief",1843,u,high_male,375.617672264464
uc1.b4091200,"Jesse, F. Tennyson (Fryniwyd Tennyson),","The lacquer lady, | $c: by F. Tennyson Jesse.",1929,f,,375.59685937094184
uiuo.ark:/13960/t0cv4w656,"Fitzgerald, Geraldine Penrose.",The silver whistle;,1890,f,mixed,375.4263547740027
mdp.39015063928496,"Disraeli, Benjamin,",Lothair,1870,m,,375.1046429261383
uc2.ark:/13960/t4sj1fg8f,"Bashford, H. H.",Vagabonds in Périgord,1914,m,mixed,375.017524183373
mdp.39015063885001,"Jones, Henry Festing,","Castellinaria, and other Sicilian diversions",1911,m,,374.99999999999994
uc2.ark:/13960/t0wp9vk7h,"Mathews, Basil,",Yarns on African pioneers to be told to boys,1920,m,mixed,374.91729765492914
mdp.39015056498143,"Youngblood, Shay.",Black girl in Paris / | $c: Shay Youngblood.,2000,f,mixed,374.9066068950795
mdp.39015051144924,"Byrne, Donn,","The golden goat, | $c: by Donn Byrne.",1930,m,high_female,374.7094815728313
uc1.$b243377,"Dunscomb, Charles,",The bond and the free.,1955,m,,374.6472477213013
njp.32101063606048,"Cobbold, Richard,","Zenon, the martyr;",1847,m,high_male,374.38106356426874
uc1.32106008803774,"Burgess, Anthony,",The devil's mode / | $c: Anthony Burgess.,1989,m,high_male,374.2991973540919
mdp.39015064952370,"Bandele-Thomas, Biyi,",Burma boy / | $c: Biyi Bandele.,2007,u,high_male,374.2958082688819
uc1.b3122262,"Yates, Dornford,",Adele and Co. / | $c: Dornford Yates.,1953,u,,373.9180820627966
mdp.39015066607188,"Preti, Luigi,","Through the Fascist fire; | $c: translated from the Italian Giovinezza, giovinezza by Isabel Quigly.",1968,m,,373.7851981061552
mdp.39015082703748,"Ludlow, Jack,",The sword of revenge / | $c: Jack Ludlow.,2008,m,,373.6714753897515
umn.31951001843869e,,The Oxford illustrated Old Testament; | with drawings by contemporary artists.,1968,u,high_male,373.61336783615167
uc1.b3810837,"Buchan, John,",The path of the king / | $c: John Buchan.,1923,m,high_male,373.5558153821763
inu.30000003994732,"Morley, Des.",Children of fear / | $c: Des Morley.,1990,u,high_male,373.14713148503984
wu.89004684510,"Thackeray, William Makepeace,",The Irish sketch-book,1845,m,high_male,373.1246599124194
uiuo.ark:/13960/t6rx9ws21,"Simpson, J. Palgrave","The lily of Paris, or, The king's nurse",1849,m,,372.97795658368955
mdp.39015059435233,"Sell, Frank Reginald.",Bhim Singh; | a romance of Mughal times.,1928,m,,372.7188369935044
uiuo.ark:/13960/t54f2cc9g,"Hope, Anthony,",The god in the car,1894,m,,372.59615384615375
njp.32101075688935,"Defoe, Daniel,",Romances and narratives,1899,m,high_male,372.5241502540663
uc2.ark:/13960/t6g15xw4s,"George, Marguerite Joséphine Weimer,",A favourite of Napoleon;,1909,f,,372.385830132309
inu.32000009943616,"Freiwald, Ludwig,","Last days of the German fleet, | $c: by Ludwig Freiwald; translated by Martin Moore; with an introduction by Hector C. Bywater.",1932,m,high_male,372.3392570788393
wu.89001126705,"Howarth, David Armine,",A near run thing: | the day of Waterloo | $c: [by] David Howarth.,1968,m,high_male,372.30753375244774
nyp.33433074864384,"Grant, James,","The secret dispatch; or, The adventure of Captain Balgonie",1872,m,,372.2605011303183
mdp.39015064759601,"Boyd, William,",Restless / | $c: William Boyd.,2006,m,,372.198527180077
uc2.ark:/13960/t4nk3bv1m,"James, G. P. R.",Dark scenes of history,1849,m,high_male,372.06212108628847
mdp.39015066786636,"Sixsmith, Martin.",I heard Lenin laugh / | $c: Martin Sixsmith.,2006,m,,372.0060475849447
mdp.39015063927480,"Trollope, Thomas Adolphus,",A siren,1870,m,mixed,371.97114588196325
mdp.39015054148310,"Ferguson, Diana,","Native American myths / | $c: Diana Ferguson ; consultant, Colin Taylor.",2001,f,high_male,371.8393653941498
nyp.33433074929385,"Bramston, Mary,",Espérance,1870,f,high_male,371.8254525045602
uc2.ark:/13960/t45q4s04n,"Atherton, Gertrude Franklin Horn,",The Californians,1908,f,high_female,371.5632731176772
uc1.$b242922,"Gibbs, Philip,","Little novels of nowadays, | $c: by Philip Gibbs.",1924,m,,371.154021889652
mdp.39015001738668,"Higgins, Aidan,",Bornholm night-ferry : | a novel / | $c: by Aidan Higgins.,1983,m,,371.13530133391305
mdp.39015038028505,"Doyle, Roddy,",The woman who walked into doors / | $c: Roddy Doyle.,1996,m,,370.8554153458258
mdp.39015024387402,"Abushwesha, Redwan.",The king of the dead and other Libyan tales / | $c: Redwan Abushwesha ; with a foreword by Pearse Hutchinson.,1977,u,high_male,370.8379359318289
uiuo.ark:/13960/t1vd7hb9n,"James, G. P. R.",Leonora d'Orco,1857,m,,370.6930693069306
mdp.39015012987494,"Twain, Mark,",More tramps abroad,1898,m,high_male,370.6398006998265
uc1.b4508870,"Endō, Shūsaku,","Wonderful fool | $c: [by] Shusaku Endo; a novel, translated from the Japanese by Francis Mathy.",1974,u,mixed,370.5510640275067
uc2.ark:/13960/t55d92s2c,"Hugo, Victor,",Ninety-three,1889,m,mixed,370.2958341718656
mdp.39015063928504,"Disraeli, Benjamin,",Lothair,1870,m,,369.90119077780594
mdp.39015046482132,"Murray, Les A.,",Fredy Neptune / | $c: Les Murray.,1998,m,,369.8966081947579
uc2.ark:/13960/t01z44p59,"Maud, Constance Elizabeth.",Felicity in France,1906,f,high_female,369.65764153054374
inu.39000002867070,"Kiefer, Warren,",The Pontius Pilate papers / | $c: [by] Warren Kiefer.,1976,m,,369.5737525818952
coo.31924079479493,"Samarow, Gregor,",For sceptre and crown,1875,m,high_male,369.358334118534
mdp.39015066053714,"Lawrence, D. H. (David Herbert),",Works.,1954,m,high_male,369.279465424012
uc2.ark:/13960/t89g5jb8g,"Grant, James,",The romance of war,1846,m,high_male,369.2052256739633
uiuo.ark:/13960/t15m6j33h,"Colquhoun, Katharine.","Maurice, the Elector of Saxony",1844,f,,368.92175784385734
uc2.ark:/13960/t39023x3z,"Ouida,",Pascarel,1873,f,mixed,368.8681186256356
inu.39000000175047,"Matthee, Dalene,",The mulberry forest / | $c: Dalene Matthee.,1989,f,mixed,368.8343672312446
mdp.39015018913924,"Shakespeare, Nicholas,",The vision of Elena Silves / | $c: Nicholas Shakespeare.,1989,m,,368.8227301055384
uc1.b3548418,"Birrell, Francis,",A letter from a black sheep | $c: [by] Francis Birrell.,1932,m,,368.8020762190956
wu.89099485583,"Brandes, Georg,",Recollections of my childhood and youth,1906,u,,368.66522022896055
mdp.39015066090047,"Hamilton, Hugo.",Last shot / | $c: Hugo Hamilton.,2006,m,high_female,368.47139250827104
