htid,author,title,year,authgender,female_category,home
mdp.39015059704976,"Cochrane, Louise.",Social work for Jill.,1954,f,high_female,20.320660015037287
uc1.$b236293,"Clewes, Howard,",The unforgiven / | $c: Howard Clewes.,1947,m,,20.317357118186067
njp.32101066597426,"Baring-Gould, S.",Arminell,1890,m,,20.317261858248028
uiuo.ark:/13960/t49p3q355,"Sergeant, Adeline,",Seventy times seven,1888,f,,20.316193853427897
uc1.b2838252,"Bray, Christopher.",The Scarecrow Man.,1969,m,high_male,20.315568497325117
uiuo.ark:/13960/t5z611x6q,,"Macalpine, or, On Scottish ground",1872,u,mixed,20.315293352836015
uiuo.ark:/13960/t8bg3b05m,"Ellis, Sarah Stickney,","Agatha Beaufort; or, Family pride",1852,f,high_female,20.313701591723618
mdp.39015064913356,"Tennant, Emma.",Pemberley revisited / | $c: Emma Tennant.,2005,f,high_female,20.312658692646036
uc2.ark:/13960/t55d8qv6p,"Dowdall, Mary Frances Harriet Borthwick,",Joking apart,1914,f,high_female,20.311933260790713
uc1.b4102811,"Reach, Angus B.",Clement Lorimer,1849,m,,20.309187063860207
hvd.hwjw2n,"Ferrier, Susan,","Destiny; or, The chief's daughter",1831,f,high_female,20.307964305766266
uiuo.ark:/13960/t6tx4036z,"Roche, Regina Maria,",The Munster cottage boy,1820,f,high_female,20.30298297672966
nyp.33433006077428,"Balzac, Honoré de,",The unknown masterpiece,1896,f,mixed,20.30272056455565
uiuo.ark:/13960/t7wm1w061,"Lee, Holme,",The Wortlebank diary,1860,f,,20.299269226307853
mdp.39015001787616,"Rathbone, Julian,",A spy of the old school / | $c: Julian Rathbone.,1982,m,high_male,20.29801171748858
mdp.39015028424219,,Stories from the Caribbean : | an anthology / selected and introduced by Andrew Salkey.,1965,u,,20.295468191081834
njp.32101063581225,"Hook, Theodore Edward,",Peregrine Bunce;,1842,m,,20.294266869609334
uiuo.ark:/13960/t73v05w2z,"Pinkney, Jane Vaughan.",Sir Arthur Bouverie,1850,f,high_female,20.29385502069973
inu.39000001728729,"Marsh, Ngaio,",Enter a murder / | $c: by Ngaio Marsh.,1935,f,,20.29083530605343
uc1.$b106091,"Leslie, Doris.",The Peverills / | $c: by Doris Leslie,1946,f,high_female,20.287319157569073
mdp.39015078806463,"Lightburn, Thomas E.",The ship that would not die / | $c: Thomas E. Lightburn.,2008,m,,20.285097829494532
uc2.ark:/13960/t5db7z21z,"Zangwill, Israel,",The premier and the painter,1893,m,,20.28238311458892
nyp.33433044731895,"Cole, Alfred W.","Lorimer Littlegood, esq",1858,m,mixed,20.275632744567577
mdp.39015047110336,"Goulbourne, Jean.",Excavation / | $c: Jean Goulbourne.,1997,f,,20.272814156216512
uc1.32106006440819,"Fowles, John,",The magus / | $c: John Fowles.,1977,m,,20.272393392551248
uiuo.ark:/13960/t4th92p16,"Moore, Oliver.",The staff officer,1831,m,mixed,20.27222704894295
mdp.39015078771477,"McPherson, Catriona,",The winter ground / | $c: Catriona McPherson.,2008,f,,20.271031194864673
njp.32101068170909,"Howitt, William,",The life and adventures of Jack of the mill,1844,m,high_male,20.26902524414962
wu.89040876070,"Rigaudis, Marc.",Ito-san : | stories / | $c: Marc Rigaudis ; translated from the French and with an introduction by James Kirkup.,1991,m,mixed,20.265249600324243
uiuo.ark:/13960/t9z03fc7s,"Belfast, Frederick Richard Chichester,",Wealth and labour,1853,m,,20.26205592327435
uiuo.ark:/13960/t6b28js3n,"Burney, Fanny,",The wanderer,1814,f,high_female,20.258146668981883
njp.32101063883274,"Norton, Caroline Sheridan,","The wife, and Woman's reward",1835,f,high_female,20.257267294641952
uiuo.ark:/13960/t3cz3gw65,"Carter, Robert S.",Talbot Hall,1855,m,mixed,20.254190085573953
njp.32101037977541,"Cuthbertson, Catherine.","Adelaide, or, The countercharm",1813,f,high_female,20.253620334634817
uiuo.ark:/13960/t2p566t0s,"Somers, Robert,",The martyr of Glencree,1878,m,high_female,20.25060118972282
uiuo.ark:/13960/t6qz2v669,"Pulleyne,",Out of society,1875,f,high_female,20.250368188512518
mdp.39015078572453,"Campe, Joachim Heinrich,",The new Robinson Crusoe;,1811,m,high_male,20.248905780283796
mdp.39015033405294,"Lemaître, Jules,",Their majesties the kings,1909,m,mixed,20.242914979757085
uc1.32106007799627,"Saʻdāwī, Nawāl.",Death of an ex-minister / | $c: Nawal El Saadawi ; translated by Shirley Eber.,1987,f,high_female,20.23950075898128
njp.32101073370791,,The Humour of Russia,1895,u,,20.233740166402278
inu.30000001664782,"Gore,",Castles in the air,1847,f,mixed,20.223810165835243
uc2.ark:/13960/t6xw4nk6p,"Merriman, Henry Seton,",Prisoners and captives,1891,m,mixed,20.22335572882727
mdp.39015048881729,"MacBeth, George.",Dizzy's woman / | $c: George Macbeth.,1986,m,,20.222787711286
mdp.39015053532134,"Dunmore, Helen,",The siege / | $c: Helen Dunmore.,2001,f,high_female,20.219666456382136
uiuo.ark:/13960/t8z89wr7v,"Wallace, Ellen.","Lena, or, The silent woman",1852,f,,20.212909311413558
mdp.39015049208641,"Busi, Aldo,",Seminar on youth / | $c: Aldo Busi ; translated from the Italian by Stuart Hood.,1988,m,high_female,20.21018593371059
uiuo.ark:/13960/t0cv4vh3v,"Cuthbertson, Catherine.",Adelaide,1813,f,high_female,20.20973210877327
mdp.39015092871014,"Beerbohm, Max, Sir,",[Works].,1922,m,,20.209602448248983
mdp.39015059979099,"Grunberg, Arnon.",Phantom pain / | $c: by Arnon Grunberg ; translated from the Dutch by Sam Garrett.,2003,u,high_female,20.20888639850087
uc1.$b282836,"Nivelle, Robert.",And yet France smiled. | $c: Foreword by Jacques Soustelle. Translated by Leigh Waller.,1944,m,high_male,20.208824520040416
nyp.33433074917042,"Martineau, Harriet,",Forest and game-law tales,1845,f,,20.208552259316143
mdp.39015030738333,"Firbank, Ronald,",Inclinations,1916,m,high_female,20.207852193995382
inu.30000101133829,"Stace, Wesley.",Misfortune : | a novel / | $c: Wesley Stace.,2005,m,,20.20192066065208
uc1.b4948812,"Ruheni, Mwangi.",The future leaders.,1973,u,high_female,20.198798703024504
uiuo.ark:/13960/t9b56zm3g,"Gore,","Mrs. Armytage, or Female domination",1836,f,high_female,20.19868157696616
uiuo.ark:/13960/t3126589w,"Carrington, Edmund Frederick John.",Confessions of an old maid,1828,m,high_female,20.197599851884267
uc1.$b301217,"McArthur, Alexander, of Glasgow.",No mean city : | a story of the Glasgow slums / | $c: by Alexander McArthur (of Glasgow) and H. Kingsley Long.,1935,m,,20.19539040214071
mdp.39015053531789,"Cromwell, John.",A grain of sand / | $c: John Cromwell.,1953,m,,20.19502625353413
mdp.39015066796676,"Cox, Michael,",The meaning of night : | a confession / | $c: Michael Cox.,2006,m,mixed,20.191697503646868
nyp.33433081852661,"James, Henry,",The private life ;,1893,m,,20.19021305987992
uiuo.ark:/13960/t0000nf8b,"Lewis, Helen Prothero.",Hooks of steel,1894,f,,20.18435040032295
uiuo.ark:/13960/t3qv3sv6h,"Carey, Rosa Nouchette,",Sir Godfrey's grand-daughters,1892,f,,20.182992465016145
mdp.39015032175690,"King, Naomi.",O.P.P. / | $c: Naomi King.,1993,f,high_female,20.18265300973813
uiuo.ark:/13960/t3zs3dk6v,"Wood, Henry,",Johnny Ludlow,1874,f,,20.181860991826348
uc1.b3473203,"Schlee, Ann.",The proprietor : | a novel / | $c: Ann Schlee.,1983,f,high_female,20.17394423025195
uc1.32106018814712,"Dangarembga, Tsitsi",The book of not : | a novel / | $c: Tsitsi Dangarembga,2006,u,high_female,20.172716880721605
uiuo.ark:/13960/t0sq9bf6f,"Hardy, Iza Duffus.",Glencairn,1877,f,,20.16908415550364
mdp.39015017652390,"Milne, Ewart,",Drums without end : | short stories mainly about the Spanish Civil War / | $c: Ewart Milne.,1985,m,mixed,20.16709881878421
uiuo.ark:/13960/t57d3cx65,"Marryat, Florence,",Véronique,1869,f,,20.165646380986676
uiuo.ark:/13960/t8gf1c956,"Norris, W. E.",A bachelor's blunder,1886,f,mixed,20.16473033551009
mdp.39015013287134,,Folk-lore and legends,1890,u,high_male,20.16424695703182
njp.32101067634392,"Hamilton, Elizabeth,",The cottagers of Glenburnie,1808,f,high_female,20.162725051592854
nyp.33433074873039,"Lawson, Henry,",The country I come from,1901,m,,20.160322565161042
nyp.33433074951827,"Cunningham, H. S.",Late laurels,1864,m,mixed,20.152728895414533
uiuo.ark:/13960/t21c2n14f,"Thomas, J. Meredith.",The professor and his daughters,1883,u,high_female,20.152351779452662
uva.x000043076,"Brontë, Anne,",The tenant of Wildfell hall,1898,f,mixed,20.15153957762373
uc2.ark:/13960/t4pk07g42,"Crawford, F. Marion",A tale of a lonely parish,1886,m,,20.151289682539684
mdp.39015030026820,"Kielland, Alexander Lange,",Garman & Worse,1885,m,,20.147750167897918
uiuo.ark:/13960/t52f8cg9g,"Sturgis, Julian,",John Maidment,1885,m,,20.146667741155614
uc1.32106013465148,,The eagle and the crow : | modern Polish short stories / | $c: edited by Teresa Halikowska and George Hyde,1996,u,,20.143240823634734
mdp.39015016444492,"Firbank, Ronald,",Valmouth. | $c: With illus. by Philippe Jullian.,1956,m,high_female,20.142508245839313
uiuo.ark:/13960/t3cz3t94q,"Christian, Sydney.","Sarah, a survival",1894,u,,20.141663029977508
mdp.39015059374721,,"The fairies return, | or, New tales for old, | $c: by several hands.",1934,u,,20.14060057352758
njp.32101063607970,"Moodie, Susanna,","Flora Lyndsay, or, Passages in an eventful life",1854,f,high_female,20.13845185651353
mdp.39015055803269,"Astley, Neil.",The end of my tether / | $c: Neil Astley.,2002,m,,20.13574850450118
uc1.b4692438,"Vince, Charles.","Barrie Marvell, his dreams and adventures",1922,m,high_male,20.133456051541646
mdp.39015058691356,,Tales from  Blackwood.,1858,u,mixed,20.12790367883185
uc1.$b605483,"Greene, Graham,",Nineteen stories.,1947,m,,20.1257265979235
njp.32101076207743,,Tales from  Blackwood,1858,u,mixed,20.124773596297043
mdp.39015064810339,"Swan, Annie S.,",Courtship and marriage,1894,f,high_male,20.121534065757174
uc2.ark:/13960/t1wd3rn7d,"Norman, Ménie Muriel.",A girl in the Karpathians,1892,f,,20.118835253564388
inu.32000006900023,"Collins, Mortimer,",You play me false,1878,m,high_female,20.11622708985248
uiuo.ark:/13960/t88g96s10,"Lee, Holme,",Against wind and tide,1859,f,high_female,20.11605415860735
uiuo.ark:/13960/t0bv80n02,"St. Aubyn, Alan.",Orchard Damerel,1894,f,high_female,20.1157774747994
uiuo.ark:/13960/t9z03d97g,"Besant, Walter,",The golden butterfly,1876,m,,20.11552056093566
mdp.39015008020441,"Mitford, Mary Russell,",Our village,1825,f,,20.11338923179424
mdp.39015003686972,"Freeling, Nicolas.","Valparaiso, | $c: by F. R. E. Nicolas.",1964,m,mixed,20.11263073209976
uc1.b3591601,"Yourcenar, Marguerite.",Two lives and a dream / | $c: Marguerite Yourcenar ; translated by Walter Kaiser in collaboration with the author.,1987,f,,20.109537835503982
mdp.39015002300732,"Creeley, Robert,","The gold diggers, | and other stories.",1965,m,mixed,20.105554159336517
mdp.39015005311256,"Lytton, Edward Bulwer Lytton,",[Novels],1890,m,,20.10129303752387
mdp.39015053616598,"Mosley, Nicholas,",Judith : | a novel / | $c: by Nicholas Mosley.,1986,m,,20.100340901781696
uc1.b3796995,"Bates, H. E. (Herbert Ernest),",Death of a huntsman : | four short novels / | $n: H.E. Bates.,1957,m,mixed,20.099880946859006
uc1.$b243987,"Priestley, J. B. (John Boynton),","The other place, | and other stories of the same sort.",1953,m,,20.099239997487594
njp.32101063581852,"King, Charles,",Warrior Gap,1897,m,,20.098482564566375
mdp.39076001099618,"Lewis, Wyndham,",The human age. | $c: Illus. by Michael Ayrton.,1955,m,high_male,20.095281039857273
nnc1.cu58305971,"Pennypacker, Morton,","Harry's work; or, The need of the age",1899,m,high_male,20.09421956283909
mdp.39015064869491,"Shafak, Elif,",The gaze / | $c: by Elif Shafak ; translated from the Turkish by Brendan Freeley.,2006,u,,20.093001894483034
uiuo.ark:/13960/t2h70zw6j,"Montgomery, Fanny Charlotte Wyndham,",The Bucklyn Shaig,1865,f,,20.089061506009976
uiuo.ark:/13960/t0pr89j9v,,The Master of Wingbourne,1866,u,,20.086836941238275
uc2.ark:/13960/t7br8s493,"Trollope, Frances Milton,",Father Eustace,1847,f,high_female,20.081127756134784
mdp.39015002710419,"Prichard, Katharine Susannah,",Golden miles.,1948,f,,20.07796125443184
uiuo.ark:/13960/t9m33gx8s,"Dutton, Ralph,",Woman's temptation,1860,f,high_female,20.07628990162618
inu.32000002550475,"Trollope, Frances Milton,",The young countess,1848,f,high_female,20.07442980898408
uc2.ark:/13960/t8kd1sf7h,"Howard, Sidney.",The little blind god a-wheel,1898,m,high_female,20.074091647352958
mdp.39015063943933,"Molesworth,",Meg Langholme;,1897,f,,20.0709782777276
mdp.39015033409965,"Maeterlinck, Maurice,",The massacre of the innocents,1914,m,high_male,20.06823198876179
nyp.33433082332085,"Hood, Tom,",A bunch of keys;,1865,m,,20.067337064371557
mdp.39015082698401,"Holt, Hazel,",A time to die / | $c: Hazel Holt.,2008,f,high_female,20.065815876073522
nnc1.50040933,"Pansy,","John Remington, marytr",1892,f,,20.064205457463885
uiuo.ark:/13960/t79s21q6x,"Cairnes, W. Wellington.",Vagaries of life,1852,m,high_female,20.062695924764892
uc1.$b752378,"Jaques, E. T.",Rambles with an American,1910,u,high_male,20.048947084606557
inu.32000002543934,"Waugh, Auberon.",Path of dalliance / | $c: Auberon Waugh.,1963,u,,20.044827523370447
mdp.39015001043812,"Brahms, Caryl,",Stroganov in company : | collected stories / | $c: by Caryl Brahms [i.e. D.C. Abrahams].,1980,f,,20.036064916850332
uiuo.ark:/13960/t72v2sz4q,"Armstrong, F. C.",The frigate and the lugger,1861,m,,20.035730385854773
njp.32101063581217,"Hook, Theodore Edward,",Peregrine Bunce;,1842,m,,20.035395866029987
mdp.39015063973534,"Willcocks, M. P.",Widdicombe,1905,f,mixed,20.035395866029987
uiuo.ark:/13960/t0ht3526q,"Mainwaring, Kate.",Is it for ever?,1873,f,high_female,20.031764655382105
uc2.ark:/13960/t9668bp3s,"Russell, William Clark,",John Holdsworth chief mate,1889,m,,20.030904824586504
wu.89099439408,,"Bugle blast : | an anthology from the services / | $c: edited by Jack Aistrop, Reginald Moore.",1943,u,,20.02865638528972
mdp.39015065768148,"Eliot, George,",The works of George Eliot,1878,f,,20.027872122036502
osu.32435070795414,"Weyman, Stanley John,","The great house, | $c: by Stanley J. Weyman.",1926,m,high_female,20.02700415398828
mdp.39015058130629,"Murray, Nicholas.",Remembering Carmen / | $c: Nicholas Murray.,2003,m,,20.02557111388388
uiuo.ark:/13960/t8sb4r697,"Wallace, Ellen.",Margaret Capel,1846,f,high_female,20.025122426316653
inu.39000001102792,"Škvorecký, Josef.","The engineer of human souls : | an entertainment on the old themes of life, women, fate, dreams, the working class, secret agents, love and death / | $c: Josef Skvorecky.",1986,m,,20.02343726919706
wu.89100091669,"Thompson, Beatrice.",Four months in Italy in war-time,1920,f,high_male,20.020821654520702
inu.30000054101278,"Marryat, Florence,",The confessions of Gerald Estcourt,1867,f,high_female,20.01971171615129
uiuo.ark:/13960/t97661p1n,"Merrywhistle, Marmaduke.",Isn't it odd?,1822,m,,20.01935204030563
mdp.39015014834439,"Mykle, Agnar.",The hotel room.,1963,u,high_male,20.01721480473207
nyp.33433074946165,"Allonby, Edith.",Jewel sowers,1903,f,high_female,20.015284398995597
uiuo.ark:/13960/t0ft9464s,"Mexborough, Elizabeth (Stephenson),",Drifted together,1879,f,high_female,20.01501125844383
mdp.39015061190032,"Sambrook, Clare.",Hide & seek / | $c: Clare Sambrook.,2005,f,,20.01467743011542
uc2.ark:/13960/t5n877x5w,"Wood, Henry,",Roland Yorke,1869,f,,20.013759459628496
njp.32101066121862,"Gore,",The diamond and the pearl,1849,f,high_female,20.008927059765124
nyp.33433074920335,"Neuman, B. Paul",The greatness of Josiah Polick,1904,m,mixed,20.00360064811666
mdp.39015066057533,"O'Flaherty, Liam,",Hollywood cemetery / | $c: a novel by Liam O'Flaherty.,1935,m,,20.001647194474838
uc1.b3327587,"Ponsonby, Emily,",Edward Willoughby,1854,f,mixed,20.000923119528593
mdp.39015063964608,"Willcocks, M. P.",The power behind,1913,f,high_female,19.999647065051793
uc2.ark:/13960/t6736nw0f,"Lawson, Henry,",Children of the bush,1902,m,,19.999428587754636
uiuo.ark:/13960/t1ng57g58,,Out of the meshes,1868,u,,19.99815401655232
inu.32000003292085,"Grant, James,",The Cameronians,1881,m,mixed,19.99200319872051
mdp.39015063961505,"Winter, John Strange,",A seventh child,1894,m,,19.98988746869231
uc1.$b249257,"Birmingham, George A.",Two scamps / | $c: by George A. Birmingham.,1950,m,high_female,19.987474515969993
uiuo.ark:/13960/t9b574c1t,"Mexborough, Elizabeth (Stephenson),",Drifted together,1879,f,high_female,19.98551050488396
wu.89100133453,"Vioux, Marcelle,",Henry of Navarre.,1936,f,,19.984920469100587
uc1.b3324267,"Lockhart, Laurence W. M.",Doubles and quits,1869,m,high_female,19.981471726217507
mdp.39015068801565,"Howell, Anthony, 1945-",Oblivion.,2007,m,mixed,19.98061879976423
pst.000017893404,,Charmed lives : | classic English short stories / | $c: selected by T.S. Dorsch.,1988,u,,19.9782459100091
nyp.33433074852785,"Birmingham, George A.,",Hyacinth,1906,m,,19.97303640085884
mdp.39015047748093,"Trollope, Anthony,",An old man's love,1884,m,,19.96539331824837
uiuo.ark:/13960/t58d0m350,"Burdett, C. D.,",At home,1828,f,,19.96491878556251
mdp.39015042471758,"Bester, Alfred.",Tiger! Tiger!,1955,m,high_male,19.96096522356281
mdp.39015063553526,"Sherwood,",The lady of the manor,1860,f,high_female,19.959885498412945
inu.32000007467477,"Christensen, Synnøve,","Norway is my country, | $c: by Synnöve Christensen [pseud.]",1943,u,high_male,19.958241218373864
nyp.33433075744254,"Sherard, Robert Harborough,",After the fault;,1906,m,high_female,19.957322034418706
uiuo.ark:/13960/t09w0rn24,,Clara Harrington,1852,u,high_female,19.953884356154663
uiuo.ark:/13960/t0vq3851z,"Crommelin, May.",In the west countrie,1883,f,mixed,19.952114924181963
nyp.33433074895800,"Marriott, Charles,",Mrs. Alemere's elopement,1905,m,,19.945203178635538
inu.39000005540112,"Lochhead, Marion.",Magic and witchcraft of the Borders / | $c: Marion Lochhead ; with vignettes by James Hutcheson.,1984,u,,19.94216771363047
mdp.39015066794523,"Diome, Fatou,",The belly of the Atlantic / | $c: Fatou Diome ; translated by Lulu Norman and Ros Schwartz.,2006,u,high_male,19.9410315210734
uc2.ark:/13960/t6n01c21n,"Quiller-Couch, Arthur,",Corporal Sam,1910,m,,19.939958569197195
uc1.b3123632,"Thomas, Annie,",Friends and lovers,1883,f,,19.93906621365108
njp.32101064919622,"Mayor, F. M.",The third Miss Symons,1913,f,high_female,19.93847556112567
inu.39000005803031,"Grice, Frederick.","Folk tales of the north country, | $c: drawn from Northumberland and Durham.",1945,m,high_male,19.928258270227182
mdp.39015004194802,"Undset, Sigrid,",Jenny / | $c: translated from the Norwegian of Sigrid Undset by W. Emmé.,1930,f,high_female,19.927049670337286
mdp.39015063928249,"Austin, Alfred,",Won by a head,1866,m,,19.923205100340507
uc1.$b188308,"Duhamel, Georges,","Suzanne and Joseph Pasquier / | $c: by Georges Duhamel ; translator, Béatrice de Holthoir.",1946,u,mixed,19.921773834742247
uiuo.ark:/13960/t2h70sq7q,"Gibbon, Charles,",Of high degree,1883,m,mixed,19.92098011222152
uc1.b4105180,"Shaw, Bernard,","Immaturity, | $c: by Bernard Shaw.",1931,m,mixed,19.919692188335446
uiuo.ark:/13960/t0ms43w92,"Grant, James,",Derval Hampton,1881,m,mixed,19.918114418501716
uc2.ark:/13960/t4rj4f84n,"Trollope, Frances Milton,",The vicar of Wrexhill,1837,f,high_female,19.917768071817783
uiuo.ark:/13960/t2q535k5t,"Oliphant,",For love and life,1874,f,mixed,19.917571894773936
mdp.39015029517003,"Levy, Deborah.",Swallowing geography / | $c: Deborah Leby.,1993,f,mixed,19.91555803393611
umn.31951002076536k,"Watts, Stephen.",The sound of a trumpet.,1946,m,mixed,19.915307534275293
uc2.ark:/13960/t1tf0197t,"Wenz, Paul.",Diary of a new chum,1908,m,high_male,19.913707268503153
uiuo.ark:/13960/t6pz5tn4k,"Riddell, J. H.,",Susan Drummond,1884,f,mixed,19.913376810872705
mdp.39015005016343,"Boschère, Jean de,",Beasts & men;,1918,f,,19.91198900858207
nyp.33433074951603,"Cuthbertson, Catherine.",Romance of the Pyrenees,1803,f,high_female,19.905372919505734
mdp.39015062579050,"Harris, Joanne,",Gentlemen & players / | $c: Joanne Harris.,2005,f,,19.90417561169797
uc1.b4353959,"Aksenov, Vasiliĭ,","Colleagues, | $c: by Vasili Aksenov. Translated from the Russian by Alec Brown. Illus. by Y. Vechersky.",1962,u,high_male,19.903207559028722
uiuo.ark:/13960/t1ng50q3j,"De Merle, William Henry,","Melton de Mowbray, or, The banker's son",1838,m,,19.90049751243781
mdp.39015048693306,"Norris, Leslie,",The girl from Cardigan / | $c: Leslie Norris.,1988,m,,19.89939749046487
uc2.ark:/13960/t03x8895t,"Mather, Marshall,",The sign of the wooden shoon,1896,m,high_male,19.898385577650135
uiuo.ark:/13960/t7hq4g562,"Mangin, Edward,",George the third,1807,m,high_male,19.897669130187605
uiuo.ark:/13960/t0ht34v35,"Lloyd, Jessie Sale,",The Hazelhurst mystery,1877,f,high_female,19.897527732179277
uva.x030751450,"Blackwood, Algernon,",A prisoner in fairyland (the book that 'Uncle Paul' wrote),1913,m,,19.8941390660606
uc2.ark:/13960/t71v5h271,"Brown, T. E.",Fo'c's'le yarns,1881,f,high_male,19.892347296981043
uiuo.ark:/13960/t0ms4bx1j,"Savage, M. W.","Reuben Medlicott, or, The coming man",1852,m,,19.892297418263972
uc1.32106012885155,"North, Sam",By desire / | $c: Sam North,1996,m,mixed,19.892297418263972
mdp.39015081739289,"Gladwell, Adèle Olivia.",Bridal gown shrowd : | fiction & essays / | $c: by Adele Olivia Gladwell.,1992,f,high_female,19.891058204296467
mdp.39015022268208,,"A New book of Dubliners : | short stories of modern Dublin / | $c: edited by Ben Forkner, with a preface by Benedict Kiely.",1989,u,,19.888465485556996
uc1.32106018190436,"Dobbs, Michael,",Churchill's hour / | $c: Michael Dobbs,2004,m,,19.88697568817222
uiuo.ark:/13960/t6vx11m1v,"Yates, Edmund Hodgson,",Broken to harness,1864,m,,19.88598700782182
inu.30000056308426,"Abaidoo, Kodwo.",Osimbe / | $c: by Kodwo Abaidoo.,1993,u,high_male,19.88335100742312
nyp.33433075744486,"Scott, Walter,","Woodstock ; or, The cavalier",1826,m,,19.87873968790379
uc1.b4974531,"Lowndes, Natalya.",Angel in the sun / | $c: Natalya Lowndes.,1989,u,,19.87814695914047
mdp.39015008236047,"Colegate, Isabel.",Agatha.,1973,f,mixed,19.877371905628355
inu.30000001666621,"Briggs, Katharine Mary.","A dictionary of British folk-tales in the English language, | incorporating the F. J. Norton collection | $c: [by] Katharine M. Briggs.",1970,f,high_male,19.875220878919535
mdp.39015014329570,"Fahrni, Audrey M.",No turning back / | $c: Audrey Fahrni.,1973,f,,19.873998847308066
uc2.ark:/13960/t5k932t65,"Brown, Charles Brockden,",Arthur Mervyn,1821,m,,19.872484888631284
mdp.39015001068413,"Walker, David Esdaile,",Operation Amsterdam.,1980,m,,19.86971146340425
uc1.b4936747,"Tournier, Michel.",The fetishist and other stories / | $c: Michel Tournier ; translated from the French by Barbara Wright.,1983,m,,19.868242183415248
uiuo.ark:/13960/t7tm7kd7t,"Drewry, Edith Stewart.",On dangerous ground,1883,f,,19.866234024236807
uc1.b3915819,"Moreland, A. Maud.",Through south Westland,1911,f,mixed,19.866132828020415
uiuo.ark:/13960/t12n5n16b,"Lewis, Arthur,",The master of Riverswood,1876,f,,19.86491855383393
mdp.39015030722097,"Reynolds, George W. M.",Ellen Percy,1856,m,high_female,19.862657996064712
uc2.ark:/13960/t1gh9h23j,"Wood, Henry,",Bessy Rane,1870,f,,19.860710218997433
mdp.39015002385782,"Leverson, Ada.",The little Ottleys: | Love's shadow. Tenterhooks. Love at second sight. | $c: With a foreword by Celia MacInnes.,1962,f,high_female,19.860256016754835
uva.x000043075,"Brontë, Anne,",The tenant of Wildfell hall,1898,f,mixed,19.85308715505261
mdp.39015030760303,"Lytton, Edward Bulwer Lytton,",[Novels],1890,m,,19.852623465800935
wu.89096955281,"Price, Nancey.",A vagabond's way : | haphazard wanderings on the fells / | $c: by Nancy Price ; with illustrations by A.S. Hartrick.,1936,u,high_male,19.84717673910886
uc2.ark:/13960/t7dr2rh8g,"Lover, Samuel,",Handy Andy,1853,m,high_male,19.8455574617091
uc1.$b268702,"Frith, Dean, pseud.","Booze-runner, | $c: by ""Dean Frith"".",1935,u,mixed,19.844025955985952
uiuo.ark:/13960/t02z1wf5f,"Vase, Gillan.",A great mystery solved,1878,f,mixed,19.842254080063494
uc1.32106013199465,"Arditti, Michael",Pagan and her parents / | $c: Michael Arditti,1996,m,high_female,19.83712674879933
mdp.39015011712638,"Mauriac, François,",The lamb (L'agneau) / | $c: Translated by Gerard Hopkins.,1955,m,,19.834114677244862
uiuo.ark:/13960/t41r72r7h,"Black, William,",The strange adventures of a phaeton,1872,m,mixed,19.8288112627648
mdp.39015046866854,"Morrison, Sophia.",Manx fairy tales,1911,f,high_male,19.827781554498074
mdp.39015048880812,"Linklater, Eric,",White-maa's saga.,1952,m,,19.816437213183146
njp.32101033250323,"Kay-Shuttleworth, James,",Scarsdale,1860,m,,19.813996111503265
mdp.39015048891082,"McBratney, Sam.",Lagan valley details : | short stories / | $c: by Sam McBratney.,1980,m,mixed,19.812542863674466
uiuo.ark:/13960/t10p1mx4t,"Oliphant,",The laird of Norlaw,1858,f,,19.811637050809228
uc1.$b268541,"Conquest, Joan.","The naked truth: | shocking revelations about the slums, | $c: by an ex-nursing sister (Joan Conquest).",1933,f,high_female,19.81125279158562
uc1.32106007020925,"Battye, Evelyn.",Costumes and characters of the British Raj / | $c: Evelyn Battye ; illustrated by Cecil Elgee ; introduction by M.M. Kaye.,1982,f,mixed,19.808256081134616
njp.32101067633501,"Anstey, F.,",Under the rose,1894,m,,19.808143976909363
uc2.ark:/13960/t3nv9pj00,"Falkner, John Meade,",The lost Stradivarius,1896,m,high_male,19.807994506582858
nyp.33433075765390,"Smith, B.",Joe Smith & his waxworks,1896,u,,19.80276446591944
uiuo.ark:/13960/t4nk3rr17,"Hardinge, William M.",The willow-garth,1886,m,high_female,19.80230696876186
uiuo.ark:/13960/t2w388f8g,"Lloyd, Jessie Sale,",Scamp;,1887,f,,19.8009999504975
uc1.b3723293,"Vučo, Aleksandar.",The holidays. | $c: Translated by Alec Brown.,1959,u,,19.799497092773844
nyp.33433074892609,"Mason, E. M.",Panacea,1897,f,high_female,19.799366420274552
uc1.$b187062,"Aymé, Marcel,",The house of men / | $c: Marcel Aymé ; translated from the French by Norman Denny.,1952,m,high_female,19.79903974657229
uiuo.ark:/13960/t2z32406c,"Collins, Wilkie,",The new Magdalen,1873,f,,19.797903006113593
uc1.$b286484,"Sitwell, Osbert,",Alive--alive oh! : | and other stories / | $c: Osbert Sitwell.,1947,m,high_female,19.792758179066247
uc1.b3326152,"Moore, George,",A mere accident,1887,m,mixed,19.790223629527013
nyp.33433074927223,"Begbie, Harold,",The vigil,1907,m,mixed,19.7831184056272
uc2.ark:/13960/t5k933b88,,"The round preacher, or, Reminiscences of Methodist circuit life",1846,u,mixed,19.782915474196486
uiuo.ark:/13960/t46q2mf4z,"Spender, John Kent",A strange temptation,1893,f,high_female,19.78288286060486
uc2.ark:/13960/t5t729m0k,"Scott, P. E. S.",Souls in pawn,1913,f,,19.781542960350908
