docid,htid,author,firstname,inferreddate,birthdate,authgender,enumcron,title
mdp.39015062194017,mdp.39015062194017,"(Francis Downes), Ommanney, F. D.",Ommanney F. D,1938,1898.0,u,,"Below the roaring forties; | an Antarctic journal, | $c: by F. D. Ommanney; with 16 illustrations."
uc1.31822029821618,uc1.31822029821618,"(Francis Downes), Ommanney, F. D.",Ommanney F. D,1938,1898.0,u,,"South latitude, | $c: by F. D. Ommanney; with 16 illustrations"
mdp.39015058387252,mdp.39015058387252,"(Francis William), Bain, F. W.",Bain F. W,1923,1863.0,u,,A heifer of the dawn.
uc1.$b278645,uc1.$b278645,"(Frederick Charles), Green, F. C.",Green F. C,1933,1891.0,m,,"French short stories of the nineteenth and twentieth centuries, | $c: selected, with an introd. by F.C. Green."
mdp.39015008510227,mdp.39015008510227,"(George Bagshawe), Harrison, G. B.",Harrison G. B,1945,1894.0,m,,"More new tales from Shakespeare, | $c: told by G. B. Harrison ... Illustrated by C. Walter Hodges."
mdp.49015001034512,mdp.49015001034512,"(Gilbert Keith), Chesterton, G. K.",Chesterton G. K,1928,1874.0,u,,"The sword of wood, | a story | $c: by G.K. Chesterton."
13218,uc1.b3290866,"(Goodwin, William)",,1830,,m,v. 1,Cloudesley
13218,uc1.b3290867,"(Goodwin, William)",,1830,,m,v. 2,Cloudesley
13218,uc1.b3290868,"(Goodwin, William)",,1830,,m,v. 3,Cloudesley
mdp.39015004687557,mdp.39015004687557,"(Hans Christian), Branner, H. C.",Branner H. C,1958,1903.0,u,,No man knows the night; | a novel. | $c: Translated from the Danish by A.I. Roughton.
uc1.b4584501,uc1.b4584501,"(Harold Alfred), Manhood, H. A.",Manhood H. A,1931,1891.0,u,,"Little Peter the Great, / | $c: by H.A. Manhood, with a frontispiece by Rowland Hilder and a foreword by Henry Williamson ..."
mdp.39015030716842,mdp.39015030716842,"(Henry Major), Tomlinson, H. M.",Tomlinson H. M,1918,1873.0,m,,"Old junk,"
mdp.39015012084607,mdp.39015012084607,"(Henry Major), Tomlinson, H. M.",Tomlinson H. M,1933,1873.0,m,,The snows of Helicon.
mdp.39015030716776,mdp.39015030716776,"(Henry Major), Tomlinson, H. M.",Tomlinson H. M,1928,1873.0,m,,London river.
uc1.$b245247,uc1.$b245247,"(Henry Major), Tomlinson, H. M.",Tomlinson H. M,1930,1873.0,m,,All our yesterdays /
uc1.b3346191,uc1.b3346191,"(Herbert Ernest), Bates, H. E.",Bates H. E,1932,1905.0,u,,"The story without an end ; | and, The country doctor / | $c: by H.E. Bates."
uc1.32106005850737,uc1.32106005850737,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.3,The works of H. G. Wells.
mdp.39015054151504,mdp.39015054151504,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.17,The works of H. G. Wells.
uc1.32106019365151,uc1.32106019365151,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.24,The works of H. G. Wells.
uc1.32106009967594,uc1.32106009967594,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.2,The works of H. G. Wells.
mdp.39015054151553,mdp.39015054151553,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.22,The works of H. G. Wells.
uc1.32106005854119,uc1.32106005854119,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.10,The works of H. G. Wells.
mdp.39015028687088,mdp.39015028687088,"(Herbert George), Wells, H. G.",Wells H. G,1926,1866.0,m,,The stolen bacillus and other incidents ...
uc1.32106019365136,uc1.32106019365136,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.22,The works of H. G. Wells.
mdp.39015046359942,mdp.39015046359942,"(Herbert George), Wells, H. G.",Wells H. G,1927,1866.0,m,,The short stories of H. G. Wells.
mdp.39015054151355,mdp.39015054151355,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.2,The works of H. G. Wells.
uc1.b4083133,uc1.b4083133,"(Herbert George), Wells, H. G.",Wells H. G,1940,1866.0,m,,All aboard for Ararat | $c: [by] H.G. Wells.
mdp.39015008568647,mdp.39015008568647,"(Herbert George), Wells, H. G.",Wells H. G,1939,1866.0,m,,The holy terror.
mdp.39015008910344,mdp.39015008910344,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,,"The invisible man. | a grotesque romance, | $c: by H. G. Wells ..."
mdp.39015054151363,mdp.39015054151363,"(Herbert George), Wells, H. G.",Wells H. G,1924,1866.0,m,v.3,The works of H. G. Wells.
mdp.39015030402948,mdp.39015030402948,"(Ivan), Nazhivin, Iv.",Nazhivin Iv,1931,1874.0,u,,The dogs | $c: by Ivan Nazhivin; translated from the Russian.
mdp.39015013259653,mdp.39015013259653,"(Jean-Marie Gustave), Le Clézio, J.-M. G.",Le Clézio J.-M. G,1967,1927.0,m,,"The flood, | $c: by J. M. G. Le Clézio; translated from the French by Peter Green."
mdp.39015008289681,mdp.39015008289681,"(Jean-Marie Gustave), Le Clézio, J.-M. G.",Le Clézio J.-M. G,1967,1927.0,m,,"The flood, | $c: by J. M. G. Le Clézio; translated from the French by Peter Green."
mdp.39015025303614,mdp.39015025303614,"(Jerry M.) O'Neill, J. M.",J. M,1992,1952.0,u,,Commissar Connell / | $c: J.M. O'Neill.
mdp.39015005394468,mdp.39015005394468,"(Jiddu), Krishnamurti, J.",Krishnamurti J,1970,1895.0,u,,"The only revolution, | $c: by J. Krishnamurti; edited by Mary Lutyens."
uc1.$b233472,uc1.$b233472,"(John Boynton), Priestley, J. B.",Priestley J. B,1961,1894.0,m,,"The thirty-first of June; | a tale of true love, enterprise, and progress, in the Arthurian and ad-atomic ages."
mdp.39015002712134,mdp.39015002712134,"(John Boynton), Priestley, J. B.",Priestley J. B,1968,1894.0,m,v.2,"The image men, | $c: by J. B. Priestley."
uc1.b4089314,uc1.b4089314,"(John Boynton), Priestley, J. B.",Priestley J. B,1940,1894.0,m,,Let the people sing / | $c: J. B. Priestley.
mdp.39015002711979,mdp.39015002711979,"(John Boynton), Priestley, J. B.",Priestley J. B,1968,1894.0,m,v.2,"The image men, | $c: by J. B. Priestley."
mdp.39015002712076,mdp.39015002712076,"(John Boynton), Priestley, J. B.",Priestley J. B,1932,1894.0,m,,Self-selected essays.
uc1.b4450236,uc1.b4450236,"(John Edward), Williams, John",Williams John,1973,1922.0,m,,"Stoner, | a novel | $c: [by] John Williams."
mdp.39015003203067,mdp.39015003203067,"(John Henry Charles) Colson, John H. C.",John H. C,1969,1929.0,m,,"Progressive exercise therapy in rehabilitation and physical education, | $c: by John H. C. Colson; with a foreword by J. M. P. Clark."
mdp.39015014854155,mdp.39015014854155,"(John Lighton), Synge, J. L.",Synge J. L,1957,1897.0,u,,Kandelman's Krim : | a realistic fantasy / | $c: by J.L. Synge.
mdp.39015004993005,mdp.39015004993005,"(John Michael), Cohen, J. M.",Cohen J. M,1967,1903.0,u,,"Writers in the new Cuba: | an anthology / | $c: edited by J. M. Cohen, [translated by J. M. Cohen and others]."
mdp.39015005607976,mdp.39015005607976,"(John Ronald Reuel), Tolkien, J. R. R.",Tolkien J. R. R,1966,1892.0,m,pt.3,"The lord of the rings, | $c: by J. R. R. Tolkien."
mdp.39015054055697,mdp.39015054055697,"(John Ronald Reuel), Tolkien, J. R. R.",Tolkien J. R. R,1966,1892.0,m,pt.1,"The lord of the rings, | $c: by J. R. R. Tolkien."
mdp.39015027243370,mdp.39015027243370,"(John Ronald Reuel), Tolkien, J. R. R.",Tolkien J. R. R,1966,1892.0,m,pt.1,"The lord of the rings, | $c: by J. R. R. Tolkien."
mdp.39015007061131,mdp.39015007061131,"(John Ronald Reuel), Tolkien, J. R. R.",Tolkien J. R. R,1966,1892.0,m,pt.3,"The lord of the rings, | $c: by J. R. R. Tolkien."
mdp.39015054025773,mdp.39015054025773,"(John Ronald Reuel), Tolkien, J. R. R.",Tolkien J. R. R,1954,1892.0,m,pt.2,The lord of the rings.
mdp.39015003763490,mdp.39015003763490,"(John Ronald Reuel), Tolkien, J. R. R.",Tolkien J. R. R,1966,1892.0,m,pt.2,"The lord of the rings, | $c: by J. R. R. Tolkien."
mdp.39015005607919,mdp.39015005607919,"(John Ronald Reuel), Tolkien, J. R. R.",Tolkien J. R. R,1954,1892.0,m,,The lord of the rings.
uc1.31822013422639,uc1.31822013422639,"(Leonard Harrison) Matthews, L. Harrison",L. Harrison,1951,1911.0,m,,Wandering albatross; | adventures among the albatrosses and petrels in the Southern Ocean. | $c: Illustrated by the author
mdp.39015030151123,mdp.39015030151123,"(Margaret Louisa), Woods, Margaret L.",Woods Margaret L,1923,1883.0,f,,A poet's youth.
mdp.39015005650323,mdp.39015005650323,"(Pelham Grenville), Wodehouse, P. G.",Wodehouse P. G,1924,1881.0,m,,"The girl on the boat, | $c: by P. G. Wodehouse."
mdp.39015005141190,mdp.39015005141190,"(Pelham Grenville), Wodehouse, P. G.",Wodehouse P. G,1947,1881.0,m,,Full moon.
mdp.39015030709805,mdp.39015030709805,"(Percy Howard), Newby, P. H.",Newby P. H,1949,1909.0,u,,The snow pasture / | $c: by P.H. Newby.
uc1.$b39839,uc1.$b39839,"(Petr), Nikiforov, P.",Nikiforov P,1931,1891.0,u,,"The strike of the dredging fleet, 1905 / | $c: by Peter Nikiforov."
uc1.b4938185,uc1.b4938185,"(Ray Coryton), Hutchinson, R. C.",Hutchinson R. C,1983,1907.0,u,,The unforgotten prisoner / | $c: R. C. Hutchinson.
mdp.39015016440045,mdp.39015016440045,"(Solomon Alexander Amu), Djoleto, S. A. Amu",Djoleto S. A. Amu,1967,1927.0,u,,The strange man.
mdp.39015066649768,mdp.39015066649768,"(Solomon Alexander Amu), Djoleto, S. A. Amu",Djoleto S. A. Amu,1975,1935.0,u,,Money galore / | $c: Amu Djoleto.
mdp.39015009241129,mdp.39015009241129,"(Terence Hanbury), White, T. H.",White T. H,1951,1906.0,m,,The goshawk.
uc1.$b435146,uc1.$b435146,"(Vasiliĭ S.), I͡Anovskiĭ, V. S.",I͡Anovskiĭ V. S,1967,1906.0,u,,"No man's time : | a novel / | $c: by V.S. Yanovsky; translated from the Russian by Isabella Levitin and Roger Nyle Parris, with a foreword by W.H. Auden."
mdp.39015035763963,mdp.39015035763963,"(Vasiliĭ), Ilʹenkov, V.",Ilʹenkov V,1933,1897.0,u,,Driving axle; | a novel of socialist construction.
uc1.b4411114,uc1.b4411114,"(Veniamin), Kaverin, V.",Kaverin V,1955,1902.0,u,,Open book / | $c: by Venyamin Kaverin ; [English translation by Brian Pearce].
mdp.39015000606601,mdp.39015000606601,"(Victor Sawdon), Pritchett, V. S.",Pritchett V. S,1937,1900.0,u,,Dead man leading;
uc1.32106002011796,uc1.32106002011796,"(Victoria), Sackville-West, V.",Sackville-West V,1924,1892.0,f,,Seducers in Ecuador
uc1.b4088948,uc1.b4088948,"(Victoria), Sackville-West, V.",Sackville-West V,1953,1892.0,f,,The Easter party / | $c: V. Sackville-West.
mdp.39015029227561,mdp.39015029227561,"(Vidiadhar Surajprasad), Naipaul, V. S.",Naipaul V. S,1971,1931.0,u,,Miguel Street / | $c: V. S. Naipaul.
uc1.b4931097,uc1.b4931097,"(William John Francis) Jenner, W. J. F.",W. J. F,1970,1930.0,u,,Modern Chinese stories; | $c: selected and edited by W. J. F. Jenner; translated by W. J. F. Jenner and Gladys Yang.
7406,nyp.33433006838928,A. E.,,1877,,u,,A month in the coasting trade
3327,uc1.b3326092,"A. L. O. E.,",,1874,,f,,The young pilgrim
5584,uc2.ark:/13960/t1hh6dj28,"A. L. O. E.,",,1864,,f,,The rambles of a rat
5552,mdp.39015011236208,"A. L. O. E.,",,1876,,f,,A wreath of Indian stories
1327,inu.39000002909047,"A. L. O. E.,",,1878,,f,,The crown of success
inu.30000056308426,inu.30000056308426,"Abaidoo, Kodwo.",Kodwo,1993,1953.0,u,,Osimbe / | $c: by Kodwo Abaidoo.
inu.39000001136287,inu.39000001136287,"Abbey, Edward,",Edward,1963,1927.0,m,,Fire on the mountain / | $c: Edward Abbey.
uc1.31822028405892,uc1.31822028405892,"Abbey, Lloyd Robert,",Lloyd Robert,1990,1950.0,m,,The last whales / | $c: Lloyd Abbey
7144,nyp.33433074918602,"Abbott, Charles T.",,1899,,m,,The cliff dweller's daughter
3601,uc2.ark:/13960/t8df6n879,"Abbott, Edwin Abbott,",,1878,,m,,Philochristus
uc2.ark+=13960=t47p8wg3g,uc2.ark:/13960/t47p8wg3g,"Abbott, J. H. M.",J. H. M,1908,,u,,Letters from Queer Street ;
wu.89012609285,wu.89012609285,"Abbott, J. H. M.",J. H. M,1903,,u,,Plain and veldt
mdp.39015009349294,mdp.39015009349294,"Abdullah, Achmed,",Achmed,1934,1881.0,m,,"My nine lives; | adventures and reminiscences, | $c: by Achmed Abdullah. Illustrated by Erick Berry."
mdp.39015033516314,mdp.39015033516314,"Abernethy, Cecil.",Cecil,1974,1934.0,m,,Mr. Pepys of Seething Lane.
inu.30000027155435,inu.30000027155435,"Ableman, Paul.",Paul,1991,1951.0,m,,Straight up : | the autobiography of Arthur Daley / | $c: Paul Ableman [and Leon Griffiths]
uc1.$b295612,uc1.$b295612,"Abraham, James Johnston,",James Johnston,1947,1876.0,m,,"The surgeon's log, impressions of the Far East."
uc1.b2800163,uc1.b2800163,"Abraham, Parappillil John.",Parappillil John,1963,1923.0,m,,Last hours on Dara / | $c: by P. J. Abraham.
uc1.$b437190,uc1.$b437190,"Abramov, Fedor,",Fedor,1963,1920.0,u,,"The dodgers, | $c: by Fyodor Abramov. Translated by David Floyd."
mdp.39015066681415,mdp.39015066681415,"Abruquah, Joseph W",Joseph W,1968,1928.0,m,,The torrent; | a novel.
mdp.39015016455811,mdp.39015016455811,"Abse, Dannie.",Dannie,1956,1916.0,m,,Some corner of an English field | a novel.
mdp.39015024387402,mdp.39015024387402,"Abushwesha, Redwan.",Redwan,1977,1937.0,u,,The king of the dead and other Libyan tales / | $c: Redwan Abushwesha ; with a foreword by Pearse Hutchinson.
mdp.39015020752625,mdp.39015020752625,"Achebe, Chinua.",Chinua,1964,1924.0,m,,Arrow of God.
mdp.39015002968793,mdp.39015002968793,"Achebe, Chinua.",Chinua,1960,1920.0,m,,No longer at ease.
mdp.39015056670584,mdp.39015056670584,"Acker, Kathy,",Kathy,1995,1948.0,f,,Pussycat fever / | $c: Kathy Acker ; illustrated by Diane DiMassa and Freddie Baer.
inu.39000003104580,inu.39000003104580,"Ackerley, J. R. (Joe Randolph),",J. R. Joe Randolph,1952,1896.0,m,,Hindoo holiday; | an Indian journal.
mdp.39015048915105,mdp.39015048915105,"Ackroyd, Peter,",Peter,1999,1959.0,m,,The Plato papers : | a novel / | $c: Peter Ackroyd
uc1.32106005534992,uc1.32106005534992,"Ackroyd, Peter,",Peter,1985,1945.0,m,,Hawksmoor / | $c: by Peter Ackroyd.
8887,uc2.ark:/13960/t5q81j02d,"Ackworth, John.",,1898,,m,,The scowcroft critics
uc2.ark+=13960=t0dv1fp6r,uc2.ark:/13960/t0dv1fp6r,"Acorn, George.",George,1911,,m,,One of the multitude
mdp.39015011808824,mdp.39015011808824,"Acton, Harold,",Harold,1965,1904.0,m,,Old lamps for new.
mdp.39015018932346,mdp.39015018932346,"Adair, Gilbert.",Gilbert,1990,1950.0,m,,Love and death on Long Island / | $c: Gilbert Adair.
mdp.39015033516983,mdp.39015033516983,"Adair, Gilbert.",Gilbert,1988,1948.0,m,,The holy innocents : | a romance / | $c: Gilbert Adair.
uc2.ark+=13960=t00z72q67,uc2.ark:/13960/t00z72q67,"Adams, Arthur Henry,",Arthur Henry,1915,,m,,Grocer Greatheart;
11344,njp.32101068162740,"Adams, F. Colburn",,1855,,m,vol.1,"Our world, or, The democrat's rule"
11344,njp.32101068162732,"Adams, F. Colburn",,1855,,m,vol.2,"Our world, or, The democrat's rule"
10916,mdp.39015030849429,"Adams, Francis William Lauderdale,",,1899,,m,,Essays in modernity criticisms and dialogues
4992,nyp.33433074918818,"Adams, Francis William Lauderdale,",,1891,,m,,John Webb's end
mdp.39015050141392,mdp.39015050141392,"Adams, Herbert,",Herbert,1926,1874.0,u,,The Sloane square mystery / | $c: by Herbert Adams.
uc2.ark+=13960=t47p9676w,uc2.ark:/13960/t47p9676w,"Adams, Johns Bernard Pye,",Johns Bernard Pye,1917,,m,,Nothing of importance;
mdp.39076005253906,mdp.39076005253906,"Adams, Richard,",Richard,1974,1934.0,m,,Shardik / | $c: Richard Adams.
uc1.32106017817773,uc1.32106017817773,"Adams, Richard,",Richard,1984,1944.0,m,,Maia / | $c: Richard Adams.
mdp.39015013160810,mdp.39015013160810,"Adamson, Iain,",Iain,1965,1925.0,u,,The forgotten men.
uc2.ark+=13960=t8rb7051n,uc2.ark:/13960/t8rb7051n,"Adderley, J. G.",J. G,1920,,u,,Old seed on new ground
mdp.39015082751119,mdp.39015082751119,"Addonia, Sulaiman S. M. Y.",Sulaiman S. M. Y,2008,1968.0,u,,The consequences of love / | $c: Sulaiman S.M.Y. Addonia.
inu.30000043459589,inu.30000043459589,"Adyeeri, Mugarra,",Mugarra,1994,1954.0,u,,Cherished dreams / | $c: Mugarra Adyeeri.
10102,nyp.33433068198245,Aesop.,,1871,,f,,Three hundred Æsop's fables
mdp.39015016455506,mdp.39015016455506,"Ageton, Arthur Ainslie,",Arthur Ainslie,1967,1927.0,m,,Hit the beach! / | $c: Arthur A. Ageton.
14302,mdp.39015063526795,"Agg, John,",,1816,,m,v.1,Eighteen hundred and fifteen;
14302,mdp.39015063526787,"Agg, John,",,1816,,m,v.2,Eighteen hundred and fifteen;
14302,mdp.39015063526779,"Agg, John,",,1816,,m,v.3,Eighteen hundred and fifteen;
uc2.ark+=13960=t3416vj4x,uc2.ark:/13960/t3416vj4x,"Agnus, Orme.",Orme,1906,,m,,Minvale
uc1.$b391214,uc1.$b391214,"Agunwa, Clement,",Clement,1967,1927.0,m,,More than once: | a novel.
mdp.39015018631278,mdp.39015018631278,"Ahearn, Daniel.",Daniel,1930,1890.0,m,,"The confessions of a gunman, | $c: by Danny Ahearn; with a preface by Richard Church."
mdp.39015016432844,mdp.39015016432844,"Ahmed, Zahir,",Zahir,1965,1925.0,u,,Dusk and dawn in village India; | twenty fateful years.
uc2.ark+=13960=t6pz53x2h,uc2.ark:/13960/t6pz53x2h,"Aicard, Jean,",Jean,1910,,f,,The diverting adventures of Maurin
uc1.32106016105071,uc1.32106016105071,"Aidoo, Ama Ata,",Ama Ata,1977,1937.0,f,,"Our Sister Killjoy : | or, Reflections from a black-eyed squint / | $c: Ama Ata Aidoo"
mdp.39015059384290,mdp.39015059384290,"Aiken, Conrad,",Conrad,1935,1889.0,m,,"King Coffin, | $c: by Conrad Aiken."
mdp.39015021853976,mdp.39015021853976,"Aiken, Joan,",Joan,1991,1924.0,f,,The haunting of Lamb House / | $c: Joan Aiken.
uc2.ark+=13960=t0pr7r048,uc2.ark:/13960/t0pr7r048,"Aikman, Henry G.",Henry G,1921,,m,,Zell
13680,uc1.b3750786,"Aimard, Gustave,",,1885,,m,v.2,Collected novels
13683,uc1.b3122094,"Aimard, Gustave,",,1885,,m,v. 6,Collected novels
13682,uc1.b3122093,"Aimard, Gustave,",,1885,,m,v.4,Collected novels
12688,njp.32101073045302,"Aimard, Gustave,",,1861,,m,,The gold-seekers
13681,uc1.b3122092,"Aimard, Gustave,",,1885,,m,v.3,Collected novels
685,nyp.33433075812325,"Aimard, Gustave,",,1868,,m,,The bee hunters;
uc2.ark+=13960=t53f50198,uc2.ark:/13960/t53f50198,"Ainsworth, Eustace.",Eustace,1918,,u,,Billie Impett & Doris
coo.31924014168334,coo.31924014168334,"Ainsworth, William Harrison,",William Harrison,1911,,m,,Old Saint Paul's;
6575,hvd.hwjssc,"Ainsworth, William Harrison,",,1839,,m,v.2,Jack Sheppard
3554,mdp.39015030996832,"Ainsworth, William Harrison,",,1878,,m,,Rookwood
6575,hvd.hwjssd,"Ainsworth, William Harrison,",,1839,,m,v.3,Jack Sheppard
2200,uc2.ark:/13960/t86h4jj86,"Ainsworth, William Harrison,",,1854,,m,,"The flitch of bacon, or The custom of Dunmow;"
14869,uiuo.ark:/13960/t60587q7w,"Ainsworth, William Harrison,",,1876,,m,v. 3,The leaguer of Lathom
2199,uc2.ark:/13960/t7tm78v6f,"Ainsworth, William Harrison,",,1872,,m,,The miser's daughter
14869,uiuo.ark:/13960/t5x645x9n,"Ainsworth, William Harrison,",,1876,,m,v. 2,The leaguer of Lathom
8212,uc2.ark:/13960/t00z7d24w,"Ainsworth, William Harrison,",,1878,,m,,Rockwood
13991,uiuo.ark:/13960/t9w099z3g,"Ainsworth, William Harrison,",,1865,,m,v.3,The Spanish match
13991,uiuo.ark:/13960/t9x06bv3q,"Ainsworth, William Harrison,",,1865,,m,v.2,The Spanish match
13991,uiuo.ark:/13960/t78s50349,"Ainsworth, William Harrison,",,1865,,m,v.1,The Spanish match
14869,uiuo.ark:/13960/t8w95vn3c,"Ainsworth, William Harrison,",,1876,,m,v. 1,The leaguer of Lathom
13522,uc2.ark:/13960/t5bc3zp4p,"Ainsworth, William Harrison,",,1878,,m,v.1,Beatrice Tyldesley
9457,uiuo.ark:/13960/t61558m8m,"Ainsworth, William Harrison,",,1837,,m,v.3,Crichton
9520,uc1.b3322710,"Ainsworth, William Harrison,",,1890,,m,,Auriol
11900,nyp.33433074852694,"Ainsworth, William Harrison,",,1845,,m,, Effects  and adventures of Raby Rattler
13522,uc2.ark:/13960/t6xw4dn8n,"Ainsworth, William Harrison,",,1878,,m,v.2,Beatrice Tyldesley
13522,uc2.ark:/13960/t4gm86c0w,"Ainsworth, William Harrison,",,1878,,m,v.3,Beatrice Tyldesley
uc2.ark+=13960=t2s46m595,uc2.ark:/13960/t2s46m595,"Ainsworth, William Harrison,",William Harrison,1903,,m,,Old St. Paul's
mdp.39015043116709,mdp.39015043116709,"Aira, César,",César,1998,1958.0,u,,The hare / | $c: César Aira ; translated by Nick Caistor.
mdp.39015080837696,mdp.39015080837696,"Airth, Rennie,",Rennie,2009,1969.0,u,,The dead of winter / | $c: Rennie Airth.
mdp.39015005915288,mdp.39015005915288,"Akare, Thomas,",Thomas,1981,1941.0,m,,The slums / | $c: Thomas Akare.
uc1.$b686629,uc1.$b686629,"Akeley, Mary L. Jobe (Mary Lenore Jobe),",Mary L. Jobe Mary Lenore Jobe,1948,1878.0,f,,Rumble of a distant drum ; | a true story of the African hinterland. Illus. by Arthur August Jansson.
mdp.39015062821874,mdp.39015062821874,"Akers, Geoff,",Geoff,2006,1966.0,m,,Beating for light : | the story of Isaac Rosenberg / | $c: Geoff Akers.
mdp.39015080890158,mdp.39015080890158,"Akinti, Peter.",Peter,2009,1969.0,m,,Forest gate / | $c: Peter Akinti.
uc1.b4353959,uc1.b4353959,"Aksenov, Vasiliĭ,",Vasiliĭ,1962,1932.0,u,,"Colleagues, | $c: by Vasili Aksenov. Translated from the Russian by Alec Brown. Illus. by Y. Vechersky."
mdp.39015005386712,mdp.39015005386712,"Akutagawa, Ryūnosuke,",Ryūnosuke,1970,1892.0,u,,Kappa: | a novel; | $c: translated from the Japanese by Geoffrey Bownas; with an introduction by G. H. Healey.
uc1.b3726462,uc1.b3726462,"Akwanya, Amechi.",Amechi,1991,1951.0,u,,Orimili / | $c: Amechi Akwanya.
mdp.39015017670186,mdp.39015017670186,"Alain-Fournier,",Alain-Fournier,1959,1886.0,u,,Lost domain | (Le grand Meaulnes)
4033,uc2.ark:/13960/t40s0065x,"Alcock, Deborah,",,1891,,f,,The Spanish brothers
3041,uc1.b3322726,"Alcock, Deborah,",,1897,,f,,By far Euphrates
