docid,htid,author,firstname,inferreddate,birthdate,authgender,enumcron,title
uc1.$b245317,uc1.$b245317,"(Victor Sawdon), Pritchett, V. S.",Pritchett V. S,1930,1900.0,u,,"The Spanish virgin, and other stories,"
5247,uc2.ark:/13960/t4cn73h9t,"A. L. O. E.,",,1889,,f,,Pictures of St. Peter in an English home
11950,uc2.ark:/13960/t6f18vg3x,"A. L. O. E.,",,1890,,f,,Beyond the black waters
inu.30000107316949,inu.30000107316949,"Abdolah, Kader,",Kader,2006,1966.0,u,,My father's notebook / | $c: Kader Adbolah ; translated from the Dutch by Susan Massotty.
inu.30000055891182,inu.30000055891182,"Abrahams, Peter,",Peter,1943,1903.0,m,,Song of the city; | a novel.
mdp.39015021848109,mdp.39015021848109,"Abse, Dannie.",Dannie,1991,1951.0,m,,There was a young man from Cardif / | $c: Dannie Abse.
mdp.39015055799897,mdp.39015055799897,"Abse, Dannie.",Dannie,2002,1962.0,m,,The strange case of Dr Simmonds & Dr Glas / | $c: Dannie Abse.
mdp.39015038920172,mdp.39015038920172,"Achebe, Chinua.",Chinua,1987,1947.0,m,,Anthills of the Savannah / | $c: Chinua Achebe.
coo.31924026460893,coo.31924026460893,Achilles Tatius.,Achilles Tatius,1923,1883.0,u,,"The loves of Clitophon and Leucippe, | $c: translated from the Greek of Achilles Tatius by William Burton; reprinted for the first time from a copy now unique printed by Thomas Creede in 1597."
mdp.39015016866900,mdp.39015016866900,"Acker, Kathy,",Kathy,1989,1948.0,f,,Young lust / | $c: Kathy Acker.
mdp.39015034434293,mdp.39015034434293,"Ackroyd, Peter,",Peter,1994,1954.0,m,,Dan Leno and the Limehouse Golem / | $c: Peter Ackroyd.
mdp.39015059975998,mdp.39015059975998,"Ackroyd, Peter,",Peter,2003,1963.0,m,,The Clerkenwell tales / | $c: by Peter Ackroyd.
1599,uc2.ark:/13960/t0bv7pr85,"Ackworth, John.",,1897,,m,,Beckside lights
uc1.b4948463,uc1.b4948463,"Acton, Harold,",Harold,1982,1904.0,m,,"The soul's gymnasium, and other stories / | $c: by Harold Acton."
mdp.39015014552478,mdp.39015014552478,"Acton, Harold,",Harold,1972,1904.0,m,,"Tit for tat, and other tales."
mdp.39015074228795,mdp.39015074228795,"Adair, Gilbert.",Gilbert,2007,1967.0,m,,A mysterious affair of style / | $c: Gilbert Adair.
inu.32000011206358,inu.32000011206358,"Adams, Anthony,",Anthony,1968,1928.0,m,,Loneliness and parting.
mdp.39015076156614,mdp.39015076156614,"Adeniran, Sade.",Sade,2007,1967.0,u,,Imagine this / | $c: Sade Adeniran.
mdp.39015070772747,mdp.39015070772747,"Adisa, Opal Palmer,",Opal Palmer,2007,1967.0,f,,Until judgement comes : | stories about Jamaican men / | $c: Opal Palmer Adisa.
uc2.ark+=13960=t2b858c9p,uc2.ark:/13960/t2b858c9p,"Agate, James,",James,1919,,m,,Responsibility;
uc1.$b252113,uc1.$b252113,"Aickman, Robert.",Robert,1966,1926.0,m,,Powers of darkness / | $c: Robert Aickman.
7100,nyp.33433075812424,"Aimard, Gustave,",,1862,,m,,The pirates of the prairies
688,nyp.33433075812374,"Aimard, Gustave,",,1879,,m,,The Border Rifles
13679,uc1.b3122091,"Aimard, Gustave,",,1885,,m,v.1,Collected novels
10984,inu.30000060903774,"Ainsworth, William Harrison,",,1863,,m,,Windsor castle ;
13825,uiuo.ark:/13960/t0000tq23,"Ainsworth, William Harrison,",,1841,,m,v. 1,Old Saint Paul's
13825,uiuo.ark:/13960/t58d0m05n,"Ainsworth, William Harrison,",,1841,,m,v. 2,Old Saint Paul's
13825,uiuo.ark:/13960/t03x8z50w,"Ainsworth, William Harrison,",,1841,,m,v. 3,Old Saint Paul's
14065,uiuo.ark:/13960/t5fb5rg4v,"Ainsworth, William Harrison,",,1841,,m,v. 1,"Guy Fawkes, or, The gunpowder treason"
14065,uiuo.ark:/13960/t2v41dm1c,"Ainsworth, William Harrison,",,1841,,m,v. 3,"Guy Fawkes, or, The gunpowder treason"
14065,uiuo.ark:/13960/t20c5n76x,"Ainsworth, William Harrison,",,1841,,m,v. 2,"Guy Fawkes, or, The gunpowder treason"
14244,uiuo.ark:/13960/t66400j8q,"Ainsworth, William Harrison,",,1875,,m,v.1,The goldsmith's wife
14244,uiuo.ark:/13960/t5r78kz01,"Ainsworth, William Harrison,",,1875,,m,v.2,The goldsmith's wife
14244,uiuo.ark:/13960/t41r72858,"Ainsworth, William Harrison,",,1875,,m,v.3,The goldsmith's wife
wu.89015991052,wu.89015991052,"Ainsworth, William Harrison,",William Harrison,1902,,m,,The South-Sea bubble
15071,nyp.33433074919436,"Ainsworth, William Harrison,",,1864,,m,v. 1,John Law
15071,nyp.33433074919444,"Ainsworth, William Harrison,",,1864,,m,v. 2,John Law
15071,nyp.33433074919451,"Ainsworth, William Harrison,",,1864,,m,v. 3,John Law
inu.30000060703083,inu.30000060703083,"Ajima, Maria,",Maria,1997,1957.0,f,,The web : | a collection of short stories / | $c: Maria Ajima.
inu.39000004492240,inu.39000004492240,"Akoji, Richard,",Richard,1984,1944.0,m,,Teardrops at sunset / | $c: Richard Akoji.
mdp.39015007020632,mdp.39015007020632,"Aksenov, Vasiliĭ,",Vasiliĭ,1984,1932.0,u,,"The burn : | a novel in three books : late sixties, early seventies / | $c: Vassily Aksyonov ; translated from the Russian by Michael Glenny."
uc1.32106011480982,uc1.32106011480982,"Aldiss, Brian Wilson,",Brian Wilson,1995,1955.0,m,,The secret of this book : | 20-odd stories / | $c: Brian W. Aldiss ; illustrations by Rosamund Chorley & Brian Aldiss
mdp.39015029088732,mdp.39015029088732,"Aldiss, Brian Wilson,",Brian Wilson,1993,1953.0,m,,A Tupolev too far : | and other stories / | $c: Brian Aldiss.
wu.89008198194,wu.89008198194,"Alessandria, Pia d'",Pia d',1962,1922.0,f,,Bull's eye / | $c: by Pia d'Alessandria ; translated from the Italian by J. R. Chanter.
13982,uiuo.ark:/13960/t2j681c6n,"Alexander,",,1893,,f,v.1,Found wanting
13982,uiuo.ark:/13960/t22b9kw0h,"Alexander,",,1893,,f,v.3,Found wanting
931,nyp.33433034410849,"Alexander,",,1885,,f,,The executor
13982,uiuo.ark:/13960/t18k7wb3r,"Alexander,",,1893,,f,v.2,Found wanting
mdp.39015047454767,mdp.39015047454767,"Ali, Tariq.",Tariq,1998,1958.0,u,,The book of Saladin / | $c: Tariq Ali.
1343,mdp.39015069130675,"Allen, Grant,",,1891,,m,,What's bred in the bone
13590,njp.32101067627404,"Allen, Grant,",,1892,,m,v.1,The Duchess of Powysland
13590,njp.32101067627396,"Allen, Grant,",,1892,,m,v.2,The Duchess of Powysland
13590,njp.32101067627388,"Allen, Grant,",,1892,,m,v.3,The Duchess of Powysland
mdp.39015018386261,mdp.39015018386261,"Allen, Hugh,",Hugh,1987,1947.0,m,,The lonely tiger / | $c: Hugh Allen.
uc1.$b485537,uc1.$b485537,"Allen, Johannes,",Johannes,1966,1926.0,m,,It's a swinging life  / | $c: Johannes Allen ; translated by Keith Bradfield.
uc1.32106012616667,uc1.32106012616667,"Allingham, Margery,",Margery,1958,1904.0,f,,Hide my eyes.
inu.30000110569674,inu.30000110569674,"Allnatt, Judith.",Judith,2008,1968.0,f,,A mile of river / | $c: Judith Allnatt.
mdp.39015033521934,mdp.39015033521934,"Aluko, T. M. (Timothy MofOlorunso),",T. M. Timothy MofOlorunso,1982,1942.0,m,,Wrong ones in the dock / | $c: T.M. Aluko.
mdp.39015054174043,mdp.39015054174043,"Ambler, Eric,",Eric,1956,1909.0,m,,The night-comers.
mdp.39015005544039,mdp.39015005544039,"Amis, Kingsley.",Kingsley,1974,1934.0,m,,Ending up.
mdp.39015062066769,mdp.39015062066769,"Amis, Kingsley.",Kingsley,1984,1944.0,m,,Stanley and the women / | $c: Kingsley Amis.
mdp.39015008398441,mdp.39015008398441,"Amis, Kingsley.",Kingsley,1980,1940.0,m,,Russian hide-and-seek : | a melodrama / | $c: Kingsley Amis.
mdp.39015025181176,mdp.39015025181176,"Amis, Kingsley.",Kingsley,1992,1952.0,m,,The Russian girl / | $c: Kingsley Amis.
mdp.39015008828371,mdp.39015008828371,"Amis, Kingsley.",Kingsley,1980,1940.0,m,,Collected short stories / | $c: Kingsley Amis.
uc1.b4948469,uc1.b4948469,"Amis, Kingsley.",Kingsley,1974,1934.0,m,,Ending up.
mdp.39015046353432,mdp.39015046353432,"Amis, Martin.",Martin,1989,1949.0,m,,London fields / | $c: Martin Amis.
mdp.39015020725753,mdp.39015020725753,"Amis, Martin.",Martin,1978,1938.0,m,,Success / | $c: Martin Amis.
mdp.39015031604625,mdp.39015031604625,"Amis, Martin.",Martin,1975,1935.0,m,,Dead babies / | $c: Martin Amis.
uc1.$b614308,uc1.$b614308,"Ammers-Küller, Jo van.",Jo van,1930,1890.0,f,,"Tantalus, | $c: by Jo van Ammers-Kuller ... Translated from the Dutch by G.J. Renier and Irene Clephane."
mdp.39015022101409,mdp.39015022101409,"Amosov, Nikolaĭ Mikhaĭlovich.",Nikolaĭ Mikhaĭlovich,1966,1926.0,u,,Russian surgeon | $c: [by] Prof. N. Amosoff; translated from the Russian by George St. George.
uc1.b3573464,uc1.b3573464,"Anderson, A. J.",A. J,1909,,u,,The romance of Fra Filippo Lippi
mdp.39015040069133,mdp.39015040069133,"Anderson, Barbara,",Barbara,1996,1956.0,f,,Proud garments / | $c: Barbara Anderson.
mdp.39015050245052,mdp.39015050245052,"Anderson, Barbara,",Barbara,2000,1960.0,f,,Long hot summer / | $c: Barbara Anderson.
uc1.$b805688,uc1.$b805688,"Anderson, Henry L. N. (Henry Lee Norman),",Henry L. N. Henry Lee Norman,1961,1921.0,m,,No use cryin' / | $c: Henry L. Anderson.
uc1.b2800124,uc1.b2800124,"Anderson, Patrick.",Patrick,1963,1923.0,m,,The character ball : | chapters of autobiography / | $c: by Patrick Anderson.
mdp.39015011024588,mdp.39015011024588,"Anderson, Poul,",Poul,1977,1926.0,m,,The dancer from Atlantis / | $c: Poul Anderson.
uc1.31158004587340,uc1.31158004587340,"Andom, R.,",R,1902,,u,,The identity exchange;
mdp.39015003976985,mdp.39015003976985,"Andrews, Kevin.",Kevin,1959,1919.0,m,,The flight of Ikaros; | a journey into Greece.
uc1.b4395819,uc1.b4395819,"Andreyev, Leonid,",Leonid,1922,,m,,He who gets slapped;
mdp.39076007044089,mdp.39076007044089,"Andrzejewski, Jerzy,",Jerzy,1962,1909.0,u,,Ashes and diamonds; | a novel.
mdp.39015060776740,mdp.39015060776740,"Angell, Barbara.",Barbara,1970,1930.0,f,,The entertainment machine / | $c: by Barbara Angell.
nyp.33433074947817,nyp.33433074947817,"Annesley, Maude.",Maude,1908,,f,,The wine of life
inu.39000005875807,inu.39000005875807,"Anstruther, F. C. (Fay Carmichael)",F. C. Fay Carmichael,1945,1905.0,f,,Old Polish legends / | $c: retold by F. C. Anstruther  ; wood-engravings by J. Selkalsi ; foreword by Z. Nowakowski.
inu.30000027256373,inu.30000027256373,"Anthony, Evelyn.",Evelyn,1991,1951.0,f,,"The Evelyn Anthony omnibus : | The Poellenberg inheritance, The occupying power, The grave of truth."
mdp.39015038126010,mdp.39015038126010,"Anthony, Michael,",Michael,1996,1956.0,m,,In the heat of the day / | $c: Michael Anthony.
mdp.39015013278679,mdp.39015013278679,"Anthony, Michael,",Michael,1977,1937.0,m,,The games were coming / | $c: Michael Anthony ; introductin by Kenneth Ramchand ; study questions by Jean D'Costa.
mdp.39015077108242,mdp.39015077108242,"Anthony, Peter,",Peter,2007,1967.0,m,,A town called Immaculate / | $c: Peter Anthony.
uc2.ark+=13960=t9m32zf40,uc2.ark:/13960/t9m32zf40,"Aranha, Graça,",Graça,1920,,u,,Canaan
uc1.32106015511279,uc1.32106015511279,"Archer, Jeffrey,",Jeffrey,1998,1958.0,m,,The eleventh commandment / | $c: Jeffrey Archer
mdp.39015060042101,mdp.39015060042101,"Arden, John.",John,2003,1963.0,m,,The stealing steps : | nine stories / | $c: by John Arden.
mdp.49015000240045,mdp.49015000240045,"Aria, Eliza (Davis),",Eliza Davis,1922,,f,,My sentimental self
mdp.39076006252022,mdp.39076006252022,"Armour, Richard,",Richard,1959,1906.0,m,,"Pills, potions - and Granny. | $c: Illustrated by Catherine Barnes."
13204,uiuo.ark:/13960/t70v8r70m,"Armstrong, F. C.",,1866,,m,v.3,"Our blue jackets, afloat and ashore"
13204,uiuo.ark:/13960/t73t9tx1v,"Armstrong, F. C.",,1866,,m,v.2,"Our blue jackets, afloat and ashore"
13204,uiuo.ark:/13960/t0ms4059d,"Armstrong, F. C.",,1866,,m,v.1,"Our blue jackets, afloat and ashore"
uc1.$b684911,uc1.$b684911,"Armstrong, Thomas,",Thomas,1942,1899.0,m,,"Dover harbour,"
mdp.39015030945623,mdp.39015030945623,"Armstrong, Thomas,",Thomas,1952,1912.0,m,,Adam Brunskill / | $c: Thomas Armstrong.
inu.30000110591652,inu.30000110591652,"Ashley, Trisha.",Trisha,2008,1968.0,f,,A winter's tale / | $c: Trisha Ashley.
inu.30000110590472,inu.30000110590472,"Astaire, Simon.",Simon,2008,1968.0,m,,Private privilege / | $c: Simon Astaire.
mdp.39015051168774,mdp.39015051168774,"Astley, Thea.",Thea,1987,1947.0,f,,It's raining in Mango : | pictures from the family album / | $c: Thea Astley.
uc1.b3346162,uc1.b3346162,"Atiyah, Edward,",Edward,1951,1911.0,m,,The thin line / | $c: by Edward Atiyah.
3969,njp.32101068169398,"Aulney, Léonie, d',",,1878,,m,vol.1,The notary's daughter
3969,njp.32101068169380,"Aulney, Léonie, d',",,1878,,m,vol.2,The notary's daughter
10561,uc2.ark:/13960/t3jw88p4s,"Aulnoy,",,1854,,f,,[Fairy Tales
14205,uiuo.ark:/13960/t2b85xs8f,"Austin, Alfred,",,1867,,m,v.1,Jessie's expiation
14205,uiuo.ark:/13960/t9w09r522,"Austin, Alfred,",,1867,,m,v.2,Jessie's expiation
14205,uiuo.ark:/13960/t3tt5933r,"Austin, Alfred,",,1867,,m,v.3,Jessie's expiation
8938,uiuo.ark:/13960/t6nz8pg31,Author of Cynthia.,,1883,,u,v.2,Lemuel
8938,uiuo.ark:/13960/t6b28cj6w,Author of Cynthia.,,1883,,u,v.1,Lemuel
6679,uc1.b3322425,Author of Told in the verandah.,,1893,,u,,"A black prince, and other stories"
uc1.b3321700,uc1.b3321700,"Ayscough, John,",John,1909,,m,,A Roman tragedy and others
mdp.39015063524329,mdp.39015063524329,"Ayscough, John,",John,1908,,m,,Mr. Beke of the Blacks
uc2.ark+=13960=t40r9p728,uc2.ark:/13960/t40r9p728,"Ayscough, John,",John,1922,,m,,Pages from the past
uc1.$b164875,uc1.$b164875,"Bacchelli, Riccardo,",Riccardo,1930,1891.0,m,,Love town. | $c: Translated by Orlo Williams.
9751,njp.32101036109179,"Bage, Robert,",,1820,,m,v.48,Man as he is not
uc1.b4087141,uc1.b4087141,"Bagnold, Enid.",Enid,1930,1890.0,f,,"Alice and Thomas [and] Jane, | $c: by Enid Bagnold; illustrated by the author and Laurian Jones."
mdp.39015047458388,mdp.39015047458388,"Bailey, Paul,",Paul,1998,1958.0,m,,Kitty and Virgil / | $c: Paul Bailey.
mdp.39015030848892,mdp.39015030848892,"Bailey, Paul,",Paul,1977,1937.0,m,,Peter Smart's confessions / | $c: Paul Bailey.
mdp.39015040178751,mdp.39015040178751,"Bainbridge, Beryl,",Beryl,1998,1932.0,f,,Master Georgie / | $c: Beryl Bainbridge.
mdp.39015059168487,mdp.39015059168487,"Baker, Jo.",Jo,2004,1964.0,f,,The mermaid's child / | $c: Jo Baker.
mdp.39015028403825,mdp.39015028403825,"Bakr, Salwá.",Salwá,1992,1952.0,u,,The wiles of men and other stories / | $c: Salwa Bakr ; translated from the Arabic by Denys Johnson-Davies.
mdp.39015030847415,mdp.39015030847415,"Balchin, Nigel,",Nigel,1948,1908.0,m,,The Borgia testament.
3053,nyp.33433074920996,"Baldwin, Alfred,",,1895,,f,,The story of a marriage
uc1.$b252086,uc1.$b252086,"Baldwin, Michael,",Michael,1966,1926.0,m,,Sebastian and other voices.
7594,mdp.39015031288627,"Balestier, Charles Wolcott,",,1892,,m,,The average woman
14091,uiuo.ark:/13960/t0js9xg2h,"Balfour, Alexander,",,1823,,m,v.1,"The foundling of Glenthorn, or, The smuggler's cave"
14091,uiuo.ark:/13960/t2p55tv9n,"Balfour, Alexander,",,1823,,m,v.3,"The foundling of Glenthorn, or, The smuggler's cave"
14091,uiuo.ark:/13960/t55d93269,"Balfour, Alexander,",,1823,,m,v.4,"The foundling of Glenthorn, or, The smuggler's cave"
14091,uiuo.ark:/13960/t78s50f4s,"Balfour, Alexander,",,1823,,m,v.2,"The foundling of Glenthorn, or, The smuggler's cave"
3069,njp.32101066477686,"Balfour, Frederic Henry.",,1889,,m,vol. 1,"Giraldi, or, The curse of love"
3069,njp.32101066477678,"Balfour, Frederic Henry.",,1889,,m,vol. 2,"Giraldi, or, The curse of love"
mdp.39015077657529,mdp.39015077657529,"Ball, Philip,",Philip,2008,1968.0,m,,The sun and moon corrupted / | $c: Philip Ball.
6825,nyp.33433034642888,"Ballantyne, R. M.",,1858,,m,,Ungava
mdp.39015064872859,mdp.39015064872859,"Ballard, J. G.,",J. G,2006,1930.0,m,,Kingdom come / | $c: J.G. Ballard.
mdp.39015003465583,mdp.39015003465583,"Ballard, J. G.,",J. G,1973,1930.0,m,,Vermilion sands | $c: [by] J. G. Ballard.
mdp.39015049638961,mdp.39015049638961,"Ballard, J. G.,",J. G,2000,1930.0,m,,Super-Cannes / | $c: J.G. Ballard.
mdp.39015019554131,mdp.39015019554131,"Ballard, J. G.,",J. G,1990,1930.0,m,,War fever / | $c: J.G. Ballard.
uc1.32106013111692,uc1.32106013111692,"Balle, Solvej,",Solvej,1996,1956.0,u,,According to the law : | four accounts of mankind / | $c: Solvej Balle ; translated from the Danish by Barbara Haveland
7798,nyp.33433006077428,"Balzac, Honoré de,",,1896,,f,,The unknown masterpiece
1219,njp.32101007595638,"Balzac, Honoré de,",,1887,,f,v.34,Comedy of human life
6142,uc2.ark:/13960/t8ff43d6j,"Balzac, Honoré de,",,1896,,m,v.1,A harlot's progress =
3654,nyp.33433075807622,"Balzac, Honoré de,",,1897,,f,,A woman of thirty
7725,nyp.33433040405437,"Balzac, Honoré de,",,1898,,m,,Parisians in the country (Les Parisiens en province)
1075,nyp.33433040405478,"Balzac, Honoré de,",,1896,,f,,La grande Bretèche and other stories
1210,njp.32101076479029,"Balzac, Honoré de,",,1887,,f,v.14,Comedy of human life
1212,njp.32101013971989,"Balzac, Honoré de,",,1887,,f,v.18,Comedy of human life
1214,njp.32101013041064,"Balzac, Honoré de,",,1887,,f,v.22,Comedy of human life
13975,uiuo.ark:/13960/t0ks6zb9p,"Banim, John,",,1842,,m,v.2,Father Connell
13989,nyp.33433074955497,"Banim, John,",,1826,,m,v. 2,Tales by the O'Hara family
14486,mdp.39015063751930,"Banim, John,",,1831,,m,v.3,The smuggler;
14486,mdp.39015063751906,"Banim, John,",,1831,,m,v.1,The smuggler;
13989,wu.89087923314,"Banim, John,",,1826,,m,v.3,Tales by the O'Hara family
14486,mdp.39015063751914,"Banim, John,",,1831,,m,v.2,The smuggler;
13989,nyp.33433074955489,"Banim, John,",,1826,,m,v. 1,Tales by the O'Hara family
13975,uiuo.ark:/13960/t55d9316v,"Banim, John,",,1842,,m,v.1,Father Connell
13975,uiuo.ark:/13960/t0zp49609,"Banim, John,",,1842,,m,v.3,Father Connell
14564,uiuo.ark:/13960/t82j6px37,"Banim, Michael,",,1835,,m,v.1,The mayor of Wind-Gap ; and Canvassing
14564,uiuo.ark:/13960/t8x92g77j,"Banim, Michael,",,1835,,m,v.2,The mayor of Wind-Gap ; and Canvassing
14564,uiuo.ark:/13960/t7vm4hj9x,"Banim, Michael,",,1835,,m,v.3,The mayor of Wind-Gap ; and Canvassing
13019,uiuo.ark:/13960/t58d05r35,"Banks, G. Linnaeus",,1865,,f,v.2,God's providence house
13019,uiuo.ark:/13960/t1zc8641b,"Banks, G. Linnaeus",,1865,,f,v.3,God's providence house
15070,uc1.b3579185,"Banks, G. Linnaeus",,1876,,f,v.1,The Manchester man
15070,uc1.b3579186,"Banks, G. Linnaeus",,1876,,f,v.2,The Manchester man
15070,uc1.b3579187,"Banks, G. Linnaeus",,1876,,f,v.3,The Manchester man
inu.32000009191661,inu.32000009191661,"Banks, Lynne Reid,",Lynne Reid,1960,1920.0,f,,The L-shaped room.
mdp.39015037444760,mdp.39015037444760,"Banville, John.",John,1995,1955.0,m,,Athena / | $c: John Banville.
uc2.ark+=13960=t01z44t2n,uc2.ark:/13960/t01z44t2n,"Baring, Maurice,",Maurice,1909,,m,,Orpheus in Mayfair
15048,uiuo.ark:/13960/t3611b029,"Baring-Gould, S.",,1894,,m,v.2,The queen of love
8205,mdp.39015063525862,"Baring-Gould, S.",,1896,,m,,Dartmoor idylls
15048,uiuo.ark:/13960/t18k7kz90,"Baring-Gould, S.",,1894,,m,v.1,The queen of love
15048,uiuo.ark:/13960/t07w6p56m,"Baring-Gould, S.",,1894,,m,v.3,The queen of love
13545,uc2.ark:/13960/t5r78b06g,"Barker, Bernard.",,1878,,m,v.1,Eliot the younger;
13545,uc2.ark:/13960/t6k07392m,"Barker, Bernard.",,1878,,m,v.2,Eliot the younger;
13545,uc2.ark:/13960/t0tq5wc9d,"Barker, Bernard.",,1878,,m,v.3,Eliot the younger;
mdp.39015079326008,mdp.39015079326008,"Barker, Dennis,",Dennis,2008,1968.0,m,,The clients of Miss May / | $c: Dennis Barker.
mdp.39015055889292,mdp.39015055889292,"Barker, Nicola,",Nicola,2002,1962.0,u,,Behindlings / | $c: Nicola Barker.
mdp.39015064950341,mdp.39015064950341,"Barker, Pat,",Pat,2007,1967.0,u,,Life class / | $c: Pat Barker.
mdp.39015059982119,mdp.39015059982119,"Barker, Pat,",Pat,2003,1963.0,u,,Double vision / | $c: Pat Barker.
uc1.b4973454,uc1.b4973454,"Barley, Nigel,",Nigel,1990,1950.0,m,,The coast / | $c: Nigel Barley.
10739,nyp.33433074936299,"Barnard, Frederick,",,1883,,m,,Behind a brass knocker;
