htid,author,title,year,authgender,female_category,shops
inu.30000056127578,"Ouida,",In Maremma,1882,f,,3.3184739444487463
nyp.33433074861299,"Maginn, William,",The red barn,1831,m,mixed,3.3174372797014304
uiuo.ark:/13960/t9m33gj6w,"Sheridan, Frederick.",Shot!,1866,m,mixed,3.316859597333245
uc1.32106018875911,"Christensen, Inger,",It / | $c: Inger Christensen ; translated by Susanna Nied ; with an introduction by Anne Carson,2007,f,mixed,3.315430011272462
uc1.$b300858,"Heslop, Harold,","Goaf, | $c: by Harold Heslop.",1934,m,,3.315063649222065
mdp.39015002966581,"Blackwood, Algernon,",Tales of the uncanny and supernatural.,1949,m,mixed,3.3143311679703036
uc2.ark:/13960/t1sf2mr8m,"Lynch, Lawrence L.",Against odds;,1894,m,,3.3142762449250145
nyp.33433075765598,"Penny, F. E.",The tea-planter,1906,m,mixed,3.313364788209723
njp.32101064787953,"Berkeley, Grantley F.","Sandron hall, or, The days of Queen Anne",1840,u,mixed,3.312958637711408
uc1.b3546644,"Loudon,",First love,1830,f,,3.3111486374623356
uiuo.ark:/13960/t2q536t5c,"Reynolds, George W. M.","Agnes, or, Beauty and pleasure",1857,m,mixed,3.3107375495576026
mdp.39015077120007,"Curzon, Clare.",Off track / | $c: Clare Curzon.,2008,f,mixed,3.3107101473266014
uiuo.ark:/13960/t58d05x5c,"Bradshaw, John,",Roger North,1885,f,high_female,3.3105457434658105
nyp.33433069253114,"Bengough, Julia M.","Gladys; or, The story ov Penbirth",1884,f,high_female,3.3101621979476996
nyp.33433074938279,"Burnand, F. C.",Chikkin Hazard,1881,u,mixed,3.3098335153741765
mdp.39015034025968,"Germain, Sylvie,",The medusa child / | $c: Sylvie Germain ; translated from the French by Liz Nash.,1994,f,,3.308628904182107
wu.89096955281,"Price, Nancey.",A vagabond's way : | haphazard wanderings on the fells / | $c: by Nancy Price ; with illustrations by A.S. Hartrick.,1936,u,high_male,3.3078627898514767
uc1.32106005237190,"Oz, Amos.","Where the jackals howl, and other stories / | $c: Amos Oz ; translated from the Hebrew by Nicholas de Lange & Philip Simpson.",1981,m,mixed,3.3073887063700305
uc2.ark:/13960/t72v2jq0r,"Shorthouse, J. H.","Blanche, Lady Falaise;",1891,u,,3.3071790589421988
njp.32101067646560,"Holmes, W. H. M.","Oakleigh, or, The minor of great expectations",1843,u,high_male,3.306167655761824
uiuo.ark:/13960/t14m9q06h,"Lytton, Rosina Bulwer Lytton,",Bianca Capello,1843,f,mixed,3.305184181388508
uc2.ark:/13960/t8x924504,"Vernède, R. E.",The judgement of Illingborough,1908,u,,3.305093148541903
uiuo.ark:/13960/t9z03sv4r,"Yonge, Charlotte M.",Chantry house,1886,f,,3.305074942574323
uc1.32106006075318,"Fitzgerald, F. Scott (Francis Scott),",The Bodley Head Scott Fitzgerald / | $n: Scott Fitzgerald with an introd. by J.B. Priestley.,1963,m,,3.3043650662525197
uiuo.ark:/13960/t53f5bq3g,"O'Meara, Kathleen,",Narka,1888,f,high_female,3.3038192150125547
mdp.39015046880368,"Singh, Ajay,","Give 'em hell, Hari / | $c: Ajay Singh.",1998,u,high_male,3.3033462897915586
uiuo.ark:/13960/t3gx4v10k,"Braddon, M. E.",Lady Audley's secret,1862,f,mixed,3.300765777660417
inu.32000011401025,"Lyulph,",Shakespeare,1899,u,,3.2996766316900943
uc1.32106017093730,"Enquist, Per Olov",Plays / | $c: Per Olov Enquist,2004,m,mixed,3.2994226010448173
uc1.b3741279,"Sinclair, Andrew,",A patriot for hire / | $c: [by] Andrew Sinclair,1978,m,mixed,3.299350028044475
mdp.39015066302327,"Sowande, Bode.",Without a home / | $c: Bode Sowande.,1982,u,high_female,3.299132328197684
njp.32101065702878,"Raine, Allen,",A Welsh witch,1902,f,,3.2988965191143564
uiuo.ark:/13960/t07w6zr52,"Oliphant,",The wizard's son,1884,f,mixed,3.297826732183491
uc1.$b784309,"Golding, Louis,",The dance goes on / | $c: by Louis Golding.,1937,m,mixed,3.2972830387760483
inu.30000114176047,"Apter, T. E.",Silken lines and silver hooks / | $c: [by] T. E. Apter.,1976,u,high_female,3.2969206760885332
uiuo.ark:/13960/t0sq9kb7g,"Gissing, George,",A life's morning,1888,m,,3.296033224014898
mdp.39015031239349,"Ireland, David,",The unknown industrial prisoner / | $c: David Ireland.,1982,m,,3.2958883792468896
mdp.39015011308346,"Goulianos, Joan,","By a woman writt : | literature from six centuries by and about women / | $c: Joan Goulianos, editor ; assistant editors, Sandra Adickes ... [et al.].",1973,f,,3.2957399265709144
uiuo.ark:/13960/t3zs38t6b,"Maturin, Charles Robert,","Fatal revenge; or, The family of Montorio",1807,m,high_male,3.295327225993541
inu.39000002910078,"White, Antonia,",Beyond the glass.,1954,f,high_female,3.2928586128833093
uc2.ark:/13960/t8pc3352k,"Patterson, J. E.",The passage of the barque Sappho,1919,m,high_male,3.291585062786985
mdp.39015061210376,"Shafqat, Khan.",Chain of being / | $c: by Khan Shafqat.,2005,u,high_male,3.2908448695728483
mdp.39015078783464,"Griffiths, Elly.",The crossing places / | $c: Elly Griffiths.,2009,f,high_female,3.28875246656435
uc1.b3354176,"Locke, William John,","The red planet, | $c: by William J. Locke ...",1925,m,,3.288635298566977
inu.30000110586488,,Scottish folk and fairy tales : | from Burns to Buchan / | $c: selected and edited by Gordon Jarvie.,2008,u,,3.2881757201104826
uiuo.ark:/13960/t4zg7692j,"Neale, W. Johnson","Scapegrace at sea, or, Soldiers afloat and sailors ashore",1863,m,high_male,3.2872569484393748
uiuo.ark:/13960/t17m0nz2t,"Gore,",The opera,1832,f,mixed,3.2872569484393748
dul1.ark:/13960/t5x64812v,"Skene, Felicia,",Hidden depths,1866,f,high_female,3.2869327986589316
inu.39000004507948,"Cleary, Jon,",The climate of courage.,1954,m,,3.285124136628313
mdp.39015016452107,"Bowen, John,",After the rain.,1958,m,mixed,3.2849892416602335
hvd.hn33ki,,"The Novels of Sterne, Goldsmith, Dr. Johnson, Mackenzie, Horace Walpole, and Clara Reeve",1823,f,,3.2847288670541697
inu.39000004236860,"Smith, Edward Ernest.",Search for tomorrow / | $c: Edward Lindall.,1974,m,,3.284359878259727
mdp.39015048899994,"Mavor, Elizabeth,",The white solitaire / | $c: Elizabeth Mavor.,1988,f,,3.2836768424163485
uiuo.ark:/13960/t4rj53p7q,"Spender, John Kent,",Mr. Nobody,1884,f,,3.2831018746511704
nyp.33433074881230,"Marshall, Emma,","Dayspring: A story of the time of William Tyndale, reformer, scholar, and martyr",1882,f,mixed,3.282697720987107
uiuo.ark:/13960/t6g16g55v,"Clifford, W. K.,",Aunt Anne,1892,f,high_female,3.282455276546857
uc1.$b116810,,"A century of nature stories, | $c: with an introduction by J. W. Robertson Scott ...",1937,u,high_male,3.2802333140495374
uiuo.ark:/13960/t41r7g420,"Tucker, Marwood,",Michael Tresidder,1872,m,mixed,3.280086594286089
dul1.ark:/13960/t1dj65z82,"Riddell, J. H.,","Home, sweet home",1873,f,high_female,3.277452763712043
uc1.32106015140988,"Dewitt, Helen,",The last Samurai / | $c: Helen DeWitt,2000,f,high_male,3.2761535336592016
uiuo.ark:/13960/t3st85m9j,"Marryat, Florence,",How they loved him,1882,f,high_female,3.275842300951632
uiuo.ark:/13960/t2v41b09b,"Lover, Samuel,","Rory O'More, a national romance",1837,m,high_male,3.2755740443512726
uc2.ark:/13960/t39z9256f,"Travers, John.",The Mortimers,1922,m,,3.2747159183940795
mdp.39015024233630,"Egerton, George,",Fantasias,1898,m,mixed,3.2746086842622306
mdp.39015002749052,"Ross Williamson, Hugh,",A wicked pack of cards.,1961,m,high_male,3.2730010146303146
uc2.ark:/13960/t5gb1zf4p,"Kingston, William Henry Giles,",Old Jack,1859,m,high_male,3.2715732995997775
uiuo.ark:/13960/t0sq98b2b,"Gore,",Preferment;,1840,f,mixed,3.270806417322191
mdp.39015013142420,"Gore,",Polish tales,1833,f,high_male,3.2695765898316167
uiuo.ark:/13960/t23b6nf6k,"Mackay, Charles,","The twin soul; or, The strange experiences of Mr. Rameses",1887,m,high_male,3.2695231400500235
uiuo.ark:/13960/t9w09fc9d,"Fenn, George Manville,",The master of the ceremonies,1886,m,high_female,3.269291544522302
uiuo.ark:/13960/t5v69z01g,"Laffan, De Courcy,",Bonnie Kate,1891,f,high_female,3.2690421706440014
njp.32101007066028,"Brunton, Mary,",Discipline;,1814,f,,3.2690421706440014
uiuo.ark:/13960/t3fx7wz8s,"St. Leonards, Eden.",Oberon spell,1869,f,mixed,3.2689353077702594
njp.32101063883076,"Norris, W. E.",My friend Jim,1886,f,,3.268721602981074
uc1.32106001965570,"Allingham, Margery,","Sweet danger,",1933,f,,3.2686859882327304
mdp.39015016464805,"Green, Peter,",Achilles his armour.,1955,m,high_male,3.268681536443756
uc2.ark:/13960/t21c26g3d,"Quiller-Couch, Arthur Thomas,",Dead man's rock,1887,m,mixed,3.2685346342101176
uc2.ark:/13960/t6pz53x2h,"Aicard, Jean,",The diverting adventures of Maurin,1910,f,,3.2676107883437786
mdp.39015053541374,"Gibson, John Frederic.",File on Helen Morgan / | $c: John Gibson.,1968,m,,3.2675467259181805
uiuo.ark:/13960/t0tq5v60d,"Gautier, Théophile,",Mademoiselle de Maupin,1899,f,,3.2674399607907203
uiuo.ark:/13960/t1jh46p9h,"Russell, William Clark,",The emigrant ship,1893,m,,3.266959604044496
mdp.39015034934185,"Mo, Timothy.",Brownout on Breadfruit Boulevard / | $c: Timothy Mo.,1995,m,,3.266906239790918
mdp.39015040364153,"Makepeace, Maggie.",The would-begetter / | $c: Maggie Makepeace.,1997,f,high_female,3.264027156705944
inu.32000009368053,"Trollope, Anthony,",Framley parsonage,1882,m,high_female,3.2626693529311006
uc1.b3114119,"Hallé, Clifford.",To Menelek in a motor-car,1913,m,,3.26253629571629
uiuo.ark:/13960/t5db8dn39,"Gerard, E. D.",Reata,1880,f,mixed,3.2607632359814356
inu.32000009195985,"Kingsley, Henry,",Silcote of Silcotes,1867,m,,3.260196263815082
uiuo.ark:/13960/t1sf38s5v,"Lewis, Arthur,",The master of Riverswood,1876,f,,3.259133722256624
uc2.ark:/13960/t1vd6qz0g,"Cox, Edmund Charles,","John Carruthers, Indian policeman",1905,m,,3.258956699328655
umn.31951002090654w,"Oppenheim, E. Phillips (Edward Phillips),",The man and his kingdom.,1927,m,high_male,3.258567316569815
inu.30000111998013,"Glasgow, Ellen Anderson Gholson,",The romance of a plain man,1909,f,high_female,3.258050643139197
mdp.39015003465526,"Munro, Alice.","Dance of the happy shades, and other stories.",1974,f,high_female,3.256975355553143
mdp.39015008162862,"Grimm, Jacob,",German popular stories and fairy tales,1888,m,,3.256692503093858
mdp.39015084108151,"Hudson, Robert.",The Kilburn Social Club / | $c: Robert Hudson.,2009,m,mixed,3.2560259737843396
nyp.33433074890439,"Mee, Huen,",The jewel of death,1905,u,,3.255384949270251
uiuo.ark:/13960/t13n2j57j,"Gore,",The birthright and other tales,1844,f,,3.2553143005957224
inu.30000115166245,"Lake, Elizabeth.",Siamese counterpart / | $c: Elizabeth Lake.,1958,f,mixed,3.2527377209151034
uc1.32106005226854,"Avery, Gillian,",The lost railway / | $c: Gillian Avery.,1980,f,,3.2525966563306374
uc2.ark:/13960/t49p2xg2r,Jatakas.,The giant crab,1897,m,high_male,3.2513981011835087
nyp.33433075742373,"Reid, Grace Stuart.",Americans in exile,1898,f,,3.250816767712888
uc1.b3578247,,A. E. Housman; | catalogue of an exhibition on the centenary of his birth. | $c: Assembled by John Carter [and] Joseph W. Scott.,1959,u,,3.2488980820671656
mdp.39015005394468,"(Jiddu), Krishnamurti, J.","The only revolution, | $c: by J. Krishnamurti; edited by Mary Lutyens.",1970,u,high_male,3.2484407484407485
uc1.$b396517,"Hill, Susan,",I'm the king of the castle,1973,f,,3.2480187085877614
uc1.b3325476,"Lytton, Rosina Bulwer Lytton,",Memoirs of a Muscovite,1844,f,mixed,3.247807729782397
uiuo.ark:/13960/t13n2fg6v,"Baring-Gould, S.",Mrs. Curgenven of Curgenven,1893,m,high_female,3.2464370353536993
nyp.33433074875380,"Lysaght, Sidney Royse,",One of the Grenvilles,1899,m,,3.24640692319465
uc2.ark:/13960/t2s46m773,"Mille, Pierre,",Joffre chaps and some others,1915,m,,3.2449621961904143
inu.30000125114375,"Jones, Nina.",Bush town blues : | a '70s African tale / | $c: Nina Jones.,2007,f,mixed,3.244716519933375
njp.32101073408369,"Gore,","Greville, or, A Season in Paris",1841,f,,3.2445936957544492
mdp.39015039610442,"Munroe, Hector Hugh,",The chronicles of Clovis,1911,m,high_female,3.2440674117208155
mdp.39015051364886,"Brown, Ivor John Carnegie,",Years of plenty,1915,m,high_male,3.2439095598014727
uc1.$b244280,"Dunsany, Edward John Moreton Drax Plunkett, Baron,",Jorkens borrows another whiskey / | $c: Lord Dunsany.,1954,m,high_male,3.243348432922149
uc2.ark:/13960/t87h1n468,"Weyman, Stanley John,",The red cockade,1895,m,,3.2432362308405818
mdp.39015053747898,"Welch, Denton.",Brave and cruel : | and other stories / | $c: by Denton Welch.,1948,m,high_female,3.241561135843022
mdp.39015006100492,,A Book of railway journeys / | $c: compiled by Ludovic Kennedy.,1981,u,,3.240598214430384
inu.32000001390089,"Vidal, Gore,","Washington, D.C.",1967,m,mixed,3.239516923236407
uiuo.ark:/13960/t24b3pz7c,"Robinson, F. W.",The man she cared for,1884,m,mixed,3.2376080551688413
mdp.39015065597059,"Trollope, Anthony,",The chronicles of Barsetshire,1891,m,high_female,3.237293622531564
mdp.39015029497784,"Millar, George Reid.","Maquis, | $c: by George Millar.",1945,m,high_male,3.2370491060349385
uc1.$b243684,"Millin, Sarah Gertrude Liebson,","Two bucks without hair, | and other stories.",1957,f,high_female,3.236507808075087
uiuo.ark:/13960/t7dr3gk12,"St. Leonards, Eden.",Oberon spell,1869,f,mixed,3.236385604556831
uiuo.ark:/13960/t7br93s5s,"Cornish,",Northwode priory,1857,f,,3.2363768760872205
uc2.ark:/13960/t9w09303f,"Bell, John.",In the shadow of the bush,1899,m,,3.2350419746696213
uc1.32106018078599,"Beaumont, Sebastian,",Heroes are hard to find / | $c: Sebastian Beaumont,1993,m,high_male,3.2346059710826225
nyp.33433074871454,"Keary, C. F.",The journalist,1898,u,mixed,3.234335707874799
nnc1.0022269789,"Trollope, Anthony,",The chronicles of Barsetshire,1887,m,,3.234283404083283
mdp.39015073316781,"Carlyle, Thomas,",[Works],1885,m,high_male,3.233958411294831
njp.32101009810746,"Smollett, T.",[Smollett's novels],1894,m,high_male,3.2337866024221062
mdp.39015002998337,,Contemporary Chinese short stories / | $c: edited and translated by Yuan Chia-hua and Robert Payne.,1946,u,,3.233682032045789
mdp.39015062286078,"James, G. P. R.",Richelieu,1829,m,,3.2335774684322
uiuo.ark:/13960/t3dz0v47h,"Phillpotts, Eden,",Some every-day folks,1894,m,,3.233368361490583
uc1.b3477144,"Blackwood, Caroline.",The stepdaughter / | $c: Caroline Blackwood.,1976,f,high_female,3.2320620555914674
uiuo.ark:/13960/t3dz0v442,"Pickering, Ellen,",The merchant's daughter,1836,f,,3.2315920438203882
uc1.b3321949,"Clarke, Charles.","Which is the winner? or, The first gentleman of his family",1864,m,,3.2312787785766215
mdp.39015065597034,"Trollope, Anthony,",The chronicles of Barsetshire,1891,m,,3.22964034725093
uiuo.ark:/13960/t2f76q341,"Cuthbertson, Catherine.","Santo Sebastiano, or, The young protector",1814,f,high_female,3.2281320951653343
nnc1.0030180970,"Trollope, Anthony,",The chronicles of Barsetshire,1887,m,,3.2259521397740545
nyp.33433076043953,"Savile, Frank",The red wall,1914,m,high_male,3.2255983484936457
umn.31951002058296g,"Glover, Halcott.",Both sides of the blanket / | $c: Halcott Glover.,1945,u,high_female,3.2253209194314834
nyp.33433074930565,"Brougham and Vaux, Henry Brougham,",Albert Lunel;,1844,m,,3.225182222795588
njp.32101072795097,"C.,","A winter in Paris; or, Memoirs of Madame de C****",1811,u,,3.224974200206398
mdp.39015061465244,,The Seven cardinal virtues / | $c: Kathy Acker ... [et al.] ; with illustrations by Grizelda Holderness ; edited by Alison Fell.,1990,u,high_female,3.224974200206398
uiuo.ark:/13960/t52f8115k,"Cartwright, Fairfax L.,",Olga Zanelli,1890,m,,3.2238825217209084
uiuo.ark:/13960/t6057vg1x,"Beale, Anne.",Country landlords,1860,f,high_female,3.2238305554660047
mdp.39015015327607,"Morrison, Nancy Brysson.",The gowk storm / | $c: Nancy Brysson Morrison ; introduced by Edwin Morgan.,1988,f,high_female,3.223726627981947
mdp.39015065792957,"Gyp,",Chiffon's marriage,1895,f,high_male,3.223726627981947
uc2.ark:/13960/t29887w0g,"Marryat, Frederick,",The king's own,1830,m,,3.2217013804990415
uiuo.ark:/13960/t5z615f3n,"Ormsby, Anne.",The soldier's family,1807,f,,3.221303554171588
mdp.39015037453647,"Darko, Amma,",Beyond the horizon / | $c: Amma Darko.,1995,f,,3.220560055393633
uc1.$b244767,"Strong, L. A. G. (Leonard Alfred George),","The last enemy; | a study of youth, | $c: by L. A. G. Strong.",1936,m,high_male,3.219289985593677
uc1.b3324271,"Deale,",Life in the West;,1828,m,high_male,3.218228043639172
mdp.39015030708252,"Nichols, Beverley,","Self,",1938,m,high_female,3.2181935207037116
uiuo.ark:/13960/t6f19ht82,"Murray, David Christie,",Joseph's coat,1881,m,,3.217865589754316
nyp.33433006838928,A. E.,A month in the coasting trade,1877,u,high_male,3.2177620464966616
mdp.39015033388243,"Mauriac, François,",A kiss for the leper | =Le baiser au lépreux ; [Genetrix] / | $c: François Mauriac ; translated by Gerard Hopkins.,1950,m,,3.216726980297547
mdp.39015063608379,"Oliphant, Laurence,",Masollam; a problem of the period,1886,m,mixed,3.2164165902767725
uiuo.ark:/13960/t1fj3175q,"Morier, James Justinian,",Abel Allnutt,1837,m,mixed,3.216261417728033
inu.30000041655147,"Tacitus, Cornelius.","The reign of Nero, | $c: translated by G. G. Ramsay with an introduction by Dr. A. S. Osley and illustrations by Eric Fraser.",1952,m,high_male,3.2160028300824903
mdp.39015011825448,"Asher, Michael,",A desert dies / | $c: Michael Asher.,1986,m,high_male,3.2157856485918073
mdp.39015059376148,,The New British novelist;,1830,u,,3.2157442840145354
uc2.ark:/13960/t15m6438z,"Turner, Ethel,",The story of a baby,1896,f,mixed,3.2148138622773743
mdp.39015063553534,"Sherwood,",The lady of the manor,1860,f,high_female,3.214727739349875
uiuo.ark:/13960/t58d0974k,"Gore,","Fascination, and other tales",1842,f,,3.2140389220113454
mdp.39015032205018,"Appignanesi, Lisa.",Dreams of innocence / | $c: Lisa Appignanesi.,1994,f,high_female,3.2138220056820375
uiuo.ark:/13960/t85h8377h,"Norris, W. E.",A bachelor's blunder,1886,f,mixed,3.213006249297155
njp.32101037077292,"Fenn, George Manville,",Sweet mace,1884,m,mixed,3.2129546330805807
mdp.39015002710260,"Powell, Anthony,",Venusberg.,1962,m,,3.211819495744339
wu.89086054038,"Sheppard, Elizabeth Sara,",Charles Auchester,1853,f,,3.2117988643079216
uiuo.ark:/13960/t82j72z1n,"Tabor, Eliza.",Hope Meredith,1874,f,high_female,3.21145848387045
mdp.39015059405376,"Hyne, Charles John Cutcliffe Wright,","The escape agents, | $c: by C. J. Cutcliffe Hyne.",1925,m,mixed,3.2109600770630418
mdp.39015063994266,"Galt, John,",Stanley Buxton;,1832,m,,3.2101698179833713
inu.39000003271397,"Dawson, W. J.",London idylls,1895,u,,3.210101118185223
mdp.39015015472767,"Lady, Asquith, Cynthia,",The third ghost book.,1956,f,,3.209989487284429
mdp.39015073678107,"Donald, Elsie Burch.",A model American / | $c: Elsie Burch Donald.,2007,f,mixed,3.209379947794086
uiuo.ark:/13960/t0dv1wh9b,"Davies, Edward William,",Frank Raleigh of Watercombe,1877,m,high_male,3.208418891170431
uc2.ark:/13960/t81j9fh48,"Dearmer, Mabel (White),",Letters from a field hospital,1915,f,mixed,3.208213025344883
uiuo.ark:/13960/t7kp8942d,"Carr, Alice Vansittart (Strettell),",Margaret Maliphant,1889,f,mixed,3.2081615630163136
inu.30000037512682,"Thomas, Donald, 1926-",The raising of Lizzie Meek / | $c: Donald Thomas.,1993,m,mixed,3.207252667365135
mdp.39015080889481,"Hill, Reginald.",Midnight fugue / | $c: Reginald Hill.,2009,m,mixed,3.207184092366902
mdp.39015048881406,"MacBeth, George.",The lion of Pescara / | $c: George MacBeth.,1984,m,,3.206944102964285
mdp.39015082681100,"Cain, Tom.",The survivor / | $c: Tom Cain.,2008,m,,3.206926962238435
nyp.33433075765945,"Peacock, Thomas Love,","Maid Marian, and Crotchet castle",1856,m,,3.2067110047908263
uiuo.ark:/13960/t6j10dg2z,"Dickens, Helen.",Wild wood;,1872,f,mixed,3.204871404534893
mdp.39015066973192,"Stancu, Zaharia.",A gamble with death: | $c: a novel transisted from the Romanian by Richard A. Hillard.,1969,u,,3.203622228866772
uc2.ark:/13960/t5m903j84,"Hamilton, M.",Across an Ulster bog,1896,u,high_female,3.2029210640103773
uiuo.ark:/13960/t4cn7g63f,"Ouida,",The tower of Taddeo,1892,f,high_female,3.2012292720404636
uc1.$b86293,"Barker, Ronald E. (Ronald Ernest)",Tendency to corrupt.,1957,m,high_male,3.200751109593718
mdp.39015073483847,"Henty, G. A.",The lion of St. Mark,1889,m,high_male,3.200061441179671
njp.32101068169588,"Galt, John,",Eben Erskine;,1833,m,,3.19959045242209
uc2.ark:/13960/t6057g26d,"Pratt, Ambrose,",The golden kangaroo,1913,m,high_male,3.199539266345646
uc1.$b300115,"Das, Frieda Hauswirth.","Into the sun, | $c: by Frieda H. Das.",1933,f,high_female,3.199308949266958
njp.32101063579088,,The lairds of Fife,1828,u,high_female,3.198720511795282
mdp.39015073749023,,The British essayists;,1823,m,high_male,3.1986437750393835
mdp.39015037803387,"Beyala, Calixthe.",Your name shall be Tanga / | $c: Calixthe Beyala ; translated from the French by Marjolijn de Jager.,1996,u,high_female,3.1986181969389222
uiuo.ark:/13960/t45q58q09,"Cuthbertson, Catherine.","Santo Sebastiano, or, The young protector",1814,f,high_female,3.1978851319660597
uiuo.ark:/13960/t82j71x1s,"Ponsonby, Emily,",Pride and irresolution,1850,f,high_female,3.197851044098366
mdp.39015003344630,"Faulkner, William,",A fable.,1955,m,,3.1961305512792513
mdp.39015058599617,"Jókai, Mór,",Timar's two worlds,1888,m,,3.1957560359842128
uc2.ark:/13960/t41r71522,"Williamson, Henry,",Dandelion days,1922,m,high_male,3.1957305040465935
uc1.b4353999,"Okudzhava, Bulat Shalvovich,","The extraordinary adventures of secret agent Shipov in pursuit of Count Leo Tolstoy, in the year 1862; | $c: translated [from the Russian] by Heather Maisner.",1973,u,high_male,3.1935957759373204
uiuo.ark:/13960/t5w675616,"Collins, Wilkie,",The Queen of Hearts,1859,m,,3.1929499664740253
mdp.39015039248003,"Le Fanu, Joseph Sheridan,",The cock and anchor,1895,m,,3.192321402918846
mdp.39015082722680,"Arnold, Gaynor.",Girl in a blue dress / | $c: Gaynor Arnold.,2008,u,,3.192253464925115
uiuo.ark:/13960/t3126888n,"Gore,",The manners of the day,1830,f,high_female,3.190912281821373
nyp.33433074867478,"Jefferies, Richard,",Restless human hearts,1875,m,mixed,3.189131440052302
nc01.ark:/13960/t0qr58d6c,"O'Donnell, Elliott,",The Banshee,1920,m,,3.188775510204082
uc1.b4238430,,Fairy and folk tales of Ireland / | $c: edited by W.B. Yeats ; with a foreword by Kathleen Raine ; and a list of sources by Mary Helen Thuente.,1988,u,high_male,3.1865545606424095
inu.39000002070832,"Isaacs, Susan,",Compromising positions / | $c: Susan Isaacs.,1978,f,,3.185753311192348
inu.39000005498550,"Kavčič, Vladimir,",The golden bird : | folk tales from Slovenia / | $c: told by Vladimir Kavc̆ic̆ ; translated by Jan Dekker and Helen Lenc̆ek ; illustrated by Mae Gerhard.,1970,m,high_male,3.184409132885393
uiuo.ark:/13960/t03x8wg41,"Russell, William Clark,",The frozen pirate,1887,m,,3.184257033227722
mdp.39015073483789,"Henty, G. A.",In times of peril,1893,m,high_male,3.184003566083994
mdp.39015028919572,"Tizón, Héctor.",The man who came to a village / | $c: Héctor Tizón ; translated by Miriam Frank.,1993,u,high_female,3.183496752833312
inu.32000009196025,"Kingsley, Henry,",Stretton,1869,m,,3.1834460803820135
mdp.39015008877378,"Linklater, Eric,",The dark of summer.,1956,m,,3.182990100900786
uc1.b2838848,"Butler, William,",Spying at the fountain of youth : | a novel.,1968,m,high_male,3.182719952471382
uc1.32106014344920,"Isler, Alan,",Op. non cit. : | four tales / | $c: Alan Isler,1997,m,mixed,3.182584895452086
uc1.b4948564,"Mankowitz, Wolf.",The devil in Texas / | $c: Wolf Mankowitz ; illustrated by Ralph Steadman.,1984,u,high_male,3.1815217218395557
mdp.39076007044089,"Andrzejewski, Jerzy,",Ashes and diamonds; | a novel.,1962,u,mixed,3.1798524548460954
mdp.39015019555559,"McDermid, Val.",Report for murder / | $c: Val McDermid.,1987,m,high_female,3.1794143518763844
uiuo.ark:/13960/t7kp8kt4n,"Pardoe,",The romance of the harem,1839,f,,3.1793469621339776
nyp.33433034410146,"Broughton, Rhoda,",Nancy,1874,f,,3.178740582981023
njp.32101066455278,"Bodkin, M. McDonnell",The quests of Paul Beck,1908,m,high_male,3.178673221797222
uc2.ark:/13960/t1qf8m715,"Penny, F. E.",Dilys,1911,m,mixed,3.178083933196676
mdp.39015013142438,"Gore,",Polish tales,1833,f,high_male,3.177023764137756
mdp.39015031224150,"Berckman, Evelyn.",Wait; | a novel.,1973,f,,3.1755608834410376
mdp.39015013018331,"Kirst, Hans Hellmut,",Camp 7 last stop; | $c: translated by J. Maxwell Brownjohn.,1969,m,high_male,3.1742756699705588
nyp.33433074797675,"Fleming, George,",Little stories about women,1897,f,mixed,3.1737467667454813
mdp.39015010720897,"Halley, David.","With Wingate in Burma, | being the story of the adventures of Sargent Tony Aubret of the King's (Liverpool) regiment during the 1843 Wingate expedition into Burma, | $c: by David Halley.",1945,m,high_male,3.1727398194711043
mdp.39015077108242,"Anthony, Peter,",A town called Immaculate / | $c: Peter Anthony.,2007,m,mixed,3.172555281775785
mdp.39015028698366,"Kim, Tong-ni,",The shaman sorceress / | $c: Kim Dong-ni ; translated by Hyun Song Shin and Eugene Chung.,1989,u,mixed,3.170928923628177
mdp.39015005769644,"Ayrton, Michael,",The maze maker.,1967,m,,3.170225244503622
uiuo.ark:/13960/t87h27b6c,"Smythies, Gordon,",The breach of promise;,1845,f,,3.170024250685518
uc1.$b106091,"Leslie, Doris.",The Peverills / | $c: by Doris Leslie,1946,f,high_female,3.1698936183701676
uc1.$b785389,"Turner, George,",A stranger and afraid / | $c: by G. R. Turner.,1961,m,mixed,3.168919240093166
uc2.ark:/13960/t4qj7c31z,"Conway, Hugh,","At what cost, and other stories",1885,m,,3.167965532535006
uc2.ark:/13960/t20c4xb66,,Tales from  Blackwood.,1889,u,mixed,3.16641071513386
uc1.$b701658,"Orpaz, Yitsḥaḳ.",The death of Lysanda; | $c: translated from the Hebrew by Richard Flint.,1970,u,high_female,3.1655587211142766
mdp.39015000545601,"Phelps, Gilbert.",The old believer.,1973,m,,3.165491917443971
uc1.$b87155,"Connolly, Roy.",Southern saga.,1940,m,,3.1626803716149436
uiuo.ark:/13960/t5db8q110,"Williams, F.,","The secret marriage, or, Contrasts in life",1855,u,,3.159008703068977
uc1.b4097359,"Firbank, Ronald,",The works of Ronald Firbank.,1929,m,high_female,3.158659464923087
inu.32000004080067,"Benn, June Wedgwood.","The woman's view: | an anthology of prose passages about women, from the eighteenth century to the present day; | $c: edited by June Wedgwood Benn.",1967,f,high_female,3.1576620670055893
uiuo.ark:/13960/t9w09nn61,"Palmer, John,",Like master like man,1811,m,mixed,3.156964263164541
