docid,htid,author,firstname,inferreddate,birthdate,authgender,enumcron,title
mdp.39015002149014,mdp.39015002149014,"(Victor Sawdon), Pritchett, V. S.",Pritchett V. S,1961,1900.0,u,,When my girl comes home.
11244,inu.39000000258256,"A. L. O. E.,",,1870,,f,,Claudia
11242,inu.30000000704563,"A. L. O. E.,",,1860,,f,,Idols in the heart
11240,inu.39000003450728,"A. L. O. E.,",,1893,,f,,The blacksmith of Boniface Lane
8522,uc2.ark:/13960/t55d8t254,"A. L. O. E.,",,1888,,f,,Pride and his prisoners
7465,nyp.33433082289871,"A. L. O. E.,",,1861,,f,,"The giant killer, or, The battle which all must fight"
mdp.39015051842584,mdp.39015051842584,"Abbasi, Talat.",Talat,2001,1961.0,u,,Bitter gourd and other stories / | $c: Talat Abbasi.
mdp.39015012940006,mdp.39015012940006,"Abelard, Peter,",Peter,1908,,m,,The love letters of Abelard and Heloise
mdp.39015080896601,mdp.39015080896601,"Aberdein, John.",John,2009,1969.0,m,,Strip the willow / | $c: John Aberdein.
mdp.39015053382977,mdp.39015053382977,"Aboulela, Leila,",Leila,2001,1961.0,f,,Coloured lights / | $c: Leila Aboulela.
uc1.$b322889,uc1.$b322889,"Abrahams, Peter,",Peter,1954,1914.0,m,,Mine boy / | $c: by Peter Abrahams.
mdp.39015066017982,mdp.39015066017982,"Abrahams, Peter,",Peter,1956,1916.0,m,,Mine boy.
inu.30000044867673,inu.30000044867673,"Abrahams, Peter,",Peter,1975,1935.0,m,,Mine boy / | $c: Peter Abrahams ; illustrated by Ruth Yudelowitz.
uc1.b4137344,uc1.b4137344,"Acōkamittiran̲,",Acōkamittiran̲,1993,1953.0,u,,Water (Tannir) / | $c: Ashokamitran ; translated from the Tamil by Lakshmi Holmström.
mdp.39015011808816,mdp.39015011808816,"Acton, Harold,",Harold,1928,1904.0,m,,Humdrum.
mdp.39015040177134,mdp.39015040177134,"Adair, Gilbert.",Gilbert,1997,1957.0,m,,The key of the tower : | a novel / | $c: Gilbert Adair.
uc1.$b322893,uc1.$b322893,"Adam, Ruth.",Ruth,1954,1914.0,f,,Fetch her away / | $c: Ruth Adam.
1612,mdp.39015064364675,"Adams, William,",,1867,,m,,Sacred allegories
mdp.39015016455894,mdp.39015016455894,"Adamson, Margot Robert,",Margot Robert,1931,1891.0,m,,"The forester's wife, | $c: by Margot Robert Adamson; with a preface by Sir Arthur Quiller-Couch."
uc1.$b252112,uc1.$b252112,"Addison, Doris Maureen.",Doris Maureen,1965,1925.0,f,,"Bird of time, | $c: by Doris M. Addison."
mdp.39015028925991,mdp.39015028925991,"Adimora-Ezeigbo, Akachi.",Akachi,1992,1952.0,u,,Rhythms of life : | stories of modern Nigeria / | $c: Akachi Adimora-Ezeigbo.
mdp.39015041544001,mdp.39015041544001,"Adisa, Opal Palmer,",Opal Palmer,1997,1957.0,f,,It begins with tears / | $c: by Opal Palmer Adisa.
mdp.39015064952313,mdp.39015064952313,"Afolabi, Segun,",Segun,2007,1967.0,u,,Goodbye Lucille / | $c: Segun Afolabi.
11840,nyp.33433006640308,"Agnew, Charles,",,1865,,f,,Holmdale rectory
11238,uc2.ark:/13960/t7fr03d2x,"Aguilar, Grace,",,1876,,f,,Home scenes and heart studies
11539,uc1.b4104878,"Aguilar, Grace,",,1847,,f,v.2,Home influence;
11539,uc1.b4104877,"Aguilar, Grace,",,1847,,f,v.1,Home influence;
mdp.39015021856607,mdp.39015021856607,"Aidoo, Ama Ata,",Ama Ata,1991,1951.0,f,,Changes : | a love story / | $c: Ama Ata Aidoo.
mdp.39015062632255,mdp.39015062632255,"Aidoo, Ama Ata,",Ama Ata,2004,1964.0,f,,Changes : | a love story / | $c: Ama Ata Aidoo.
uc1.$b322906,uc1.$b322906,"Aiken, Conrad,",Conrad,1939,1889.0,m,,A heart for the gods of Mexico.
uc2.ark+=13960=t8gf0v696,uc2.ark:/13960/t8gf0v696,"Aitken, J. R.",J. R,1913,,u,,"My garden of the red, red rose"
uc1.32106017520823,uc1.32106017520823,"Alcoe, Tony",Tony,2004,1964.0,m,,The gardener's boy / | $c: Tony Alcoe
mdp.39015028035239,mdp.39015028035239,"Aldanov, Mark Aleksandrovich,",Mark Aleksandrovich,1945,1886.0,m,,The fifth seal / | $c: by Mark Aldanov ; translated from the Russian by Nicholas Wreden.
mdp.39015015401956,mdp.39015015401956,"Aldiss, Brian Wilson,",Brian Wilson,1970,1930.0,m,,The hand-reared boy | $c: [by] Brian W. Aldiss.
uc1.32106016491844,uc1.32106016491844,"Aldridge, Kitty,",Kitty,2001,1961.0,f,,Pop / | $c: Kitty Aldridge
mdp.39015054132066,mdp.39015054132066,"Aldridge, Kitty,",Kitty,2001,1961.0,f,,Pop / | $c: Kitty Aldridge
13964,uiuo.ark:/13960/t0dv24429,"Alexander,",,1887,,f,v.3,Mona's choice
13964,uiuo.ark:/13960/t56d6f57f,"Alexander,",,1887,,f,v.1,Mona's choice
4115,nyp.33433034410898,"Alexander,",,1867,,f,,Which shall it be?
2871,nyp.33433034410880,"Alexander,",,1882,,f,,Look before you leap
2863,nyp.33433034410401,"Alexander,",,1874,,f,,The wooing o't
279,nyp.33433074850029,"Alexander,",,1899,,f,,"Brown, V.C"
13964,uiuo.ark:/13960/t9v12mm90,"Alexander,",,1887,,f,v.2,Mona's choice
13698,uiuo.ark:/13960/t2794dz8h,"Alexander, G. G.",,1881,,u,v.1,Doctor Victoria
13698,uiuo.ark:/13960/t8gf12d5t,"Alexander, G. G.",,1881,,u,v.2,Doctor Victoria
13698,uiuo.ark:/13960/t3qv3s85d,"Alexander, G. G.",,1881,,u,v.3,Doctor Victoria
uc1.$b119540,uc1.$b119540,"Alexander, Joan.",Joan,1969,1929.0,f,,Where have all the flowers gone?
uc1.32106012493554,uc1.32106012493554,"Alexander, L. A",L. A,2000,1960.0,u,,Intimate cartographies : | a three-dimensional novel
mdp.39015062087070,mdp.39015062087070,"Ali, Monica.",Monica,2003,1963.0,f,,Brick Lane / | $c: Monica Ali.
uc1.$b485541,uc1.$b485541,"Allen, Johannes,",Johannes,1969,1929.0,m,,Tumult: | a novel; | $c: translated by Frederick Marker.
nyp.33433074946165,nyp.33433074946165,"Allonby, Edith.",Edith,1903,,f,,Jewel sowers
uc1.$b322918,uc1.$b322918,"Almedingen, E. M. (Edith Martha),",E. M. Edith Martha,1947,1898.0,f,,The almond tree.
mdp.39015016466685,mdp.39015016466685,"Almedingen, E. M. (Edith Martha),",E. M. Edith Martha,1961,1898.0,f,,Frossia; | a novel of Russia.
mdp.39015064952305,mdp.39015064952305,"Alvarez, Maria,",Maria,2007,1967.0,f,,"Mirror, mirror / | $c: Maria Alvarez."
mdp.39015066740286,mdp.39015066740286,"Amis, Martin.",Martin,2006,1966.0,m,,House of meetings / | $c: Martin Amis.
194,uc2.ark:/13960/t3hx16q77,"Andersen, H. C.",,1866,,m,,What the moon saw
1818,uiuo.ark:/13960/t1pg2118k,"Anderson,",,1852,,f,v.2,"The three paths, or, Truth, vanity, and profession"
1818,uiuo.ark:/13960/t6d22890z,"Anderson,",,1852,,f,v.1,"The three paths, or, Truth, vanity, and profession"
mdp.39015034025976,mdp.39015034025976,"Anderson, Barbara,",Barbara,1994,1954.0,f,,All the nice girls / | $c: Barbara Anderson.
uc1.b4098088,uc1.b4098088,"Anderson, Sherwood,",Sherwood,1929,1876.0,m,,Alice | and The lost novel / | $c: by Sherwood Anderson.
15024,uc2.ark:/13960/t5cc10k9q,"Anstey, F.,",,1889,,m,v.2,The pariah
15024,uc2.ark:/13960/t46q1z75h,"Anstey, F.,",,1889,,m,v.3,The pariah
12084,nyp.33433074859970,"Anstey, F.,",,1896,,m,,The statement of Stella Maberly
15024,uc2.ark:/13960/t0rr1v149,"Anstey, F.,",,1889,,m,v.1,The pariah
3733,njp.32101067633543,"Anstey, F.,",,1898,,m,,Love among the lions
uc1.b3477375,uc1.b3477375,"Anthony, Michael,",Michael,1981,1941.0,m,,All that glitters / | $c: Michael Anthony
mdp.39015013268829,mdp.39015013268829,"Anthony, Michael,",Michael,1970,1930.0,m,,The year in San Fernando. | $c: Introd. by Paul Edwards & Kenneth Ramchand.
mdp.39015032438205,mdp.39015032438205,"Antunes, António Lobo,",António Lobo,1993,1953.0,u,,Act of the damned / | $c: António Lobo Antunes ; translated from the Portuguese by Richard Zenith.
mdp.39015032205018,mdp.39015032205018,"Appignanesi, Lisa.",Lisa,1994,1954.0,f,,Dreams of innocence / | $c: Lisa Appignanesi.
inu.30000114176047,inu.30000114176047,"Apter, T. E.",T. E,1976,1936.0,u,,Silken lines and silver hooks / | $c: [by] T. E. Apter.
inu.30000082138573,inu.30000082138573,Apuleius.,Apuleius,1960,1920.0,m,,"The transformations of Lucius; | otherwise known as The golden ass, | $c: by Lucius Apuleius. Translated by Robert Graves. Lithographs by Michael Ayrton."
mdp.39015008982939,mdp.39015008982939,Apuleius.,Apuleius,1903,,m,,The story of Cupid & Psyche
mdp.39015073624267,mdp.39015073624267,"Archibald, Malcolm.",Malcolm,2008,1968.0,m,,Powerstone : | stealing the Scottish crown jewels / | $c: Malcolm Archibald.
uc1.b4973449,uc1.b4973449,"Arden, Andrew,",Andrew,1986,1946.0,m,,The object man / | $c: Andrew Arden.
uc1.32106013199465,uc1.32106013199465,"Arditti, Michael",Michael,1996,1956.0,m,,Pagan and her parents / | $c: Michael Arditti
mdp.39015069131202,mdp.39015069131202,"Arditti, Michael.",Michael,2006,1966.0,m,,A sea change / | $c: Michael Arditti.
2084,dul1.ark:/13960/t5fb5k557,"Argus, Arabella.",,1821,,f,v.1,Ostentation and liberality
2084,dul1.ark:/13960/t3pv70m81,"Argus, Arabella.",,1821,,f,v.2,Ostentation and liberality
mdp.39015058135206,mdp.39015058135206,"Armitage, Simon,",Simon,2004,1964.0,m,,The white stuff / | $c: Simon Armitage.
uc1.$b299592,uc1.$b299592,"Armstrong, Martin Donisthorpe,",Martin Donisthorpe,1929,1889.0,m,,The fiery dive and other stories [by] Martin Armstrong.
mdp.39015063753480,mdp.39015063753480,"Armstrong, Martin,",Martin,1924,1882.0,m,,"The bazaar and other stories, | $c: by Martin Armstrong."
mdp.39015065238779,mdp.39015065238779,"Armstrong, Thomas,",Thomas,1954,1914.0,m,,Pilling always pays / | $c: by Thomas Armstrong.
mdp.39015030946258,mdp.39015030946258,"Arnold, Bruce.",Bruce,1978,1938.0,m,,A singer at the wedding / | $c: Bruce Arnold.
uc1.b3815024,uc1.b3815024,"Arnott, Kathleen.",Kathleen,1951,1911.0,f,,"Ayo, an African schoolgirl."
mdp.39015048945987,mdp.39015048945987,"Arrowsmith, Pat.",Pat,1998,1958.0,u,,Many are called / | $c: Pat Arrowsmith.
10548,uc2.ark:/13960/t5db7w778,"Arthur, T. S.",,1876,,m,,Anna Lee: The maiden - the wife - the mother
uc2.ark+=13960=t00z75s7v,uc2.ark:/13960/t00z75s7v,"Art͡sybashev, M.",M,1917,,m,,Tales of the revolution
uc1.$b391222,uc1.$b391222,"Asalache, Khadambi,",Khadambi,1967,1927.0,u,,A calabash of life: | a novel.
6511,nyp.33433074947924,"Ashby-Sterry, J.",,1896,,u,,A tale of the Thames
uc1.32106011930507,uc1.32106011930507,"Ashokamitran,",Ashokamitran,1993,1953.0,u,,Water / | $c: Ashokamitran ; translated from the Tamil by Lakshmi Holmström
mdp.39015032967500,mdp.39015032967500,"Ashokamitran,",Ashokamitran,1993,1953.0,u,,Water / | $c: Ashokamitran ; translated from the Tamil by Lakshmi Holmström
uc1.$b193963,uc1.$b193963,"Askildsen, Kjell,",Kjell,1994,1954.0,u,,A sudden liberating thought : | selected stories / | $c: Kjell Askildsen ; translated and with an introduction by Sverre Lyngstad.
12208,uiuo.ark:/13960/t9280ks1g,"Aston, Claude.",,1855,,m,v.1,They are only cousins
12208,uiuo.ark:/13960/t8ff41p7s,"Aston, Claude.",,1855,,m,v.3,They are only cousins
mdp.39015004856038,mdp.39015004856038,"Asturias, Miguel Angel.",Miguel Angel,1963,1923.0,m,,"The Mulatta and Mr. Fly, | a novel. | $c: Translated by Gregory Rabassa."
uc2.ark+=13960=t45q4s04n,uc2.ark:/13960/t45q4s04n,"Atherton, Gertrude Franklin Horn,",Gertrude Franklin Horn,1908,,f,,The Californians
7779,njp.32101064786278,"Atherton, Gertrude Franklin Horn,",,1898,,f,,The Californians
uc1.b3477928,uc1.b3477928,"Athill, Diana.",Diana,1967,1927.0,f,,Don't look at me like that: | a novel.
pst.000049507164,pst.000049507164,"Atkins, Marc.",Marc,2002,1962.0,m,,"Thirteen / | $c: Marc Atkins ; texts, Toby Litt ... [et al.]."
mdp.39015060383638,mdp.39015060383638,"Atkinson, Kate.",Kate,2004,1964.0,f,,Case histories / | $c: Kate Atkinson.
mdp.39015056247094,mdp.39015056247094,"Atkinson, Kate.",Kate,2002,1962.0,f,,Not the end of the world / | $c: Kate Atkinson.
11462,nyp.33433074943758,"Austen, Jane,",,1892,,f,"v. 9, Northanger Abbey",The novels of Jane Austen
11465,nyp.33433074943683,"Austen, Jane,",,1892,,f,"v. 4, p. 2 Pride and Prejudice",The novels of Jane Austen
11464,nyp.33433074943709,"Austen, Jane,",,1892,,f,"v. 2, p. 2 Sense and Sensibility",The novels of Jane Austen
11463,nyp.33433074943717,"Austen, Jane,",,1892,,f,"v. 1, p. 1 Sense and Sensibility",The novels of Jane Austen
11468,nyp.33433074943741,"Austen, Jane,",,1892,,f,"v. 8, p. 2 Emma",The novels of Jane Austen
14032,uiuo.ark:/13960/t09w14g77,"Austen, Jane,",,1818,,f,v. 1,Northanger Abbey
14032,uiuo.ark:/13960/t6zw24n6x,"Austen, Jane,",,1818,,f,v. 2,Northanger Abbey
10651,nyp.33433074943634,"Austen, Jane,",,1853,,f,,Pride and prejudice
9847,mdp.39015008985957,"Austen, Jane,",,1892,,f,,Emma
14032,uiuo.ark:/13960/t4km00443,"Austen, Jane,",,1818,,f,v. 3,Northanger Abbey
11467,nyp.33433074943733,"Austen, Jane,",,1892,,f,"v. 7, p. 1 Emma",The novels of Jane Austen
14032,uiuo.ark:/13960/t2b85z60c,"Austen, Jane,",,1818,,f,v. 4,Northanger Abbey
1516,uc2.ark:/13960/t6c24sq2z,"Austen, Jane,",,1882,,f,,Sense and sensibility
11416,nyp.33433009367628,"Austin, Alfred,",,1896,,m,,The garden that I love
13171,uiuo.ark:/13960/t86h55c3c,Author of Rare pale Margaret.,,1886,,u,v.1,Pomegranate seed
13171,uiuo.ark:/13960/t0qr5ds1j,Author of Rare pale Margaret.,,1886,,u,v.3,Pomegranate seed
13171,uiuo.ark:/13960/t7cr6dx7f,Author of Rare pale Margaret.,,1886,,u,v.2,Pomegranate seed
uc1.$b120278,uc1.$b120278,"Avery, E. (Elizabeth)",E. Elizabeth,1963,1923.0,f,,Sister Bollard.
mdp.39015024082565,mdp.39015024082565,"Avery, Gillian,",Gillian,1964,1924.0,f,,The Italian spring. | $c: Illustrated by John Verney.
uc1.32106006692732,uc1.32106006692732,"Avery, Gillian,",Gillian,1983,1943.0,f,,Onlookers / | $c: Gillian Avery.
uc1.$b187062,uc1.$b187062,"Aymé, Marcel,",Marcel,1952,1902.0,m,,The house of men / | $c: Marcel Aymé ; translated from the French by Norman Denny.
mdp.39015019569535,mdp.39015019569535,"Azpadu, Dodici.",Dodici,1987,1947.0,u,,Saturday night in the prime of life / | $c: by Dodici Azpadu.
mdp.39015078779710,mdp.39015078779710,"Badoe, Yaba.",Yaba,2009,1969.0,u,,True murder / | $c: Yaba Badoe.
mdp.39015035011322,mdp.39015035011322,"Badr, Liyānah.",Liyānah,1994,1954.0,u,,The eye of the mirror / | $c: by Liana Badr ; translated by Samira Kawar.
mdp.39015006602018,mdp.39015006602018,"Baghio'o, Jean Louis,",Jean Louis,1984,1944.0,f,,The blue flame-tree / | $c: Jean-Louis Baghio'o ; translated from the French by Stephen Romer ; with an introduction by Maryse Condé.
mdp.39015049549051,mdp.39015049549051,"Bailey, Eleanor.",Eleanor,2000,1960.0,f,,Idioglossia / | $c: Eleanor Bailey.
uc2.ark+=13960=t7xk86w9g,uc2.ark:/13960/t7xk86w9g,"Bailey, Florence M.",Florence M,1905,,f,,Outcasts of the East
uc1.32106009250041,uc1.32106009250041,"Bailey, Hilary,",Hilary,1989,1949.0,f,,A stranger to herself / | $c: Hilary Bailey.
mdp.39015030848868,mdp.39015030848868,"Bailey, Paul,",Paul,1967,1927.0,m,,At the Jerusalem.
mdp.39015008593884,mdp.39015008593884,"Bainbridge, Beryl,",Beryl,1976,1932.0,f,,A quiet life / | $c: Beryl Bainbridge.
uc1.$b396466,uc1.$b396466,"Bainbridge, Beryl,",Beryl,1972,1932.0,f,,Harriet said ...
mdp.39015051321167,mdp.39015051321167,"Bainbridge, Beryl,",Beryl,1981,1932.0,f,,A weekend with Claude / | $c: Beryl Bainbridge.
mdp.39015014519154,mdp.39015014519154,"Bainbridge, Beryl,",Beryl,1973,1932.0,f,,The dressmaker.
mdp.39015051321019,mdp.39015051321019,"Bainbridge, Beryl,",Beryl,1975,1932.0,f,,Sweet William / | $c: Beryl Bainbridge.
14306,uiuo.ark:/13960/t1jh3tc3n,"Bainbridge, Maria.",,1843,,f,v.3,Rose of Woodlee
14306,uiuo.ark:/13960/t09w0q71v,"Bainbridge, Maria.",,1843,,f,v.2,Rose of Woodlee
14306,uiuo.ark:/13960/t3mw2pv2c,"Bainbridge, Maria.",,1843,,f,v.1,Rose of Woodlee
inu.30000107641973,inu.30000107641973,"Baker, Carleen.",Carleen,2006,1966.0,f,,Hate loves games / | $c: Carleen Baker.
mdp.39015055583572,mdp.39015055583572,"Baker, Jo.",Jo,2001,1961.0,f,,Offcomer / | $c: Jo Baker.
uc1.32106016496827,uc1.32106016496827,"Bakin, Dmitriĭ",Dmitriĭ,2002,1962.0,u,,Reasons for living / | $c: Dmitry Bakin ; translated by Andrew Bromfield
mdp.39015016452909,mdp.39015016452909,"Balchin, Nigel,",Nigel,1966,1908.0,m,,In the absence of Mrs. Petersen.
uc2.ark+=13960=t3bz64c64,uc2.ark:/13960/t3bz64c64,"Baldwin, May.",May,1909,,f,,"Barbara Bellamy, a public school girl"
mdp.39015078812511,mdp.39015078812511,"Bale, Tom,",Tom,2009,1969.0,m,,Skin and bones / | $c: by Tom Bale.
7411,nyp.33433040405858,"Balzac, Honoré de,",,1896,,m,,Beatrix
1215,njp.32101076479078,"Balzac, Honoré de,",,1887,,f,v.27,Comedy of human life
1071,nyp.33433040405536,"Balzac, Honoré de,",,1895,,f,,The quest of the absolute =
1222,njp.32101007989260,"Balzac, Honoré de,",,1887,,f,v.38,Comedy of human life
uc1.$b322798,uc1.$b322798,"Bankoff, George,",George,1947,1907.0,m,,Pillar of fire.
13223,uiuo.ark:/13960/t06w9mk41,"Banks, G. Linnaeus",,1883,,f,v.1,Forbidden to marry
13223,uiuo.ark:/13960/t6sx6jz1t,"Banks, G. Linnaeus",,1883,,f,v.3,Forbidden to marry
13223,uiuo.ark:/13960/t5gb2c36h,"Banks, G. Linnaeus",,1883,,f,v.2,Forbidden to marry
uc1.32106010089206,uc1.32106010089206,"Banks, Iain.",Iain,1989,1949.0,m,,Canal dreams.
mdp.39015032991252,mdp.39015032991252,"Banks, Lynne Reid,",Lynne Reid,1984,1944.0,f,,The warning bell / | $c: by Lynne Reid Banks.
mdp.39015028909532,mdp.39015028909532,"Banville, John.",John,1993,1953.0,m,,Ghosts / | $c: John Banville.
njp.32101064786856,njp.32101064786856,"Barber, Margaret Fairless,",Margaret Fairless,1905,,u,,The grey brethren and other fragments in prose and verse
13662,uiuo.ark:/13960/t9t158m3s,"Barclay, Florence L.",,1891,,f,v.2,Guy Mervyn;
13662,uiuo.ark:/13960/t2w381979,"Barclay, Florence L.",,1891,,f,v.3,Guy Mervyn;
13662,uiuo.ark:/13960/t72v2t63s,"Barclay, Florence L.",,1891,,f,v.1,Guy Mervyn;
mdp.39015024687801,mdp.39015024687801,"Barham, Marie.",Marie,1957,1917.0,f,,Onak and the talking box / | $c: Marie Barham.
mdp.39015014583184,mdp.39015014583184,"Baring, Maurice,",Maurice,1926,1874.0,m,,"Cat's cradle, | $c: by Maurice Baring ; illustrated by Daphne Baring."
inu.32000005542370,inu.32000005542370,"Baring, Maurice,",Maurice,1935,1874.0,m,,Darby and Joan / | $c: by Maurice Baring.
mdp.39015030854338,mdp.39015030854338,"Baring, Maurice,",Maurice,1921,,m,,Passing by
13628,uiuo.ark:/13960/t85h7tc1q,"Baring-Gould, S.",,1893,,m,v.3,Mrs. Curgenven of Curgenven
13628,uiuo.ark:/13960/t13n2fg6v,"Baring-Gould, S.",,1893,,m,v.2,Mrs. Curgenven of Curgenven
13628,uiuo.ark:/13960/t7wm1k69f,"Baring-Gould, S.",,1893,,m,v.1,Mrs. Curgenven of Curgenven
8258,uc2.ark:/13960/t8sb42q86,"Baring-Gould, S.",,1894,,m,,Eve;
uc1.b3117790,uc1.b3117790,"Barker, A. L. (Audrey Lillian),",A. L. Audrey Lillian,1965,1925.0,f,,A case examined : | a novel / | $c: by A.L. Barker.
mdp.39015078784520,mdp.39015078784520,"Barker, Susan,",Susan,2008,1968.0,f,,The orientalist and the ghost / | $c: Susan Barker.
1912,mdp.39015005912830,"Barlow, Jane,",,1897,,f,,A creel of Irish stories
mdp.39015038896026,mdp.39015038896026,"Barne, Kitty,",Kitty,1953,1913.0,f,,Elizabeth Fry; | $c: illustrated by Ruth Gervis.
uc1.32106005224586,uc1.32106005224586,"Barnes, Julian.",Julian,1980,1940.0,m,,Metroland / | $c: Julian Barnes.
mdp.39015064136289,mdp.39015064136289,"Baron, Dunsany, Edward John Moreton Drax Plunkett,",Dunsany Edward John Moreton Drax Plunkett,1939,1878.0,m,,"The story of Mona Sheehy, | $c: by Lord Dunsany."
uc1.b4097323,uc1.b4097323,"Baron, Dunsany, Edward John Moreton Drax Plunkett,",Dunsany Edward John Moreton Drax Plunkett,1951,1878.0,m,,"The last revolution, a novel."
uc1.b3945613,uc1.b3945613,"Baroness, Orczy, Emmuska Orczy,",Orczy Emmuska Orczy,1935,1865.0,f,,The turbulent duchess (H. R. H. Madame la Duchesse de Berri)
14478,uc2.ark:/13960/t6445pf3h,"Barrett, Frank,",,1884,,m,v.2,Little Lady Linton
14478,uc2.ark:/13960/t47p90b2t,"Barrett, Frank,",,1884,,m,v.1,Little Lady Linton
13615,uiuo.ark:/13960/t15m6gp96,"Barrett, Frank,",,1891,,m,v.3,"The sin of Olga Zassoulich, a novel"
13615,uiuo.ark:/13960/t68342r9h,"Barrett, Frank,",,1891,,m,v.2,"The sin of Olga Zassoulich, a novel"
13615,uiuo.ark:/13960/t3xs6016j,"Barrett, Frank,",,1891,,m,v.1,"The sin of Olga Zassoulich, a novel"
4061,uiuo.ark:/13960/t3dz0j89j,"Barrett, Frank,",,1896,,m,v.2,The Harding scandal
14478,uc2.ark:/13960/t8x926p4m,"Barrett, Frank,",,1884,,m,v.3,Little Lady Linton
12280,uc2.ark:/13960/t2m61fd42,"Barry, William Francis,",,1898,,m,,The two standards
wu.89087922050,wu.89087922050,"Barsley, Michael.",Michael,1940,1900.0,m,,Alice in wunderground and other blits and pieces / | $c: by Michael Barsley ; illustrated by the author.
mdp.39015051324294,mdp.39015051324294,"Barstow, Stan,",Stan,1987,1947.0,m,,B-movie / | $c: Stan Barstow.
mdp.39015015340154,mdp.39015015340154,"Barstow, Stan,",Stan,1989,1949.0,m,,Give us this day / | $c: Stan Barstow.
mdp.39015065786389,mdp.39015065786389,"Bashkiroff, Zenaide.",Zenaide,1960,1920.0,u,,The sickle and the harvest.
inu.30000054699701,inu.30000054699701,"Baskerville, Rosetta Gage (Harvey)",Rosetta Gage Harvey,1922,,f,,The king of the snakes and other folk-lore stories from Uganda
wu.89098654809,wu.89098654809,"Bason, Frederick T.",Frederick T,1960,1920.0,m,,Summer.
mdp.39015003450064,mdp.39015003450064,"Bates, H. E. (Herbert Ernest),",H. E. Herbert Ernest,1926,1905.0,m,,"The two sisters, | $c: by H. E. Bates; with a foreword by Edward Garnett."
uc1.b3796991,uc1.b3796991,"Bates, H. E. (Herbert Ernest),",H. E. Herbert Ernest,1962,1905.0,m,,A crown of wild myrtle / | $c: H. E. Bates.
