htid,author,title,year,authgender,female_category,gb_england_intensity
uc2.ark:/13960/t4gm83q23,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,mixed,62.382459520205494
inu.32000009177983,"English, Isobel.",The key that rusts.,1954,f,,62.38218581754566
hvd.32044014611149,"Loudon,",The mummy!,1828,f,mixed,62.372331633687295
uc2.ark:/13960/t9x05zh39,,Yule-tide yarns,1899,m,high_male,62.36972114169416
uc2.ark:/13960/t4wh2gg7b,"Butler, Patrick Richard,",A galloper at Ypres,1920,m,high_male,62.36647602871512
uiuo.ark:/13960/t02z1v22n,"Reynolds, George W. M.","Agnes, or, Beauty and pleasure",1857,m,mixed,62.344778932386674
umn.31951002090656s,"Oppenheim, E. Phillips (Edward Phillips),",A monk of Cruta.,1927,m,,62.3355035323452
njp.32101064794041,"Stanley, Robert.",Angling anecdotes,1903,m,high_male,62.32909763551552
mdp.39015001048407,"Bail, Murray,",Homesickness / | $c: Murray Bail.,1980,m,,62.32113424464326
uc2.ark:/13960/t5db7xv1v,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,,62.32073935058956
uiuo.ark:/13960/t6h13kc8d,,"Millicent, or, The trials of life",1855,u,high_female,62.31097737047675
uiuo.ark:/13960/t0ns1d08t,"Oliphant,",The second son,1888,f,mixed,62.30529595015577
mdp.39015063306941,"Keating, H. R. F. (Henry Reymond Fitzwalter),",One man and his bomb / | $c: H.R.F. Keating.,2006,m,high_female,62.28945528506959
mdp.39015016446000,"Chapman, Hester W.,",Lucy.,1965,f,mixed,62.28114215988459
uc1.$b800428,"Braddon, Russell.",The progress of Private Lilyworth.,1971,m,mixed,62.273343345910114
uiuo.ark:/13960/t3cz3vk37,"Tabor, Eliza.",Alec's bride,1867,f,,62.266500622665006
uc1.b3451115,"Doody, Margaret Anne.",The alchemists / | $c: Margaret Doody.,1980,f,mixed,62.25863500198506
inu.30000041291562,"Patterson, Glenn,",Fat lad / | $c: Glenn Patterson.,1993,m,,62.25340500887533
uc1.b3324490,"Howitt, William,","Tallangetta, the squatter's home",1857,m,,62.249020493354
mdp.39015069803495,"Nagenda, John,",The seasons of Thomas Tebo / | $c: John Nagenda.,1986,m,,62.23612723082875
uc1.b4107901,"Holcroft, Thomas,",Memoirs of Bryan Perdue,1805,m,,62.232221929677586
mdp.39015021814572,"Middleton, Stanley,",Changes and chances / | $c: Stanley Middleton.,1990,m,mixed,62.21331786787579
mdp.39015063973435,"Ward, Humphry,",Robert Elsmere,1888,f,,62.21291935577649
uiuo.ark:/13960/t2n58xr20,"Grey,",Aline,1848,f,,62.206248272048654
uc2.ark:/13960/t1sf2nz58,"Marriott, Charles,",The column,1901,m,,62.20546654099906
uiuo.ark:/13960/t0bv8450f,,Stretton of Ringwood Chace,1860,u,high_female,62.18260959684942
uc1.$b389875,"Jameson, Storm,",The white crow.,1968,f,high_male,62.18171227970751
mdp.39015001570368,"Rémy,","Ten steps to hope, | $c: by Rémy [pseud.] Translated from the French by Len Ortzen.",1960,u,,62.1803541171167
uiuo.ark:/13960/t0ns19r0k,"Mudford, William 1782-1848.",The premier,1831,m,,62.17984780742013
nyp.33433074850326,"Henniker, Florence Ellen Hungerford Milnes,",Contrasts,1903,f,high_female,62.16552246067355
uc2.ark:/13960/t17m06c77,,The household of Sir Thomas More,1896,m,mixed,62.16328222130128
mdp.39015063925666,"Reid, Mayne,",The land of fire,1884,m,high_male,62.162866710782254
uiuo.ark:/13960/t88g9979x,"Lee, Holme,",Sylvan Holt's daughter,1858,f,high_female,62.162423505684416
mdp.39015013301679,"Billington, Rachel.",Occasion of sin / | $c: Rachel Billington.,1982,f,high_female,62.1539156966889
uiuo.ark:/13960/t50g40g18,"Beale, Anne.","Simplicity and fascination, or, Guardians and wards",1855,f,,62.14173388119515
mdp.39015063793528,,"Selected English short stories, XIX century (first series) | $c: with an introd. by Hugh Walker.",1956,u,,62.13155255497664
uc2.ark:/13960/t3st7k39d,"Eliot, George,",Felix Holt,1899,f,mixed,62.11755979974042
nyp.33433074868989,,Hyde Nugent,1827,u,mixed,62.09926567618337
mdp.39015004280270,"Wilson, A. N.,",The healing art/ | $c: A. N. Wilson.,1980,m,,62.09582272529695
uc1.$b312410,"Rodker, John,",Memoirs of other fronts.,1932,m,high_female,62.091140924714495
uiuo.ark:/13960/t3qv4413t,"Payn, James,",By proxy,1878,m,,62.08908507905726
uiuo.ark:/13960/t2988m27n,"Edwards, Amelia Ann Blanford,",Miss Carew,1865,f,mixed,62.08684854461124
inu.30000103145904,"Atasü, Erendiz.",The other side of the mountain / | $c: Erendiz Atasü ; translated by Erendiz Atasü and Elizabeth Maslen.,2000,u,,62.08486903049057
uiuo.ark:/13960/t5fb5pp94,"Rowcroft, Charles,","Tales of the colonies, or, The adventures of an emigrant",1843,m,high_male,62.06186439482629
mdp.39015064480679,"Blackmore, R. D.","The remarkable history of Sir Thomas Upmore, bart., M. P",1884,m,,62.03637707557879
mdp.39015059246754,"Jarrett-Macauley, Delia,","Moses, Citizen & me / | $c: Delia Jarrett-Macauley.",2005,f,mixed,62.02955947084014
uiuo.ark:/13960/t1jh3tc3n,"Bainbridge, Maria.",Rose of Woodlee,1843,f,high_female,62.02226096285369
uiuo.ark:/13960/t2988wt0f,"Young, Mary Julia.",A summer at Brighton,1807,f,,62.009094667217866
mdp.39015019999625,"Bates, H. E. (Herbert Ernest),","Now sleeps the crimson petal, | and other stories.",1961,m,,62.001643764509105
uc1.b3477299,"De Polnay, Peter,",The other shore of time / | $c: Peter de Polnay,1978,m,mixed,62.00108501898784
uiuo.ark:/13960/t6ww81c96,"Siddons, Henry,",Virtuous poverty,1804,m,mixed,61.99902572959568
mdp.39015002742404,"Rolfe, Frederick,","The desire and pursuit of the whole; | a romance of modern Venice, | $c: by Frederick Rolfe. With an introd. by A.J.A. Symons.",1934,m,high_male,61.996280223186616
mdp.39015030716842,"(Henry Major), Tomlinson, H. M.","Old junk,",1918,m,,61.99353495992561
uc2.ark:/13960/t5w66c981,"Fenn, George Manville,",Yussuf the guide,1887,m,high_male,61.99078993978037
inu.39000002079320,"Keneally, Thomas.",Confederates / | $c: Thomas Keneally.,1979,m,mixed,61.97364438658103
uiuo.ark:/13960/t1bk23b10,"Collins, Wilkie,",The fallen leaves,1879,m,high_female,61.97173400354616
nyp.33433074955034,"Lathom, Francis,",Men and manners,1800,m,,61.97066721751704
mdp.39015065767900,"Eliot, George,",The works of George Eliot,1878,f,,61.96950349282656
uiuo.ark:/13960/t4jm2ks9h,"Croker, B. M.",Mr. Jervis,1894,f,,61.96901549225387
mdp.39015052393512,"Hevesi, Tilla.",A scent of mimosa : | a fictional story of real life / | $c: Tilla Hevesi.,1997,u,high_female,61.96859650241951
inu.32000009290091,"Bonfiglioli, Kyril.",Don't point that thing at me; | a thriller.,1972,u,high_male,61.95189779313573
uiuo.ark:/13960/t3tt50h1f,"Gascoigne, Caroline Leigh Smith,",Evelyn Harcourt,1847,f,high_female,61.94704321997554
uc1.b4097792,"Blake, Nicholas,",The deadly joker / | $c: by Nicholas Blake.,1963,m,mixed,61.93407736804946
uc2.ark:/13960/t7jq0x17x,"Price, A. J.",An angler's lines,1911,u,high_female,61.93046093957357
uiuo.ark:/13960/t70v90t6d,"Martin, Herbert,",Britomart,1893,f,high_female,61.92182838271442
njp.32101066456995,"Cobban, J. Maclaren",The Red Sultan,1893,m,,61.91601936282787
uc1.b4097786,"Cary, Joyce,",Prisoner of grace / | $c: Joyce Cary.,1952,f,high_male,61.901106791789445
wu.89006405088,"Orczy, Emmuska Orczy,",The nest of the sparrowhawk,1909,f,,61.889636216358895
inu.32000004490712,"Martineau, Harriet,",Illustrations of political economy,1834,f,mixed,61.87897899684656
dul1.ark:/13960/t1tf0gj5c,"Gubbins, Herbert.",The elixir of life,1914,m,mixed,61.87529747739172
mdp.39015031240792,"James, G. P. R.",The Old Dominion,1856,m,,61.86948974856926
mdp.39015007062626,"Brookner, Anita.",Family and friends / | $c: Anita Brookner.,1985,f,high_female,61.86295881694456
mdp.39015031006409,,To catch a sunbeam : | Victorian reality through the magic lantern / | $c: designed and edited by G. A. Household from the collection of L. M. H. Smith.,1979,u,mixed,61.857492120533735
uiuo.ark:/13960/t2j682401,"Pisani, Marianna.",The banker-lord,1840,f,,61.85616063569101
uiuo.ark:/13960/t7np2f47t,"Dunn, George.",Red cap and blue jacket,1894,m,,61.855670103092784
mdp.39015021991362,"Weldon, Fay.","Moon over Minneapolis, or, Why she couldn't stay / | $c: Fay Weldon.",1991,f,,61.848256023013306
mdp.49015000706649,"Murdoch, Iris.","The sea, the sea / | $c: Iris Murdoch.",1980,f,mixed,61.842660571543185
uc1.b3234350,"Jesse, F. Tennyson (Fryniwyd Tennyson),",The dragon in the heart; | a love story.,1956,f,high_female,61.83951957564348
mdp.39015019488579,"Scott, Mary.",Nudists may be encountered / | $c: Mary Scott.,1991,f,high_female,61.83854838424707
mdp.39015063870193,"Gillies, R. P.",Tales of a voyager to the Arctic Ocean,1826,m,,61.83745583038869
mdp.39015006998291,"Sewell, Elizabeth Missing,",Gertrude,1846,f,high_female,61.82592567149824
uiuo.ark:/13960/t3902ph5k,"Muir, Alan.",Children's children,1879,m,high_female,61.82314317387225
uiuo.ark:/13960/t54f2cc9g,"Hope, Anthony,",The god in the car,1894,m,,61.81318681318681
uc1.$b389727,"Mittelhölzer, Edgar.",The wounded and the worried.,1962,m,high_female,61.80799028122636
mdp.39015031241170,"James, Henry,",Stories revived,1885,m,,61.8005303609151
mdp.39015065597026,"Trollope, Anthony,",The chronicles of Barsetshire,1891,m,,61.7933591449344
mdp.39015063245172,"Fourgs, Tom.",Spookfish / | $c: Tom Fourgs.,2005,m,mixed,61.79173976850166
uiuo.ark:/13960/t3hx1w340,"Maxwell,",Eleanor's victory,1863,f,high_female,61.791118556559475
uc1.$b244852,"Sitwell, Sacheverell,","Far from my home : | stories, long & short / | $c: by Sacheverell Sitwell.",1931,u,,61.76790988623475
mdp.39015025181176,"Amis, Kingsley.",The Russian girl / | $c: Kingsley Amis.,1992,m,mixed,61.76788511173369
mdp.39015068802589,"Faqir, Fadia,",My name is Salma / | $c: Fadia Faqir.,2007,u,,61.75468483816014
mdp.39015047458396,"Newman, Robert,",Manners / | $c: Robert Newman.,1998,m,,61.74204725570423
uiuo.ark:/13960/t5bc4cm63,"Hardy, Iza Duffus.",A broken faith,1879,f,,61.734168927134974
inu.39000003946121,"Wilson, Colin,",Man without a shadow : | the diary of an existentialist : a novel / | $c: by Colin Wilson.,1963,m,,61.704997223275136
nyp.33433074795489,"Heath, Charles,",Heath's Waverley gallery of the principal female characters in Sir Walter Scott's romances and poems,1840,m,high_female,61.70300287947346
mdp.39015064544821,"Hofland,",Tales of the Priory,1820,f,high_female,61.69866971648709
uc1.32106001967758,"Bates, H. E. (Herbert Ernest),",Oh! | to be in England.,1963,m,,61.68524077805651
nyp.33433066630538,"Surtees, Robert Smith,","Ask mamma; or, The richest commoner in England",1872,m,,61.678405966326395
mdp.39015073248778,"Harcourt-Smith, Simon.","The last of Uptake, or, The estranged sisters / | $c: by Simon Harcourt-Smith ; illustrated by Rex Whistler.",1942,m,high_female,61.67464809171383
mdp.39015018982614,"Lynn, Jonathan.",The Complete Yes Prime Minister : | the diaries of the Right Hon. James Hacker / | $c: edited by Jonathan Lynn & Antony Jay.,1989,m,high_male,61.65199098280804
uiuo.ark:/13960/t1mg7zr6g,"Davus,","The black squire; or, A lady's four wishes",1879,u,,61.65152094302166
uc2.ark:/13960/t2j67bt3c,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,,61.62876008804109
mdp.39015041189070,"Tennant, Emma.",Alice fell / | $c: Emma Tennant.,1980,f,high_female,61.62695152013147
mdp.39015030760402,"Lytton, Edward Bulwer Lytton,",[Novels],1890,m,high_male,61.60962247519029
uc2.ark:/13960/t6542pz1f,"Buchanan, Robert Williams,",The new Abelard,1884,m,,61.60796796385666
hvd.hwxjuu,"Haliburton, Thomas Chandler,",The clockmaker;,1838,m,high_male,61.59531875577456
njp.32101032332254,"Richardson, Samuel,",The history of Sir Charles Grandison,1810,m,mixed,61.5874788549656
uc2.ark:/13960/t0cv4dm0c,"Cripps, Arthur Shearly,",Faerylands forlorn;,1910,m,high_male,61.57927146984985
uc1.$b174537,"Irwin, Anthony (Anthony Stuart),",Burmese outpost / | $c: by Anthony Irwin.,1946,m,high_male,61.57547291395186
mdp.39015058230999,"Meeks, Brian.",Paint the town red / | $c: Brian Meeks.,2003,m,,61.5746312519242
uc2.ark:/13960/t5k934f5k,"Aminoff, Léonie,",The broad walk,1912,u,,61.57305777159073
uiuo.ark:/13960/t1bk2153w,"Thompson, Harriet Diana Calvert.",The Wyndham family: a story of modern life,1876,f,high_female,61.57295936184683
mdp.39015060882308,,"Croatian nights : | a festival of alternative literature / | $c: edited by Borivoj Radakovic, Matt Thorne and Tony White ; translation by Celia Hawkesworth",2005,u,,61.56784399462224
uc1.b4082639,"Waugh, Auberon.",The foxglove saga / | $c: Auberon Waugh.,1960,u,high_male,61.56104606423659
uc1.$b245069,"Malet, Oriel.","The green leaves of summer, | $c: by Oriel Malet [pseud.]",1950,u,,61.56056020109783
mdp.39015062821817,"Gibb, Camilla.",Sweetness in the belly / | $c: Camilla Gibb.,2006,f,,61.55361319709467
mdp.39015066053714,"Lawrence, D. H. (David Herbert),",Works.,1954,m,high_male,61.54657757066865
uiuo.ark:/13960/t7wm1m15p,"Besant, Walter",With harp and crown,1875,m,mixed,61.540454751570906
mdp.39015050246068,"Mulrooney, Gretta.",Marble heart / | $c: Gretta Mulrooney.,2000,f,,61.54013231128448
inu.39000002347131,"Gore,",The birthright and other tales,1844,f,,61.53846153846155
uiuo.ark:/13960/t4fn1fj0d,"Besant, Walter,",The monks of Thelema,1878,m,,61.53263596345908
uc1.32106018079001,"Keegan, Mel",Fortunes of war / | $c: Mel Keegan,2000,m,,61.52753949003136
uc2.ark:/13960/t7hq3z334,"Marsh-Caldwell, Anne,",Tales of the woods and fields,1836,f,,61.506716136584586
uiuo.ark:/13960/t8mc9kk0f,"Russell, William Clark,","List, ye landsmen!",1893,m,high_male,61.504323392144336
mdp.39015003976340,"Huxley, Aldous,","Antic hay, | $c: by Aldous Huxley.",1923,m,mixed,61.4972778410838
uc1.$b243320,"Hoult, Norah,",Sister Marvis.,1953,f,high_female,61.49292310257854
uiuo.ark:/13960/t2s476x7g,"Moberly, A.",Lady Valeria,1886,m,,61.49011034058689
mdp.39015000619463,"Greene, Robert,","Groats-vvorth of witte, | bought with a million of repentance, The repentance of Robert Greene 1592.",1923,m,high_male,61.483163072266365
uc1.32106019365672,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,,61.4725940711491
nyp.33433074895438,"Manning, Anne,",A noble purpose nobly won,1862,f,,61.4724616451077
uiuo.ark:/13960/t07w7036t,"Stuart, Esmè,",A woman of forty,1893,u,high_female,61.47082929736979
uc2.ark:/13960/t9q23wm6b,"Crawfurd, Oswald,",Beyond the seas;,1888,m,,61.44415449229057
mdp.39015025295877,"MacBeth, George.",The testament of Spencer / | $c: George MacBeth.,1992,m,,61.44229099603297
uc2.ark:/13960/t29886z5c,"Lane, Laura M.","Gentleman Verschoyle, a novel",1875,f,,61.44194544602002
nyp.33433082408620,"Sparroy, Wilfrid.",Persian children of the royal family;,1902,u,high_male,61.431222105210374
nyp.33433074895065,"Marshall, Emma,",In the choir of Westminister abbey,1897,f,mixed,61.42737153530821
nyp.33433075765119,"A. L. O. E.,",The triumph over Midian,1866,f,,61.409665129336275
uc1.32106012493554,"Alexander, L. A",Intimate cartographies : | a three-dimensional novel,2000,u,high_female,61.39219968251462
uc2.ark:/13960/t5m90417b,"Gore,",The story of a royal favourite,1845,f,,61.39178794554187
mdp.39015030034899,"Redgrove, Peter.",The glass cottage : | a nautical romance / | $c: by Peter Redgrove with Penelope Shuttle.,1976,m,,61.38316737143637
mdp.39015051323247,"Beaty, David.",The blood brothers / | $c: David Beaty.,1987,m,,61.37258967447648
mdp.39015048881158,"Linklater, Eric,","Magnus Merriman, | a novel.",1934,m,,61.368744824322725
uiuo.ark:/13960/t22b98x45,"Beale, Anne.","Nothing venture, nothing have",1864,f,,61.337149867102845
mdp.39015015340154,"Barstow, Stan,",Give us this day / | $c: Stan Barstow.,1989,m,high_female,61.33088009812941
uiuo.ark:/13960/t0ms48w4q,"Needell, Mary Anna Lupton,",The story of Philip Methuen,1886,f,,61.327745694281184
uc1.$b557742,"Campbell, A. B. (Archibald Bruce),",With the corners off : | my adventurous life on land and sea / | $c: by Commander A. B. Campbell.,1937,m,high_male,61.32392473118279
pst.000032008142,"Brook, Peter.",Peter Brook.,1994,m,high_male,61.32147784761613
njp.32101067644532,"Munster, Wilhelmina Fitzclarence,",Dorinda,1889,f,high_female,61.32043333106221
coo.31924013520287,"McGonagall, William.","Poetic gems, | $c: selected from the works of William McGonagall,  with biographical sketch and reminiscences by the author.",1954,m,,61.318826451998355
mdp.39015077135542,"Blake, Victoria.",Jumping the cracks / | $c: Victoria Blake.,2008,f,,61.31012572556951
uc1.b3477668,"York, Andrew,",The predator | $c: [by] Andrew York.,1968,m,,61.30440766179984
uc2.ark:/13960/t24b30766,"Sinclair, Francis.",Where the sun sets,1905,m,mixed,61.297623538287446
nyp.33433074873468,"Craig, Isa,",Esther West;,1870,u,high_female,61.29466287935416
nyp.33433074875828,"Mackarness, Henry S.,",Influence,1853,f,high_female,61.293596326403474
nyp.33433074950530,"Hine, Muriel.",The hidden valley,1919,f,high_female,61.290605025829606
mdp.39015058737548,"Beard, Richard,",Dry bones / | $c: Richard Beard.,2004,m,mixed,61.27846223311616
uiuo.ark:/13960/t87h25w57,"Lee, Holme,",This work-a-day world,1875,f,,61.25814811906071
uc1.b4948664,"Waugh, Alec,",Married to a spy / | $c: Alec Waugh.,1976,m,mixed,61.25513752766361
nyp.33433074880380,"Marryat, Frederick,",The privateer's-man one hundred years ago,1846,m,,61.23088314869136
njp.32101067633667,"Grogan, Mercy,","The Roua Pass, or, Englishmen in the Highlands",1857,f,,61.22761365375784
mdp.39015079291335,"Rankin, Robert,",Necrophenia / | $c: Robert Rankin.,2008,m,high_male,61.20922218947654
uc2.ark:/13960/t7wm15p2c,"Jones, C. A.",Little Sir Nicholas,1892,m,mixed,61.20760959470637
uiuo.ark:/13960/t73v07151,"Sturgis, Julian,",Dick's wandering,1882,m,mixed,61.1981727974122
mdp.39015056186649,"Holderness, Graham.",The Prince of Denmark / | $c: Graham Holderness.,2002,m,high_male,61.19278866521269
uc2.ark:/13960/t3cz34n1g,"Acorn, George.",The driving force,1915,m,,61.186434093469565
uc2.ark:/13960/t7dr2tf8d,"Bairnsfather, Bruce,",Bullets & billets,1916,m,high_male,61.181890160512495
uc1.$b243502,"Meyerstein, Edward Harry William,",Phoebe Thirsk.,1953,m,mixed,61.1772245932443
uc1.b4023336,"Podgórecki, Adam.",Si-Tien's last day / | $c: Adam Podgórecki ; translated from Polish by Margaret Watson.,1991,m,high_male,61.172555544680435
mdp.39015029172841,"Billington, Rachel.",Bodily harm \ | $c: Rachel Billington.,1992,f,,61.159469761620294
uiuo.ark:/13960/t2r501600,"Grant, Courteney.",Land ahead,1878,f,,61.125338560603666
nyp.33433074932371,"Banim, John,",The Anglo-Irish of the nineteenth century,1828,m,,61.11861274962689
mdp.39015020727973,"Francis, Dick.",The edge / | $c: Dick Francis.,1988,m,,61.09736834262212
uc2.ark:/13960/t5fb52k2z,"Trollope, Frances Eleanor,",A charming fellow,1876,f,,61.09244397545194
inu.39000002330780,"Braddon, M. E.",Vixen,1879,f,high_female,61.089175296133504
uiuo.ark:/13960/t2794tq8b,"Trollope, Thomas Adolphus,",Artingale Castle,1867,m,,61.08735491753207
mdp.39015030738382,"Ertz, Susan.",The philosopher's daughter / | $c: Susan Ertz.,1976,f,high_female,61.083284281605046
uc1.b3327467,"Peacock, Lucy,",Friendly Labours,1815,f,mixed,61.0798924993892
inu.30000107497921,"Sampson, Kevin.",Stars are stars / | $c: Kevin Sampson.,2006,m,,61.066216133694304
mdp.39015043787566,"Langley, Lee,",False pretences / | $c: Lee Langley.,1998,m,high_female,61.045402518122856
uiuo.ark:/13960/t6nz8v77w,"Wood, Henry,",The house of Halliwell,1890,f,high_female,61.04099645302318
mdp.39015068050825,"Fielding, Henry,",Works;,1893,m,,61.03941402162539
njp.32101065858092,"Lover, Samuel,","He would be a gentleman, or, Treasure trove",1873,m,,61.03255994599543
uiuo.ark:/13960/t09w0z784,"De Jongh, Bertha.",Loving and loth,1875,f,high_female,61.02962890048233
umn.31951001560752n,"Lee, James S","The underworld of the East; | being eighteen years' actual experiences of the underworlds, drug haunts and jungles of India, China and the Malay archipelago, | $c: by James S. Lee.",1935,m,high_male,61.01687393913845
uc2.ark:/13960/t7br8qc6z,"De Fonblanque, Albany,",Pious frauds,1880,m,high_male,61.0017848670387
mdp.39015012924240,"Green, Henry,",Blindness : | a novel / | $c: by Henry Green.,1977,m,high_female,60.99420555047271
uiuo.ark:/13960/t8qc0j05b,"Kennedy, Theo.",Farnorth,1866,m,high_female,60.980459739639954
uc2.ark:/13960/t0ks6q21b,"Whyte-Melville, G. J.",The Brookes of Bridlemere,1864,m,mixed,60.96410375509848
inu.32000009367923,"Trollope, Anthony,",An eye for an eye,1881,m,,60.958846802051085
uiuo.ark:/13960/t1tf06h44,"Hall, S. C.,",A woman's story,1857,f,high_female,60.957954251055334
uiuo.ark:/13960/t64467t7c,"Nugent, George Nugent Grenville,",Legends of the library at Lilies,1832,m,high_female,60.956593235235744
uc1.31158011377834,"Penny, F. E.",Love in a palace,1915,m,high_female,60.9551405501864
mdp.39015056468906,"Hong, Ying,",K : | the art of love / | $c: Hong Ying ; translated by Nicky Harman & Henry Zhao.,2002,u,high_male,60.95188691479704
uc1.$b104152,"Priestley, J. B. (John Boynton),","Black-out in Gretley, | a story of and for wartime, | $c: by J.B. Priestley.",1942,m,,60.9490639965172
mdp.39015066882187,"Collison, Claire.",Treading water / | $c: Claire Collison.,2005,f,high_female,60.939081575740055
mdp.39015008444344,"Chesterton, G. K. (Gilbert Keith),","The wisdom of Father Brown, | $c: by G. K. Chesterton.",1928,m,high_male,60.934167662705946
mdp.39015056907184,"Flusfeder, D. L.,",The gift / | $c: David Flusfeder.,2003,u,mixed,60.92157731501994
nyp.33433074850029,"Alexander,","Brown, V.C",1899,f,high_female,60.91370558375634
uc1.$b299929,"Mackail, Denis George,","Huddleston house; | a period piece, | $c: by Denis Mackail.",1945,m,,60.91149239568106
uiuo.ark:/13960/t0zp4dz88,"Greenough, Richard S.,",Treason at home,1865,f,high_female,60.88630716319176
nyp.33433074867460,"Jefferies, Richard,",Restless human hearts,1875,m,mixed,60.87187251244752
uc2.ark:/13960/t45q4tn90,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,,60.86844699729951
mdp.39015064876413,"Newland, Courttia.",Music for the off-key : | twelve macabre short stories / | $c: Courttia Newland.,2006,u,,60.86780093330628
uiuo.ark:/13960/t3gx4zs4m,"Gray, Maxwell,",The silence of Dean Maitland,1886,f,,60.86742556690883
uc1.b3321781,"Trevelyan, George Otto,",The ladies in Parliament and other pieces,1869,m,high_male,60.86539525618799
uc2.ark:/13960/t48p5xn77,"Seaman, Owen,",Borrowed plumes,1902,u,,60.862729186214594
uiuo.ark:/13960/t8v98nj98,"Laffan, De Courcy,",Bonnie Kate,1891,f,high_female,60.85467003245582
uiuo.ark:/13960/t6g16j476,"Braddon, M. E.",Strangers and pilgrims,1873,f,high_female,60.84239055283608
mdp.39015030151123,"(Margaret Louisa), Woods, Margaret L.",A poet's youth.,1923,f,,60.84213912569146
uc2.ark:/13960/t0cv4hm2k,"Casserly, Gordon.",The jungle girl,1921,m,mixed,60.84051748877894
mdp.39015018991326,"Footman, David,",Pig and pepper : | a comedy of youth / | $c: David Footman.,1990,m,mixed,60.8189587374823
uc1.b3331958,"Kingston, William Henry Giles,",Salt water,1915,m,high_male,60.79785492696463
mdp.39015082690481,"Seymour, Gerald.",Timebomb / | $c: Gerald Seymour.,2008,m,high_male,60.79180064308682
uiuo.ark:/13960/t9765wb33,"Harding, Anne Raikes,",Realities,1825,f,high_female,60.77549532028686
uiuo.ark:/13960/t3223712c,"Chorley, Henry Fothergill,",Sketches of a sea port town,1834,m,high_female,60.7731530890549
uc1.b2799823,"Broderick, John.",Don Juaneen : | a novel / | $c: by John Broderick.,1963,m,high_female,60.76318561127765
uiuo.ark:/13960/t8tb1mz1r,"Lytton, Rosina Bulwer Lytton,","The world and his wife, or, A person of consequence",1858,f,mixed,60.75958833041999
mdp.39015039648079,"Haggard, H. Rider",Dawn,1884,m,mixed,60.75257249174145
mdp.39015050746174,"Harris, Christopher,",False ambassador / | $c: Christopher Harris.,2001,m,high_male,60.74872807350595
uc2.ark:/13960/t78s4kb62,"Harland, Henry,",Mea culpa,1891,m,high_male,60.74719044244203
mdp.39015011442426,"Edgeworth, Maria,",Patronage,1814,f,,60.7341237204712
mdp.39015060606376,"Griffiths, Niall,",Wreckage / | $c: Niall Griffiths.,2005,m,high_male,60.722379449811854
mdp.39015062281541,"Burke, Thomas,",Vagabond minstrel; | the adventures of Thomas Dermody.,1936,m,high_male,60.72227548737616
uiuo.ark:/13960/t3tt56p15,"Lee, Holme,",Against wind and tide,1859,f,high_female,60.72148160415115
uiuo.ark:/13960/t0zp4nt0h,"Saunders, John,","One against the world; or, Reuben's war. A novel in three volumes",1865,m,mixed,60.720461475507214
uiuo.ark:/13960/t8nc69q9f,"Davus,","The black squire; or, A lady's four wishes",1879,u,,60.692119185580474
mdp.39015049548509,"Wickham, Madeleine,",Cocktails for three / | $c: Madeleine Wickham.,2000,f,high_female,60.67961165048544
mdp.39015015385530,"Masefield, John,","Dead Ned, | the autobiography of a corpse who recovered life within the coast of Dead Ned and came to what fortune you shall hear, | $c: by John Masefield.",1938,m,high_male,60.67338118751809
uc2.ark:/13960/t6xw4nk6p,"Merriman, Henry Seton,",Prisoners and captives,1891,m,mixed,60.6700671864818
mdp.39015059899123,,The New Decameron ...,1919,u,mixed,60.66773650632119
uc1.32106009715530,"Mortimer, John,",Rumpole à la carte / | $c: John Mortimer.,1990,m,mixed,60.66149021950127
uiuo.ark:/13960/t59c79v7q,"Fothergill, Caroline.",An enthusiast,1887,f,high_female,60.641500443982416
mdp.39015040052121,"Hamilton, Julia,",After Flora / | $c: Julia Hamilton.,1997,f,high_female,60.6408525295321
nyp.33433076043482,"Rose, Héloïse Durant.",A ducal skeleton,1899,m,mixed,60.63125801198766
uiuo.ark:/13960/t6c258k0c,"Fraser, Alexander,",Not while she lives,1870,f,,60.62902614626752
uc2.ark:/13960/t1kh0kw82,"Burke, Thomas,",Whispering windows;,1921,m,,60.62443164595332
mdp.39015053144948,,Don't think of tigers : | the First Edition anthology / | $c: edited by Peter Guttridge.,2001,u,high_female,60.62126343074543
inu.30000029410549,"Kilworth, Garry.",Standing on Shamsan / | $c: Garry Kilworth.,1992,m,,60.620866245034975
mdp.39015080878021,"Marshall, A. J. (Andrew J.)",The bastion prosecutor. | $c: A.J. Marshall. | $n: Episode 3 /,2009,m,high_male,60.61364095557886
uc1.b3810600,"Collier, John,","His monkey wife, or, Married to a chimp / | $c: John Collier.",1957,m,high_female,60.60835637713549
uiuo.ark:/13960/t45q5d02h,"Hatton, Joseph,",Bitter sweets,1865,m,,60.60714094725397
uc1.b3739526,"Seeber, Gerd Christian,",Patriots / | $c: Gerd Christian Seeber.,1985,m,,60.60606060606061
