htid,author,title,year,authgender,female_category,gb_suba1_intensity
uc1.$b787142,"Mathew, David.",The Prince of Wales's feathers.,1953,m,mixed,87.30736159798917
uc1.$b389713,"Davies, Rhys,",Nobody answered the bell.,1971,m,high_female,87.30055538012891
uiuo.ark:/13960/t50g40536,,Concealment,1821,u,,87.296006207716
inu.30000107602645,"Pinto, Shiromi,",Trussed / | $c: Shiromi Pinto.,2006,u,,87.2778382299601
njp.32101068178977,"Hardinge, William Money,",Eugenia,1883,m,high_female,87.27546532654144
uc1.b3331938,,The little merchant,1855,u,high_male,87.26003490401396
uiuo.ark:/13960/t62528p76,"Smith, Horace,","Jane Lomax; or, A mother's crime",1838,m,,87.25834286711525
mdp.39015065238779,"Armstrong, Thomas,",Pilling always pays / | $c: by Thomas Armstrong.,1954,m,high_female,87.25089868425646
uc1.b3295283,"Watts, Stephen.",The pale horse; | $c: twelve stories by Stephen Watts.,1943,m,,87.22958827634332
mdp.39015016435300,"Kee, Robert.",A sign of the times.,1955,m,,87.22929562343786
mdp.39015068100760,"Sedley, Charles,",Asmodeus;,1808,m,high_male,87.2262066291917
uiuo.ark:/13960/t5r78qs7t,"Grant, Maria M.",One May day,1882,f,,87.2243088808587
uiuo.ark:/13960/t9d510f2w,"Dering, Edward Heneage,","Sherborne, or, The house at the four ways",1875,m,mixed,87.22197993894457
uc1.32106017532224,"Sayers, Dorothy L. (Dorothy Leigh),","Lord Peter views the body, | $c: by Dorothy L. Sayers ..",1928,f,high_male,87.19711578770857
nyp.33433074902796,"Macquoid, Katharine S.",The story of Lois,1898,f,high_female,87.19693747341559
uiuo.ark:/13960/t3xs6716f,"Lemon, Mark,",Loved at last,1864,m,mixed,87.19308035714286
mdp.39015012419829,"Wilson, Angus.",The collected stories of Angus Wilson.,1987,m,,87.1859690559005
mdp.39015056798120,,Her Majesty : | 21 stories by women / | $c: edited by Jackie Gay and Emma Hargrave.,2002,u,mixed,87.15696280920653
mdp.39015011723874,,Girls next door : | lesbian feminist stories.,1985,u,high_female,87.14850104578201
mdp.39015059169162,,Mirror mirror : | contemporary short stories by women from Wales / | $c: edited by Patricia Duncker & Janet Thomas.,2004,u,high_female,87.13262999246423
uiuo.ark:/13960/t9p27hh17,"Russell, William Clark,","Alone on a wide, wide sea",1892,m,high_female,87.12660028449504
uc2.ark:/13960/t6d224v2f,"Ackworth, John.",Clog shop chronicles,1896,m,,87.10063752827747
nyp.33433043292097,"Pettman, Grace.",A gentleman in khaki,1917,f,high_female,87.09050713472232
mdp.39015052394924,,In female disguise : | an anthology of English and American short stories and literary passages / | $c: edited by Peter Farrer.,1992,u,mixed,87.0767352508169
mdp.39015064002879,"Bray,",The novels and romances of Anna Eliza Bray,1815,f,mixed,87.07472462618335
uc2.ark:/13960/t55d8qv6p,"Dowdall, Mary Frances Harriet Borthwick,",Joking apart,1914,f,high_female,87.05114254624593
mdp.39015078779710,"Badoe, Yaba.",True murder / | $c: Yaba Badoe.,2009,u,high_female,87.02734667008824
coo.31924014165462,"Borrow, George,",The Romany rye;,1903,m,mixed,87.0261770784917
mdp.39015064466165,"Borrow, George Henry,",The Romany rye;,1858,m,mixed,86.99477053907432
uiuo.ark:/13960/t9766382k,,Poor Nellie,1887,f,,86.98659568001509
uc1.$b63824,"Stanley, Arthur G.","The smallest drum, | $c: by Arthur G. Stanley.",1936,m,,86.97744138275627
uiuo.ark:/13960/t7br9226f,"Allen, Grant,",In all shades,1886,m,,86.9629302085636
uc1.b3335470,"Wilson, Angus,",Hemlock and after.,1952,m,,86.94583841304944
mdp.39015003686253,"Frayn, Michael.",Towards the end of the morning.,1967,m,,86.9342309106918
mdp.39015063928496,"Disraeli, Benjamin,",Lothair,1870,m,,86.93412325326808
njp.32101063690760,"Fielding, Henry,",The works of Henry Fielding,1893,m,high_male,86.91705215988874
mdp.39015004319417,"Lively, Penelope,","Nothing missing but the samovar, and other stories / | $c: [by] Penelope Lively.",1978,f,high_female,86.90750223140886
njp.32101066121938,"Gordon, Frederick.",A Sunday salmon and another,1895,m,,86.90299453235326
uc1.b4539013,"Gifford, Douglas.","Scottish short stories, 1800-1900.",1971,m,mixed,86.89429564506234
uiuo.ark:/13960/t5db8q110,"Williams, F.,","The secret marriage, or, Contrasts in life",1855,u,,86.87273933439687
uiuo.ark:/13960/t4hm5sg6b,"Mills, John,",Our county,1850,m,,86.8585379595286
njp.32101068142304,"Wordsworth, Elizabeth,",Thornwell Abbas,1876,f,,86.85640414486839
uiuo.ark:/13960/t18k7wb3r,"Alexander,",Found wanting,1893,f,mixed,86.8498064759747
mdp.39015003350058,"English, Isobel.","Life after all, | and other stories.",1973,f,,86.84911413903579
inu.30000110593971,,The whistleblower / | $c: Anonymous.,2008,u,mixed,86.83134154422683
mdp.39015051347295,"Blishen, Edward,",A second skin / | $c: Edward Blishen.,1984,m,,86.80148266316336
uiuo.ark:/13960/t3bz6ss4d,"Reeve, Sophia.",The mysterious wanderer,1807,f,mixed,86.80053237659855
hvd.hwkz9q,"Marryat, Frederick,",Poor Jack,1840,m,,86.75616447616741
mdp.39015026114150,"Coryn, Marjorie,","The Chevalier d'Eon, 1728-1810, | $c: by M. Coryn.",1932,f,high_male,86.75613392978174
uc1.b2801756,"Vyvyan, C. C. (Clara Coltman)",Coloured pebbles /cC.C. Vyvyan.,1964,f,high_female,86.75577514079431
uc2.ark:/13960/t18k76w44,"Watson, Gilbert,",Three rolling stones in Japan,1903,m,mixed,86.75098694963414
uc2.ark:/13960/t01z44t2n,"Baring, Maurice,",Orpheus in Mayfair,1909,m,mixed,86.75006848689618
uc1.32106005224586,"Barnes, Julian.",Metroland / | $c: Julian Barnes.,1980,m,high_female,86.74559444828195
uc2.ark:/13960/t2q52jk6g,"Wood, Eric Erskine.",A bachelor in Japan,1916,m,high_female,86.74280757553856
njp.32101068171204,"Hughes, William,",The three students of Gray's inn;,1846,m,,86.73269542834761
uiuo.ark:/13960/t0dv1sk2m,"Ainsworth, William Harrison,",Hilary St. Ives,1870,m,,86.7231055131117
nyp.33433074943741,"Austen, Jane,",The novels of Jane Austen,1892,f,high_female,86.70609729662775
uc2.ark:/13960/t9h41n20f,"Reid, Eric.",Spears of deliverance,1920,m,mixed,86.67730433583517
uc2.ark:/13960/t5m90417b,"Gore,",The story of a royal favourite,1845,f,,86.67075945252968
uiuo.ark:/13960/t4kk9xp12,"Smart, Hawley,",Hard lines,1883,m,mixed,86.66023280089811
uiuo.ark:/13960/t61557p1q,"Pirkis, Catherine Louisa,",A red sister,1891,f,high_female,86.65056191576517
mdp.39015007030201,"Greene, Graham,",Twenty-one stories.,1954,m,,86.64885551303342
mdp.39015073316740,"Carlyle, Thomas,",[Works],1885,m,high_male,86.62073143030209
mdp.39015063938784,"Lockhart, J. G.",The history of Matthew Wald,1824,m,,86.60782080485953
uc1.$b244277,"Dundy, Elaine.",The old man and me / | $c: by Elaine Dundy.,1964,f,,86.6029466124518
njp.32101068167178,"Dallas, Robert Charles,",Percival,1801,m,,86.57592227406087
uc1.$b244970,"Stern, G. B. (Gladys Bronwyn),",The shortest night / | $c: by G.B. Stern.,1931,f,,86.5687925432251
mdp.39015014882693,"Levey, Michael.",Men at work / | $c: by Michael Levey.,1989,m,,86.55951390892582
uc1.32106014207846,"McGrath, Melanie,","Hard, soft & wet : | the digital generation comes of age / | $c: Melanie McGrath",1997,f,mixed,86.53749806429282
uc2.ark:/13960/t2x34w21d,"Kemp, John,",Wild Dayrell,1861,m,mixed,86.53268816444742
inu.30000095317008,"Mars, Alastair,","Unbroken, | the story of a submarine.",1953,u,high_male,86.4864864864865
uiuo.ark:/13960/t9086vj76,"Payn, James,",Less black than we're painted,1878,m,mixed,86.46347749455445
njp.32101068141769,"Lever, Charles James,",Nuts and nutcrackers,1857,m,high_male,86.45211668246975
mdp.39015053746841,"Weldon, Fay.",The Bulgari connection / | $c: Fay Weldon.,2001,f,,86.43403828191437
uiuo.ark:/13960/t0gt5vw09,"Blessington, Marguerite,",Meredith,1843,f,,86.42889900165804
uc1.$b300923,"Hopkins, Gerard,",Something attempted / | $c: Gerard Hopkins.,1929,m,high_female,86.42245601096987
mdp.39015059389539,"Barber, Margaret Fairless,",The gathering of Brother Hilarius,1902,u,high_male,86.41175199827177
uiuo.ark:/13960/t0ks7331q,"Gray, Arnold.",Like lost sheep,1885,m,high_female,86.40908529811135
uiuo.ark:/13960/t1rf6dn04,"Farjeon, B. L.",Aaron the Jew,1894,m,mixed,86.39916413831904
hvd.hwkd9i,"Heney, James.",Agnes : or the sailor's orphan ;,1825,m,,86.38187597605136
inu.30000048017366,"Booth, Martin.",Toys of glass / | $c: Martin Booth.,1995,m,,86.36821649632932
uc2.ark:/13960/t0pr7sw88,"Wood, Henry,",Roland Yorke,1869,f,,86.33933899617821
mdp.39015051323171,"Belloc, Hilaire,","The green overcoat, | $c: by Hilaire Belloc. With illustrations by G. K. Chesterton.",1923,m,high_male,86.33134252313964
uc1.b3578478,"Doyle, Arthur Conan,",The sign of four,1890,m,high_male,86.32281412374043
uc1.$b302122,"Noyes, Alfred,",The return of the scare-crow / | $c: by Alfred Noyes.,1929,u,mixed,86.32070681425814
uiuo.ark:/13960/t2x353998,"Collins, Wilkie,",Jezebel's daughter,1880,m,mixed,86.31532220276702
mdp.39015029177857,"Lasdun, James.",Three evenings and other stories / | $c: James Lasdun.,1992,m,high_female,86.30205720020072
mdp.39015062281541,"Burke, Thomas,",Vagabond minstrel; | the adventures of Thomas Dermody.,1936,m,high_male,86.2895493767977
uiuo.ark:/13960/t3nv9qx3s,"Barry, William Francis,",The new Antigone,1887,m,,86.28787382309893
nyp.33433084128663,"Thornbury, Walter,",Tales for the marines,1865,m,,86.25845332842619
uc2.ark:/13960/t0rr1qr9g,,Hugh Russell at Harrow,1880,u,high_male,86.24994325661628
uiuo.ark:/13960/t9v12c96m,"Cox, Annie.",A romance of Regent Street,1881,f,high_female,86.24979266876761
njp.32101067173078,"Scott, Walter,",Novels and tales of the author of Waverley,1819,m,,86.24909671554119
uiuo.ark:/13960/t51g17v2r,"Miller, Thomas,","Fair Rosamond, or, The days of King Henry II",1839,m,,86.23580702342738
njp.32101075728475,"Opie, Amelia Alderson,",Tales of the heart,1820,f,mixed,86.21928437993965
inu.32000013013364,"Trollope, Anthony,",An editor's tales,1881,m,,86.21423705722071
uc2.ark:/13960/t7jq0zc1x,"Craik, Dinah Maria Mulock,",The head of the family,1852,f,,86.20813517435595
uiuo.ark:/13960/t5bc4gn4t,"Lemon, Mark,",Loved at last,1864,m,mixed,86.20689655172413
uiuo.ark:/13960/t3dz0j89j,"Barrett, Frank,",The Harding scandal,1896,m,high_female,86.2029853454925
uc1.$b300991,"James, Norah Cordner,",Sleeveless errand : | a novel / | $c: by Norah C. James.,1929,f,,86.20083034269229
mdp.39015073890561,"Saul, John.",Call it tender / | $c: John Saul.,2007,m,mixed,86.19421027182712
uc2.ark:/13960/t80k28q48,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,high_male,86.19220862523426
mdp.39015032196019,"Friel, George.",The bank of time / | $c: George Friel ; introduced by Gordon Jarvie.,1995,m,high_male,86.13722404185631
mdp.39015037444828,"Johnston, Jennifer,",The illusionist / | $c: Jennifer Johnston.,1995,f,,86.13032594945226
nyp.33433067294755,"Kennedy, Grace,",The works of Grace Kennedy,1827,f,high_female,86.12740776767892
uc1.$b784346,"Campbell, Patrick,",Rough Husbandry / | $c: Patrick Campbell ; drawings by Quentin Blake.,1965,m,,86.1244019138756
mdp.39015059899123,,The New Decameron ...,1919,u,mixed,86.10904536381068
uiuo.ark:/13960/t8kd28g17,"Fetherstonhaugh,",Kingsdene,1878,f,high_female,86.08002665704052
mdp.39015040576186,"Smith, Drew",The circus / | $c: Drew Smith,1997,m,high_female,86.05169895492473
njp.32101068581576,"Collins, Wilkie,",The woman in white,1860,m,high_female,86.05094607148095
uiuo.ark:/13960/t04x5wd9q,"Picken, Andrew,",The black watch,1834,m,high_male,86.04617811558867
hvd.32044020392411,"Hatton, Ann Julia,","Guilty or not guilty, or, A lesson for husbands",1822,f,high_female,86.03967211063139
uc1.$b800284,"Walder, David.",The Fair Ladies of Salamanca.,1967,m,,86.03883727768763
njp.32101067631307,"Brown, Thomas,",Bath,1818,m,,86.02414820731818
mdp.39015066057228,"Plomer, William,",Museum pieces / | $c: by William Plomer.,1952,m,,86.0147789029206
uiuo.ark:/13960/t4hm5hr2p,"Chatterton, Georgiana,",The lost bride,1872,f,high_female,85.99222486966804
inu.30000110628322,"Redfern, Margaret,",Flint / | $c: by Margaret Redfern.,2009,f,high_male,85.9794242343384
uiuo.ark:/13960/t6931h959,"Young, Mary Julia.",A summer at Brighton,1807,f,,85.96481173706229
mdp.39015034653686,"Powell, Anthony,","Books do furnish a room, | a novel.",1971,m,,85.96409867773642
mdp.39015061470574,"Stewart, J. I. M. (John Innes Mackintosh),",Andrew and Tobias / | $c: J.I.M. Stewart.,1980,m,mixed,85.96254820872635
njp.32101068178019,"Hervey, Elizabeth",Amabel;,1814,f,mixed,85.91788945231556
uiuo.ark:/13960/t4hm5w02c,"Noble, Frances.",Violet Mortimer,1879,u,,85.91761635352667
nnc1.cu58496270,"White, William Hale,",The autobiography of Mark Rutherford,1893,m,high_female,85.90362431481633
uc1.b5015133,"Clarke, Anna,",The lady in black / | $c: Anna Clarke.,1977,f,,85.89972003054214
uc1.$b783880,"Birmingham, George A.,",Up,1919,m,,85.89263420724099
uc1.b3324474,"Lawless, Emily,",Hurrish,1886,f,high_male,85.88908415808875
uiuo.ark:/13960/t48p6m24t,"Hope, Anthony,",The god in the car,1894,m,,85.87602306384619
uiuo.ark:/13960/t9r219r74,"Edwards, Amelia Ann Blanford,",Miss Carew,1865,f,mixed,85.8666505980537
uiuo.ark:/13960/t7hq4bq34,"Hamley, W. G.",The house of Lys,1879,u,,85.86147681740127
inu.39000003683104,"Grant, Marcus.",Horror / | Marcus Grant.,1974,m,high_male,85.85700905401185
uiuo.ark:/13960/t6348x87x,"Barrett Lennard,",Constance Rivers,1867,f,,85.85328627301344
uc2.ark:/13960/t1mg7mt0b,"Hofland,","Adelaide; or, The massacre of St. Bartholomew",1857,f,,85.83486326029421
uiuo.ark:/13960/t8gf1h247,"Blackmore, R. D.",The maid of Sker,1872,m,,85.8347742794233
uc1.32106015514182,"Duthie, Niall",Lobster moth,1999,m,mixed,85.81979576622342
uc1.b3324286,"Duros, Edward.",Otterbourne;,1832,m,high_male,85.81695957663635
inu.32000006208294,"Bowen, Elizabeth,","The death of the heart, | $c: by Elizabeth Bowen.",1938,f,high_female,85.80885057001592
uc2.ark:/13960/t1fj2cb69,"Pemberton, Max Joseph.",Hindoo Khan,1922,m,,85.80761542586903
uc1.$b236156,"Davies, Rhys,","A pig in a poke, | stories, | $c: by Rhys Davies.",1931,m,high_female,85.79673972389051
mdp.39015080847570,"Gowers, Rebecca.",The twisted heart / | $c: Rebecca Gowers.,2009,f,mixed,85.7959961868446
mdp.39015080887147,"Welsh, Irvine.",Reheated cabbage : | tales of chemical degeneration / | $c: Irvine Welsh.,2009,m,,85.79272477693891
uiuo.ark:/13960/t5bc4nb1d,"Wood, Henry,","Lady Grace, and other stories",1887,f,mixed,85.78781812982557
mdp.39015046441252,"Powell, Anthony,",Temporary kings: | a novel. -,1973,m,mixed,85.77513112749931
mdp.39015064480661,"Blackmore, R. D.","The remarkable history of Sir Thomas Upmore, bart., M. P",1884,m,,85.77133897101197
nyp.33433075749592,"Payn, James,","People, places and things",1865,m,,85.76813262461769
uc2.ark:/13960/t0pr7pk7h,"Beresford, J. D.",Nineteen impressions,1918,m,high_male,85.76154207420416
uiuo.ark:/13960/t49p3c788,"Cook, Dutton,",Paul Foster's daughter,1861,m,,85.74858514834504
uiuo.ark:/13960/t72v2t052,"Armstrong, F. C.",The pirates of  The Foam,1863,m,,85.73778236601284
mdp.39015056908968,"Litt, Toby,",Finding myself / | $c: Toby Litt.,2003,m,high_female,85.73038692581622
mdp.39015063748019,"Black, William,",White heather,1885,m,,85.70845520712878
uiuo.ark:/13960/t3dz0v47h,"Phillpotts, Eden,",Some every-day folks,1894,m,,85.68426157950046
uiuo.ark:/13960/t2n593h7q,"Moore, Oliver.",The staff officer,1831,m,mixed,85.65689981096406
uiuo.ark:/13960/t6h13jw1b,"Braddon, M. E.",Fenton's quest,1871,f,mixed,85.64804560020082
inu.32000006985032,"Quiller-Couch, Arthur Thomas, Sir,","Q's mystery stories, | twenty stories from the works of Sir Arthur Quiller-Couch.",1937,m,high_male,85.64794679121304
uc1.b3123798,"Riddell, J. H.,",Daisies and buttercups,1882,f,mixed,85.63535911602212
uiuo.ark:/13960/t7vm4x99r,"Wilkins, W. H.",The holy estate,1895,m,high_female,85.61107514981938
uiuo.ark:/13960/t8bg3b05m,"Ellis, Sarah Stickney,","Agatha Beaufort; or, Family pride",1852,f,high_female,85.60774242226383
mdp.39015053531623,"Burns, Anna,",No bones / | $c: Anna Burns.,2001,f,,85.59811684142949
uiuo.ark:/13960/t2n593s79,"O'Keeffe, Adelaide,",Dudley,1819,f,mixed,85.5953415383817
uiuo.ark:/13960/t4dn4s42z,Sejanus.,Littledale,1878,u,,85.5938899130893
mdp.39015000610306,"Woolf, Virginia,",The voyage out.,1949,f,high_female,85.59305057274499
uc2.ark:/13960/t42r3rm9r,"De Fonblanque, Albany,",Pious frauds,1880,m,high_male,85.58387219475087
njp.32101065861807,"M'Laren, Jessie.",Neil Willox,1886,f,,85.58365802572014
uiuo.ark:/13960/t3jw8p60j,"Coleridge, Christabel R.",An English squire,1881,f,mixed,85.54734157600801
uiuo.ark:/13960/t6b28ds6f,"Acton, Eugenia de,",The microcosm,1801,f,,85.54548613895798
mdp.39015053625730,"Downie, Walter I.",Reminiscences of a Blackwall midshipman,1912,m,high_male,85.5386260358193
uiuo.ark:/13960/t2s47218n,"Gore,","Fascination, and other tales",1842,f,,85.53084664430276
uc2.ark:/13960/t0ht2v58x,"Gowing, Aylmer.",My only love;,1880,u,high_female,85.5222968845449
uiuo.ark:/13960/t3611fb6z,,"Harden Hall, or, The three proposals",1847,m,high_female,85.52043938501302
uc1.l0061274726,"Mayo, Isabella Fyvie,",Premiums paid to experience;,1872,f,,85.51738014990694
mdp.39015065597521,"Trollope, Frances Milton,",The widow married,1857,f,high_female,85.50168692517447
uiuo.ark:/13960/t16m3hs4q,"Chandler, W. A.",Thrice,1876,u,mixed,85.49700760473382
njp.32101068972585,"Lamington, Alexander Dundas Ross Wishart Cochrane-Baillie,",Ernest Vane,1849,m,,85.49596565912046
uiuo.ark:/13960/t2891v18z,"Nugent, Norman.",The amusements of a man of fashion,1873,m,,85.49575987244957
uiuo.ark:/13960/t41r72r9g,"Blake, Louise Pilkington,",Mrs. Grey's reminiscences,1878,f,high_female,85.48499651081647
uc1.$b63937,"Swinnerton, Frank,",The doctor's wife comes to stay.,1949,m,mixed,85.47904553775189
uc2.ark:/13960/t5r78cz8d,"Carrel, Frederic.",The adventures of John Johns,1897,m,,85.4667140020775
mdp.39015086852160,"Doyle, Arthur Conan,",The adventures of Sherlock Holmes / | $c: A. Conan Doyle.,1933,m,high_male,85.45938100886272
njp.32101067707495,"Gowing, Aylmer.",An unruly spirit,1890,u,high_female,85.45182653279215
mdp.39015012358589,"Morier, James Justinian,",Abel Allnutt,1837,m,mixed,85.44661112636943
uiuo.ark:/13960/t7rn3mn3n,"Hart, Fanny Wheeler.",Freda,1878,f,high_female,85.41024922990759
mdp.39015033170104,"Gaskell, Elizabeth Cleghorn,",Mary Barton and other tales,1902,f,high_female,85.39709649871902
mdp.39015013286086,"Maugham, Robin,","The black tent, | and other stories. | $c: With an introduction by Peter Burton.",1973,m,,85.37195678412671
uc1.b3486106,"Cunninghame Graham, R. B.",A hatchment,1913,m,,85.34763922333649
inu.39000001640825,"Doyle, Arthur Conan, Sir,",Tales of adventure and medical life / | $c: A. Conan Doyle.,1920,m,,85.34295676769646
njp.32101067172971,"Scott, Walter,",Novels and tales of the author of Waverley,1819,m,,85.33625616534879
mdp.39015054402808,"Hensher, Philip.",The Mulberry Empire : | or the two virtuous journeys of the Amir Dost Mohammed Khan / | $c: Philip Hensher.,2002,m,,85.32974776009412
njp.32101068605839,"Wells, H. G.",Select conversations with an uncle,1895,m,high_male,85.32040055682789
uiuo.ark:/13960/t8z89vv9r,"Scott, Walter,",Tales of my landlord,1816,m,mixed,85.31629075791892
inu.32000013013463,"Trollope, Anthony,",The last chronicle of Barset,1879,m,,85.29814907947028
mdp.39015011899203,"Hill, Susan,",The bird of night.,1972,f,high_male,85.28513238289206
nyp.33433074895065,"Marshall, Emma,",In the choir of Westminister abbey,1897,f,mixed,85.24614825308075
uiuo.ark:/13960/t7jq1mz7p,"Sheridan, Frederick.",Shot!,1866,m,mixed,85.24555940223726
njp.32101066459270,"Gleig, G. R.",The country curate,1830,m,mixed,85.2411105698977
uc1.b4948557,"Fitzgerald, Penelope.",At Freddie's / | $c: Penelope Fitzgerald.,1982,f,mixed,85.23915211167937
mdp.39015063554326,"Sullivan, Arabella Jane,",Recollections of a chaperon,1883,f,high_female,85.23395250411474
mdp.39015048898178,"Sillitoe, Alan.",Every day of the week : | an Alan Sillitoe reader / | $c: selected by the author; introduction by John Sawkins.,1987,m,high_male,85.23378409351363
njp.32101068166204,"Chetwynd, Henry Wayland,",Criss-cross lovers,1890,f,,85.23246139172433
nyp.33433074931837,"Cruikshank, Robert,",Cruikshank at home,1845,m,mixed,85.21554261216387
uiuo.ark:/13960/t7rn3pf5r,"Mathews, William,",The two homes,1859,m,mixed,85.1964327429129
mdp.39015059436116,"Thompson, Sylvia,",The battle of the horizons / | $c: by Sylvia Thompson.,1928,f,,85.17335555246957
mdp.39015017936876,"Logan, Owen.","Al Maghrib : | photographs from Morocco, 1983-1988 / | $c: Owen Logan ; with three stories by Paul Bowles ; preface by Alexander Hutchison.",1989,m,high_female,85.17081480079491
uc1.b3322522,"Gladstone, Alfred.",The man of the hour,1863,m,,85.13561954833312
mdp.39015059408131,"James, G. P. R.",The King's Highway,1840,m,,85.13294928913987
mdp.39015014889300,,Sojourn / | $c: edited by Zhana.,1988,u,high_female,85.12043906901108
mdp.39015063926052,"Rawson, Marion Nicholl,",The priceless thing,1914,u,high_female,85.1155585566671
uiuo.ark:/13960/t5t72qv0p,"Cresswell, Henry.",A wily widow,1888,m,high_female,85.08569344840161
dul1.ark:/13960/t0tq6h35q,"Gore,",The sketch book of fashion,1833,f,high_female,85.04513934318985
njp.32101064710401,"Parry, Edward Abbott,",The first book of Krab,1897,m,,85.04204856845887
pst.000049774849,"Plaidy, Jean,",It began in Vauxhall Gardens / | $c: [by] Jean Plaidy.,1968,f,high_female,85.03937007874016
inu.32000000355802,"Young, Francis Brett,",Portrait of Clare. | $c: By Francis Brett Young.,1927,m,high_female,85.02295014508366
mdp.39015029219154,,The Amis story anthology : | a personal choice of short stories / | $c: [edited by] Kingsley Amis.,1992,u,mixed,85.0076595443235
mdp.39015063870177,"Gissing, Algernon,",A vagabond in arts,1894,m,high_male,85.00275684616798
wu.89006405906,"O'Sullivan, Vincent,",Sentiment,1913,m,,85.0011591067151
mdp.39015064001194,"Skelton, John,",Summers and winters at Balmawhapple;,1897,m,mixed,84.99564528484032
mdp.49015001342907,"Tey, Josephine,",The Franchise affair / | $c: Josephine Tey [i.e. E. Mackintosh.,1975,f,mixed,84.98609738298245
uc1.32106018014966,"Bellamy, Guy,",The man who won / | $c: Guy Bellamy,2005,m,,84.97833748937771
mdp.39015082675235,"Morecambe, Gary,",Dancing with angels / | $c: Gary Morecambe ; foreword by Angela Rippon.,2008,m,,84.92982846959234
uiuo.ark:/13960/t3xs6768n,"Lucy, Henry W.",Gideon Fleyce,1883,m,high_male,84.92637043921354
mdp.39015043786592,"Wakefield, Tom.",The scarlet boy / | $c: Tom Wakefield ; completed by Patrick Gale.,1998,m,,84.92440211704405
nyp.33433074955018,"Lathom, Francis,",Men and manners,1800,m,,84.91517328002547
uc1.$b396485,"Glanville, Brian.","The king of Hackney Marshes, and other stories / | $c: by Brian Glanville.",1965,m,,84.91402455014298
uc1.b4105402,"Reade, William Winwood,",The outcast,1875,m,,84.91066690252963
umn.31951002134535d,"Carter, Reginald.",Nest for cuckoos.,1946,m,mixed,84.91041231920556
uc1.b2828656,"Church, Richard,",The room within.,1965,m,mixed,84.90165558228385
uc1.b3327073,"Massie, W.",Fitzwiggins,1840,u,,84.89529580184438
mdp.39015070756112,"Hill, Susan,",The man in the picture : | a ghost story / | $c: Susan Hill.,2007,f,,84.8923125294765
uiuo.ark:/13960/t77s86h8x,"Johnston, Henry.",The Dawsons of Glenara,1877,m,,84.88116636708608
uc2.ark:/13960/t0ft8gt15,"Ouida,",Held in bondage,1863,f,mixed,84.8620990889804
mdp.39015046353432,"Amis, Martin.",London fields / | $c: Martin Amis.,1989,m,mixed,84.85893318922201
mdp.39015063025392,"(Charles Edward), Montague, C. E.","Rough justice; | a novel,",1926,u,,84.85722771437055
uiuo.ark:/13960/t7qn6pk7b,,"Mrs. Cleveland, and the St. Clairs, &c",1836,u,,84.85425908833773
uc1.$b396473,"Gainham, Sarah.",Takeover bid: | a tale.,1970,f,,84.850143697824
uiuo.ark:/13960/t2f771c94,"Yates, Edmund Hodgson,",The rock ahead,1868,m,mixed,84.84670484768384
mdp.39015078796607,"Hannah, Sophie,",The other half lives / | $c: Sophie Hannah.,2009,f,mixed,84.84261694556596
uc1.b3325752,"Semple, Robert,","Charles Ellis, or, The friends",1806,m,,84.83604940220178
mdp.39015003679555,"Taylor, Elizabeth,",Angel.,1957,f,high_female,84.83462015060529
mdp.39015063556271,"Opie, Amelia Alderson,",New tales,1818,f,,84.79018283846699
uc2.ark:/13960/t5s759n39,"Marriott, Charles,",The happy medium,1908,m,mixed,84.78393344461225
uiuo.ark:/13960/t3611jj8v,"Lyster, Annette.",Riding out the gale,1877,f,high_male,84.7775631314886
uiuo.ark:/13960/t4kk9sz3z,,Laura Gay,1856,u,,84.77351983507698
mdp.39015006997806,"Sewell, Elizabeth Missing,",Gertrude,1846,f,high_female,84.76994611652927
mdp.39015063551652,"Crockett, S. R.",The Stickit minister & some common men,1893,m,,84.76524337681742
uiuo.ark:/13960/t56d6f57f,"Alexander,",Mona's choice,1887,f,high_female,84.7571899138944
uc2.ark:/13960/t18k76m0m,"Wallace, Edgar,",Green rust;,1920,m,high_male,84.7349078261555
mdp.39015014863099,"Mittelhölzer, Edgar.",The aloneness of Mrs. Chatham.,1965,m,high_female,84.73246508708613
nyp.33433074944319,"Cox, George Valentine,",Jeannette Isabelle,1837,m,,84.71280968781247
uc1.32106002015920,"Stewart, Angus.",Sandel.,1968,m,high_male,84.70553192281557
njp.32101041381631,"Henty, G. A.","A chapter of adventures; or, Through the bombardment of Alexandria",1890,m,high_male,84.68117537471423
wu.89006384275,"O'Brien, Aubrey John,",Cupid and cartridges,1911,m,mixed,84.65765631961978
mdp.39015020644186,"Amis, Kingsley.",Jake's thing / | $c: [by] Kingsley Amis.,1978,m,,84.65645030320833
mdp.39015005538304,"Mackenzie, Compton, Sir,",Mezzotint : | a novel / | $c: by Compton Mackenzie.,1961,m,,84.65489023082566
mdp.39076005036558,"Freeman, R. Austin (Richard Austin),",The famous cases of Dr. Thorndyke; | thirty-seven of his criminal investigations as set down | $c: by R. Austin Freeman.,1929,m,high_male,84.65098022524725
uc1.$b245069,"Malet, Oriel.","The green leaves of summer, | $c: by Oriel Malet [pseud.]",1950,u,,84.64577027650952
nyp.33433075754675,"Pickthall, Marmaduke William,",The house of Islâm,1906,m,mixed,84.62518482698337
